instrument_symbol,contract_code,period,primary_count
sm,sm.MAIN,1d,4
sm,sm.MAIN,1m,2
sm,sm.MAIN,1w,4
sm,sm.MAIN,30m,2
sm,sm.MAIN,5m,2
sm,sm.MAIN,60m,2
sn,SN2608,15m,3
sn,SN2608,1d,3
sn,SN2608,1m,3
sn,SN2608,30m,3
sn,SN2608,5m,3
sn,SN2608,60m,3
sn,sn.MAIN,15m,2
sn,sn.MAIN,1d,4
sn,sn.MAIN,1m,2
sn,sn.MAIN,1w,4
sn,sn.MAIN,30m,2
sn,sn.MAIN,5m,2
sn,sn.MAIN,60m,2
sp,SP2305,1d,2
sp,SP2609,15m,2
sp,SP2609,1d,2
sp,SP2609,1m,2
sp,SP2609,30m,2
sp,SP2609,5m,2
sp,SP2609,60m,2
sp,sp.MAIN,15m,2
sp,sp.MAIN,1d,4
sp,sp.MAIN,1m,2
sp,sp.MAIN,1w,4
sp,sp.MAIN,30m,2
sp,sp.MAIN,5m,2
sp,sp.MAIN,60m,2
sr,SR2303,1d,2
sr,sr.MAIN,15m,2
sr,sr.MAIN,1d,4
sr,sr.MAIN,1m,2
sr,sr.MAIN,1w,4
sr,sr.MAIN,30m,2
sr,sr.MAIN,5m,2
sr,sr.MAIN,60m,2
ss,SS2302,1d,2
ss,SS2608,15m,2
ss,SS2608,1d,2
ss,SS2608,1m,2
ss,SS2608,30m,2
ss,SS2608,5m,2
ss,SS2608,60m,2
ss,ss.MAIN,15m,2
ss,ss.MAIN,1d,4
ss,ss.MAIN,1m,2
ss,ss.MAIN,1w,4
ss,ss.MAIN,30m,2
ss,ss.MAIN,5m,2
ss,ss.MAIN,60m,2
t,T2303,1d,2
t,T2609,15m,2
t,T2609,1d,2
t,T2609,1m,2
t,T2609,30m,2
t,T2609,5m,2
t,T2609,60m,2
t,t.MAIN,15m,2
t,t.MAIN,1d,4
t,t.MAIN,1m,2
t,t.MAIN,1w,4
t,t.MAIN,30m,2
t,t.MAIN,5m,2
t,t.MAIN,60m,2
ta,TA2609,15m,3
ta,TA2609,1d,3
ta,TA2609,1m,3
ta,TA2609,30m,3
ta,TA2609,5m,3
ta,TA2609,60m,3
ta,ta.MAIN,15m,2
ta,ta.MAIN,1d,4
ta,ta.MAIN,1m,2
ta,ta.MAIN,1w,4
ta,ta.MAIN,30m,2
ta,ta.MAIN,5m,2
ta,ta.MAIN,60m,2
tf,TF2303,1d,2
tf,TF2609,15m,2
tf,TF2609,1d,2
tf,TF2609,1m,2
tf,TF2609,30m,2
tf,TF2609,5m,2
tf,TF2609,60m,2
tf,tf.MAIN,15m,2
tf,tf.MAIN,1d,4
tf,tf.MAIN,1m,2
tf,tf.MAIN,1w,4
tf,tf.MAIN,30m,2
tf,tf.MAIN,5m,2
tf,tf.MAIN,60m,2
tl,TL2609,15m,2
tl,TL2609,1d,2
tl,TL2609,1m,2
tl,TL2609,30m,2
tl,TL2609,5m,2
tl,TL2609,60m,2
tl,tl.MAIN,15m,2
tl,tl.MAIN,1d,3
tl,tl.MAIN,1m,2
tl,tl.MAIN,1w,3
tl,tl.MAIN,30m,2
tl,tl.MAIN,5m,2
tl,tl.MAIN,60m,2
ts,TS2303,1d,2
ts,TS2609,15m,2
ts,TS2609,1d,2
ts,TS2609,1m,2
ts,TS2609,30m,2
ts,TS2609,5m,2
ts,TS2609,60m,2
ts,ts.MAIN,15m,2
ts,ts.MAIN,1d,4
ts,ts.MAIN,1m,2
ts,ts.MAIN,1w,4
ts,ts.MAIN,30m,2
ts,ts.MAIN,5m,2
ts,ts.MAIN,60m,2
ur,UR2305,1d,2
ur,UR2609,15m,2
ur,UR2609,1d,2
ur,UR2609,1m,2
ur,UR2609,30m,2
ur,UR2609,5m,2
ur,UR2609,60m,2
ur,ur.MAIN,15m,2
ur,ur.MAIN,1d,4
ur,ur.MAIN,1m,2
ur,ur.MAIN,1w,4
ur,ur.MAIN,30m,2
ur,ur.MAIN,5m,2
ur,ur.MAIN,60m,2
v,V2609,15m,3
v,V2609,1d,3
v,V2609,1m,3
v,V2609,30m,3
v,V2609,5m,3
v,V2609,60m,3
v,v.MAIN,15m,2
v,v.MAIN,1d,4
v,v.MAIN,1m,2
v,v.MAIN,1w,4
v,v.MAIN,30m,2
v,v.MAIN,5m,2
v,v.MAIN,60m,2
v_f,V2609F,15m,2
v_f,V2609F,1d,2
v_f,V2609F,1m,2
v_f,V2609F,30m,2
v_f,V2609F,5m,2
v_f,V2609F,60m,2
v_f,v_f.MAIN,15m,2
v_f,v_f.MAIN,1d,3
v_f,v_f.MAIN,1m,2
v_f,v_f.MAIN,1w,3
v_f,v_f.MAIN,30m,2
v_f,v_f.MAIN,5m,2
v_f,v_f.MAIN,60m,2
wh,WH2607,15m,2
wh,WH2607,1d,2
wh,WH2607,1m,2
wh,WH2607,30m,2
wh,WH2607,5m,2
wh,WH2607,60m,2
wh,wh.MAIN,15m,2
wh,wh.MAIN,1d,3
wh,wh.MAIN,1m,2
wh,wh.MAIN,1w,3
wh,wh.MAIN,30m,2
wh,wh.MAIN,5m,2
wh,wh.MAIN,60m,2
wr,WR2301,1d,2
wr,WR2609,15m,2
wr,WR2609,1d,2
wr,WR2609,1m,2
wr,WR2609,30m,2
wr,WR2609,5m,2
wr,WR2609,60m,2
wr,wr.MAIN,15m,2
wr,wr.MAIN,1d,3
wr,wr.MAIN,1m,2
wr,wr.MAIN,1w,4
wr,wr.MAIN,30m,2
wr,wr.MAIN,5m,2
wr,wr.MAIN,60m,2
y,Y2305,1d,2
y,Y2609,15m,2
y,Y2609,1d,2
y,Y2609,1m,2
y,Y2609,30m,2
y,Y2609,5m,2
y,Y2609,60m,2
y,y.MAIN,15m,2
y,y.MAIN,1d,4
y,y.MAIN,1m,2
y,y.MAIN,1w,4
y,y.MAIN,30m,2
y,y.MAIN,5m,2
y,y.MAIN,60m,2
zc,ZC2607,15m,2
zc,ZC2607,1d,2
zc,ZC2607,1m,2
zc,ZC2607,30m,2
zc,ZC2607,5m,2
zc,ZC2607,60m,2
zc,zc.MAIN,15m,2
zc,zc.MAIN,1d,3
zc,zc.MAIN,1m,2
zc,zc.MAIN,1w,4
zc,zc.MAIN,30m,2
zc,zc.MAIN,5m,2
zc,zc.MAIN,60m,2
zn,ZN2608,15m,3
zn,ZN2608,1d,3
zn,ZN2608,1m,3
zn,ZN2608,30m,3
zn,ZN2608,5m,3
zn,ZN2608,60m,3
zn,zn.MAIN,15m,2
zn,zn.MAIN,1d,4
zn,zn.MAIN,1m,2
zn,zn.MAIN,1w,4
zn,zn.MAIN,30m,2
zn,zn.MAIN,5m,2
zn,zn.MAIN,60m,2
