product,contract,period,gap_type,final_classification,next_task,actual_status,audit_end,audit_status,binding_status,classification_source,contract_role,data_role,data_version,date_gap_count,db_market_data_file_id,detail,duplicate_active_count,duplicate_trade_dates,end_date,evidence_id,evidence_source,expected,expected_end,expected_start,gap_candidate,issue_class,issue_type,main_misuse_count,mapped_contracts_missing_bars,mapping_rows,max_trade_date,metadata_status,min_trade_date,missing_count,na_reason,physical_status,profile,provider,quality_status,recommended_next_task,row_count,standard_path,start_date,status,status_reason,symbol_or_contract,target_reason,unique_contracts,year,year/window
ic,IC2405,30m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2405_30m_20240419_20240430_v1,,48213.0,,0.0,,2024-04-30,market_data_file:48213,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,64.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=ic/contract=IC2405/IC2405_30m_20240419_20240430.parquet,2024-04-19,covered_passed,,IC2405,actual_contract_discovered,,2024.0,2024.0
ic,IC2405,5m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2405_5m_20240419_20240430_v1,,48211.0,,0.0,,2024-04-30,market_data_file:48211,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,384.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=ic/contract=IC2405/IC2405_5m_20240419_20240430.parquet,2024-04-19,covered_passed,,IC2405,actual_contract_discovered,,2024.0,2024.0
ic,IC2405,60m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2405_60m_20240419_20240430_v1,,48214.0,,0.0,,2024-04-30,market_data_file:48214,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,32.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=ic/contract=IC2405/IC2405_60m_20240419_20240430.parquet,2024-04-19,covered_passed,,IC2405,actual_contract_discovered,,2024.0,2024.0
ic,IC2406,15m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2406_15m_20240506_20240620_v1,,48218.0,,0.0,,2024-06-20,market_data_file:48218,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,528.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=IC2406/IC2406_15m_20240506_20240620.parquet,2024-05-06,covered_passed,,IC2406,actual_contract_discovered,,2024.0,2024.0
ic,IC2406,1d,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,active_valid,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2406_1d_20240506_20240620_v1,,42046.0,,0.0,,2024-06-20,market_data_file:42046,db_market_data_file,True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,long_horizon_daily_v1,rqdata,passed,,33.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=ic/contract=IC2406/IC2406_1d_20240506_20240620.parquet,2024-05-06,covered_passed,,IC2406,actual_contract_discovered,,2024.0,2024.0
ic,IC2406,1m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2406_1m_20240506_20240620_v1,,48216.0,,0.0,,2024-06-20,market_data_file:48216,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,7920.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=ic/contract=IC2406/IC2406_1m_20240506_20240620.parquet,2024-05-06,covered_passed,,IC2406,actual_contract_discovered,,2024.0,2024.0
ic,IC2406,1w,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,binding_missing,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2406_1w_20240506_20240620_v1,,85742.0,,0.0,,2024-06-14,market_data_file:85742,db_market_data_file,True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,long_horizon_daily_v1,rqdata,passed,,6.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CFFEX/symbol=ic/contract=IC2406/IC2406_1w_20240506_20240620.parquet,2024-05-10,covered_passed,,IC2406,actual_contract_discovered,,2024.0,2024.0
ic,IC2406,30m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2406_30m_20240506_20240620_v1,,48219.0,,0.0,,2024-06-20,market_data_file:48219,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,264.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=ic/contract=IC2406/IC2406_30m_20240506_20240620.parquet,2024-05-06,covered_passed,,IC2406,actual_contract_discovered,,2024.0,2024.0
ic,IC2406,5m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2406_5m_20240506_20240620_v1,,48217.0,,0.0,,2024-06-20,market_data_file:48217,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,1584.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=ic/contract=IC2406/IC2406_5m_20240506_20240620.parquet,2024-05-06,covered_passed,,IC2406,actual_contract_discovered,,2024.0,2024.0
ic,IC2406,60m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2406_60m_20240506_20240620_v1,,48220.0,,0.0,,2024-06-20,market_data_file:48220,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,132.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=ic/contract=IC2406/IC2406_60m_20240506_20240620.parquet,2024-05-06,covered_passed,,IC2406,actual_contract_discovered,,2024.0,2024.0
ic,IC2407,15m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2407_15m_20240621_20240718_v1,,48224.0,,0.0,,2024-07-18,market_data_file:48224,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,320.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=IC2407/IC2407_15m_20240621_20240718.parquet,2024-06-21,covered_passed,,IC2407,actual_contract_discovered,,2024.0,2024.0
ic,IC2407,1d,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,active_valid,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2407_1d_20240621_20240718_v1,,42048.0,,0.0,,2024-07-18,market_data_file:42048,db_market_data_file,True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,long_horizon_daily_v1,rqdata,passed,,20.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=ic/contract=IC2407/IC2407_1d_20240621_20240718.parquet,2024-06-21,covered_passed,,IC2407,actual_contract_discovered,,2024.0,2024.0
ic,IC2407,1m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2407_1m_20240621_20240718_v1,,48222.0,,0.0,,2024-07-18,market_data_file:48222,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,4800.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=ic/contract=IC2407/IC2407_1m_20240621_20240718.parquet,2024-06-21,covered_passed,,IC2407,actual_contract_discovered,,2024.0,2024.0
ic,IC2407,1w,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,binding_missing,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2407_1w_20240621_20240718_v1,,85744.0,,0.0,,2024-07-12,market_data_file:85744,db_market_data_file,True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,long_horizon_daily_v1,rqdata,passed,,3.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CFFEX/symbol=ic/contract=IC2407/IC2407_1w_20240621_20240718.parquet,2024-06-28,covered_passed,,IC2407,actual_contract_discovered,,2024.0,2024.0
ic,IC2407,30m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2407_30m_20240621_20240718_v1,,48225.0,,0.0,,2024-07-18,market_data_file:48225,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,160.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=ic/contract=IC2407/IC2407_30m_20240621_20240718.parquet,2024-06-21,covered_passed,,IC2407,actual_contract_discovered,,2024.0,2024.0
ic,IC2407,5m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2407_5m_20240621_20240718_v1,,48223.0,,0.0,,2024-07-18,market_data_file:48223,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,960.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=ic/contract=IC2407/IC2407_5m_20240621_20240718.parquet,2024-06-21,covered_passed,,IC2407,actual_contract_discovered,,2024.0,2024.0
ic,IC2407,60m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2407_60m_20240621_20240718_v1,,48226.0,,0.0,,2024-07-18,market_data_file:48226,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,80.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=ic/contract=IC2407/IC2407_60m_20240621_20240718.parquet,2024-06-21,covered_passed,,IC2407,actual_contract_discovered,,2024.0,2024.0
ic,IC2408,15m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2408_15m_20240719_20240731_v1,,48230.0,,0.0,,2024-07-31,market_data_file:48230,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,144.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=IC2408/IC2408_15m_20240719_20240731.parquet,2024-07-19,covered_passed,,IC2408,actual_contract_discovered,,2024.0,2024.0
ic,IC2408,1d,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,active_valid,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2408_1d_20240719_20240731_v1,,42050.0,,0.0,,2024-07-31,market_data_file:42050,db_market_data_file,True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,long_horizon_daily_v1,rqdata,passed,,9.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=ic/contract=IC2408/IC2408_1d_20240719_20240731.parquet,2024-07-19,covered_passed,,IC2408,actual_contract_discovered,,2024.0,2024.0
ic,IC2408,1m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2408_1m_20240719_20240731_v1,,48228.0,,0.0,,2024-07-31,market_data_file:48228,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,2160.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=ic/contract=IC2408/IC2408_1m_20240719_20240731.parquet,2024-07-19,covered_passed,,IC2408,actual_contract_discovered,,2024.0,2024.0
ic,IC2408,1w,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,binding_missing,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2408_1w_20240719_20240731_v1,,85746.0,,0.0,,2024-07-26,market_data_file:85746,db_market_data_file,True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,long_horizon_daily_v1,rqdata,passed,,1.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CFFEX/symbol=ic/contract=IC2408/IC2408_1w_20240719_20240731.parquet,2024-07-26,covered_passed,,IC2408,actual_contract_discovered,,2024.0,2024.0
ic,IC2408,30m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2408_30m_20240719_20240731_v1,,48231.0,,0.0,,2024-07-31,market_data_file:48231,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,72.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=ic/contract=IC2408/IC2408_30m_20240719_20240731.parquet,2024-07-19,covered_passed,,IC2408,actual_contract_discovered,,2024.0,2024.0
ic,IC2408,5m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2408_5m_20240719_20240731_v1,,48229.0,,0.0,,2024-07-31,market_data_file:48229,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,432.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=ic/contract=IC2408/IC2408_5m_20240719_20240731.parquet,2024-07-19,covered_passed,,IC2408,actual_contract_discovered,,2024.0,2024.0
ic,IC2408,60m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2408_60m_20240719_20240731_v1,,48232.0,,0.0,,2024-07-31,market_data_file:48232,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,36.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=ic/contract=IC2408/IC2408_60m_20240719_20240731.parquet,2024-07-19,covered_passed,,IC2408,actual_contract_discovered,,2024.0,2024.0
ic,IC2409,15m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2409_15m_20240801_20240919_v1,,48236.0,,0.0,,2024-09-19,market_data_file:48236,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,544.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=IC2409/IC2409_15m_20240801_20240919.parquet,2024-08-01,covered_passed,,IC2409,actual_contract_discovered,,2024.0,2024.0
ic,IC2409,1d,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,active_valid,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2409_1d_20240801_20240919_v1,,42052.0,,0.0,,2024-09-19,market_data_file:42052,db_market_data_file,True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,long_horizon_daily_v1,rqdata,passed,,34.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=ic/contract=IC2409/IC2409_1d_20240801_20240919.parquet,2024-08-01,covered_passed,,IC2409,actual_contract_discovered,,2024.0,2024.0
ic,IC2409,1m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2409_1m_20240801_20240919_v1,,48234.0,,0.0,,2024-09-19,market_data_file:48234,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,8160.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=ic/contract=IC2409/IC2409_1m_20240801_20240919.parquet,2024-08-01,covered_passed,,IC2409,actual_contract_discovered,,2024.0,2024.0
ic,IC2409,1w,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,binding_missing,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2409_1w_20240801_20240919_v1,,85748.0,,0.0,,2024-09-13,market_data_file:85748,db_market_data_file,True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,long_horizon_daily_v1,rqdata,passed,,6.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CFFEX/symbol=ic/contract=IC2409/IC2409_1w_20240801_20240919.parquet,2024-08-09,covered_passed,,IC2409,actual_contract_discovered,,2024.0,2024.0
ic,IC2409,30m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2409_30m_20240801_20240919_v1,,48237.0,,0.0,,2024-09-19,market_data_file:48237,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,272.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=ic/contract=IC2409/IC2409_30m_20240801_20240919.parquet,2024-08-01,covered_passed,,IC2409,actual_contract_discovered,,2024.0,2024.0
ic,IC2409,5m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2409_5m_20240801_20240919_v1,,48235.0,,0.0,,2024-09-19,market_data_file:48235,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,1632.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=ic/contract=IC2409/IC2409_5m_20240801_20240919.parquet,2024-08-01,covered_passed,,IC2409,actual_contract_discovered,,2024.0,2024.0
ic,IC2409,60m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2409_60m_20240801_20240919_v1,,48238.0,,0.0,,2024-09-19,market_data_file:48238,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,136.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=ic/contract=IC2409/IC2409_60m_20240801_20240919.parquet,2024-08-01,covered_passed,,IC2409,actual_contract_discovered,,2024.0,2024.0
ic,IC2410,15m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2410_15m_20240920_20241017_v1,,48242.0,,0.0,,2024-10-17,market_data_file:48242,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,240.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=IC2410/IC2410_15m_20240920_20241017.parquet,2024-09-20,covered_passed,,IC2410,actual_contract_discovered,,2024.0,2024.0
ic,IC2410,1d,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,active_valid,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2410_1d_20240920_20241017_v1,,42054.0,,0.0,,2024-10-17,market_data_file:42054,db_market_data_file,True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,long_horizon_daily_v1,rqdata,passed,,15.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=ic/contract=IC2410/IC2410_1d_20240920_20241017.parquet,2024-09-20,covered_passed,,IC2410,actual_contract_discovered,,2024.0,2024.0
ic,IC2410,1m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2410_1m_20240920_20241017_v1,,48240.0,,0.0,,2024-10-17,market_data_file:48240,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,3600.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=ic/contract=IC2410/IC2410_1m_20240920_20241017.parquet,2024-09-20,covered_passed,,IC2410,actual_contract_discovered,,2024.0,2024.0
ic,IC2410,1w,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,binding_missing,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2410_1w_20240920_20241017_v1,,85750.0,,0.0,,2024-10-11,market_data_file:85750,db_market_data_file,True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,long_horizon_daily_v1,rqdata,passed,,3.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CFFEX/symbol=ic/contract=IC2410/IC2410_1w_20240920_20241017.parquet,2024-09-27,covered_passed,,IC2410,actual_contract_discovered,,2024.0,2024.0
ic,IC2410,30m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2410_30m_20240920_20241017_v1,,48243.0,,0.0,,2024-10-17,market_data_file:48243,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,120.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=ic/contract=IC2410/IC2410_30m_20240920_20241017.parquet,2024-09-20,covered_passed,,IC2410,actual_contract_discovered,,2024.0,2024.0
ic,IC2410,5m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2410_5m_20240920_20241017_v1,,48241.0,,0.0,,2024-10-17,market_data_file:48241,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,720.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=ic/contract=IC2410/IC2410_5m_20240920_20241017.parquet,2024-09-20,covered_passed,,IC2410,actual_contract_discovered,,2024.0,2024.0
ic,IC2410,60m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2410_60m_20240920_20241017_v1,,48244.0,,0.0,,2024-10-17,market_data_file:48244,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,60.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=ic/contract=IC2410/IC2410_60m_20240920_20241017.parquet,2024-09-20,covered_passed,,IC2410,actual_contract_discovered,,2024.0,2024.0
ic,IC2411,15m,actual_contract_coverage,blocked_with_reason,B-04,covered_passed,2026-07-10,,not_profile_scoped,physical_status:schema_invalid,actual_contract,primary,rq_acb_ic_IC2411_15m_20241018_20241031_v1,,48248.0,,0.0,,2024-10-31,market_data_file:48248,"db_market_data_file,manifest",True,2024-12-31,2024-01-01,physical_status:schema_invalid,,,,,,,registered,,0.0,,schema_invalid,,rqdata,passed,,160.0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=ic/contract=IC2411/IC2411_15m_20241018_20241031.parquet,2024-10-18,covered_passed,,IC2411,actual_contract_discovered,,2024.0,2024.0
