profile_id,instrument_symbol,contract_code,period,group_key,block_reason,market_data_file_id,evidence_source
intraday_research_v1,fg,fg.MAIN,5m,fg|fg.MAIN|5m,checksum_not_verified,71417,rulebook
intraday_research_v1,fg,fg.MAIN,60m,fg|fg.MAIN|60m,checksum_not_verified,71420,rulebook
intraday_research_v1,fu,fu.MAIN,15m,fu|fu.MAIN|15m,checksum_not_verified,71422,rulebook
intraday_research_v1,fu,fu.MAIN,1d,fu|fu.MAIN|1d,sealing_unverified,56464,rulebook
intraday_research_v1,fu,fu.MAIN,1d,fu|fu.MAIN|1d,checksum_not_verified,82675,rulebook
intraday_research_v1,fu,fu.MAIN,1m,fu|fu.MAIN|1m,checksum_not_verified,71311,rulebook
intraday_research_v1,fu,fu.MAIN,1m,fu|fu.MAIN|1m,checksum_not_verified,82767,rulebook
intraday_research_v1,fu,fu.MAIN,30m,fu|fu.MAIN|30m,checksum_not_verified,71423,rulebook
intraday_research_v1,fu,fu.MAIN,5m,fu|fu.MAIN|5m,checksum_not_verified,71421,rulebook
intraday_research_v1,fu,fu.MAIN,60m,fu|fu.MAIN|60m,checksum_not_verified,71424,rulebook
intraday_research_v1,hc,hc.MAIN,15m,hc|hc.MAIN|15m,checksum_not_verified,71426,rulebook
intraday_research_v1,hc,hc.MAIN,1d,hc|hc.MAIN|1d,sealing_unverified,56466,rulebook
intraday_research_v1,hc,hc.MAIN,1d,hc|hc.MAIN|1d,checksum_not_verified,82708,rulebook
intraday_research_v1,hc,hc.MAIN,1m,hc|hc.MAIN|1m,checksum_not_verified,71312,rulebook
intraday_research_v1,hc,hc.MAIN,1m,hc|hc.MAIN|1m,checksum_not_verified,82755,rulebook
intraday_research_v1,hc,hc.MAIN,30m,hc|hc.MAIN|30m,checksum_not_verified,71427,rulebook
intraday_research_v1,hc,hc.MAIN,5m,hc|hc.MAIN|5m,checksum_not_verified,71425,rulebook
intraday_research_v1,hc,hc.MAIN,60m,hc|hc.MAIN|60m,checksum_not_verified,71428,rulebook
intraday_research_v1,i,i.MAIN,15m,i|i.MAIN|15m,checksum_not_verified,71430,rulebook
intraday_research_v1,i,i.MAIN,1d,i|i.MAIN|1d,sealing_unverified,56468,rulebook
intraday_research_v1,i,i.MAIN,1d,i|i.MAIN|1d,checksum_not_verified,82702,rulebook
intraday_research_v1,i,i.MAIN,1m,i|i.MAIN|1m,checksum_not_verified,71313,rulebook
intraday_research_v1,i,i.MAIN,1m,i|i.MAIN|1m,checksum_not_verified,82794,rulebook
intraday_research_v1,i,i.MAIN,30m,i|i.MAIN|30m,checksum_not_verified,71431,rulebook
intraday_research_v1,i,i.MAIN,5m,i|i.MAIN|5m,checksum_not_verified,71429,rulebook
intraday_research_v1,i,i.MAIN,60m,i|i.MAIN|60m,checksum_not_verified,71432,rulebook
intraday_research_v1,ic,ic.MAIN,15m,ic|ic.MAIN|15m,checksum_not_verified,71570,rulebook
intraday_research_v1,ic,ic.MAIN,1d,ic|ic.MAIN|1d,sealing_unverified,56470,rulebook
intraday_research_v1,ic,ic.MAIN,1d,ic|ic.MAIN|1d,checksum_not_verified,82716,rulebook
intraday_research_v1,ic,ic.MAIN,1m,ic|ic.MAIN|1m,checksum_not_verified,71530,rulebook
intraday_research_v1,ic,ic.MAIN,1m,ic|ic.MAIN|1m,checksum_not_verified,82746,rulebook
intraday_research_v1,ic,ic.MAIN,30m,ic|ic.MAIN|30m,checksum_not_verified,71571,rulebook
intraday_research_v1,ic,ic.MAIN,5m,ic|ic.MAIN|5m,checksum_not_verified,71569,rulebook
intraday_research_v1,ic,ic.MAIN,60m,ic|ic.MAIN|60m,checksum_not_verified,71572,rulebook
intraday_research_v1,if,if.MAIN,15m,if|if.MAIN|15m,checksum_not_verified,71574,rulebook
intraday_research_v1,if,if.MAIN,1d,if|if.MAIN|1d,sealing_unverified,56472,rulebook
intraday_research_v1,if,if.MAIN,1d,if|if.MAIN|1d,checksum_not_verified,82687,rulebook
intraday_research_v1,if,if.MAIN,1m,if|if.MAIN|1m,checksum_not_verified,71531,rulebook
intraday_research_v1,if,if.MAIN,1m,if|if.MAIN|1m,checksum_not_verified,82780,rulebook
intraday_research_v1,if,if.MAIN,30m,if|if.MAIN|30m,checksum_not_verified,71575,rulebook
intraday_research_v1,if,if.MAIN,5m,if|if.MAIN|5m,checksum_not_verified,71573,rulebook
intraday_research_v1,if,if.MAIN,60m,if|if.MAIN|60m,checksum_not_verified,71576,rulebook
intraday_research_v1,ih,ih.MAIN,15m,ih|ih.MAIN|15m,checksum_not_verified,71578,rulebook
intraday_research_v1,ih,ih.MAIN,1d,ih|ih.MAIN|1d,sealing_unverified,56474,rulebook
intraday_research_v1,ih,ih.MAIN,1d,ih|ih.MAIN|1d,checksum_not_verified,82717,rulebook
intraday_research_v1,ih,ih.MAIN,1m,ih|ih.MAIN|1m,checksum_not_verified,71532,rulebook
intraday_research_v1,ih,ih.MAIN,1m,ih|ih.MAIN|1m,checksum_not_verified,82747,rulebook
intraday_research_v1,ih,ih.MAIN,30m,ih|ih.MAIN|30m,checksum_not_verified,71579,rulebook
intraday_research_v1,ih,ih.MAIN,5m,ih|ih.MAIN|5m,checksum_not_verified,71577,rulebook
intraday_research_v1,ih,ih.MAIN,60m,ih|ih.MAIN|60m,checksum_not_verified,71580,rulebook
intraday_research_v1,im,im.MAIN,15m,im|im.MAIN|15m,checksum_not_verified,71642,rulebook
intraday_research_v1,im,im.MAIN,1d,im|im.MAIN|1d,sealing_unverified,56476,rulebook
