product,contract_role,period,source_role,listing_start,provider_authoritative_start,provider_metadata_support,physical_min,target_start,target_end,boundary_status,boundary_reason
px,dominant_main,60m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rb,dominant_main,15m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rb,dominant_main,1d,derived_from_1m,2009-03-27,,absent,2009-03-27,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rb,dominant_main,1d,direct,2009-03-27,,absent,2009-03-27,2009-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rb,dominant_main,1m,direct,2009-03-27,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rb,dominant_main,1w,direct,2009-03-27,,absent,2009-03-27,2009-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rb,dominant_main,30m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rb,dominant_main,5m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rb,dominant_main,60m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ri,dominant_main,15m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ri,dominant_main,1d,derived_from_1m,2012-07-24,,absent,2012-07-24,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ri,dominant_main,1d,direct,2012-07-24,,absent,2012-07-24,2012-07-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ri,dominant_main,1m,direct,2012-07-24,,absent,2012-07-24,2012-07-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ri,dominant_main,1w,direct,2012-07-24,,absent,2012-07-27,2012-07-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ri,dominant_main,30m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ri,dominant_main,5m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ri,dominant_main,60m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rm,dominant_main,15m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rm,dominant_main,1d,derived_from_1m,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rm,dominant_main,1d,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rm,dominant_main,1m,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rm,dominant_main,1w,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rm,dominant_main,30m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rm,dominant_main,5m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rm,dominant_main,60m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rr,dominant_main,15m,derived_from_1m,2019-08-16,,absent,2020-01-02,2019-08-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rr,dominant_main,1d,derived_from_1m,2019-08-16,,absent,2019-08-16,2019-08-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rr,dominant_main,1d,direct,2019-08-16,,absent,2019-08-16,2019-08-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rr,dominant_main,1m,direct,2019-08-16,,absent,2019-08-16,2019-08-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rr,dominant_main,1w,direct,2019-08-16,,absent,2019-08-16,2019-08-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rr,dominant_main,30m,derived_from_1m,2019-08-16,,absent,2020-01-02,2019-08-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rr,dominant_main,5m,derived_from_1m,2019-08-16,,absent,2020-01-02,2019-08-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rr,dominant_main,60m,derived_from_1m,2019-08-16,,absent,2020-01-02,2019-08-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rs,dominant_main,15m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rs,dominant_main,1d,derived_from_1m,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rs,dominant_main,1d,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rs,dominant_main,1m,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rs,dominant_main,1w,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
rs,dominant_main,30m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rs,dominant_main,5m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
rs,dominant_main,60m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ru,dominant_main,15m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ru,dominant_main,1d,derived_from_1m,1999-01-04,,absent,2000-01-05,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ru,dominant_main,1d,direct,1999-01-04,,absent,2000-01-05,2000-01-05,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ru,dominant_main,1m,direct,1999-01-04,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ru,dominant_main,1w,direct,1999-01-04,,absent,2000-01-07,2000-01-07,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ru,dominant_main,30m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ru,dominant_main,5m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ru,dominant_main,60m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sa,dominant_main,15m,derived_from_1m,2019-12-06,,absent,2020-01-02,2019-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sa,dominant_main,1d,derived_from_1m,2019-12-06,,absent,2019-12-06,2019-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sa,dominant_main,1d,direct,2019-12-06,,absent,2019-12-06,2019-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sa,dominant_main,1m,direct,2019-12-06,,absent,2019-12-06,2019-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sa,dominant_main,1w,direct,2019-12-06,,absent,2019-12-06,2019-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sa,dominant_main,30m,derived_from_1m,2019-12-06,,absent,2020-01-02,2019-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sa,dominant_main,5m,derived_from_1m,2019-12-06,,absent,2020-01-02,2019-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sa,dominant_main,60m,derived_from_1m,2019-12-06,,absent,2020-01-02,2019-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sc,dominant_main,15m,derived_from_1m,2018-03-26,,absent,2020-01-02,2018-03-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sc,dominant_main,1d,derived_from_1m,2018-03-26,,absent,2018-03-26,2018-03-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sc,dominant_main,1d,direct,2018-03-26,,absent,2018-03-26,2018-03-26,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sc,dominant_main,1m,direct,2018-03-26,,absent,2018-03-26,2018-03-26,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sc,dominant_main,1w,direct,2018-03-26,,absent,2018-03-30,2018-03-30,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sc,dominant_main,30m,derived_from_1m,2018-03-26,,absent,2020-01-02,2018-03-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sc,dominant_main,5m,derived_from_1m,2018-03-26,,absent,2020-01-02,2018-03-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sc,dominant_main,60m,derived_from_1m,2018-03-26,,absent,2020-01-02,2018-03-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sf,dominant_main,15m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sf,dominant_main,1d,derived_from_1m,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sf,dominant_main,1d,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sf,dominant_main,1m,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sf,dominant_main,1w,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sf,dominant_main,30m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sf,dominant_main,5m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sf,dominant_main,60m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sh,dominant_main,15m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sh,dominant_main,1d,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sh,dominant_main,1d,direct,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sh,dominant_main,1m,direct,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sh,dominant_main,1w,direct,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sh,dominant_main,30m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sh,dominant_main,5m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sh,dominant_main,60m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
si,dominant_main,15m,derived_from_1m,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
si,dominant_main,1d,derived_from_1m,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
si,dominant_main,1d,direct,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
si,dominant_main,1m,direct,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
si,dominant_main,1w,direct,2022-12-22,,absent,2022-12-23,2022-12-23,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
si,dominant_main,30m,derived_from_1m,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
si,dominant_main,5m,derived_from_1m,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
si,dominant_main,60m,derived_from_1m,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sm,dominant_main,15m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sm,dominant_main,1d,derived_from_1m,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sm,dominant_main,1d,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sm,dominant_main,1m,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sm,dominant_main,1w,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sm,dominant_main,30m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sm,dominant_main,5m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sm,dominant_main,60m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sn,dominant_main,15m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sn,dominant_main,1d,derived_from_1m,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sn,dominant_main,1d,direct,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sn,dominant_main,1m,direct,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sn,dominant_main,1w,direct,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sn,dominant_main,30m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sn,dominant_main,5m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sn,dominant_main,60m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sp,dominant_main,15m,derived_from_1m,2018-11-27,,absent,2020-01-02,2018-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sp,dominant_main,1d,derived_from_1m,2018-11-27,,absent,2018-11-27,2018-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sp,dominant_main,1d,direct,2018-11-27,,absent,2018-11-27,2018-11-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sp,dominant_main,1m,direct,2018-11-27,,absent,2018-11-27,2018-11-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sp,dominant_main,1w,direct,2018-11-27,,absent,2018-11-30,2018-11-30,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sp,dominant_main,30m,derived_from_1m,2018-11-27,,absent,2020-01-02,2018-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sp,dominant_main,5m,derived_from_1m,2018-11-27,,absent,2020-01-02,2018-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sp,dominant_main,60m,derived_from_1m,2018-11-27,,absent,2020-01-02,2018-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sr,dominant_main,15m,derived_from_1m,2006-01-06,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sr,dominant_main,1d,derived_from_1m,2006-01-06,,absent,2006-01-06,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sr,dominant_main,1d,direct,2006-01-06,,absent,2006-01-06,2006-01-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sr,dominant_main,1m,direct,2006-01-06,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sr,dominant_main,1w,direct,2006-01-06,,absent,2006-01-06,2006-01-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
sr,dominant_main,30m,derived_from_1m,2006-01-06,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sr,dominant_main,5m,derived_from_1m,2006-01-06,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
sr,dominant_main,60m,derived_from_1m,2006-01-06,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ss,dominant_main,15m,derived_from_1m,2019-09-25,,absent,2020-01-02,2019-09-25,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ss,dominant_main,1d,derived_from_1m,2019-09-25,,absent,2019-09-25,2019-09-25,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ss,dominant_main,1d,direct,2019-09-25,,absent,2019-09-25,2019-09-25,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ss,dominant_main,1m,direct,2019-09-25,,absent,2019-09-25,2019-09-25,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ss,dominant_main,1w,direct,2019-09-25,,absent,2019-09-27,2019-09-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ss,dominant_main,30m,derived_from_1m,2019-09-25,,absent,2020-01-02,2019-09-25,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ss,dominant_main,5m,derived_from_1m,2019-09-25,,absent,2020-01-02,2019-09-25,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ss,dominant_main,60m,derived_from_1m,2019-09-25,,absent,2020-01-02,2019-09-25,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
t,dominant_main,15m,derived_from_1m,2015-03-20,,absent,2020-01-02,2015-03-20,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
t,dominant_main,1d,derived_from_1m,2015-03-20,,absent,2015-03-20,2015-03-20,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
t,dominant_main,1d,direct,2015-03-20,,absent,2015-03-20,2015-03-20,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
t,dominant_main,1m,direct,2015-03-20,,absent,2015-03-20,2015-03-20,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
t,dominant_main,1w,direct,2015-03-20,,absent,2015-03-20,2015-03-20,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
t,dominant_main,30m,derived_from_1m,2015-03-20,,absent,2020-01-02,2015-03-20,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
t,dominant_main,5m,derived_from_1m,2015-03-20,,absent,2020-01-02,2015-03-20,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
t,dominant_main,60m,derived_from_1m,2015-03-20,,absent,2020-01-02,2015-03-20,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ta,dominant_main,15m,derived_from_1m,2006-12-18,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ta,dominant_main,1d,derived_from_1m,2006-12-18,,absent,2006-12-18,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ta,dominant_main,1d,direct,2006-12-18,,absent,2006-12-18,2006-12-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ta,dominant_main,1m,direct,2006-12-18,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ta,dominant_main,1w,direct,2006-12-18,,absent,2006-12-22,2006-12-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ta,dominant_main,30m,derived_from_1m,2006-12-18,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ta,dominant_main,5m,derived_from_1m,2006-12-18,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ta,dominant_main,60m,derived_from_1m,2006-12-18,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
tf,dominant_main,15m,derived_from_1m,2013-09-06,,absent,2020-01-02,2013-09-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
tf,dominant_main,1d,derived_from_1m,2013-09-06,,absent,2013-09-06,2013-09-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
tf,dominant_main,1d,direct,2013-09-06,,absent,2013-09-06,2013-09-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
tf,dominant_main,1m,direct,2013-09-06,,absent,2013-09-06,2013-09-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
tf,dominant_main,1w,direct,2013-09-06,,absent,2013-09-06,2013-09-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
tf,dominant_main,30m,derived_from_1m,2013-09-06,,absent,2020-01-02,2013-09-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
tf,dominant_main,5m,derived_from_1m,2013-09-06,,absent,2020-01-02,2013-09-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
tf,dominant_main,60m,derived_from_1m,2013-09-06,,absent,2020-01-02,2013-09-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
tl,dominant_main,15m,derived_from_1m,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
tl,dominant_main,1d,derived_from_1m,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
tl,dominant_main,1d,direct,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
tl,dominant_main,1m,direct,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
tl,dominant_main,1w,direct,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
tl,dominant_main,30m,derived_from_1m,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
tl,dominant_main,5m,derived_from_1m,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
tl,dominant_main,60m,derived_from_1m,2023-04-21,,absent,2023-04-21,2023-04-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ts,dominant_main,15m,derived_from_1m,2018-08-17,,absent,2020-01-02,2018-08-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ts,dominant_main,1d,derived_from_1m,2018-08-17,,absent,2018-08-17,2018-08-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ts,dominant_main,1d,direct,2018-08-17,,absent,2018-08-17,2018-08-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ts,dominant_main,1m,direct,2018-08-17,,absent,2018-08-17,2018-08-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ts,dominant_main,1w,direct,2018-08-17,,absent,2018-08-17,2018-08-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ts,dominant_main,30m,derived_from_1m,2018-08-17,,absent,2020-01-02,2018-08-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ts,dominant_main,5m,derived_from_1m,2018-08-17,,absent,2020-01-02,2018-08-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ts,dominant_main,60m,derived_from_1m,2018-08-17,,absent,2020-01-02,2018-08-17,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ur,dominant_main,15m,derived_from_1m,2019-08-09,,absent,2020-01-02,2019-08-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ur,dominant_main,1d,derived_from_1m,2019-08-09,,absent,2019-08-09,2019-08-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ur,dominant_main,1d,direct,2019-08-09,,absent,2019-08-09,2019-08-09,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ur,dominant_main,1m,direct,2019-08-09,,absent,2019-08-09,2019-08-09,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ur,dominant_main,1w,direct,2019-08-09,,absent,2019-08-09,2019-08-09,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
ur,dominant_main,30m,derived_from_1m,2019-08-09,,absent,2020-01-02,2019-08-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ur,dominant_main,5m,derived_from_1m,2019-08-09,,absent,2020-01-02,2019-08-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
ur,dominant_main,60m,derived_from_1m,2019-08-09,,absent,2020-01-02,2019-08-09,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
v,dominant_main,15m,derived_from_1m,2009-05-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
v,dominant_main,1d,derived_from_1m,2009-05-25,,absent,2009-05-25,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
v,dominant_main,1d,direct,2009-05-25,,absent,2009-05-25,2009-05-25,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
v,dominant_main,1m,direct,2009-05-25,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
v,dominant_main,1w,direct,2009-05-25,,absent,2009-05-27,2009-05-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start
v,dominant_main,30m,derived_from_1m,2009-05-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
v,dominant_main,5m,derived_from_1m,2009-05-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
v,dominant_main,60m,derived_from_1m,2009-05-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
v_f,dominant_main,15m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
v_f,dominant_main,1d,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary
