product,contract_role,period,source_role,listing_start,provider_authoritative_start,provider_metadata_support,physical_min,target_start,target_end,boundary_status,boundary_reason,physical_coverage,registration,quality,reference_metadata,evidence_path_count,identity_conflict
pp_f,dominant_main,1w,direct,2025-10-29,,absent,2025-10-31,2025-10-31,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pp_f,dominant_main,30m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pp_f,dominant_main,5m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pp_f,dominant_main,60m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pr,dominant_main,15m,derived_from_1m,2024-08-30,,absent,2024-08-30,2024-08-30,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pr,dominant_main,1d,derived_from_1m,2024-08-30,,absent,2024-08-30,2024-08-30,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
pr,dominant_main,1d,direct,2024-08-30,,absent,2024-08-30,2024-08-30,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pr,dominant_main,1m,direct,2024-08-30,,absent,2024-08-30,2024-08-30,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
pr,dominant_main,1w,direct,2024-08-30,,absent,2024-08-30,2024-08-30,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pr,dominant_main,30m,derived_from_1m,2024-08-30,,absent,2024-08-30,2024-08-30,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pr,dominant_main,5m,derived_from_1m,2024-08-30,,absent,2024-08-30,2024-08-30,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pr,dominant_main,60m,derived_from_1m,2024-08-30,,absent,2024-08-30,2024-08-30,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
ps,dominant_main,15m,derived_from_1m,2024-12-26,,absent,2024-12-26,2024-12-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
ps,dominant_main,1d,derived_from_1m,2024-12-26,,absent,2024-12-26,2024-12-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
ps,dominant_main,1d,direct,2024-12-26,,absent,2024-12-26,2024-12-26,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ps,dominant_main,1m,direct,2024-12-26,,absent,2024-12-26,2024-12-26,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
ps,dominant_main,1w,direct,2024-12-26,,absent,2024-12-27,2024-12-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ps,dominant_main,30m,derived_from_1m,2024-12-26,,absent,2024-12-26,2024-12-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
ps,dominant_main,5m,derived_from_1m,2024-12-26,,absent,2024-12-26,2024-12-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
ps,dominant_main,60m,derived_from_1m,2024-12-26,,absent,2024-12-26,2024-12-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pt,dominant_main,15m,derived_from_1m,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pt,dominant_main,1d,derived_from_1m,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
pt,dominant_main,1d,direct,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pt,dominant_main,1m,direct,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
pt,dominant_main,1w,direct,2025-11-27,,absent,2025-11-28,2025-11-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
pt,dominant_main,30m,derived_from_1m,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pt,dominant_main,5m,derived_from_1m,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
pt,dominant_main,60m,derived_from_1m,2025-11-27,,absent,2025-11-27,2025-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
px,dominant_main,15m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
px,dominant_main,1d,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
px,dominant_main,1d,direct,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
px,dominant_main,1m,direct,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
px,dominant_main,1w,direct,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
px,dominant_main,30m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
px,dominant_main,5m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
px,dominant_main,60m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
rb,dominant_main,15m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rb,dominant_main,1d,derived_from_1m,2009-03-27,,absent,2009-03-27,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
rb,dominant_main,1d,direct,2009-03-27,,absent,2009-03-27,2009-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
rb,dominant_main,1m,direct,2009-03-27,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
rb,dominant_main,1w,direct,2009-03-27,,absent,2009-03-27,2009-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
rb,dominant_main,30m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rb,dominant_main,5m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rb,dominant_main,60m,derived_from_1m,2009-03-27,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ri,dominant_main,15m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ri,dominant_main,1d,derived_from_1m,2012-07-24,,absent,2012-07-24,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,failed,gap,5,False
ri,dominant_main,1d,direct,2012-07-24,,absent,2012-07-24,2012-07-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,5,False
ri,dominant_main,1m,direct,2012-07-24,,absent,2012-07-24,2012-07-24,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ri,dominant_main,1w,direct,2012-07-24,,absent,2012-07-27,2012-07-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,warning,gap,5,False
ri,dominant_main,30m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ri,dominant_main,5m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ri,dominant_main,60m,derived_from_1m,2012-07-24,,absent,2020-01-02,2012-07-24,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rm,dominant_main,15m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rm,dominant_main,1d,derived_from_1m,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
rm,dominant_main,1d,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
rm,dominant_main,1m,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
rm,dominant_main,1w,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
rm,dominant_main,30m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rm,dominant_main,5m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rm,dominant_main,60m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rr,dominant_main,15m,derived_from_1m,2019-08-16,,absent,2020-01-02,2019-08-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rr,dominant_main,1d,derived_from_1m,2019-08-16,,absent,2019-08-16,2019-08-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
rr,dominant_main,1d,direct,2019-08-16,,absent,2019-08-16,2019-08-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
rr,dominant_main,1m,direct,2019-08-16,,absent,2019-08-16,2019-08-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
rr,dominant_main,1w,direct,2019-08-16,,absent,2019-08-16,2019-08-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
rr,dominant_main,30m,derived_from_1m,2019-08-16,,absent,2020-01-02,2019-08-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rr,dominant_main,5m,derived_from_1m,2019-08-16,,absent,2020-01-02,2019-08-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rr,dominant_main,60m,derived_from_1m,2019-08-16,,absent,2020-01-02,2019-08-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rs,dominant_main,15m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rs,dominant_main,1d,derived_from_1m,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,failed,gap,5,False
rs,dominant_main,1d,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,5,False
rs,dominant_main,1m,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
rs,dominant_main,1w,direct,2012-12-28,,absent,2012-12-28,2012-12-28,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,4,False
rs,dominant_main,30m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rs,dominant_main,5m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
rs,dominant_main,60m,derived_from_1m,2012-12-28,,absent,2020-01-02,2012-12-28,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ru,dominant_main,15m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ru,dominant_main,1d,derived_from_1m,1999-01-04,,absent,2000-01-05,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
ru,dominant_main,1d,direct,1999-01-04,,absent,2000-01-05,2000-01-05,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ru,dominant_main,1m,direct,1999-01-04,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ru,dominant_main,1w,direct,1999-01-04,,absent,2000-01-07,2000-01-07,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,6,False
ru,dominant_main,30m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ru,dominant_main,5m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ru,dominant_main,60m,derived_from_1m,1999-01-04,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sa,dominant_main,15m,derived_from_1m,2019-12-06,,absent,2020-01-02,2019-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sa,dominant_main,1d,derived_from_1m,2019-12-06,,absent,2019-12-06,2019-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
sa,dominant_main,1d,direct,2019-12-06,,absent,2019-12-06,2019-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sa,dominant_main,1m,direct,2019-12-06,,absent,2019-12-06,2019-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
sa,dominant_main,1w,direct,2019-12-06,,absent,2019-12-06,2019-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sa,dominant_main,30m,derived_from_1m,2019-12-06,,absent,2020-01-02,2019-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sa,dominant_main,5m,derived_from_1m,2019-12-06,,absent,2020-01-02,2019-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sa,dominant_main,60m,derived_from_1m,2019-12-06,,absent,2020-01-02,2019-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sc,dominant_main,15m,derived_from_1m,2018-03-26,,absent,2020-01-02,2018-03-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sc,dominant_main,1d,derived_from_1m,2018-03-26,,absent,2018-03-26,2018-03-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
sc,dominant_main,1d,direct,2018-03-26,,absent,2018-03-26,2018-03-26,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sc,dominant_main,1m,direct,2018-03-26,,absent,2018-03-26,2018-03-26,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
sc,dominant_main,1w,direct,2018-03-26,,absent,2018-03-30,2018-03-30,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sc,dominant_main,30m,derived_from_1m,2018-03-26,,absent,2020-01-02,2018-03-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sc,dominant_main,5m,derived_from_1m,2018-03-26,,absent,2020-01-02,2018-03-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sc,dominant_main,60m,derived_from_1m,2018-03-26,,absent,2020-01-02,2018-03-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sf,dominant_main,15m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sf,dominant_main,1d,derived_from_1m,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
sf,dominant_main,1d,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sf,dominant_main,1m,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
sf,dominant_main,1w,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sf,dominant_main,30m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sf,dominant_main,5m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sf,dominant_main,60m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sh,dominant_main,15m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
sh,dominant_main,1d,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
sh,dominant_main,1d,direct,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
sh,dominant_main,1m,direct,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
sh,dominant_main,1w,direct,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
sh,dominant_main,30m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
sh,dominant_main,5m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
sh,dominant_main,60m,derived_from_1m,2023-09-15,,absent,2023-09-15,2023-09-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
si,dominant_main,15m,derived_from_1m,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
si,dominant_main,1d,derived_from_1m,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
si,dominant_main,1d,direct,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
si,dominant_main,1m,direct,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,3,False
si,dominant_main,1w,direct,2022-12-22,,absent,2022-12-23,2022-12-23,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
si,dominant_main,30m,derived_from_1m,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
si,dominant_main,5m,derived_from_1m,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
si,dominant_main,60m,derived_from_1m,2022-12-22,,absent,2022-12-22,2022-12-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
sm,dominant_main,15m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sm,dominant_main,1d,derived_from_1m,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
sm,dominant_main,1d,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sm,dominant_main,1m,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
sm,dominant_main,1w,direct,2014-08-08,,absent,2014-08-08,2014-08-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sm,dominant_main,30m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sm,dominant_main,5m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sm,dominant_main,60m,derived_from_1m,2014-08-08,,absent,2020-01-02,2014-08-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sn,dominant_main,15m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sn,dominant_main,1d,derived_from_1m,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
sn,dominant_main,1d,direct,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sn,dominant_main,1m,direct,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
sn,dominant_main,1w,direct,2015-03-27,,absent,2015-03-27,2015-03-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sn,dominant_main,30m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sn,dominant_main,5m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sn,dominant_main,60m,derived_from_1m,2015-03-27,,absent,2020-01-02,2015-03-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sp,dominant_main,15m,derived_from_1m,2018-11-27,,absent,2020-01-02,2018-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sp,dominant_main,1d,derived_from_1m,2018-11-27,,absent,2018-11-27,2018-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
sp,dominant_main,1d,direct,2018-11-27,,absent,2018-11-27,2018-11-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sp,dominant_main,1m,direct,2018-11-27,,absent,2018-11-27,2018-11-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
sp,dominant_main,1w,direct,2018-11-27,,absent,2018-11-30,2018-11-30,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sp,dominant_main,30m,derived_from_1m,2018-11-27,,absent,2020-01-02,2018-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sp,dominant_main,5m,derived_from_1m,2018-11-27,,absent,2020-01-02,2018-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sp,dominant_main,60m,derived_from_1m,2018-11-27,,absent,2020-01-02,2018-11-27,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sr,dominant_main,15m,derived_from_1m,2006-01-06,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
sr,dominant_main,1d,derived_from_1m,2006-01-06,,absent,2006-01-06,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
sr,dominant_main,1d,direct,2006-01-06,,absent,2006-01-06,2006-01-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
sr,dominant_main,1m,direct,2006-01-06,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
sr,dominant_main,1w,direct,2006-01-06,,absent,2006-01-06,2006-01-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
