product,contract_role,period,source_role,listing_start,provider_authoritative_start,provider_metadata_support,physical_min,target_start,target_end,boundary_status,boundary_reason,physical_coverage,registration,quality,reference_metadata,evidence_path_count,identity_conflict
cy,dominant_main,1d,derived_from_1m,2017-08-18,,absent,2017-08-18,2017-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
cy,dominant_main,1d,direct,2017-08-18,,absent,2017-08-18,2017-08-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
cy,dominant_main,1m,direct,2017-08-18,,absent,2017-08-18,2017-08-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
cy,dominant_main,1w,direct,2017-08-18,,absent,2017-08-18,2017-08-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
cy,dominant_main,30m,derived_from_1m,2017-08-18,,absent,2020-01-02,2017-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
cy,dominant_main,5m,derived_from_1m,2017-08-18,,absent,2020-01-02,2017-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
cy,dominant_main,60m,derived_from_1m,2017-08-18,,absent,2020-01-02,2017-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
eb,dominant_main,15m,derived_from_1m,2019-09-26,,absent,2020-01-02,2019-09-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
eb,dominant_main,1d,derived_from_1m,2019-09-26,,absent,2019-09-26,2019-09-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
eb,dominant_main,1d,direct,2019-09-26,,absent,2019-09-26,2019-09-26,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
eb,dominant_main,1m,direct,2019-09-26,,absent,2019-09-26,2019-09-26,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
eb,dominant_main,1w,direct,2019-09-26,,absent,2019-09-27,2019-09-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
eb,dominant_main,30m,derived_from_1m,2019-09-26,,absent,2020-01-02,2019-09-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
eb,dominant_main,5m,derived_from_1m,2019-09-26,,absent,2020-01-02,2019-09-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
eb,dominant_main,60m,derived_from_1m,2019-09-26,,absent,2020-01-02,2019-09-26,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ec,dominant_main,15m,derived_from_1m,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
ec,dominant_main,1d,derived_from_1m,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
ec,dominant_main,1d,direct,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ec,dominant_main,1m,direct,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ec,dominant_main,1w,direct,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
ec,dominant_main,30m,derived_from_1m,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
ec,dominant_main,5m,derived_from_1m,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
ec,dominant_main,60m,derived_from_1m,2023-08-18,,absent,2023-08-18,2023-08-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
eg,dominant_main,15m,derived_from_1m,2018-12-10,,absent,2020-01-02,2018-12-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
eg,dominant_main,1d,derived_from_1m,2018-12-10,,absent,2018-12-10,2018-12-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
eg,dominant_main,1d,direct,2018-12-10,,absent,2018-12-10,2018-12-10,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
eg,dominant_main,1m,direct,2018-12-10,,absent,2018-12-10,2018-12-10,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
eg,dominant_main,1w,direct,2018-12-10,,absent,2018-12-14,2018-12-14,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
eg,dominant_main,30m,derived_from_1m,2018-12-10,,absent,2020-01-02,2018-12-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
eg,dominant_main,5m,derived_from_1m,2018-12-10,,absent,2020-01-02,2018-12-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
eg,dominant_main,60m,derived_from_1m,2018-12-10,,absent,2020-01-02,2018-12-10,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fb,dominant_main,15m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fb,dominant_main,1d,derived_from_1m,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,failed,gap,5,False
fb,dominant_main,1d,direct,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,5,False
fb,dominant_main,1m,direct,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
fb,dominant_main,1w,direct,2013-12-06,,absent,2013-12-06,2013-12-06,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
fb,dominant_main,30m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fb,dominant_main,5m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fb,dominant_main,60m,derived_from_1m,2013-12-06,,absent,2020-01-02,2013-12-06,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fg,dominant_main,15m,derived_from_1m,2012-12-03,,absent,2020-01-02,2012-12-03,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fg,dominant_main,1d,derived_from_1m,2012-12-03,,absent,2012-12-03,2012-12-03,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
fg,dominant_main,1d,direct,2012-12-03,,absent,2012-12-03,2012-12-03,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
fg,dominant_main,1m,direct,2012-12-03,,absent,2012-12-03,2012-12-03,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
fg,dominant_main,1w,direct,2012-12-03,,absent,2012-12-07,2012-12-07,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
fg,dominant_main,30m,derived_from_1m,2012-12-03,,absent,2020-01-02,2012-12-03,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fg,dominant_main,5m,derived_from_1m,2012-12-03,,absent,2020-01-02,2012-12-03,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fg,dominant_main,60m,derived_from_1m,2012-12-03,,absent,2020-01-02,2012-12-03,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fu,dominant_main,15m,derived_from_1m,2004-08-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fu,dominant_main,1d,derived_from_1m,2004-08-25,,absent,2004-08-25,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
fu,dominant_main,1d,direct,2004-08-25,,absent,2004-08-25,2004-08-25,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
fu,dominant_main,1m,direct,2004-08-25,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
fu,dominant_main,1w,direct,2004-08-25,,absent,2004-08-27,2004-08-27,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
fu,dominant_main,30m,derived_from_1m,2004-08-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fu,dominant_main,5m,derived_from_1m,2004-08-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
fu,dominant_main,60m,derived_from_1m,2004-08-25,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
hc,dominant_main,15m,derived_from_1m,2014-03-21,,absent,2020-01-02,2014-03-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
hc,dominant_main,1d,derived_from_1m,2014-03-21,,absent,2014-03-21,2014-03-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
hc,dominant_main,1d,direct,2014-03-21,,absent,2014-03-21,2014-03-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
hc,dominant_main,1m,direct,2014-03-21,,absent,2014-03-21,2014-03-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
hc,dominant_main,1w,direct,2014-03-21,,absent,2014-03-21,2014-03-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
hc,dominant_main,30m,derived_from_1m,2014-03-21,,absent,2020-01-02,2014-03-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
hc,dominant_main,5m,derived_from_1m,2014-03-21,,absent,2020-01-02,2014-03-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
hc,dominant_main,60m,derived_from_1m,2014-03-21,,absent,2020-01-02,2014-03-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
i,dominant_main,15m,derived_from_1m,2013-10-18,,absent,2020-01-02,2013-10-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
i,dominant_main,1d,derived_from_1m,2013-10-18,,absent,2013-10-18,2013-10-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
i,dominant_main,1d,direct,2013-10-18,,absent,2013-10-18,2013-10-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
i,dominant_main,1m,direct,2013-10-18,,absent,2013-10-18,2013-10-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
i,dominant_main,1w,direct,2013-10-18,,absent,2013-10-18,2013-10-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
i,dominant_main,30m,derived_from_1m,2013-10-18,,absent,2020-01-02,2013-10-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
i,dominant_main,5m,derived_from_1m,2013-10-18,,absent,2020-01-02,2013-10-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
i,dominant_main,60m,derived_from_1m,2013-10-18,,absent,2020-01-02,2013-10-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ic,dominant_main,15m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ic,dominant_main,1d,derived_from_1m,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
ic,dominant_main,1d,direct,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ic,dominant_main,1m,direct,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ic,dominant_main,1w,direct,2015-04-16,,absent,2015-04-17,2015-04-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ic,dominant_main,30m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ic,dominant_main,5m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ic,dominant_main,60m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
if,dominant_main,15m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
if,dominant_main,1d,derived_from_1m,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
if,dominant_main,1d,direct,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
if,dominant_main,1m,direct,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
if,dominant_main,1w,direct,2010-04-16,,absent,2010-04-16,2010-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
if,dominant_main,30m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
if,dominant_main,5m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
if,dominant_main,60m,derived_from_1m,2010-04-16,,absent,2020-01-02,2010-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ih,dominant_main,15m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ih,dominant_main,1d,derived_from_1m,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
ih,dominant_main,1d,direct,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ih,dominant_main,1m,direct,2015-04-16,,absent,2015-04-16,2015-04-16,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ih,dominant_main,1w,direct,2015-04-16,,absent,2015-04-17,2015-04-17,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
ih,dominant_main,30m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ih,dominant_main,5m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
ih,dominant_main,60m,derived_from_1m,2015-04-16,,absent,2020-01-02,2015-04-16,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
im,dominant_main,15m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
im,dominant_main,1d,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
im,dominant_main,1d,direct,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
im,dominant_main,1m,direct,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
im,dominant_main,1w,direct,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
im,dominant_main,30m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
im,dominant_main,5m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
im,dominant_main,60m,derived_from_1m,2022-07-22,,absent,2022-07-22,2022-07-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
j,dominant_main,15m,derived_from_1m,2011-04-15,,absent,2020-01-02,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
j,dominant_main,1d,derived_from_1m,2011-04-15,,absent,2011-04-15,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
j,dominant_main,1d,direct,2011-04-15,,absent,2011-04-15,2011-04-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
j,dominant_main,1m,direct,2011-04-15,,absent,2011-04-15,2011-04-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
j,dominant_main,1w,direct,2011-04-15,,absent,2011-04-15,2011-04-15,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
j,dominant_main,30m,derived_from_1m,2011-04-15,,absent,2020-01-02,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
j,dominant_main,5m,derived_from_1m,2011-04-15,,absent,2020-01-02,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
j,dominant_main,60m,derived_from_1m,2011-04-15,,absent,2020-01-02,2011-04-15,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
jd,dominant_main,15m,derived_from_1m,2013-11-08,,absent,2020-01-02,2013-11-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
jd,dominant_main,1d,derived_from_1m,2013-11-08,,absent,2013-11-08,2013-11-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
jd,dominant_main,1d,direct,2013-11-08,,absent,2013-11-08,2013-11-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
jd,dominant_main,1m,direct,2013-11-08,,absent,2013-11-08,2013-11-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
jd,dominant_main,1w,direct,2013-11-08,,absent,2013-11-08,2013-11-08,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
jd,dominant_main,30m,derived_from_1m,2013-11-08,,absent,2020-01-02,2013-11-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
jd,dominant_main,5m,derived_from_1m,2013-11-08,,absent,2020-01-02,2013-11-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
jd,dominant_main,60m,derived_from_1m,2013-11-08,,absent,2020-01-02,2013-11-08,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
jm,dominant_main,15m,derived_from_1m,2013-03-22,,absent,2020-01-02,2013-03-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,4,False
jm,dominant_main,1d,derived_from_1m,2013-03-22,,absent,2013-03-22,2013-03-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
jm,dominant_main,1d,direct,2013-03-22,,absent,2013-03-22,2013-03-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
jm,dominant_main,1m,direct,2013-03-22,,absent,2013-03-22,2013-03-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
jm,dominant_main,1w,direct,2013-03-22,,absent,2013-03-22,2013-03-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
jm,dominant_main,30m,derived_from_1m,2013-03-22,,absent,2020-01-02,2013-03-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,4,False
jm,dominant_main,5m,derived_from_1m,2013-03-22,,absent,2020-01-02,2013-03-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,4,False
jm,dominant_main,60m,derived_from_1m,2013-03-22,,absent,2020-01-02,2013-03-22,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,4,False
jr,dominant_main,15m,derived_from_1m,2013-11-18,,absent,2020-01-02,2013-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
jr,dominant_main,1d,derived_from_1m,2013-11-18,,absent,2013-11-18,2013-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,failed,gap,5,False
jr,dominant_main,1d,direct,2013-11-18,,absent,2013-11-18,2013-11-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,failed,gap,5,False
jr,dominant_main,1m,direct,2013-11-18,,absent,2013-11-18,2013-11-18,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
jr,dominant_main,1w,direct,2013-11-18,,absent,2013-11-22,2013-11-22,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,warning,gap,5,False
jr,dominant_main,30m,derived_from_1m,2013-11-18,,absent,2020-01-02,2013-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
jr,dominant_main,5m,derived_from_1m,2013-11-18,,absent,2020-01-02,2013-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
jr,dominant_main,60m,derived_from_1m,2013-11-18,,absent,2020-01-02,2013-11-18,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
l,dominant_main,15m,derived_from_1m,2007-07-31,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
l,dominant_main,1d,derived_from_1m,2007-07-31,,absent,2007-07-31,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,5,False
l,dominant_main,1d,direct,2007-07-31,,absent,2007-07-31,2007-07-31,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
l,dominant_main,1m,direct,2007-07-31,,absent,2010-01-04,2010-01-04,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
l,dominant_main,1w,direct,2007-07-31,,absent,2007-08-03,2007-08-03,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,5,False
l,dominant_main,30m,derived_from_1m,2007-07-31,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
l,dominant_main,5m,derived_from_1m,2007-07-31,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
l,dominant_main,60m,derived_from_1m,2007-07-31,,absent,2020-01-02,2010-01-04,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,partial,registered,passed,gap,3,False
l_f,dominant_main,15m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
l_f,dominant_main,1d,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
l_f,dominant_main,1d,direct,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
l_f,dominant_main,1m,direct,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
l_f,dominant_main,1w,direct,2025-10-29,,absent,2025-10-31,2025-10-31,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
l_f,dominant_main,30m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
l_f,dominant_main,5m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
l_f,dominant_main,60m,derived_from_1m,2025-10-29,,absent,2025-10-29,2025-10-29,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lc,dominant_main,15m,derived_from_1m,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,3,False
lc,dominant_main,1d,derived_from_1m,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,inherited_from_1m_boundary,covered,registered,passed,gap,4,False
lc,dominant_main,1d,direct,2023-07-21,,absent,2023-07-21,2023-07-21,2026-07-10,start_boundary_supported,physical_min_support_without_authoritative_provider_start,covered,registered,passed,gap,4,False
