profile_id,product,period,quality_policy,active_binding_count,profile_eligibility,reason
intraday_research_v1,m,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,m,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,m,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,m,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ma,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ma,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ma,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ma,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ma,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ma,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ni,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ni,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ni,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ni,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ni,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,ni,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,nr,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,nr,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,nr,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,nr,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,nr,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,nr,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,oi,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,oi,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,oi,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,oi,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,oi,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,oi,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,op,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,op,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,op,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,op,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,op,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,op,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,p,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,p,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,p,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,p,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,p,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,p,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pb,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pb,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pb,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pb,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pb,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pb,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pd,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pd,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pd,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pd,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pd,60m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pd,1d,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pf,1m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pf,5m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pf,15m,passed_only,535,blocked,one_or_more_required_layers_not_passed
intraday_research_v1,pf,30m,passed_only,535,blocked,one_or_more_required_layers_not_passed
