product,metadata_type,applicability,status,reason,evidence_start,evidence_end
pd,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2025-11-27,2026-07-07
pd,contract_universe,applicable,unverified,blocked_by_trading_calendar,2025-11-27,2026-07-10
pd,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2025-11-27,2026-07-07
pd,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
pd,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2025-11-27,2026-07-10
pd,trading_session,applicable,unverified,historical_scope_unverified,,
pf,asset_registration,applicable,passed,registered_contract_listing,2020-10-12,2026-07-10
pf,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-10-12,2026-07-07
pf,contract_universe,applicable,unverified,blocked_by_trading_calendar,2020-10-12,2026-07-10
pf,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2020-10-12,2026-07-07
pf,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
pf,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2020-10-12,2026-07-10
pf,trading_session,applicable,unverified,historical_scope_unverified,,
pg,asset_registration,applicable,passed,registered_contract_listing,2020-03-30,2026-07-10
pg,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-03-30,2026-07-07
pg,contract_universe,applicable,unverified,blocked_by_trading_calendar,2020-03-30,2026-07-10
pg,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2020-03-30,2026-07-07
pg,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
pg,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2020-03-30,2026-07-10
pg,trading_session,applicable,unverified,historical_scope_unverified,,
pk,asset_registration,applicable,passed,registered_contract_listing,2021-02-01,2026-07-10
pk,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2021-02-01,2026-07-07
pk,contract_universe,applicable,unverified,blocked_by_trading_calendar,2021-02-01,2026-07-10
pk,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2021-02-01,2026-06-24
pk,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
pk,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2021-02-01,2026-07-10
pk,trading_session,applicable,unverified,historical_scope_unverified,,
pl,asset_registration,applicable,passed,registered_contract_listing,2025-07-22,2026-07-10
pl,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2025-07-22,2026-07-07
pl,contract_universe,applicable,unverified,blocked_by_trading_calendar,2025-07-22,2026-07-10
pl,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2025-07-22,2026-07-07
pl,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
pl,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2025-07-22,2026-07-10
pl,trading_session,applicable,unverified,historical_scope_unverified,,
pm,asset_registration,applicable,passed,registered_contract_listing,2012-01-17,2026-07-10
pm,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
pm,contract_universe,applicable,unverified,blocked_by_trading_calendar,2012-01-17,2026-07-10
pm,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2012-01-17,2026-07-07
pm,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
pm,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-01-17,2026-07-10
pm,trading_session,applicable,unverified,historical_scope_unverified,,
pp,asset_registration,applicable,passed,registered_contract_listing,2014-02-28,2026-07-10
pp,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
pp,contract_universe,applicable,unverified,blocked_by_trading_calendar,2014-02-28,2026-07-10
pp,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2014-02-28,2026-07-07
pp,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
pp,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2014-02-28,2026-07-10
pp,trading_session,applicable,unverified,historical_scope_unverified,,
pp_f,asset_registration,applicable,passed,registered_contract_listing,2025-10-29,2026-07-10
pp_f,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2025-10-29,2026-07-07
pp_f,contract_universe,applicable,unverified,blocked_by_trading_calendar,2025-10-29,2026-07-10
pp_f,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2025-10-29,2026-07-07
pp_f,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
pp_f,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2025-10-29,2026-07-10
pp_f,trading_session,applicable,unverified,historical_scope_unverified,,
pr,asset_registration,applicable,passed,registered_contract_listing,2024-08-30,2026-07-10
pr,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2024-08-30,2026-07-07
pr,contract_universe,applicable,unverified,blocked_by_trading_calendar,2024-08-30,2026-07-10
pr,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2024-08-30,2026-07-07
pr,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
pr,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2024-08-30,2026-07-10
pr,trading_session,applicable,unverified,historical_scope_unverified,,
ps,asset_registration,applicable,passed,registered_contract_listing,2024-12-26,2026-07-10
ps,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2024-12-26,2026-07-07
ps,contract_universe,applicable,unverified,blocked_by_trading_calendar,2024-12-26,2026-07-10
ps,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2024-12-26,2026-07-07
ps,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
ps,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2024-12-26,2026-07-10
ps,trading_session,applicable,unverified,historical_scope_unverified,,
pt,asset_registration,applicable,passed,registered_contract_listing,2025-11-27,2026-07-10
pt,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2025-11-27,2026-07-07
pt,contract_universe,applicable,unverified,blocked_by_trading_calendar,2025-11-27,2026-07-10
pt,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2025-11-27,2026-07-07
pt,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
pt,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2025-11-27,2026-07-10
pt,trading_session,applicable,unverified,historical_scope_unverified,,
px,asset_registration,applicable,passed,registered_contract_listing,2023-09-15,2026-07-10
px,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2023-09-15,2026-07-07
px,contract_universe,applicable,unverified,blocked_by_trading_calendar,2023-09-15,2026-07-10
px,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2023-09-15,2026-07-07
px,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
px,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2023-09-15,2026-07-10
px,trading_session,applicable,unverified,historical_scope_unverified,,
rb,asset_registration,applicable,passed,registered_contract_listing,2009-03-27,2026-07-10
rb,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
rb,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10
rb,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2009-03-27,2026-07-07
rb,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
rb,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-10-16,2026-07-10
rb,trading_session,applicable,unverified,historical_scope_unverified,,
ri,asset_registration,applicable,passed,registered_contract_listing,2012-07-24,2026-07-10
ri,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
ri,contract_universe,applicable,unverified,blocked_by_trading_calendar,2012-07-24,2026-07-10
ri,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2012-07-24,2026-07-07
ri,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
ri,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-07-24,2026-07-10
ri,trading_session,applicable,unverified,historical_scope_unverified,,
rm,asset_registration,applicable,passed,registered_contract_listing,2012-12-28,2026-07-10
rm,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
rm,contract_universe,applicable,unverified,blocked_by_trading_calendar,2012-12-28,2026-07-10
rm,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2012-12-28,2026-06-24
rm,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
rm,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-12-28,2026-07-10
rm,trading_session,applicable,unverified,historical_scope_unverified,,
rr,asset_registration,applicable,passed,registered_contract_listing,2019-08-16,2026-07-10
rr,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
rr,contract_universe,applicable,unverified,blocked_by_trading_calendar,2019-08-16,2026-07-10
rr,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2019-08-16,2026-07-07
rr,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
rr,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2019-08-16,2026-07-10
rr,trading_session,applicable,unverified,historical_scope_unverified,,
rs,asset_registration,applicable,passed,registered_contract_listing,2012-12-28,2026-07-10
rs,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
rs,contract_universe,applicable,unverified,blocked_by_trading_calendar,2012-12-28,2026-07-10
rs,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2012-12-28,2026-07-07
rs,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
rs,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-12-28,2026-07-10
rs,trading_session,applicable,unverified,historical_scope_unverified,,
ru,asset_registration,applicable,passed,registered_contract_listing,1999-01-04,2026-07-10
ru,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
ru,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10
ru,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2005-01-04,2026-07-07
ru,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
ru,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-10-16,2026-07-10
ru,trading_session,applicable,unverified,historical_scope_unverified,,
sa,asset_registration,applicable,passed,registered_contract_listing,2019-12-06,2026-07-10
sa,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
sa,contract_universe,applicable,unverified,blocked_by_trading_calendar,2019-12-06,2026-07-10
sa,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2019-12-06,2026-06-24
sa,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
sa,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2019-12-06,2026-07-10
sa,trading_session,applicable,unverified,historical_scope_unverified,,
sc,asset_registration,applicable,passed,registered_contract_listing,2018-03-26,2026-07-10
sc,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
sc,contract_universe,applicable,unverified,blocked_by_trading_calendar,2018-03-26,2026-07-10
sc,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2018-03-26,2026-07-07
sc,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
sc,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2018-03-26,2026-07-10
sc,trading_session,applicable,unverified,historical_scope_unverified,,
sf,asset_registration,applicable,passed,registered_contract_listing,2014-08-08,2026-07-10
sf,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
sf,contract_universe,applicable,unverified,blocked_by_trading_calendar,2014-08-08,2026-07-10
sf,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2014-08-08,2026-06-24
sf,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
sf,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2014-08-08,2026-07-10
sf,trading_session,applicable,unverified,historical_scope_unverified,,
sh,asset_registration,applicable,passed,registered_contract_listing,2023-09-15,2026-07-10
sh,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2023-09-15,2026-07-07
sh,contract_universe,applicable,unverified,blocked_by_trading_calendar,2023-09-15,2026-07-10
sh,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2023-09-15,2026-07-07
sh,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
sh,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2023-09-15,2026-07-10
sh,trading_session,applicable,unverified,historical_scope_unverified,,
si,asset_registration,applicable,passed,registered_contract_listing,2022-12-22,2026-07-10
si,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2022-12-22,2026-07-07
si,contract_universe,applicable,unverified,blocked_by_trading_calendar,2022-12-22,2026-07-10
si,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2022-12-22,2026-07-07
si,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
si,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2022-12-22,2026-07-10
si,trading_session,applicable,unverified,historical_scope_unverified,,
sm,asset_registration,applicable,passed,registered_contract_listing,2014-08-08,2026-07-10
sm,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
sm,contract_universe,applicable,unverified,blocked_by_trading_calendar,2014-08-08,2026-07-10
sm,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2014-08-08,2026-06-24
sm,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
sm,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2014-08-08,2026-07-10
sm,trading_session,applicable,unverified,historical_scope_unverified,,
sn,asset_registration,applicable,passed,registered_contract_listing,2015-03-27,2026-07-10
sn,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
sn,contract_universe,applicable,unverified,blocked_by_trading_calendar,2015-03-27,2026-07-10
sn,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2015-03-27,2026-07-07
sn,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
sn,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2015-03-27,2026-07-10
sn,trading_session,applicable,unverified,historical_scope_unverified,,
sp,asset_registration,applicable,passed,registered_contract_listing,2018-11-27,2026-07-10
sp,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
sp,contract_universe,applicable,unverified,blocked_by_trading_calendar,2018-11-27,2026-07-10
sp,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2018-11-27,2026-07-07
sp,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
sp,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2018-11-27,2026-07-10
sp,trading_session,applicable,unverified,historical_scope_unverified,,
sr,asset_registration,applicable,passed,registered_contract_listing,2006-01-06,2026-07-10
sr,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
sr,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10
sr,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2006-01-06,2026-06-24
sr,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
sr,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2009-03-16,2026-07-10
sr,trading_session,applicable,unverified,historical_scope_unverified,,
ss,asset_registration,applicable,passed,registered_contract_listing,2019-09-25,2026-07-10
ss,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
ss,contract_universe,applicable,unverified,blocked_by_trading_calendar,2019-09-25,2026-07-10
ss,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2019-09-25,2026-07-07
ss,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
ss,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2019-09-25,2026-07-10
ss,trading_session,applicable,unverified,historical_scope_unverified,,
t,asset_registration,applicable,passed,registered_contract_listing,2015-03-20,2026-07-10
t,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
t,contract_universe,applicable,unverified,blocked_by_trading_calendar,2015-03-20,2026-07-10
t,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2015-03-20,2026-06-24
t,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
t,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2015-03-20,2026-07-10
t,trading_session,applicable,unverified,historical_scope_unverified,,
ta,asset_registration,applicable,passed,registered_contract_listing,2006-12-18,2026-07-10
ta,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
ta,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10
ta,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2006-12-18,2026-06-24
ta,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
ta,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2009-08-17,2026-07-10
ta,trading_session,applicable,unverified,historical_scope_unverified,,
tf,asset_registration,applicable,passed,registered_contract_listing,2013-09-06,2026-07-10
tf,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
tf,contract_universe,applicable,unverified,blocked_by_trading_calendar,2013-09-06,2026-07-10
tf,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2013-09-06,2026-06-24
tf,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
tf,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2013-09-06,2026-07-10
tf,trading_session,applicable,unverified,historical_scope_unverified,,
tl,asset_registration,applicable,passed,registered_contract_listing,2023-04-21,2026-07-10
tl,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2023-04-21,2026-07-07
tl,contract_universe,applicable,unverified,blocked_by_trading_calendar,2023-04-21,2026-07-10
tl,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2023-04-21,2026-06-24
tl,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
tl,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2023-04-21,2026-07-10
tl,trading_session,applicable,unverified,historical_scope_unverified,,
ts,asset_registration,applicable,passed,registered_contract_listing,2018-08-17,2026-07-10
ts,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
ts,contract_universe,applicable,unverified,blocked_by_trading_calendar,2018-08-17,2026-07-10
ts,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2018-08-17,2026-07-07
ts,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
ts,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2018-08-17,2026-07-10
ts,trading_session,applicable,unverified,historical_scope_unverified,,
ur,asset_registration,applicable,passed,registered_contract_listing,2019-08-09,2026-07-10
ur,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
ur,contract_universe,applicable,unverified,blocked_by_trading_calendar,2019-08-09,2026-07-10
ur,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2019-08-09,2026-07-07
ur,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
ur,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2019-08-09,2026-07-10
ur,trading_session,applicable,unverified,historical_scope_unverified,,
v,asset_registration,applicable,passed,registered_contract_listing,2009-05-25,2026-07-10
v,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
v,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10
v,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2009-05-25,2026-07-07
v,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
v,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2009-05-25,2026-07-10
v,trading_session,applicable,unverified,historical_scope_unverified,,
v_f,asset_registration,applicable,passed,registered_contract_listing,2025-10-29,2026-07-10
v_f,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2025-10-29,2026-07-07
v_f,contract_universe,applicable,unverified,blocked_by_trading_calendar,2025-10-29,2026-07-10
v_f,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2025-10-29,2026-07-07
v_f,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
v_f,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2025-10-29,2026-07-10
v_f,trading_session,applicable,unverified,historical_scope_unverified,,
wh,asset_registration,applicable,passed,registered_contract_listing,2012-07-24,2026-07-10
wh,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
wh,contract_universe,applicable,unverified,blocked_by_trading_calendar,2012-07-24,2026-07-10
wh,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2012-07-24,2026-07-07
wh,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
wh,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-07-24,2026-07-10
wh,trading_session,applicable,unverified,historical_scope_unverified,,
wr,asset_registration,applicable,passed,registered_contract_listing,2009-03-27,2026-07-10
wr,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
wr,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10
wr,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2009-03-27,2026-07-07
wr,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
wr,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-10-16,2026-07-10
wr,trading_session,applicable,unverified,historical_scope_unverified,,
y,asset_registration,applicable,passed,registered_contract_listing,2006-01-09,2026-07-10
y,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
y,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10
y,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2006-01-09,2026-07-07
y,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
y,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2008-01-16,2026-07-10
y,trading_session,applicable,unverified,historical_scope_unverified,,
zc,asset_registration,applicable,passed,registered_contract_listing,2015-05-18,2026-07-10
zc,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
zc,contract_universe,applicable,unverified,blocked_by_trading_calendar,2015-05-18,2026-07-10
zc,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2015-05-18,2026-07-07
zc,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
zc,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2015-05-18,2026-07-10
zc,trading_session,applicable,unverified,historical_scope_unverified,,
zn,asset_registration,applicable,passed,registered_contract_listing,2007-03-26,2026-07-10
zn,continuous_contract_map,not_applicable,not_applicable,profile_scope_not_applicable,2020-01-02,2026-07-07
zn,contract_universe,applicable,unverified,blocked_by_trading_calendar,2010-01-04,2026-07-10
zn,main_contract_map,applicable,unverified,blocked_by_trading_calendar,2007-03-26,2026-07-07
zn,trading_calendar,applicable,gap,calendar_boundary_incomplete,,
zn,trading_parameter,applicable,unverified,blocked_by_trading_calendar,2012-10-16,2026-07-10
zn,trading_session,applicable,unverified,historical_scope_unverified,,
