classification,dataset,target_table,product,year,candidate_start_date,candidate_end_date,writes_parquet,writes_market_data_files,writes_quality_status,before_count,status,after_count,rows_fetched,rows_upsert_attempted,error_type,error_message
needs_contract_universe_sync,contract_universe,futures_contract_universe,a,2021,2021-01-01,2021-12-31,False,False,False,0,success,1458,1458,1458,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,ag,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,al,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,ap,2021,2021-01-01,2021-12-31,False,False,False,0,success,1633,1633,1633,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,au,2021,2021-01-01,2021-12-31,False,False,False,0,success,1944,1944,1944,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,b,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,bb,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,bc,2021,2021-01-01,2021-12-31,False,False,False,0,success,2881,2881,2881,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,bu,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,c,2021,2021-01-01,2021-12-31,False,False,False,0,success,1458,1458,1458,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,cf,2021,2021-01-01,2021-12-31,False,False,False,0,success,1458,1458,1458,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,cj,2021,2021-01-01,2021-12-31,False,False,False,0,success,1458,1458,1458,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,cs,2021,2021-01-01,2021-12-31,False,False,False,0,success,1458,1458,1458,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,cu,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,cy,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,eb,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,eg,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,fb,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,fg,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,fu,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,hc,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,i,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,ic,2021,2021-01-01,2021-12-31,False,False,False,0,success,972,972,972,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,if,2021,2021-01-01,2021-12-31,False,False,False,0,success,972,972,972,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,ih,2021,2021-01-01,2021-12-31,False,False,False,0,success,972,972,972,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,j,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,jd,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,jm,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,jr,2021,2021-01-01,2021-12-31,False,False,False,0,success,1458,1458,1458,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,l,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,lh,2021,2021-01-01,2021-12-31,False,False,False,0,success,1160,1160,1160,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,lu,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,m,2021,2021-01-01,2021-12-31,False,False,False,0,success,1944,1944,1944,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,ma,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,ni,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,nr,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,oi,2021,2021-01-01,2021-12-31,False,False,False,0,success,1458,1458,1458,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,p,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,pb,2021,2021-01-01,2021-12-31,False,False,False,0,success,2916,2916,2916,,
needs_contract_universe_sync,contract_universe,futures_contract_universe,pf,2021,2021-01-01,2021-12-31,False,False,False,0,success,2763,2763,2763,,
