product,contract,plan_status,through,frequency,year,month,expected_start,expected_end,expected_bar_count,missing_start,missing_end,missing_bar_count
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2024,9,2024-09-18T07:00:00+00:00,2024-09-30T07:00:00+00:00,9,2024-09-18T07:00:00+00:00,2024-09-30T07:00:00+00:00,9
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2024,10,2024-10-08T07:00:00+00:00,2024-10-31T07:00:00+00:00,18,2024-10-08T07:00:00+00:00,2024-10-31T07:00:00+00:00,18
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,21,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,21
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2024,12,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2025,1,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2025,2,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2025,3,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2025,4,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2025,5,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2025,6,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1d,2025,7,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23,2025-07-01T07:00:00+00:00,2025-07-18T07:00:00+00:00,14
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2024,9,2024-09-20T07:00:00+00:00,2024-09-30T07:00:00+00:00,3,2024-09-20T07:00:00+00:00,2024-09-30T07:00:00+00:00,3
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2024,10,2024-10-11T07:00:00+00:00,2024-10-25T07:00:00+00:00,3,2024-10-11T07:00:00+00:00,2024-10-25T07:00:00+00:00,3
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2024,12,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2025,1,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2025,2,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2025,3,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2025,4,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2025,5,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2025,6,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4
PF,PF2509,REVIEW_REQUIRED,2025-08-05,1w,2025,7,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4,2025-07-04T07:00:00+00:00,2025-07-18T07:00:00+00:00,3
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2024,10,2024-10-22T07:00:00+00:00,2024-10-31T07:00:00+00:00,8,2024-10-22T07:00:00+00:00,2024-10-31T07:00:00+00:00,8
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,21,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,21
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2024,12,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2025,1,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2025,2,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2025,3,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2025,4,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2025,5,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2025,6,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2025,7,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1d,2025,8,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,21,2025-08-01T07:00:00+00:00,2025-08-08T07:00:00+00:00,6
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2024,10,2024-10-25T07:00:00+00:00,2024-10-25T07:00:00+00:00,1,2024-10-25T07:00:00+00:00,2024-10-25T07:00:00+00:00,1
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2024,11,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5,2024-11-01T07:00:00+00:00,2024-11-29T07:00:00+00:00,5
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2024,12,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2025,1,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2025,2,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2025,3,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2025,4,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2025,5,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2025,6,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2025,7,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4
PF,PF2510,REVIEW_REQUIRED,2025-09-01,1w,2025,8,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,5,2025-08-01T07:00:00+00:00,2025-08-08T07:00:00+00:00,2
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2024,11,2024-11-15T07:00:00+00:00,2024-11-29T07:00:00+00:00,11,2024-11-15T07:00:00+00:00,2024-11-29T07:00:00+00:00,11
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2024,12,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22,2024-12-02T07:00:00+00:00,2024-12-31T07:00:00+00:00,22
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2025,1,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18,2025-01-02T07:00:00+00:00,2025-01-27T07:00:00+00:00,18
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2025,2,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18,2025-02-05T07:00:00+00:00,2025-02-28T07:00:00+00:00,18
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2025,3,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2025,4,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2025,5,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2025,6,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2025,7,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2025,8,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,21,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,21
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1d,2025,9,2025-09-01T07:00:00+00:00,2025-09-30T07:00:00+00:00,22,2025-09-01T07:00:00+00:00,2025-09-05T07:00:00+00:00,5
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2024,11,2024-11-15T07:00:00+00:00,2024-11-29T07:00:00+00:00,3,2024-11-15T07:00:00+00:00,2024-11-29T07:00:00+00:00,3
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2024,12,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4,2024-12-06T07:00:00+00:00,2024-12-27T07:00:00+00:00,4
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2025,1,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5,2025-01-03T07:00:00+00:00,2025-01-27T07:00:00+00:00,5
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2025,2,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4,2025-02-07T07:00:00+00:00,2025-02-28T07:00:00+00:00,4
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2025,3,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2025,4,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2025,5,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2025,6,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2025,7,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2025,8,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,5,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,5
PF,PF2511,REVIEW_REQUIRED,2025-10-10,1w,2025,9,2025-09-05T07:00:00+00:00,2025-09-30T07:00:00+00:00,5,2025-09-05T07:00:00+00:00,2025-09-05T07:00:00+00:00,1
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1d,2025,2,2025-02-19T07:00:00+00:00,2025-02-28T07:00:00+00:00,8,2025-02-19T07:00:00+00:00,2025-02-28T07:00:00+00:00,8
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1d,2025,3,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21,2025-03-03T07:00:00+00:00,2025-03-31T07:00:00+00:00,21
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1d,2025,4,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21,2025-04-01T07:00:00+00:00,2025-04-30T07:00:00+00:00,21
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1d,2025,5,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1d,2025,6,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1d,2025,7,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1d,2025,8,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,21,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,21
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1d,2025,9,2025-09-01T07:00:00+00:00,2025-09-30T07:00:00+00:00,22,2025-09-01T07:00:00+00:00,2025-09-30T07:00:00+00:00,22
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1d,2025,10,2025-10-09T07:00:00+00:00,2025-10-31T07:00:00+00:00,17,2025-10-09T07:00:00+00:00,2025-10-31T07:00:00+00:00,17
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1d,2025,11,2025-11-03T07:00:00+00:00,2025-11-28T07:00:00+00:00,20,2025-11-03T07:00:00+00:00,2025-11-14T07:00:00+00:00,10
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1w,2025,2,2025-02-21T07:00:00+00:00,2025-02-28T07:00:00+00:00,2,2025-02-21T07:00:00+00:00,2025-02-28T07:00:00+00:00,2
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1w,2025,3,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4,2025-03-07T07:00:00+00:00,2025-03-28T07:00:00+00:00,4
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1w,2025,4,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5,2025-04-03T07:00:00+00:00,2025-04-30T07:00:00+00:00,5
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1w,2025,5,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1w,2025,6,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1w,2025,7,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1w,2025,8,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,5,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,5
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1w,2025,9,2025-09-05T07:00:00+00:00,2025-09-30T07:00:00+00:00,5,2025-09-05T07:00:00+00:00,2025-09-30T07:00:00+00:00,5
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1w,2025,10,2025-10-10T07:00:00+00:00,2025-10-31T07:00:00+00:00,4,2025-10-10T07:00:00+00:00,2025-10-31T07:00:00+00:00,4
PF,PF2602,REVIEW_REQUIRED,2026-01-09,1w,2025,11,2025-11-07T07:00:00+00:00,2025-11-28T07:00:00+00:00,4,2025-11-07T07:00:00+00:00,2025-11-14T07:00:00+00:00,2
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2025,4,2025-04-16T07:00:00+00:00,2025-04-30T07:00:00+00:00,11,2025-04-16T07:00:00+00:00,2025-04-30T07:00:00+00:00,11
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2025,5,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19,2025-05-06T07:00:00+00:00,2025-05-30T07:00:00+00:00,19
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2025,6,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20,2025-06-03T07:00:00+00:00,2025-06-30T07:00:00+00:00,20
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2025,7,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23,2025-07-01T07:00:00+00:00,2025-07-31T07:00:00+00:00,23
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2025,8,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,21,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,21
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2025,9,2025-09-01T07:00:00+00:00,2025-09-30T07:00:00+00:00,22,2025-09-01T07:00:00+00:00,2025-09-30T07:00:00+00:00,22
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2025,10,2025-10-09T07:00:00+00:00,2025-10-31T07:00:00+00:00,17,2025-10-09T07:00:00+00:00,2025-10-31T07:00:00+00:00,17
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2025,11,2025-11-03T07:00:00+00:00,2025-11-28T07:00:00+00:00,20,2025-11-03T07:00:00+00:00,2025-11-28T07:00:00+00:00,20
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2025,12,2025-12-01T07:00:00+00:00,2025-12-31T07:00:00+00:00,23,2025-12-01T07:00:00+00:00,2025-12-31T07:00:00+00:00,23
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2026,1,2026-01-05T07:00:00+00:00,2026-01-30T07:00:00+00:00,20,2026-01-05T07:00:00+00:00,2026-01-30T07:00:00+00:00,20
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1d,2026,2,2026-02-02T07:00:00+00:00,2026-02-27T07:00:00+00:00,14,2026-02-02T07:00:00+00:00,2026-02-06T07:00:00+00:00,5
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2025,4,2025-04-18T07:00:00+00:00,2025-04-30T07:00:00+00:00,3,2025-04-18T07:00:00+00:00,2025-04-30T07:00:00+00:00,3
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2025,5,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4,2025-05-09T07:00:00+00:00,2025-05-30T07:00:00+00:00,4
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2025,6,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4,2025-06-06T07:00:00+00:00,2025-06-27T07:00:00+00:00,4
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2025,7,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4,2025-07-04T07:00:00+00:00,2025-07-25T07:00:00+00:00,4
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2025,8,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,5,2025-08-01T07:00:00+00:00,2025-08-29T07:00:00+00:00,5
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2025,9,2025-09-05T07:00:00+00:00,2025-09-30T07:00:00+00:00,5,2025-09-05T07:00:00+00:00,2025-09-30T07:00:00+00:00,5
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2025,10,2025-10-10T07:00:00+00:00,2025-10-31T07:00:00+00:00,4,2025-10-10T07:00:00+00:00,2025-10-31T07:00:00+00:00,4
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2025,11,2025-11-07T07:00:00+00:00,2025-11-28T07:00:00+00:00,4,2025-11-07T07:00:00+00:00,2025-11-28T07:00:00+00:00,4
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2025,12,2025-12-05T07:00:00+00:00,2025-12-31T07:00:00+00:00,5,2025-12-05T07:00:00+00:00,2025-12-31T07:00:00+00:00,5
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2026,1,2026-01-09T07:00:00+00:00,2026-01-30T07:00:00+00:00,4,2026-01-09T07:00:00+00:00,2026-01-30T07:00:00+00:00,4
PF,PF2604,REVIEW_REQUIRED,2026-03-13,1w,2026,2,2026-02-06T07:00:00+00:00,2026-02-27T07:00:00+00:00,3,2026-02-06T07:00:00+00:00,2026-02-06T07:00:00+00:00,1
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2023,11,2023-11-15T07:00:00+00:00,2023-11-30T07:00:00+00:00,12,2023-11-15T07:00:00+00:00,2023-11-30T07:00:00+00:00,12
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2023,12,2023-12-01T07:00:00+00:00,2023-12-29T07:00:00+00:00,21,2023-12-01T07:00:00+00:00,2023-12-29T07:00:00+00:00,21
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2024,1,2024-01-02T07:00:00+00:00,2024-01-31T07:00:00+00:00,22,2024-01-02T07:00:00+00:00,2024-01-31T07:00:00+00:00,22
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2024,2,2024-02-01T07:00:00+00:00,2024-02-29T07:00:00+00:00,15,2024-02-01T07:00:00+00:00,2024-02-29T07:00:00+00:00,15
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2024,3,2024-03-01T07:00:00+00:00,2024-03-29T07:00:00+00:00,21,2024-03-01T07:00:00+00:00,2024-03-29T07:00:00+00:00,21
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2024,4,2024-04-01T07:00:00+00:00,2024-04-30T07:00:00+00:00,20,2024-04-01T07:00:00+00:00,2024-04-30T07:00:00+00:00,20
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2024,5,2024-05-06T07:00:00+00:00,2024-05-31T07:00:00+00:00,20,2024-05-06T07:00:00+00:00,2024-05-31T07:00:00+00:00,20
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2024,6,2024-06-03T07:00:00+00:00,2024-06-28T07:00:00+00:00,19,2024-06-03T07:00:00+00:00,2024-06-28T07:00:00+00:00,19
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2024,7,2024-07-01T07:00:00+00:00,2024-07-31T07:00:00+00:00,23,2024-07-01T07:00:00+00:00,2024-07-31T07:00:00+00:00,23
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2024,8,2024-08-01T07:00:00+00:00,2024-08-30T07:00:00+00:00,22,2024-08-01T07:00:00+00:00,2024-08-30T07:00:00+00:00,22
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1d,2024,9,2024-09-02T07:00:00+00:00,2024-09-30T07:00:00+00:00,19,2024-09-02T07:00:00+00:00,2024-09-06T07:00:00+00:00,5
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1w,2023,11,2023-11-17T07:00:00+00:00,2023-11-24T07:00:00+00:00,2,2023-11-17T07:00:00+00:00,2023-11-24T07:00:00+00:00,2
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1w,2023,12,2023-12-01T07:00:00+00:00,2023-12-29T07:00:00+00:00,5,2023-12-01T07:00:00+00:00,2023-12-29T07:00:00+00:00,5
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1w,2024,1,2024-01-05T07:00:00+00:00,2024-01-26T07:00:00+00:00,4,2024-01-05T07:00:00+00:00,2024-01-26T07:00:00+00:00,4
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1w,2024,2,2024-02-02T07:00:00+00:00,2024-02-23T07:00:00+00:00,3,2024-02-02T07:00:00+00:00,2024-02-23T07:00:00+00:00,3
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1w,2024,3,2024-03-01T07:00:00+00:00,2024-03-29T07:00:00+00:00,5,2024-03-01T07:00:00+00:00,2024-03-29T07:00:00+00:00,5
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1w,2024,4,2024-04-03T07:00:00+00:00,2024-04-30T07:00:00+00:00,5,2024-04-03T07:00:00+00:00,2024-04-30T07:00:00+00:00,5
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1w,2024,5,2024-05-10T07:00:00+00:00,2024-05-31T07:00:00+00:00,4,2024-05-10T07:00:00+00:00,2024-05-31T07:00:00+00:00,4
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1w,2024,6,2024-06-07T07:00:00+00:00,2024-06-28T07:00:00+00:00,4,2024-06-07T07:00:00+00:00,2024-06-28T07:00:00+00:00,4
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1w,2024,7,2024-07-05T07:00:00+00:00,2024-07-26T07:00:00+00:00,4,2024-07-05T07:00:00+00:00,2024-07-26T07:00:00+00:00,4
PK,PK2411,REVIEW_REQUIRED,2024-10-08,1w,2024,8,2024-08-02T07:00:00+00:00,2024-08-30T07:00:00+00:00,5,2024-08-02T07:00:00+00:00,2024-08-30T07:00:00+00:00,5
