product,contract_role,symbol_or_contract,period,year,status,issue_type,expected_start,expected_end,target_reason,evidence_source,provider,data_role,quality_status,start_date,end_date,row_count,db_market_data_file_id,standard_path,recommended_next_task
l,dominant_main,l.MAIN,1d,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2020_plus;dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2020-01-02,2026-07-10,1579,56486,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1d_20200102_20260711_v2.parquet,
l,dominant_main,l.MAIN,1w,2020,covered_passed,,2020-01-02,2020-12-31,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2020-01-03,2026-07-10,334,56487,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1w_20200102_20260711_v2.parquet,
l,dominant_main,l.MAIN,1w,2021,covered_passed,,2021-01-01,2021-12-31,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2020-01-03,2026-07-10,334,56487,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1w_20200102_20260711_v2.parquet,
l,dominant_main,l.MAIN,1w,2022,covered_passed,,2022-01-01,2022-12-31,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2020-01-03,2026-07-10,334,56487,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1w_20200102_20260711_v2.parquet,
l,dominant_main,l.MAIN,1w,2023,covered_passed,,2023-01-01,2023-12-31,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2020-01-03,2026-07-10,334,56487,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1w_20200102_20260711_v2.parquet,
l,dominant_main,l.MAIN,1w,2024,covered_passed,,2024-01-01,2024-12-31,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2020-01-03,2026-07-10,334,56487,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1w_20200102_20260711_v2.parquet,
l,dominant_main,l.MAIN,1w,2025,covered_passed,,2025-01-01,2025-12-31,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2020-01-03,2026-07-10,334,56487,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1w_20200102_20260711_v2.parquet,
l,dominant_main,l.MAIN,1w,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2020-01-03,2026-07-10,334,56487,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1w_20200102_20260711_v2.parquet,
l,dominant_main,l.MAIN,1m,2023,covered_passed,,2023-01-03,2023-12-31,dominant_2023_plus_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,289680,41085,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,1m,2024,covered_passed,,2024-01-01,2024-12-31,dominant_2023_plus_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,289680,41085,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,1m,2025,covered_passed,,2025-01-01,2025-12-31,dominant_2023_plus_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,289680,41085,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,1m,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2023_plus_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,289680,41085,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,5m,2023,covered_passed,,2023-01-03,2023-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,57936,41086,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_5m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,5m,2024,covered_passed,,2024-01-01,2024-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,57936,41086,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_5m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,5m,2025,covered_passed,,2025-01-01,2025-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,57936,41086,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_5m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,5m,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,57936,41086,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_5m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,15m,2023,covered_passed,,2023-01-03,2023-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,19312,41087,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_15m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,15m,2024,covered_passed,,2024-01-01,2024-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,19312,41087,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_15m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,15m,2025,covered_passed,,2025-01-01,2025-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,19312,41087,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_15m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,15m,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,19312,41087,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_15m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,30m,2023,covered_passed,,2023-01-03,2023-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,10080,41088,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_30m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,30m,2024,covered_passed,,2024-01-01,2024-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,10080,41088,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_30m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,30m,2025,covered_passed,,2025-01-01,2025-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,10080,41088,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_30m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,30m,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,10080,41088,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_30m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,60m,2023,covered_passed,,2023-01-03,2023-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,5888,41089,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_60m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,60m,2024,covered_passed,,2024-01-01,2024-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,5888,41089,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_60m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,60m,2025,covered_passed,,2025-01-01,2025-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,5888,41089,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_60m_20230103_20260707_v2.parquet,
l,dominant_main,l.MAIN,60m,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-01-03,2026-07-07,5888,41089,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_60m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1d,2020,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,167,41096,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1d,2021,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,167,41096,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1d,2022,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,167,41096,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1d,2023,not_applicable,not_applicable,,,dominant_2020_plus;dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,167,41096,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1d,2024,not_applicable,not_applicable,,,dominant_2020_plus;dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,167,41096,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1d,2025,covered_passed,,2025-10-29,2025-12-31,dominant_2020_plus;dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,167,41096,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1d,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2020_plus;dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,167,41096,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1w,2020,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-31,2026-07-10,36,55700,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1w_20230103_20260710_v2.parquet,
l_f,dominant_main,l_f.MAIN,1w,2021,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-31,2026-07-10,36,55700,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1w_20230103_20260710_v2.parquet,
l_f,dominant_main,l_f.MAIN,1w,2022,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-31,2026-07-10,36,55700,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1w_20230103_20260710_v2.parquet,
l_f,dominant_main,l_f.MAIN,1w,2023,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-31,2026-07-10,36,55700,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1w_20230103_20260710_v2.parquet,
l_f,dominant_main,l_f.MAIN,1w,2024,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-31,2026-07-10,36,55700,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1w_20230103_20260710_v2.parquet,
l_f,dominant_main,l_f.MAIN,1w,2025,covered_passed,,2025-10-29,2025-12-31,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-31,2026-07-10,36,55700,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1w_20230103_20260710_v2.parquet,
l_f,dominant_main,l_f.MAIN,1w,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-31,2026-07-10,36,55700,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1w_20230103_20260710_v2.parquet,
l_f,dominant_main,l_f.MAIN,1m,2023,not_applicable,not_applicable,,,dominant_2023_plus_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,56895,41091,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1m,2024,not_applicable,not_applicable,,,dominant_2023_plus_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,56895,41091,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1m,2025,covered_passed,,2025-10-29,2025-12-31,dominant_2023_plus_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,56895,41091,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,1m,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2023_plus_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,56895,41091,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,5m,2023,not_applicable,not_applicable,,,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,11379,41092,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_5m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,5m,2024,not_applicable,not_applicable,,,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,11379,41092,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_5m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,5m,2025,covered_passed,,2025-10-29,2025-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,11379,41092,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_5m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,5m,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,11379,41092,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_5m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,15m,2023,not_applicable,not_applicable,,,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,3793,41093,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_15m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,15m,2024,not_applicable,not_applicable,,,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,3793,41093,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_15m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,15m,2025,covered_passed,,2025-10-29,2025-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,3793,41093,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_15m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,15m,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,3793,41093,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_15m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,30m,2023,not_applicable,not_applicable,,,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,1980,41094,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_30m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,30m,2024,not_applicable,not_applicable,,,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,1980,41094,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_30m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,30m,2025,covered_passed,,2025-10-29,2025-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,1980,41094,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_30m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,30m,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,1980,41094,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_30m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,60m,2023,not_applicable,not_applicable,,,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,1157,41095,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_60m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,60m,2024,not_applicable,not_applicable,,,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,1157,41095,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_60m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,60m,2025,covered_passed,,2025-10-29,2025-12-31,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,1157,41095,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_60m_20230103_20260707_v2.parquet,
l_f,dominant_main,l_f.MAIN,60m,2026,covered_passed,,2026-01-01,2026-07-10,dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2025-10-29,2026-07-07,1157,41095,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_60m_20230103_20260707_v2.parquet,
lc,dominant_main,lc.MAIN,1d,2020,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2023-07-21,2026-07-07,716,41102,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1d_20230103_20260707_v2.parquet,
lc,dominant_main,lc.MAIN,1d,2021,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2023-07-21,2026-07-07,716,41102,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1d_20230103_20260707_v2.parquet,
lc,dominant_main,lc.MAIN,1d,2022,not_applicable,not_applicable,,,dominant_2020_plus,"db_market_data_file,manifest",rqdata,primary,passed,2023-07-21,2026-07-07,716,41102,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1d_20230103_20260707_v2.parquet,
lc,dominant_main,lc.MAIN,1d,2023,covered_passed,,2023-07-21,2023-12-31,dominant_2020_plus;dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-07-21,2026-07-07,716,41102,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1d_20230103_20260707_v2.parquet,
lc,dominant_main,lc.MAIN,1d,2024,covered_passed,,2024-01-01,2024-12-31,dominant_2020_plus;dominant_2023_plus_derived_from_1m,"db_market_data_file,manifest",rqdata,primary,passed,2023-07-21,2026-07-07,716,41102,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=GFEX/symbol=lc/contract=lc.MAIN/lc_MAIN_1d_20230103_20260707_v2.parquet,
