product,contract_role,symbol_or_contract,period,year,status,issue_type,expected_start,expected_end,target_reason,evidence_source,provider,data_role,quality_status,start_date,end_date,row_count,db_market_data_file_id,standard_path,recommended_next_task
im,actual_contract,IM2408,1m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-07-19,2024-07-31,2160,46404,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2408/IM2408_1m_20240719_20240731.parquet,
im,actual_contract,IM2408,30m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-07-19,2024-07-31,72,46407,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2408/IM2408_30m_20240719_20240731.parquet,
im,actual_contract,IM2408,5m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-07-19,2024-07-31,432,46405,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2408/IM2408_5m_20240719_20240731.parquet,
im,actual_contract,IM2408,60m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-07-19,2024-07-31,36,46408,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2408/IM2408_60m_20240719_20240731.parquet,
im,actual_contract,IM2409,15m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-08-01,2024-09-19,544,46412,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2409/IM2409_15m_20240801_20240919.parquet,
im,actual_contract,IM2409,1d,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2024-08-01,2024-09-19,34,42317,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2409/IM2409_1d_20240801_20240919.parquet,
im,actual_contract,IM2409,1m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-08-01,2024-09-19,8160,46410,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2409/IM2409_1m_20240801_20240919.parquet,
im,actual_contract,IM2409,30m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-08-01,2024-09-19,272,46413,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2409/IM2409_30m_20240801_20240919.parquet,
im,actual_contract,IM2409,5m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-08-01,2024-09-19,1632,46411,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2409/IM2409_5m_20240801_20240919.parquet,
im,actual_contract,IM2409,60m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-08-01,2024-09-19,136,46414,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2409/IM2409_60m_20240801_20240919.parquet,
im,actual_contract,IM2410,15m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-09-20,2024-10-17,240,46418,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2410/IM2410_15m_20240920_20241017.parquet,
im,actual_contract,IM2410,1d,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2024-09-20,2024-10-17,15,42319,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2410/IM2410_1d_20240920_20241017.parquet,
im,actual_contract,IM2410,1m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-09-20,2024-10-17,3600,46416,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2410/IM2410_1m_20240920_20241017.parquet,
im,actual_contract,IM2410,30m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-09-20,2024-10-17,120,46419,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2410/IM2410_30m_20240920_20241017.parquet,
im,actual_contract,IM2410,5m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-09-20,2024-10-17,720,46417,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2410/IM2410_5m_20240920_20241017.parquet,
im,actual_contract,IM2410,60m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-09-20,2024-10-17,60,46420,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2410/IM2410_60m_20240920_20241017.parquet,
im,actual_contract,IM2411,15m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-10-18,2024-10-31,160,46424,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2411/IM2411_15m_20241018_20241031.parquet,
im,actual_contract,IM2411,1d,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2024-10-18,2024-10-31,10,42321,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2411/IM2411_1d_20241018_20241031.parquet,
im,actual_contract,IM2411,1m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-10-18,2024-10-31,2400,46422,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2411/IM2411_1m_20241018_20241031.parquet,
im,actual_contract,IM2411,30m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-10-18,2024-10-31,80,46425,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2411/IM2411_30m_20241018_20241031.parquet,
im,actual_contract,IM2411,5m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-10-18,2024-10-31,480,46423,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2411/IM2411_5m_20241018_20241031.parquet,
im,actual_contract,IM2411,60m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-10-18,2024-10-31,40,46426,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2411/IM2411_60m_20241018_20241031.parquet,
im,actual_contract,IM2412,15m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-11-01,2024-12-19,560,46430,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2412/IM2412_15m_20241101_20241219.parquet,
im,actual_contract,IM2412,1d,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2024-11-01,2024-12-19,35,42323,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2412/IM2412_1d_20241101_20241219.parquet,
im,actual_contract,IM2412,1m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-11-01,2024-12-19,8400,46428,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2412/IM2412_1m_20241101_20241219.parquet,
im,actual_contract,IM2412,30m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-11-01,2024-12-19,280,46431,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2412/IM2412_30m_20241101_20241219.parquet,
im,actual_contract,IM2412,5m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-11-01,2024-12-19,1680,46429,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2412/IM2412_5m_20241101_20241219.parquet,
im,actual_contract,IM2412,60m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-11-01,2024-12-19,140,46432,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2412/IM2412_60m_20241101_20241219.parquet,
im,actual_contract,IM2501,15m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-12-20,2025-01-16,304,46436,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_15m_20241220_20250116.parquet,
im,actual_contract,IM2501,15m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-12-20,2025-01-16,304,46436,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_15m_20241220_20250116.parquet,
im,actual_contract,IM2501,1d,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2024-12-20,2025-01-16,19,42325,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_1d_20241220_20250116.parquet,
im,actual_contract,IM2501,1d,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2024-12-20,2025-01-16,19,42325,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_1d_20241220_20250116.parquet,
im,actual_contract,IM2501,1m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-12-20,2025-01-16,4560,46434,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_1m_20241220_20250116.parquet,
im,actual_contract,IM2501,1m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-12-20,2025-01-16,4560,46434,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_1m_20241220_20250116.parquet,
im,actual_contract,IM2501,30m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-12-20,2025-01-16,152,46437,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_30m_20241220_20250116.parquet,
im,actual_contract,IM2501,30m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-12-20,2025-01-16,152,46437,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_30m_20241220_20250116.parquet,
im,actual_contract,IM2501,5m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-12-20,2025-01-16,912,46435,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_5m_20241220_20250116.parquet,
im,actual_contract,IM2501,5m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-12-20,2025-01-16,912,46435,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_5m_20241220_20250116.parquet,
im,actual_contract,IM2501,60m,2024,covered_passed,,2024-01-01,2024-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-12-20,2025-01-16,76,46438,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_60m_20241220_20250116.parquet,
im,actual_contract,IM2501,60m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2024-12-20,2025-01-16,76,46438,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2501/IM2501_60m_20241220_20250116.parquet,
im,actual_contract,IM2502,15m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-01-17,2025-01-27,112,46442,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2502/IM2502_15m_20250117_20250127.parquet,
im,actual_contract,IM2502,1d,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2025-01-17,2025-01-27,7,42327,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2502/IM2502_1d_20250117_20250127.parquet,
im,actual_contract,IM2502,1m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-01-17,2025-01-27,1680,46440,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2502/IM2502_1m_20250117_20250127.parquet,
im,actual_contract,IM2502,30m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-01-17,2025-01-27,56,46443,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2502/IM2502_30m_20250117_20250127.parquet,
im,actual_contract,IM2502,5m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-01-17,2025-01-27,336,46441,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2502/IM2502_5m_20250117_20250127.parquet,
im,actual_contract,IM2502,60m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-01-17,2025-01-27,28,46444,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2502/IM2502_60m_20250117_20250127.parquet,
im,actual_contract,IM2503,15m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-02-05,2025-03-20,512,46448,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2503/IM2503_15m_20250205_20250320.parquet,
im,actual_contract,IM2503,1d,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2025-02-05,2025-03-20,32,42329,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2503/IM2503_1d_20250205_20250320.parquet,
im,actual_contract,IM2503,1m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-02-05,2025-03-20,7680,46446,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2503/IM2503_1m_20250205_20250320.parquet,
im,actual_contract,IM2503,30m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-02-05,2025-03-20,256,46449,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2503/IM2503_30m_20250205_20250320.parquet,
im,actual_contract,IM2503,5m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-02-05,2025-03-20,1536,46447,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2503/IM2503_5m_20250205_20250320.parquet,
im,actual_contract,IM2503,60m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-02-05,2025-03-20,128,46450,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2503/IM2503_60m_20250205_20250320.parquet,
im,actual_contract,IM2504,15m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-03-21,2025-04-17,304,46454,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2504/IM2504_15m_20250321_20250417.parquet,
im,actual_contract,IM2504,1d,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2025-03-21,2025-04-17,19,42331,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2504/IM2504_1d_20250321_20250417.parquet,
im,actual_contract,IM2504,1m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-03-21,2025-04-17,4560,46452,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2504/IM2504_1m_20250321_20250417.parquet,
im,actual_contract,IM2504,30m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-03-21,2025-04-17,152,46455,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2504/IM2504_30m_20250321_20250417.parquet,
im,actual_contract,IM2504,5m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-03-21,2025-04-17,912,46453,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2504/IM2504_5m_20250321_20250417.parquet,
im,actual_contract,IM2504,60m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-03-21,2025-04-17,76,46456,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2504/IM2504_60m_20250321_20250417.parquet,
im,actual_contract,IM2505,15m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-04-18,2025-04-30,144,46460,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2505/IM2505_15m_20250418_20250430.parquet,
im,actual_contract,IM2505,1d,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2025-04-18,2025-04-30,9,42333,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2505/IM2505_1d_20250418_20250430.parquet,
im,actual_contract,IM2505,1m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-04-18,2025-04-30,2160,46458,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2505/IM2505_1m_20250418_20250430.parquet,
im,actual_contract,IM2505,30m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-04-18,2025-04-30,72,46461,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2505/IM2505_30m_20250418_20250430.parquet,
im,actual_contract,IM2505,5m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-04-18,2025-04-30,432,46459,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2505/IM2505_5m_20250418_20250430.parquet,
im,actual_contract,IM2505,60m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-04-18,2025-04-30,36,46462,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2505/IM2505_60m_20250418_20250430.parquet,
im,actual_contract,IM2506,15m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-05-06,2025-06-19,512,46466,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2506/IM2506_15m_20250506_20250619.parquet,
im,actual_contract,IM2506,1d,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2025-05-06,2025-06-19,32,42335,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2506/IM2506_1d_20250506_20250619.parquet,
im,actual_contract,IM2506,1m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-05-06,2025-06-19,7680,46464,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2506/IM2506_1m_20250506_20250619.parquet,
im,actual_contract,IM2506,30m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-05-06,2025-06-19,256,46467,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2506/IM2506_30m_20250506_20250619.parquet,
im,actual_contract,IM2506,5m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-05-06,2025-06-19,1536,46465,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CFFEX/symbol=im/contract=IM2506/IM2506_5m_20250506_20250619.parquet,
im,actual_contract,IM2506,60m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-05-06,2025-06-19,128,46468,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CFFEX/symbol=im/contract=IM2506/IM2506_60m_20250506_20250619.parquet,
im,actual_contract,IM2507,15m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-06-20,2025-07-17,320,46472,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CFFEX/symbol=im/contract=IM2507/IM2507_15m_20250620_20250717.parquet,
im,actual_contract,IM2507,1d,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,db_market_data_file,rqdata,primary,passed,2025-06-20,2025-07-17,20,42338,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=im/contract=IM2507/IM2507_1d_20250620_20250717.parquet,
im,actual_contract,IM2507,1m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-06-20,2025-07-17,4800,46470,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=im/contract=IM2507/IM2507_1m_20250620_20250717.parquet,
im,actual_contract,IM2507,30m,2025,covered_passed,,2025-01-01,2025-12-31,actual_contract_discovered,"db_market_data_file,manifest",rqdata,primary,passed,2025-06-20,2025-07-17,160,46473,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CFFEX/symbol=im/contract=IM2507/IM2507_30m_20250620_20250717.parquet,
