product,previous_contract,contract,previous_mapping_date,roll_date,classification,boundary_status,calendar_contiguous,previous_close,current_open,price_difference,price_difference_status
ni,NI2202,NI2203,2022-01-21,2022-01-24,normal_roll,passed,True,,,,unavailable_informational
ni,NI2203,NI2204,2022-02-22,2022-02-23,normal_roll,passed,True,,,,unavailable_informational
ni,NI2204,NI2205,2022-03-28,2022-03-29,normal_roll,passed,True,,,,unavailable_informational
ni,NI2205,NI2206,2022-04-26,2022-04-27,normal_roll,passed,True,,,,unavailable_informational
ni,NI2206,NI2207,2022-05-27,2022-05-30,normal_roll,passed,True,,,,unavailable_informational
ni,NI2207,NI2208,2022-06-27,2022-06-28,normal_roll,passed,True,,,,unavailable_informational
ni,NI2208,NI2209,2022-07-27,2022-07-28,normal_roll,passed,True,,,,unavailable_informational
ni,NI2209,NI2210,2022-08-25,2022-08-26,normal_roll,passed,True,,,,unavailable_informational
ni,NI2210,NI2211,2022-09-27,2022-09-28,normal_roll,passed,True,,,,unavailable_informational
ni,NI2211,NI2212,2022-10-26,2022-10-27,normal_roll,passed,True,,,,unavailable_informational
ni,NI2212,NI2301,2022-11-25,2022-11-28,normal_roll,passed,True,,,,unavailable_informational
ni,NI2301,NI2302,2022-12-21,2022-12-22,normal_roll,passed,True,,,,unavailable_informational
ni,NI2302,NI2303,2023-01-13,2023-01-16,normal_roll,passed,True,,,,unavailable_informational
ni,NI2303,NI2304,2023-02-22,2023-02-23,normal_roll,passed,True,,,,unavailable_informational
ni,NI2304,NI2305,2023-03-24,2023-03-27,normal_roll,passed,True,,,,unavailable_informational
ni,NI2305,NI2306,2023-04-20,2023-04-21,normal_roll,passed,True,,,,unavailable_informational
ni,NI2306,NI2307,2023-05-19,2023-05-22,normal_roll,passed,True,,,,unavailable_informational
ni,NI2307,NI2308,2023-06-16,2023-06-19,normal_roll,passed,True,,,,unavailable_informational
ni,NI2308,NI2309,2023-07-25,2023-07-26,normal_roll,passed,True,,,,unavailable_informational
ni,NI2309,NI2310,2023-08-22,2023-08-23,normal_roll,passed,True,,,,unavailable_informational
ni,NI2310,NI2311,2023-09-21,2023-09-22,normal_roll,passed,True,,,,unavailable_informational
ni,NI2311,NI2312,2023-10-25,2023-10-26,normal_roll,passed,True,,,,unavailable_informational
ni,NI2312,NI2401,2023-11-22,2023-11-23,normal_roll,passed,True,,,,unavailable_informational
ni,NI2401,NI2402,2023-12-22,2023-12-25,normal_roll,passed,True,,,,unavailable_informational
ni,NI2402,NI2403,2024-01-23,2024-01-24,normal_roll,passed,True,,,,unavailable_informational
ni,NI2403,NI2405,2024-02-22,2024-02-23,normal_roll,passed,True,,,,unavailable_informational
ni,NI2405,NI2406,2024-04-15,2024-04-16,normal_roll,passed,True,,,,unavailable_informational
ni,NI2406,NI2407,2024-05-20,2024-05-21,normal_roll,passed,True,,,,unavailable_informational
ni,NI2407,NI2409,2024-06-21,2024-06-24,normal_roll,passed,True,,,,unavailable_informational
ni,NI2409,NI2410,2024-08-23,2024-08-26,normal_roll,passed,True,,,,unavailable_informational
ni,NI2410,NI2411,2024-09-24,2024-09-25,normal_roll,passed,True,,,,unavailable_informational
ni,NI2411,NI2412,2024-10-22,2024-10-23,normal_roll,passed,True,,,,unavailable_informational
ni,NI2412,NI2501,2024-11-18,2024-11-19,normal_roll,passed,True,,,,unavailable_informational
ni,NI2501,NI2502,2024-12-18,2024-12-19,normal_roll,passed,True,,,,unavailable_informational
ni,NI2502,NI2503,2025-01-15,2025-01-16,normal_roll,passed,True,,,,unavailable_informational
ni,NI2503,NI2505,2025-02-18,2025-02-19,normal_roll,passed,True,,,,unavailable_informational
ni,NI2505,NI2506,2025-04-18,2025-04-21,normal_roll,passed,True,,,,unavailable_informational
ni,NI2506,NI2507,2025-05-22,2025-05-23,normal_roll,passed,True,,,,unavailable_informational
ni,NI2507,NI2508,2025-06-23,2025-06-24,normal_roll,passed,True,,,,unavailable_informational
ni,NI2508,NI2509,2025-07-15,2025-07-16,normal_roll,passed,True,,,,unavailable_informational
ni,NI2509,NI2510,2025-08-15,2025-08-18,normal_roll,passed,True,,,,unavailable_informational
ni,NI2510,NI2511,2025-09-17,2025-09-18,normal_roll,passed,True,,,,unavailable_informational
ni,NI2511,NI2512,2025-10-14,2025-10-15,normal_roll,passed,True,,,,unavailable_informational
ni,NI2512,NI2601,2025-11-18,2025-11-19,normal_roll,passed,True,,,,unavailable_informational
ni,NI2601,NI2602,2025-12-19,2025-12-22,normal_roll,passed,True,,,,unavailable_informational
ni,NI2602,NI2603,2026-01-15,2026-01-16,normal_roll,passed,True,,,,unavailable_informational
ni,NI2603,NI2605,2026-02-03,2026-02-04,normal_roll,passed,True,,,,unavailable_informational
ni,NI2605,NI2606,2026-04-17,2026-04-20,normal_roll,passed,True,,,,unavailable_informational
ni,NI2606,NI2607,2026-05-25,2026-05-26,normal_roll,passed,True,,,,unavailable_informational
ni,NI2607,NI2609,2026-06-18,2026-06-22,normal_roll,passed,True,,,,unavailable_informational
nr,NR2002,NR2003,2019-11-15,2019-11-18,normal_roll,passed,True,,,,unavailable_informational
nr,NR2003,NR2004,2020-01-07,2020-01-08,normal_roll,passed,True,,,,unavailable_informational
nr,NR2004,NR2005,2020-02-27,2020-02-28,normal_roll,passed,True,,,,unavailable_informational
nr,NR2005,NR2006,2020-04-10,2020-04-13,normal_roll,passed,True,,,,unavailable_informational
nr,NR2006,NR2007,2020-05-08,2020-05-11,normal_roll,passed,True,,,,unavailable_informational
nr,NR2007,NR2009,2020-05-29,2020-06-01,normal_roll,passed,True,,,,unavailable_informational
nr,NR2009,NR2010,2020-07-24,2020-07-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2010,NR2011,2020-08-25,2020-08-26,normal_roll,passed,True,,,,unavailable_informational
nr,NR2011,NR2012,2020-09-25,2020-09-28,normal_roll,passed,True,,,,unavailable_informational
nr,NR2012,NR2101,2020-10-22,2020-10-23,normal_roll,passed,True,,,,unavailable_informational
nr,NR2101,NR2102,2020-11-25,2020-11-26,normal_roll,passed,True,,,,unavailable_informational
nr,NR2102,NR2103,2020-12-23,2020-12-24,normal_roll,passed,True,,,,unavailable_informational
nr,NR2103,NR2104,2021-01-26,2021-01-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2104,NR2105,2021-02-23,2021-02-24,normal_roll,passed,True,,,,unavailable_informational
nr,NR2105,NR2106,2021-03-26,2021-03-29,normal_roll,passed,True,,,,unavailable_informational
nr,NR2106,NR2107,2021-04-26,2021-04-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2107,NR2108,2021-05-27,2021-05-28,normal_roll,passed,True,,,,unavailable_informational
nr,NR2108,NR2109,2021-06-29,2021-06-30,normal_roll,passed,True,,,,unavailable_informational
nr,NR2109,NR2110,2021-07-30,2021-08-02,normal_roll,passed,True,,,,unavailable_informational
nr,NR2110,NR2111,2021-08-31,2021-09-01,normal_roll,passed,True,,,,unavailable_informational
nr,NR2111,NR2112,2021-09-15,2021-09-16,normal_roll,passed,True,,,,unavailable_informational
nr,NR2112,NR2201,2021-10-11,2021-10-12,normal_roll,passed,True,,,,unavailable_informational
nr,NR2201,NR2202,2021-11-22,2021-11-23,normal_roll,passed,True,,,,unavailable_informational
nr,NR2202,NR2203,2021-12-16,2021-12-17,normal_roll,passed,True,,,,unavailable_informational
nr,NR2203,NR2204,2022-01-18,2022-01-19,normal_roll,passed,True,,,,unavailable_informational
nr,NR2204,NR2205,2022-02-16,2022-02-17,normal_roll,passed,True,,,,unavailable_informational
nr,NR2205,NR2206,2022-03-28,2022-03-29,normal_roll,passed,True,,,,unavailable_informational
nr,NR2206,NR2207,2022-04-28,2022-04-29,normal_roll,passed,True,,,,unavailable_informational
nr,NR2207,NR2208,2022-05-26,2022-05-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2208,NR2209,2022-06-23,2022-06-24,normal_roll,passed,True,,,,unavailable_informational
nr,NR2209,NR2210,2022-07-26,2022-07-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2210,NR2211,2022-08-26,2022-08-29,normal_roll,passed,True,,,,unavailable_informational
nr,NR2211,NR2212,2022-09-26,2022-09-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2212,NR2301,2022-10-25,2022-10-26,normal_roll,passed,True,,,,unavailable_informational
nr,NR2301,NR2302,2022-11-24,2022-11-25,normal_roll,passed,True,,,,unavailable_informational
nr,NR2302,NR2303,2022-12-09,2022-12-12,normal_roll,passed,True,,,,unavailable_informational
nr,NR2303,NR2304,2023-01-04,2023-01-05,normal_roll,passed,True,,,,unavailable_informational
nr,NR2304,NR2305,2023-01-31,2023-02-01,normal_roll,passed,True,,,,unavailable_informational
nr,NR2305,NR2306,2023-03-09,2023-03-10,normal_roll,passed,True,,,,unavailable_informational
nr,NR2306,NR2307,2023-04-25,2023-04-26,normal_roll,passed,True,,,,unavailable_informational
nr,NR2307,NR2308,2023-05-25,2023-05-26,normal_roll,passed,True,,,,unavailable_informational
nr,NR2308,NR2309,2023-06-26,2023-06-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2309,NR2310,2023-07-26,2023-07-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2310,NR2311,2023-08-28,2023-08-29,normal_roll,passed,True,,,,unavailable_informational
nr,NR2311,NR2312,2023-09-26,2023-09-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2312,NR2401,2023-10-25,2023-10-26,normal_roll,passed,True,,,,unavailable_informational
nr,NR2401,NR2402,2023-11-29,2023-11-30,normal_roll,passed,True,,,,unavailable_informational
nr,NR2402,NR2403,2023-12-26,2023-12-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2403,NR2404,2024-01-25,2024-01-26,normal_roll,passed,True,,,,unavailable_informational
nr,NR2404,NR2405,2024-02-29,2024-03-01,normal_roll,passed,True,,,,unavailable_informational
nr,NR2405,NR2406,2024-03-26,2024-03-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2406,NR2407,2024-04-29,2024-04-30,normal_roll,passed,True,,,,unavailable_informational
nr,NR2407,NR2408,2024-05-30,2024-05-31,normal_roll,passed,True,,,,unavailable_informational
nr,NR2408,NR2409,2024-06-27,2024-06-28,normal_roll,passed,True,,,,unavailable_informational
nr,NR2409,NR2410,2024-08-02,2024-08-05,normal_roll,passed,True,,,,unavailable_informational
nr,NR2410,NR2411,2024-08-30,2024-09-02,normal_roll,passed,True,,,,unavailable_informational
nr,NR2411,NR2412,2024-09-27,2024-09-30,normal_roll,passed,True,,,,unavailable_informational
nr,NR2412,NR2501,2024-10-28,2024-10-29,normal_roll,passed,True,,,,unavailable_informational
nr,NR2501,NR2502,2024-11-28,2024-11-29,normal_roll,passed,True,,,,unavailable_informational
nr,NR2502,NR2503,2024-12-26,2024-12-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2503,NR2504,2025-02-05,2025-02-06,normal_roll,passed,True,,,,unavailable_informational
nr,NR2504,NR2505,2025-02-27,2025-02-28,normal_roll,passed,True,,,,unavailable_informational
nr,NR2505,NR2506,2025-04-03,2025-04-07,normal_roll,passed,True,,,,unavailable_informational
nr,NR2506,NR2507,2025-05-13,2025-05-14,normal_roll,passed,True,,,,unavailable_informational
nr,NR2507,NR2508,2025-06-06,2025-06-09,normal_roll,passed,True,,,,unavailable_informational
nr,NR2508,NR2509,2025-06-30,2025-07-01,normal_roll,passed,True,,,,unavailable_informational
nr,NR2509,NR2510,2025-08-04,2025-08-05,normal_roll,passed,True,,,,unavailable_informational
nr,NR2510,NR2511,2025-09-01,2025-09-02,normal_roll,passed,True,,,,unavailable_informational
nr,NR2511,NR2512,2025-09-30,2025-10-09,normal_roll,passed,True,,,,unavailable_informational
nr,NR2512,NR2601,2025-10-29,2025-10-30,normal_roll,passed,True,,,,unavailable_informational
nr,NR2601,NR2602,2025-12-03,2025-12-04,normal_roll,passed,True,,,,unavailable_informational
nr,NR2602,NR2603,2025-12-26,2025-12-29,normal_roll,passed,True,,,,unavailable_informational
nr,NR2603,NR2604,2026-01-29,2026-01-30,normal_roll,passed,True,,,,unavailable_informational
nr,NR2604,NR2605,2026-02-26,2026-02-27,normal_roll,passed,True,,,,unavailable_informational
nr,NR2605,NR2606,2026-03-31,2026-04-01,normal_roll,passed,True,,,,unavailable_informational
nr,NR2606,NR2607,2026-04-30,2026-05-06,normal_roll,passed,True,,,,unavailable_informational
nr,NR2607,NR2608,2026-06-01,2026-06-02,normal_roll,passed,True,,,,unavailable_informational
nr,NR2608,NR2609,2026-06-24,2026-07-07,mapping_gap,mapping_gap,False,,,,unavailable_informational
oi,OI1307,OI1309,2012-10-15,2012-10-16,normal_roll,passed,True,,,,unavailable_informational
oi,OI1309,OI1401,2013-06-06,2013-06-07,normal_roll,passed,True,,,,unavailable_informational
oi,OI1401,OI1405,2013-10-22,2013-10-23,normal_roll,passed,True,,,,unavailable_informational
oi,OI1405,OI1409,2014-01-30,2014-02-07,normal_roll,passed,True,,,,unavailable_informational
oi,OI1409,OI1501,2014-06-09,2014-06-10,normal_roll,passed,True,,,,unavailable_informational
oi,OI1501,OI1505,2014-11-14,2014-11-17,normal_roll,passed,True,,,,unavailable_informational
oi,OI1505,OI1509,2015-03-10,2015-03-11,normal_roll,passed,True,,,,unavailable_informational
oi,OI1509,OI1601,2015-06-12,2015-06-15,normal_roll,passed,True,,,,unavailable_informational
oi,OI1601,OI1605,2015-11-10,2015-11-11,normal_roll,passed,True,,,,unavailable_informational
oi,OI1605,OI1609,2016-03-08,2016-03-09,normal_roll,passed,True,,,,unavailable_informational
oi,OI1609,OI1701,2016-07-05,2016-07-06,normal_roll,passed,True,,,,unavailable_informational
oi,OI1701,OI1705,2016-11-22,2016-11-23,normal_roll,passed,True,,,,unavailable_informational
oi,OI1705,OI1709,2017-03-15,2017-03-16,normal_roll,passed,True,,,,unavailable_informational
oi,OI1709,OI1801,2017-07-10,2017-07-11,normal_roll,passed,True,,,,unavailable_informational
oi,OI1801,OI1805,2017-11-20,2017-11-21,normal_roll,passed,True,,,,unavailable_informational
oi,OI1805,OI1809,2018-03-21,2018-03-22,normal_roll,passed,True,,,,unavailable_informational
oi,OI1809,OI1901,2018-07-13,2018-07-16,normal_roll,passed,True,,,,unavailable_informational
oi,OI1901,OI1905,2018-12-04,2018-12-05,normal_roll,passed,True,,,,unavailable_informational
oi,OI1905,OI1909,2019-04-02,2019-04-03,normal_roll,passed,True,,,,unavailable_informational
oi,OI1909,OI2001,2019-07-31,2019-08-01,normal_roll,passed,True,,,,unavailable_informational
oi,OI2001,OI2005,2019-12-09,2019-12-10,normal_roll,passed,True,,,,unavailable_informational
oi,OI2005,OI2009,2020-03-31,2020-04-01,normal_roll,passed,True,,,,unavailable_informational
oi,OI2009,OI2101,2020-08-11,2020-08-12,normal_roll,passed,True,,,,unavailable_informational
oi,OI2101,OI2105,2020-12-07,2020-12-08,normal_roll,passed,True,,,,unavailable_informational
oi,OI2105,OI2109,2021-04-02,2021-04-06,normal_roll,passed,True,,,,unavailable_informational
oi,OI2109,OI2201,2021-08-05,2021-08-06,normal_roll,passed,True,,,,unavailable_informational
oi,OI2201,OI2205,2021-12-09,2021-12-10,normal_roll,passed,True,,,,unavailable_informational
oi,OI2205,OI2209,2022-04-08,2022-04-11,normal_roll,passed,True,,,,unavailable_informational
oi,OI2209,OI2301,2022-08-15,2022-08-16,normal_roll,passed,True,,,,unavailable_informational
oi,OI2301,OI2305,2022-12-13,2022-12-14,normal_roll,passed,True,,,,unavailable_informational
oi,OI2305,OI2309,2023-04-11,2023-04-12,normal_roll,passed,True,,,,unavailable_informational
oi,OI2309,OI2311,2023-07-27,2023-07-28,normal_roll,passed,True,,,,unavailable_informational
oi,OI2311,OI2401,2023-08-30,2023-08-31,normal_roll,passed,True,,,,unavailable_informational
oi,OI2401,OI2403,2023-11-27,2023-11-28,normal_roll,passed,True,,,,unavailable_informational
oi,OI2403,OI2405,2023-12-27,2023-12-28,normal_roll,passed,True,,,,unavailable_informational
oi,OI2405,OI2409,2024-04-02,2024-04-03,normal_roll,passed,True,,,,unavailable_informational
oi,OI2409,OI2501,2024-08-06,2024-08-07,normal_roll,passed,True,,,,unavailable_informational
oi,OI2501,OI2505,2024-11-29,2024-12-02,normal_roll,passed,True,,,,unavailable_informational
oi,OI2505,OI2509,2025-04-07,2025-04-08,normal_roll,passed,True,,,,unavailable_informational
oi,OI2509,OI2601,2025-08-08,2025-08-11,normal_roll,passed,True,,,,unavailable_informational
oi,OI2601,OI2605,2025-12-08,2025-12-09,normal_roll,passed,True,,,,unavailable_informational
oi,OI2605,OI2609,2026-04-13,2026-04-14,normal_roll,passed,True,,,,unavailable_informational
op,OP2601,OP2602,2025-11-11,2025-11-12,normal_roll,passed,True,,,,unavailable_informational
op,OP2602,OP2603,2025-12-26,2025-12-29,normal_roll,passed,True,,,,unavailable_informational
op,OP2603,OP2604,2026-01-27,2026-01-28,normal_roll,passed,True,,,,unavailable_informational
op,OP2604,OP2605,2026-02-27,2026-03-02,normal_roll,passed,True,,,,unavailable_informational
op,OP2605,OP2606,2026-03-31,2026-04-01,normal_roll,passed,True,,,,unavailable_informational
op,OP2606,OP2607,2026-05-07,2026-05-08,normal_roll,passed,True,,,,unavailable_informational
op,OP2607,OP2608,2026-05-29,2026-06-01,normal_roll,passed,True,,,,unavailable_informational
op,OP2608,OP2609,2026-06-24,2026-07-07,mapping_gap,mapping_gap,False,,,,unavailable_informational
p,P0801,P0805,2007-10-29,2007-10-30,normal_roll,passed,True,,,,unavailable_informational
p,P0805,P0809,2008-04-18,2008-04-21,normal_roll,passed,True,,,,unavailable_informational
p,P0809,P0901,2008-08-06,2008-08-07,normal_roll,passed,True,,,,unavailable_informational
p,P0901,P0905,2008-11-26,2008-11-27,normal_roll,passed,True,,,,unavailable_informational
p,P0905,P0909,2009-03-03,2009-03-04,normal_roll,passed,True,,,,unavailable_informational
p,P0909,P1001,2009-06-12,2009-06-15,normal_roll,passed,True,,,,unavailable_informational
p,P1001,P1005,2009-08-07,2009-08-10,normal_roll,passed,True,,,,unavailable_informational
p,P1005,P1009,2009-11-26,2009-11-27,normal_roll,passed,True,,,,unavailable_informational
p,P1009,P1101,2010-04-27,2010-04-28,normal_roll,passed,True,,,,unavailable_informational
p,P1101,P1105,2010-09-13,2010-09-14,normal_roll,passed,True,,,,unavailable_informational
p,P1105,P1109,2010-11-04,2010-11-05,normal_roll,passed,True,,,,unavailable_informational
p,P1109,P1201,2011-04-11,2011-04-12,normal_roll,passed,True,,,,unavailable_informational
p,P1201,P1205,2011-07-19,2011-07-20,normal_roll,passed,True,,,,unavailable_informational
p,P1205,P1209,2012-01-18,2012-01-19,normal_roll,passed,True,,,,unavailable_informational
p,P1209,P1301,2012-06-06,2012-06-07,normal_roll,passed,True,,,,unavailable_informational
p,P1301,P1305,2012-10-24,2012-10-25,normal_roll,passed,True,,,,unavailable_informational
p,P1305,P1309,2013-02-08,2013-02-18,normal_roll,passed,True,,,,unavailable_informational
p,P1309,P1401,2013-06-14,2013-06-17,normal_roll,passed,True,,,,unavailable_informational
p,P1401,P1405,2013-11-04,2013-11-05,normal_roll,passed,True,,,,unavailable_informational
p,P1405,P1409,2014-02-26,2014-02-27,normal_roll,passed,True,,,,unavailable_informational
p,P1409,P1501,2014-06-16,2014-06-17,normal_roll,passed,True,,,,unavailable_informational
p,P1501,P1505,2014-11-07,2014-11-10,normal_roll,passed,True,,,,unavailable_informational
p,P1505,P1509,2015-03-09,2015-03-10,normal_roll,passed,True,,,,unavailable_informational
p,P1509,P1601,2015-06-04,2015-06-05,normal_roll,passed,True,,,,unavailable_informational
p,P1601,P1605,2015-11-26,2015-11-27,normal_roll,passed,True,,,,unavailable_informational
p,P1605,P1609,2016-03-15,2016-03-16,normal_roll,passed,True,,,,unavailable_informational
p,P1609,P1701,2016-07-07,2016-07-08,normal_roll,passed,True,,,,unavailable_informational
p,P1701,P1705,2016-11-23,2016-11-24,normal_roll,passed,True,,,,unavailable_informational
p,P1705,P1709,2017-03-10,2017-03-13,normal_roll,passed,True,,,,unavailable_informational
p,P1709,P1801,2017-07-11,2017-07-12,normal_roll,passed,True,,,,unavailable_informational
p,P1801,P1805,2017-11-21,2017-11-22,normal_roll,passed,True,,,,unavailable_informational
p,P1805,P1809,2018-03-21,2018-03-22,normal_roll,passed,True,,,,unavailable_informational
p,P1809,P1901,2018-07-20,2018-07-23,normal_roll,passed,True,,,,unavailable_informational
p,P1901,P1905,2018-12-03,2018-12-04,normal_roll,passed,True,,,,unavailable_informational
p,P1905,P1909,2019-04-09,2019-04-10,normal_roll,passed,True,,,,unavailable_informational
p,P1909,P2001,2019-08-05,2019-08-06,normal_roll,passed,True,,,,unavailable_informational
p,P2001,P2005,2019-11-26,2019-11-27,normal_roll,passed,True,,,,unavailable_informational
p,P2005,P2009,2020-03-27,2020-03-30,normal_roll,passed,True,,,,unavailable_informational
p,P2009,P2101,2020-08-10,2020-08-11,normal_roll,passed,True,,,,unavailable_informational
p,P2101,P2105,2020-12-08,2020-12-09,normal_roll,passed,True,,,,unavailable_informational
p,P2105,P2109,2021-04-08,2021-04-09,normal_roll,passed,True,,,,unavailable_informational
p,P2109,P2201,2021-08-13,2021-08-16,normal_roll,passed,True,,,,unavailable_informational
p,P2201,P2205,2021-12-08,2021-12-09,normal_roll,passed,True,,,,unavailable_informational
p,P2205,P2209,2022-04-07,2022-04-08,normal_roll,passed,True,,,,unavailable_informational
p,P2209,P2301,2022-08-15,2022-08-16,normal_roll,passed,True,,,,unavailable_informational
p,P2301,P2305,2022-12-08,2022-12-09,normal_roll,passed,True,,,,unavailable_informational
p,P2305,P2309,2023-04-12,2023-04-13,normal_roll,passed,True,,,,unavailable_informational
p,P2309,P2401,2023-08-08,2023-08-09,normal_roll,passed,True,,,,unavailable_informational
p,P2401,P2405,2023-12-08,2023-12-11,normal_roll,passed,True,,,,unavailable_informational
p,P2405,P2409,2024-04-08,2024-04-09,normal_roll,passed,True,,,,unavailable_informational
p,P2409,P2501,2024-08-07,2024-08-08,normal_roll,passed,True,,,,unavailable_informational
p,P2501,P2505,2024-12-09,2024-12-10,normal_roll,passed,True,,,,unavailable_informational
p,P2505,P2509,2025-04-09,2025-04-10,normal_roll,passed,True,,,,unavailable_informational
p,P2509,P2601,2025-08-12,2025-08-13,normal_roll,passed,True,,,,unavailable_informational
p,P2601,P2605,2025-12-05,2025-12-08,normal_roll,passed,True,,,,unavailable_informational
p,P2605,P2609,2026-04-01,2026-04-02,normal_roll,passed,True,,,,unavailable_informational
pb,PB1109,PB1110,2011-08-08,2011-08-09,normal_roll,passed,True,,,,unavailable_informational
pb,PB1110,PB1111,2011-09-21,2011-09-22,normal_roll,passed,True,,,,unavailable_informational
pb,PB1111,PB1112,2011-10-18,2011-10-19,normal_roll,passed,True,,,,unavailable_informational
pb,PB1112,PB1201,2011-11-16,2011-11-17,normal_roll,passed,True,,,,unavailable_informational
pb,PB1201,PB1202,2011-12-19,2011-12-20,normal_roll,passed,True,,,,unavailable_informational
pb,PB1202,PB1203,2012-01-09,2012-01-10,normal_roll,passed,True,,,,unavailable_informational
pb,PB1203,PB1204,2012-02-15,2012-02-16,normal_roll,passed,True,,,,unavailable_informational
pb,PB1204,PB1205,2012-03-12,2012-03-13,normal_roll,passed,True,,,,unavailable_informational
pb,PB1205,PB1206,2012-03-27,2012-03-28,normal_roll,passed,True,,,,unavailable_informational
pb,PB1206,PB1207,2012-04-27,2012-05-02,normal_roll,passed,True,,,,unavailable_informational
pb,PB1207,PB1208,2012-05-18,2012-05-21,normal_roll,passed,True,,,,unavailable_informational
pb,PB1208,PB1209,2012-06-29,2012-07-02,normal_roll,passed,True,,,,unavailable_informational
pb,PB1209,PB1210,2012-07-05,2012-07-06,normal_roll,passed,True,,,,unavailable_informational
pb,PB1210,PB1211,2012-09-18,2012-09-19,normal_roll,passed,True,,,,unavailable_informational
pb,PB1211,PB1212,2012-10-18,2012-10-19,normal_roll,passed,True,,,,unavailable_informational
pb,PB1212,PB1301,2012-11-13,2012-11-14,normal_roll,passed,True,,,,unavailable_informational
pb,PB1301,PB1302,2012-12-10,2012-12-11,normal_roll,passed,True,,,,unavailable_informational
pb,PB1302,PB1303,2013-01-16,2013-01-17,normal_roll,passed,True,,,,unavailable_informational
pb,PB1303,PB1304,2013-02-04,2013-02-05,normal_roll,passed,True,,,,unavailable_informational
pb,PB1304,PB1305,2013-03-07,2013-03-08,normal_roll,passed,True,,,,unavailable_informational
pb,PB1305,PB1306,2013-04-09,2013-04-10,normal_roll,passed,True,,,,unavailable_informational
pb,PB1306,PB1307,2013-05-29,2013-05-30,normal_roll,passed,True,,,,unavailable_informational
pb,PB1307,PB1309,2013-06-20,2013-06-21,normal_roll,passed,True,,,,unavailable_informational
pb,PB1309,PB1312,2013-09-16,2013-09-17,normal_roll,passed,True,,,,unavailable_informational
pb,PB1312,PB1401,2013-11-14,2013-11-15,normal_roll,passed,True,,,,unavailable_informational
pb,PB1401,PB1402,2014-01-06,2014-01-07,normal_roll,passed,True,,,,unavailable_informational
pb,PB1402,PB1403,2014-01-22,2014-01-23,normal_roll,passed,True,,,,unavailable_informational
pb,PB1403,PB1404,2014-02-19,2014-02-20,normal_roll,passed,True,,,,unavailable_informational
pb,PB1404,PB1405,2014-03-25,2014-03-26,normal_roll,passed,True,,,,unavailable_informational
pb,PB1405,PB1406,2014-05-15,2014-05-16,normal_roll,passed,True,,,,unavailable_informational
pb,PB1406,PB1407,2014-05-22,2014-05-23,normal_roll,passed,True,,,,unavailable_informational
pb,PB1407,PB1408,2014-06-05,2014-06-06,normal_roll,passed,True,,,,unavailable_informational
pb,PB1408,PB1410,2014-07-25,2014-07-28,normal_roll,passed,True,,,,unavailable_informational
pb,PB1410,PB1411,2014-09-17,2014-09-18,normal_roll,passed,True,,,,unavailable_informational
pb,PB1411,PB1412,2014-10-20,2014-10-21,normal_roll,passed,True,,,,unavailable_informational
pb,PB1412,PB1501,2014-10-30,2014-10-31,normal_roll,passed,True,,,,unavailable_informational
pb,PB1501,PB1502,2014-12-12,2014-12-15,normal_roll,passed,True,,,,unavailable_informational
pb,PB1502,PB1503,2015-01-05,2015-01-06,normal_roll,passed,True,,,,unavailable_informational
pb,PB1503,PB1504,2015-02-02,2015-02-03,normal_roll,passed,True,,,,unavailable_informational
pb,PB1504,PB1505,2015-03-04,2015-03-05,normal_roll,passed,True,,,,unavailable_informational
pb,PB1505,PB1506,2015-03-31,2015-04-01,normal_roll,passed,True,,,,unavailable_informational
pb,PB1506,PB1507,2015-05-06,2015-05-07,normal_roll,passed,True,,,,unavailable_informational
pb,PB1507,PB1508,2015-06-02,2015-06-03,normal_roll,passed,True,,,,unavailable_informational
pb,PB1508,PB1509,2015-07-10,2015-07-13,normal_roll,passed,True,,,,unavailable_informational
pb,PB1509,PB1510,2015-07-21,2015-07-22,normal_roll,passed,True,,,,unavailable_informational
pb,PB1510,PB1511,2015-09-08,2015-09-09,normal_roll,passed,True,,,,unavailable_informational
pb,PB1511,PB1512,2015-10-09,2015-10-12,normal_roll,passed,True,,,,unavailable_informational
pb,PB1512,PB1601,2015-11-10,2015-11-11,normal_roll,passed,True,,,,unavailable_informational
pb,PB1601,PB1602,2015-12-02,2015-12-03,normal_roll,passed,True,,,,unavailable_informational
pb,PB1602,PB1603,2016-01-11,2016-01-12,normal_roll,passed,True,,,,unavailable_informational
pb,PB1603,PB1604,2016-02-17,2016-02-18,normal_roll,passed,True,,,,unavailable_informational
pb,PB1604,PB1605,2016-03-08,2016-03-09,normal_roll,passed,True,,,,unavailable_informational
pb,PB1605,PB1606,2016-04-14,2016-04-15,normal_roll,passed,True,,,,unavailable_informational
