product,instrument,contract,contract_role,period,provider,source_interval,data_version,start_datetime,end_datetime,row_count,file_count,schema_version,manifest_status,checksum_status,quality_status,db_registration_status,active_status,file_path,physical_exists,duckdb_row_count,row_count_status
a,a,A2305,actual_contract,15m,rqdata,,,2023-01-03,2023-04-06,1402,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2305/A2305_15m_20230103_20230406.parquet,True,1402.0,matched
a,a,A2307,actual_contract,15m,rqdata,,,2023-04-06,2023-06-12,1004,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2307/A2307_15m_20230407_20230612.parquet,True,1004.0,matched
a,a,A2309,actual_contract,15m,rqdata,,,2023-06-12,2023-08-16,1027,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2309/A2309_15m_20230613_20230816.parquet,True,1027.0,matched
a,a,A2311,actual_contract,15m,rqdata,,,2023-08-16,2023-10-17,866,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2311/A2311_15m_20230817_20231017.parquet,True,866.0,matched
a,a,A2401,actual_contract,15m,rqdata,,,2023-10-17,2023-12-13,943,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2401/A2401_15m_20231018_20231213.parquet,True,943.0,matched
a,a,A2403,actual_contract,15m,rqdata,,,2023-12-13,2024-02-22,996,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2403/A2403_15m_20231214_20240222.parquet,True,996.0,matched
a,a,A2405,actual_contract,15m,rqdata,,,2024-02-22,2024-04-19,889,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2405/A2405_15m_20240223_20240419.parquet,True,889.0,matched
a,a,A2407,actual_contract,15m,rqdata,,,2024-04-19,2024-06-13,789,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2407/A2407_15m_20240422_20240613.parquet,True,789.0,matched
a,a,A2409,actual_contract,15m,rqdata,,,2024-06-13,2024-08-13,989,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2409/A2409_15m_20240614_20240813.parquet,True,989.0,matched
a,a,A2501,actual_contract,15m,rqdata,,,2024-08-13,2024-12-17,1893,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2501/A2501_15m_20240814_20241217.parquet,True,1893.0,matched
a,a,A2505,actual_contract,15m,rqdata,,,2024-12-17,2025-04-15,1747,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2505/A2505_15m_20241218_20250415.parquet,True,1747.0,matched
a,a,A2507,actual_contract,15m,rqdata,,,2025-04-15,2025-06-05,743,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2507/A2507_15m_20250416_20250605.parquet,True,743.0,matched
a,a,A2509,actual_contract,15m,rqdata,,,2025-06-05,2025-08-04,966,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2509/A2509_15m_20250606_20250804.parquet,True,966.0,matched
a,a,A2511,actual_contract,15m,rqdata,,,2025-08-04,2025-10-10,981,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2511/A2511_15m_20250805_20251010.parquet,True,981.0,matched
a,a,A2601,actual_contract,15m,rqdata,,,2025-10-10,2025-12-18,1127,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2601/A2601_15m_20251013_20251218.parquet,True,1127.0,matched
a,a,A2605,actual_contract,15m,rqdata,,,2025-12-18,2026-04-10,1632,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2605/A2605_15m_20251219_20260410.parquet,True,1632.0,matched
a,a,A2607,actual_contract,15m,rqdata,,,2026-04-10,2026-06-16,1004,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2607/A2607_15m_20260413_20260616.parquet,True,1004.0,matched
a,a,A2609,actual_contract,15m,rqdata,,,2026-03-31,2026-07-07,1471,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2609/A2609_15m_20260401_20260707.parquet,True,1471.0,matched
a,a,A2609,actual_contract,15m,rqdata,,,2026-06-16,2026-07-07,314,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2609/A2609_15m_20260617_20260707.parquet,True,314.0,matched
a,a,a.MAIN,dominant_main,15m,rqdata,,,2020-01-02,2026-07-10,35477,1,,summary_only,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_15m_20200102_20260711_v2.parquet,True,35477.0,matched
a,a,a.MAIN,dominant_main,15m,rqdata,,,2023-01-03,2026-07-07,19312,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_15m_20230103_20260707_v2.parquet,True,19312.0,matched
a,a,a.MAIN,dominant_main,15m,rqdata,,,2023-01-03,2026-07-10,19381,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_15m_20230103_20260711_v2.parquet,True,19381.0,matched
a,a,A2005,actual_contract,1d,rqdata,,,2020-01-02,2020-04-07,62,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2005/A2005_1d_20200102_20200407.parquet,True,62.0,matched
a,a,A2009,actual_contract,1d,rqdata,,,2020-04-08,2020-08-18,90,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2009/A2009_1d_20200408_20200818.parquet,True,90.0,matched
a,a,A2101,actual_contract,1d,rqdata,,,2020-08-19,2020-12-14,78,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2101/A2101_1d_20200819_20201214.parquet,True,78.0,matched
a,a,A2105,actual_contract,1d,rqdata,,,2020-12-15,2021-04-20,84,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2105/A2105_1d_20201215_20210420.parquet,True,84.0,matched
a,a,A2109,actual_contract,1d,rqdata,,,2021-04-21,2021-07-28,67,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2109/A2109_1d_20210421_20210728.parquet,True,67.0,matched
a,a,A2111,actual_contract,1d,rqdata,,,2021-07-29,2021-10-14,49,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2111/A2111_1d_20210729_20211014.parquet,True,49.0,matched
a,a,A2201,actual_contract,1d,rqdata,,,2021-10-15,2021-12-01,34,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2201/A2201_1d_20211015_20211201.parquet,True,34.0,matched
a,a,A2203,actual_contract,1d,rqdata,,,2021-12-02,2022-02-17,50,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2203/A2203_1d_20211202_20220217.parquet,True,50.0,matched
a,a,A2207,actual_contract,1d,rqdata,,,2022-02-18,2022-06-15,78,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2207/A2207_1d_20220218_20220615.parquet,True,78.0,matched
a,a,A2209,actual_contract,1d,rqdata,,,2022-06-16,2022-08-23,49,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2209/A2209_1d_20220616_20220823.parquet,True,49.0,matched
a,a,A2211,actual_contract,1d,rqdata,,,2022-08-24,2022-10-12,30,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2211/A2211_1d_20220824_20221012.parquet,True,30.0,matched
a,a,A2301,actual_contract,1d,rqdata,,,2022-10-13,2022-12-12,43,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2301/A2301_1d_20221013_20221212.parquet,True,43.0,matched
a,a,A2305,actual_contract,1d,rqdata,,,2022-12-13,2022-12-30,14,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2305/A2305_1d_20221213_20221230.parquet,True,14.0,matched
a,a,A2305,actual_contract,1d,rqdata,,,2023-01-03,2023-04-06,62,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2305/A2305_1d_20230103_20230406.parquet,True,62.0,matched
a,a,A2307,actual_contract,1d,rqdata,,,2023-04-07,2023-06-12,44,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2307/A2307_1d_20230407_20230612.parquet,True,44.0,matched
a,a,A2309,actual_contract,1d,rqdata,,,2023-06-13,2023-08-16,45,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2309/A2309_1d_20230613_20230816.parquet,True,45.0,matched
a,a,A2311,actual_contract,1d,rqdata,,,2023-08-17,2023-10-17,38,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2311/A2311_1d_20230817_20231017.parquet,True,38.0,matched
a,a,A2401,actual_contract,1d,rqdata,,,2023-10-18,2023-12-13,41,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2401/A2401_1d_20231018_20231213.parquet,True,41.0,matched
a,a,A2403,actual_contract,1d,rqdata,,,2023-12-14,2024-02-22,44,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2403/A2403_1d_20231214_20240222.parquet,True,44.0,matched
a,a,A2405,actual_contract,1d,rqdata,,,2024-02-23,2024-04-19,39,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2405/A2405_1d_20240223_20240419.parquet,True,39.0,matched
a,a,A2407,actual_contract,1d,rqdata,,,2024-04-22,2024-06-13,35,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2407/A2407_1d_20240422_20240613.parquet,True,35.0,matched
a,a,A2409,actual_contract,1d,rqdata,,,2024-06-14,2024-08-13,43,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2409/A2409_1d_20240614_20240813.parquet,True,43.0,matched
a,a,A2501,actual_contract,1d,rqdata,,,2024-08-14,2024-12-17,83,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2501/A2501_1d_20240814_20241217.parquet,True,83.0,matched
a,a,A2505,actual_contract,1d,rqdata,,,2024-12-18,2025-04-15,77,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2505/A2505_1d_20241218_20250415.parquet,True,77.0,matched
a,a,A2507,actual_contract,1d,rqdata,,,2025-04-16,2025-06-05,33,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2507/A2507_1d_20250416_20250605.parquet,True,33.0,matched
a,a,A2509,actual_contract,1d,rqdata,,,2025-06-06,2025-08-04,42,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2509/A2509_1d_20250606_20250804.parquet,True,42.0,matched
a,a,A2511,actual_contract,1d,rqdata,,,2025-08-05,2025-10-10,43,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2511/A2511_1d_20250805_20251010.parquet,True,43.0,matched
a,a,A2601,actual_contract,1d,rqdata,,,2025-10-13,2025-12-18,49,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2601/A2601_1d_20251013_20251218.parquet,True,49.0,matched
a,a,A2605,actual_contract,1d,rqdata,,,2025-12-19,2026-04-10,72,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2605/A2605_1d_20251219_20260410.parquet,True,72.0,matched
a,a,A2607,actual_contract,1d,rqdata,,,2026-04-13,2026-06-16,44,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2607/A2607_1d_20260413_20260616.parquet,True,44.0,matched
a,a,A2609,actual_contract,1d,rqdata,,,2026-04-01,2026-07-07,76,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2609/A2609_1d_20260401_20260707.parquet,True,76.0,matched
a,a,A2609,actual_contract,1d,rqdata,,,2026-06-17,2026-07-07,14,1,,,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2609/A2609_1d_20260617_20260707.parquet,True,14.0,matched
a,a,a.MAIN,dominant_main,1d,rqdata,,,2020-01-02,2026-07-10,1579,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20200102_20260711_v2.parquet,True,1579.0,matched
a,a,a.MAIN,dominant_main,1d,rqdata,,,2023-01-03,2026-07-07,848,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20230103_20260707_v2.parquet,True,848.0,matched
a,a,a.MAIN,dominant_main,1d,rqdata,,,2023-01-03,2026-07-09,850,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20230103_20260710_v2.parquet,True,850.0,matched
a,a,a.MAIN,dominant_main,1d,rqdata,,,2023-01-03,2026-07-10,851,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20230103_20260711_v2.parquet,True,851.0,matched
a,a,A2305,actual_contract,1m,rqdata,,,2023-01-03,2023-04-06,21030,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2305/A2305_1m_20230103_20230406.parquet,True,21030.0,matched
a,a,A2307,actual_contract,1m,rqdata,,,2023-04-06,2023-06-12,15060,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2307/A2307_1m_20230407_20230612.parquet,True,15060.0,matched
a,a,A2309,actual_contract,1m,rqdata,,,2023-06-12,2023-08-16,15405,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2309/A2309_1m_20230613_20230816.parquet,True,15405.0,matched
a,a,A2311,actual_contract,1m,rqdata,,,2023-08-16,2023-10-17,12990,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2311/A2311_1m_20230817_20231017.parquet,True,12990.0,matched
a,a,A2401,actual_contract,1m,rqdata,,,2023-10-17,2023-12-13,14145,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2401/A2401_1m_20231018_20231213.parquet,True,14145.0,matched
a,a,A2403,actual_contract,1m,rqdata,,,2023-12-13,2024-02-22,14940,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2403/A2403_1m_20231214_20240222.parquet,True,14940.0,matched
a,a,A2405,actual_contract,1m,rqdata,,,2024-02-22,2024-04-19,13335,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2405/A2405_1m_20240223_20240419.parquet,True,13335.0,matched
a,a,A2407,actual_contract,1m,rqdata,,,2024-04-19,2024-06-13,11835,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2407/A2407_1m_20240422_20240613.parquet,True,11835.0,matched
a,a,A2409,actual_contract,1m,rqdata,,,2024-06-13,2024-08-13,14835,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2409/A2409_1m_20240614_20240813.parquet,True,14835.0,matched
a,a,A2501,actual_contract,1m,rqdata,,,2024-08-13,2024-12-17,28395,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2501/A2501_1m_20240814_20241217.parquet,True,28395.0,matched
a,a,A2505,actual_contract,1m,rqdata,,,2024-12-17,2025-04-15,26205,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2505/A2505_1m_20241218_20250415.parquet,True,26205.0,matched
a,a,A2507,actual_contract,1m,rqdata,,,2025-04-15,2025-06-05,11145,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2507/A2507_1m_20250416_20250605.parquet,True,11145.0,matched
a,a,A2509,actual_contract,1m,rqdata,,,2025-06-05,2025-08-04,14490,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2509/A2509_1m_20250606_20250804.parquet,True,14490.0,matched
a,a,A2511,actual_contract,1m,rqdata,,,2025-08-04,2025-10-10,14715,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2511/A2511_1m_20250805_20251010.parquet,True,14715.0,matched
a,a,A2601,actual_contract,1m,rqdata,,,2025-10-10,2025-12-18,16905,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2601/A2601_1m_20251013_20251218.parquet,True,16905.0,matched
a,a,A2605,actual_contract,1m,rqdata,,,2025-12-18,2026-04-10,24480,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2605/A2605_1m_20251219_20260410.parquet,True,24480.0,matched
a,a,A2607,actual_contract,1m,rqdata,,,2026-04-10,2026-06-16,15060,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2607/A2607_1m_20260413_20260616.parquet,True,15060.0,matched
a,a,A2609,actual_contract,1m,rqdata,,,2026-03-31,2026-07-07,22065,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2609/A2609_1m_20260401_20260707.parquet,True,22065.0,matched
a,a,A2609,actual_contract,1m,rqdata,,,2026-06-16,2026-07-07,4710,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2609/A2609_1m_20260617_20260707.parquet,True,4710.0,matched
a,a,a.MAIN,dominant_main,1m,rqdata,,,2020-01-02,2026-07-10,532155,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1m_20200102_20260711_v2.parquet,True,532155.0,matched
a,a,a.MAIN,dominant_main,1m,rqdata,,,2023-01-03,2026-07-07,289680,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1m_20230103_20260707_v2.parquet,True,289680.0,matched
a,a,a.MAIN,dominant_main,1m,rqdata,,,2023-01-03,2026-07-09,290490,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1m_20230103_20260710_v2.parquet,True,290490.0,matched
a,a,a.MAIN,dominant_main,1m,rqdata,,,2023-01-03,2026-07-10,290715,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1m_20230103_20260711_v2.parquet,True,290715.0,matched
a,a,A0905,actual_contract,1w,rqdata,,,2008-10-24,2009-01-09,12,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A0905/A0905_1w_20081015_20090112.parquet,True,12.0,matched
a,a,A0909,actual_contract,1w,rqdata,,,2009-01-23,2009-04-10,11,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A0909/A0909_1w_20090113_20090414.parquet,True,11.0,matched
