product,instrument,contract,contract_role,period,provider,source_interval,data_version,start_datetime,end_datetime,row_count,file_count,schema_version,manifest_status,checksum_status,quality_status,db_registration_status,active_status,file_path,physical_exists,duckdb_row_count,row_count_status
ao,ao,AO2411,actual_contract,15m,rqdata,,,2024-09-02,2024-10-15,712,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2411/AO2411_15m_20240903_20241015.parquet,True,712.0,matched
ao,ao,AO2412,actual_contract,15m,rqdata,,,2024-10-15,2024-10-21,124,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2412/AO2412_15m_20241016_20241021.parquet,True,124.0,matched
ao,ao,AO2501,actual_contract,15m,rqdata,,,2024-10-21,2024-12-19,1333,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2501/AO2501_15m_20241022_20241219.parquet,True,1333.0,matched
ao,ao,AO2502,actual_contract,15m,rqdata,,,2024-12-19,2025-01-20,635,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2502/AO2502_15m_20241220_20250120.parquet,True,635.0,matched
ao,ao,AO2505,actual_contract,15m,rqdata,,,2025-01-20,2025-04-15,1642,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2505/AO2505_15m_20250121_20250415.parquet,True,1642.0,matched
ao,ao,AO2509,actual_contract,15m,rqdata,,,2025-04-15,2025-08-12,2479,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2509/AO2509_15m_20250416_20250812.parquet,True,2479.0,matched
ao,ao,AO2601,actual_contract,15m,rqdata,,,2025-08-12,2025-12-18,2650,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2601/AO2601_15m_20250813_20251218.parquet,True,2650.0,matched
ao,ao,AO2602,actual_contract,15m,rqdata,,,2025-12-18,2025-12-25,155,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2602/AO2602_15m_20251219_20251225.parquet,True,155.0,matched
ao,ao,AO2605,actual_contract,15m,rqdata,,,2025-12-25,2026-04-15,2122,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2605/AO2605_15m_20251226_20260415.parquet,True,2122.0,matched
ao,ao,AO2609,actual_contract,15m,rqdata,,,2026-03-31,2026-07-07,1967,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2609/AO2609_15m_20260401_20260707.parquet,True,1967.0,matched
ao,ao,AO2609,actual_contract,15m,rqdata,,,2026-04-15,2026-07-07,1673,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=AO2609/AO2609_15m_20260416_20260707.parquet,True,1673.0,matched
ao,ao,ao.MAIN,dominant_main,15m,rqdata,,,2023-06-19,2026-07-07,22542,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_15m_20230103_20260707_v2.parquet,True,22542.0,matched
ao,ao,ao.MAIN,dominant_main,15m,rqdata,,,2023-06-19,2026-07-10,22635,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_15m_20230103_20260711_v2.parquet,True,22635.0,matched
ao,ao,ao.MAIN,dominant_main,15m,rqdata,,,2023-06-19,2026-07-10,22635,1,,summary_only,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_15m_20230103_20260712_v2.parquet,True,22635.0,matched
ao,ao,AO2311,actual_contract,1d,rqdata,,,2023-06-19,2023-09-26,70,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2311/AO2311_1d_20230619_20230926.parquet,True,70.0,matched
ao,ao,AO2312,actual_contract,1d,rqdata,,,2023-09-27,2023-10-27,17,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2312/AO2312_1d_20230927_20231027.parquet,True,17.0,matched
ao,ao,AO2401,actual_contract,1d,rqdata,,,2023-10-30,2023-11-28,22,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2401/AO2401_1d_20231030_20231128.parquet,True,22.0,matched
ao,ao,AO2402,actual_contract,1d,rqdata,,,2023-11-29,2023-12-26,20,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2402/AO2402_1d_20231129_20231226.parquet,True,20.0,matched
ao,ao,AO2403,actual_contract,1d,rqdata,,,2023-12-27,2024-02-21,34,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2403/AO2403_1d_20231227_20240221.parquet,True,34.0,matched
ao,ao,AO2404,actual_contract,1d,rqdata,,,2024-02-22,2024-03-14,16,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2404/AO2404_1d_20240222_20240314.parquet,True,16.0,matched
ao,ao,AO2405,actual_contract,1d,rqdata,,,2024-03-15,2024-04-12,19,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2405/AO2405_1d_20240315_20240412.parquet,True,19.0,matched
ao,ao,AO2406,actual_contract,1d,rqdata,,,2024-04-15,2024-04-30,12,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2406/AO2406_1d_20240415_20240430.parquet,True,12.0,matched
ao,ao,AO2407,actual_contract,1d,rqdata,,,2024-05-06,2024-06-13,28,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2407/AO2407_1d_20240506_20240613.parquet,True,28.0,matched
ao,ao,AO2408,actual_contract,1d,rqdata,,,2024-06-14,2024-07-03,14,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2408/AO2408_1d_20240614_20240703.parquet,True,14.0,matched
ao,ao,AO2409,actual_contract,1d,rqdata,,,2024-07-04,2024-08-06,24,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2409/AO2409_1d_20240704_20240806.parquet,True,24.0,matched
ao,ao,AO2410,actual_contract,1d,rqdata,,,2024-08-07,2024-09-02,19,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2410/AO2410_1d_20240807_20240902.parquet,True,19.0,matched
ao,ao,AO2411,actual_contract,1d,rqdata,,,2024-09-03,2024-10-15,24,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2411/AO2411_1d_20240903_20241015.parquet,True,24.0,matched
ao,ao,AO2412,actual_contract,1d,rqdata,,,2024-10-16,2024-10-21,4,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2412/AO2412_1d_20241016_20241021.parquet,True,4.0,matched
ao,ao,AO2501,actual_contract,1d,rqdata,,,2024-10-22,2024-12-19,43,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2501/AO2501_1d_20241022_20241219.parquet,True,43.0,matched
ao,ao,AO2502,actual_contract,1d,rqdata,,,2024-12-20,2025-01-20,21,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2502/AO2502_1d_20241220_20250120.parquet,True,21.0,matched
ao,ao,AO2505,actual_contract,1d,rqdata,,,2025-01-21,2025-04-15,54,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2505/AO2505_1d_20250121_20250415.parquet,True,54.0,matched
ao,ao,AO2509,actual_contract,1d,rqdata,,,2025-04-16,2025-08-12,81,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2509/AO2509_1d_20250416_20250812.parquet,True,81.0,matched
ao,ao,AO2601,actual_contract,1d,rqdata,,,2025-08-13,2025-12-18,86,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2601/AO2601_1d_20250813_20251218.parquet,True,86.0,matched
ao,ao,AO2602,actual_contract,1d,rqdata,,,2025-12-19,2025-12-25,5,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2602/AO2602_1d_20251219_20251225.parquet,True,5.0,matched
ao,ao,AO2605,actual_contract,1d,rqdata,,,2025-12-26,2026-04-15,70,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2605/AO2605_1d_20251226_20260415.parquet,True,70.0,matched
ao,ao,AO2609,actual_contract,1d,rqdata,,,2026-04-01,2026-07-07,76,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2609/AO2609_1d_20260401_20260707.parquet,True,76.0,matched
ao,ao,AO2609,actual_contract,1d,rqdata,,,2026-04-16,2026-07-07,55,1,,,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2609/AO2609_1d_20260416_20260707.parquet,True,55.0,matched
ao,ao,ao.MAIN,dominant_main,1d,rqdata,,,2023-06-19,2026-07-07,738,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1d_20230103_20260707_v2.parquet,True,738.0,matched
ao,ao,ao.MAIN,dominant_main,1d,rqdata,,,2023-06-19,2026-07-09,740,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1d_20230103_20260710_v2.parquet,True,740.0,matched
ao,ao,ao.MAIN,dominant_main,1d,rqdata,,,2023-06-19,2026-07-10,741,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1d_20230103_20260711_v2.parquet,True,741.0,matched
ao,ao,ao.MAIN,dominant_main,1d,rqdata,,,2023-06-19,2026-07-10,741,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1d_20230103_20260712_v2.parquet,True,741.0,matched
ao,ao,AO2311,actual_contract,1m,rqdata,,,2023-06-19,2023-09-26,32070,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2311/AO2311_1m_20230619_20230926.parquet,True,32070.0,matched
ao,ao,AO2312,actual_contract,1m,rqdata,,,2023-09-26,2023-10-27,7665,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2312/AO2312_1m_20230927_20231027.parquet,True,7665.0,matched
ao,ao,AO2401,actual_contract,1m,rqdata,,,2023-10-27,2023-11-28,10230,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2401/AO2401_1m_20231030_20231128.parquet,True,10230.0,matched
ao,ao,AO2402,actual_contract,1m,rqdata,,,2023-11-28,2023-12-26,9300,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2402/AO2402_1m_20231129_20231226.parquet,True,9300.0,matched
ao,ao,AO2403,actual_contract,1m,rqdata,,,2023-12-26,2024-02-21,15330,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2403/AO2403_1m_20231227_20240221.parquet,True,15330.0,matched
ao,ao,AO2404,actual_contract,1m,rqdata,,,2024-02-21,2024-03-14,7440,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2404/AO2404_1m_20240222_20240314.parquet,True,7440.0,matched
ao,ao,AO2405,actual_contract,1m,rqdata,,,2024-03-14,2024-04-12,8595,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2405/AO2405_1m_20240315_20240412.parquet,True,8595.0,matched
ao,ao,AO2406,actual_contract,1m,rqdata,,,2024-04-12,2024-04-30,5580,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2406/AO2406_1m_20240415_20240430.parquet,True,5580.0,matched
ao,ao,AO2407,actual_contract,1m,rqdata,,,2024-05-06,2024-06-13,12540,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2407/AO2407_1m_20240506_20240613.parquet,True,12540.0,matched
ao,ao,AO2408,actual_contract,1m,rqdata,,,2024-06-13,2024-07-03,6510,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2408/AO2408_1m_20240614_20240703.parquet,True,6510.0,matched
ao,ao,AO2409,actual_contract,1m,rqdata,,,2024-07-03,2024-08-06,11160,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2409/AO2409_1m_20240704_20240806.parquet,True,11160.0,matched
ao,ao,AO2410,actual_contract,1m,rqdata,,,2024-08-06,2024-09-02,8835,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2410/AO2410_1m_20240807_20240902.parquet,True,8835.0,matched
ao,ao,AO2411,actual_contract,1m,rqdata,,,2024-09-02,2024-10-15,10680,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2411/AO2411_1m_20240903_20241015.parquet,True,10680.0,matched
ao,ao,AO2412,actual_contract,1m,rqdata,,,2024-10-15,2024-10-21,1860,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2412/AO2412_1m_20241016_20241021.parquet,True,1860.0,matched
ao,ao,AO2501,actual_contract,1m,rqdata,,,2024-10-21,2024-12-19,19995,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2501/AO2501_1m_20241022_20241219.parquet,True,19995.0,matched
ao,ao,AO2502,actual_contract,1m,rqdata,,,2024-12-19,2025-01-20,9525,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2502/AO2502_1m_20241220_20250120.parquet,True,9525.0,matched
ao,ao,AO2505,actual_contract,1m,rqdata,,,2025-01-20,2025-04-15,24630,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2505/AO2505_1m_20250121_20250415.parquet,True,24630.0,matched
ao,ao,AO2509,actual_contract,1m,rqdata,,,2025-04-15,2025-08-12,37185,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2509/AO2509_1m_20250416_20250812.parquet,True,37185.0,matched
ao,ao,AO2601,actual_contract,1m,rqdata,,,2025-08-12,2025-12-18,39750,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2601/AO2601_1m_20250813_20251218.parquet,True,39750.0,matched
ao,ao,AO2602,actual_contract,1m,rqdata,,,2025-12-18,2025-12-25,2325,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2602/AO2602_1m_20251219_20251225.parquet,True,2325.0,matched
ao,ao,AO2605,actual_contract,1m,rqdata,,,2025-12-25,2026-04-15,31830,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2605/AO2605_1m_20251226_20260415.parquet,True,31830.0,matched
ao,ao,AO2609,actual_contract,1m,rqdata,,,2026-03-31,2026-07-07,29505,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2609/AO2609_1m_20260401_20260707.parquet,True,29505.0,matched
ao,ao,AO2609,actual_contract,1m,rqdata,,,2026-04-15,2026-07-07,25095,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=AO2609/AO2609_1m_20260416_20260707.parquet,True,25095.0,matched
ao,ao,ao.MAIN,dominant_main,1m,rqdata,,,2023-06-19,2026-07-07,338130,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1m_20230103_20260707_v2.parquet,True,338130.0,matched
ao,ao,ao.MAIN,dominant_main,1m,rqdata,,,2023-06-19,2026-07-10,339300,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1m_20230103_20260710_v2.parquet,True,339300.0,matched
ao,ao,ao.MAIN,dominant_main,1m,rqdata,,,2023-06-19,2026-07-10,339525,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1m_20230103_20260711_v2.parquet,True,339525.0,matched
ao,ao,ao.MAIN,dominant_main,1m,rqdata,,,2023-06-19,2026-07-10,339525,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1m_20230103_20260712_v2.parquet,True,339525.0,matched
ao,ao,ao.MAIN,dominant_main,1w,rqdata,,,2023-06-21,2026-07-03,138,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1w_20230103_20260707_v2.parquet,True,138.0,matched
ao,ao,ao.MAIN,dominant_main,1w,rqdata,,,2023-06-21,2026-07-10,157,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1w_20230103_20260710_v2.parquet,True,157.0,matched
ao,ao,ao.MAIN,dominant_main,1w,rqdata,,,2023-06-21,2026-07-10,157,1,,success,checksum_unverified,passed,registered,excluded_with_reason,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1w_20230103_20260711_v2.parquet,True,157.0,matched
ao,ao,ao.MAIN,dominant_main,1w,rqdata,,,2023-06-21,2026-07-10,157,1,,,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1w_20230103_20260712_v2.parquet,True,157.0,matched
ao,ao,AO2311,actual_contract,30m,rqdata,,,2023-06-19,2023-09-26,1104,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ao/contract=AO2311/AO2311_30m_20230619_20230926.parquet,True,1104.0,matched
ao,ao,AO2312,actual_contract,30m,rqdata,,,2023-09-26,2023-10-27,264,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ao/contract=AO2312/AO2312_30m_20230927_20231027.parquet,True,264.0,matched
ao,ao,AO2401,actual_contract,30m,rqdata,,,2023-10-27,2023-11-28,352,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ao/contract=AO2401/AO2401_30m_20231030_20231128.parquet,True,352.0,matched
ao,ao,AO2402,actual_contract,30m,rqdata,,,2023-11-28,2023-12-26,320,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ao/contract=AO2402/AO2402_30m_20231129_20231226.parquet,True,320.0,matched
ao,ao,AO2403,actual_contract,30m,rqdata,,,2023-12-26,2024-02-21,528,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ao/contract=AO2403/AO2403_30m_20231227_20240221.parquet,True,528.0,matched
ao,ao,AO2404,actual_contract,30m,rqdata,,,2024-02-21,2024-03-14,256,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ao/contract=AO2404/AO2404_30m_20240222_20240314.parquet,True,256.0,matched
ao,ao,AO2405,actual_contract,30m,rqdata,,,2024-03-14,2024-04-12,296,1,,success,checksum_unverified,passed,registered,verified_complete,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ao/contract=AO2405/AO2405_30m_20240315_20240412.parquet,True,296.0,matched
