product,period,target_rows,covered_passed,covered_warning,metadata_gap,not_applicable,other_status_rows,coverage_status,min_start_date,max_end_date,unique_contracts
pl,5m,13,9,0,2,2,0,partial,2025-07-22,2026-07-07,9
pl,60m,13,9,0,2,2,0,partial,2025-07-22,2026-07-07,9
pm,15m,29,25,0,4,0,0,partial,2023-01-03,2026-07-07,23
pm,1d,41,33,7,1,0,0,partial,2020-01-02,2026-07-10,30
pm,1m,29,25,0,4,0,0,partial,2023-01-03,2026-07-07,23
pm,1w,29,9,7,0,13,0,warning,2012-01-20,2026-07-10,19
pm,30m,29,25,0,4,0,0,partial,2023-01-03,2026-07-07,23
pm,5m,29,25,0,4,0,0,partial,2023-01-03,2026-07-07,23
pm,60m,29,25,0,4,0,0,partial,2023-01-03,2026-07-07,23
pp,15m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
pp,1d,20,20,0,0,0,0,verified_complete,2020-01-02,2026-07-10,12
pp,1m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
pp,1w,42,19,0,0,23,0,verified_complete,2014-02-28,2026-07-10,28
pp,30m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
pp,5m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
pp,60m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
pp_f,15m,10,6,0,2,2,0,partial,2025-10-29,2026-07-07,6
pp_f,1d,13,6,0,2,5,0,partial,2025-10-29,2026-07-07,6
pp_f,1m,10,6,0,2,2,0,partial,2025-10-29,2026-07-07,6
pp_f,1w,7,0,0,2,5,0,partial,2025-10-31,2026-07-10,1
pp_f,30m,10,6,0,2,2,0,partial,2025-10-29,2026-07-07,6
pp_f,5m,10,6,0,2,2,0,partial,2025-10-29,2026-07-07,6
pp_f,60m,10,6,0,2,2,0,partial,2025-10-29,2026-07-07,6
pr,15m,22,18,0,3,1,0,partial,2024-08-30,2026-07-07,17
pr,1d,25,18,0,3,4,0,partial,2024-08-30,2026-07-07,17
pr,1m,22,18,0,3,1,0,partial,2024-08-30,2026-07-07,17
pr,1w,7,0,0,3,4,0,partial,2024-08-30,2026-07-10,1
pr,30m,22,18,0,3,1,0,partial,2024-08-30,2026-07-07,17
pr,5m,22,18,0,3,1,0,partial,2024-08-30,2026-07-07,17
pr,60m,22,18,0,3,1,0,partial,2024-08-30,2026-07-07,17
ps,15m,16,12,0,3,1,0,partial,2024-12-26,2026-07-07,11
ps,1d,19,12,0,3,4,0,partial,2024-12-26,2026-07-07,11
ps,1m,16,12,0,3,1,0,partial,2024-12-26,2026-07-07,11
ps,1w,7,0,0,3,4,0,partial,2024-12-27,2026-07-10,1
ps,30m,16,12,0,3,1,0,partial,2024-12-26,2026-07-07,11
ps,5m,16,12,0,3,1,0,partial,2024-12-26,2026-07-07,11
ps,60m,16,12,0,3,1,0,partial,2024-12-26,2026-07-07,11
pt,15m,7,3,0,2,2,0,partial,2025-11-27,2026-07-07,3
pt,1d,10,3,0,2,5,0,partial,2025-11-27,2026-07-07,3
pt,1m,7,3,0,2,2,0,partial,2025-11-27,2026-07-07,3
pt,1w,7,0,0,2,5,0,partial,2025-11-28,2026-07-10,1
pt,30m,7,3,0,2,2,0,partial,2025-11-27,2026-07-07,3
pt,5m,7,3,0,2,2,0,partial,2025-11-27,2026-07-07,3
pt,60m,7,3,0,2,2,0,partial,2025-11-27,2026-07-07,3
px,15m,18,14,0,4,0,0,partial,2023-09-15,2026-07-07,12
px,1d,21,14,0,4,3,0,partial,2023-09-15,2026-07-07,12
px,1m,18,14,0,4,0,0,partial,2023-09-15,2026-07-07,12
px,1w,7,0,0,4,3,0,partial,2023-09-15,2026-07-10,1
px,30m,18,14,0,4,0,0,partial,2023-09-15,2026-07-07,12
px,5m,18,14,0,4,0,0,partial,2023-09-15,2026-07-07,12
px,60m,18,14,0,4,0,0,partial,2023-09-15,2026-07-07,12
rb,15m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
rb,1d,20,20,0,0,0,0,verified_complete,2020-01-02,2026-07-10,12
rb,1m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
rb,1w,46,20,0,0,26,0,verified_complete,2009-03-27,2026-07-10,31
rb,30m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
rb,5m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
rb,60m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ri,15m,29,25,0,4,0,0,partial,2023-01-03,2026-07-07,23
ri,1d,43,35,7,1,0,0,partial,2020-01-02,2026-07-10,32
ri,1m,29,25,0,4,0,0,partial,2023-01-03,2026-07-07,23
ri,1w,26,11,7,0,8,0,warning,2012-07-27,2026-07-10,16
ri,30m,29,25,0,4,0,0,partial,2023-01-03,2026-07-07,23
ri,5m,29,25,0,4,0,0,partial,2023-01-03,2026-07-07,23
ri,60m,29,25,0,4,0,0,partial,2023-01-03,2026-07-07,23
rm,15m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,14
rm,1d,35,34,0,1,0,0,partial,2020-01-02,2026-07-10,23
rm,1m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,14
rm,1w,30,19,0,0,11,0,verified_complete,2012-12-28,2026-07-10,19
rm,30m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,14
rm,5m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,14
rm,60m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,14
rr,15m,45,41,0,4,0,0,partial,2023-01-03,2026-07-07,39
rr,1d,77,76,0,1,0,0,partial,2020-01-02,2026-07-10,67
rr,1m,45,41,0,4,0,0,partial,2023-01-03,2026-07-07,39
rr,1w,38,36,0,0,2,0,verified_complete,2019-08-16,2026-07-10,31
rr,30m,45,41,0,4,0,0,partial,2023-01-03,2026-07-07,39
rr,5m,45,41,0,4,0,0,partial,2023-01-03,2026-07-07,39
rr,60m,45,41,0,4,0,0,partial,2023-01-03,2026-07-07,39
rs,15m,16,12,0,4,0,0,partial,2023-01-03,2026-07-07,10
rs,1d,16,9,7,0,0,0,warning,2020-01-02,2026-07-10,8
rs,1m,16,12,0,4,0,0,partial,2023-01-03,2026-07-07,10
rs,1w,25,6,7,0,12,0,warning,2012-12-28,2026-07-10,14
rs,30m,16,12,0,4,0,0,partial,2023-01-03,2026-07-07,10
rs,5m,16,12,0,4,0,0,partial,2023-01-03,2026-07-07,10
rs,60m,16,12,0,4,0,0,partial,2023-01-03,2026-07-07,10
ru,15m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ru,1d,33,32,0,1,0,0,partial,2020-01-02,2026-07-10,21
ru,1m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ru,1w,45,19,0,0,26,0,verified_complete,2000-01-07,2026-07-10,30
ru,30m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ru,5m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ru,60m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
sa,15m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
sa,1d,20,20,0,0,0,0,verified_complete,2020-01-02,2026-07-10,12
sa,1m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
sa,1w,20,19,0,0,1,0,verified_complete,2019-12-06,2026-07-10,11
sa,30m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
sa,5m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
sa,60m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
sc,15m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
sc,1d,45,45,0,0,0,0,verified_complete,2020-01-02,2026-07-10,37
sc,1m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
sc,1w,59,43,0,0,16,0,verified_complete,2018-03-30,2026-07-10,51
sc,30m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
sc,5m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
sc,60m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
sf,15m,35,31,0,4,0,0,partial,2023-01-03,2026-07-07,29
sf,1d,55,54,0,1,0,0,partial,2020-01-02,2026-07-10,43
sf,1m,35,31,0,4,0,0,partial,2023-01-03,2026-07-07,29
sf,1w,33,24,0,0,9,0,verified_complete,2014-08-08,2026-07-10,23
sf,30m,35,31,0,4,0,0,partial,2023-01-03,2026-07-07,29
sf,5m,35,31,0,4,0,0,partial,2023-01-03,2026-07-07,29
sf,60m,35,31,0,4,0,0,partial,2023-01-03,2026-07-07,29
sh,15m,19,15,0,4,0,0,partial,2023-09-15,2026-07-07,13
sh,1d,22,15,0,4,3,0,partial,2023-09-15,2026-07-07,13
sh,1m,19,15,0,4,0,0,partial,2023-09-15,2026-07-07,13
sh,1w,7,0,0,4,3,0,partial,2023-09-15,2026-07-10,1
sh,30m,19,15,0,4,0,0,partial,2023-09-15,2026-07-07,13
sh,5m,19,15,0,4,0,0,partial,2023-09-15,2026-07-07,13
sh,60m,19,15,0,4,0,0,partial,2023-09-15,2026-07-07,13
si,15m,33,29,0,4,0,0,partial,2023-01-03,2026-07-07,27
si,1d,37,34,0,1,2,0,partial,2022-12-22,2026-07-10,27
si,1m,33,29,0,4,0,0,partial,2023-01-03,2026-07-07,27
si,1w,8,6,0,0,2,0,verified_complete,2022-12-23,2026-07-10,2
si,30m,33,29,0,4,0,0,partial,2023-01-03,2026-07-07,27
si,5m,33,29,0,4,0,0,partial,2023-01-03,2026-07-07,27
si,60m,33,29,0,4,0,0,partial,2023-01-03,2026-07-07,27
sm,15m,26,22,0,4,0,0,partial,2023-01-03,2026-07-07,20
sm,1d,41,40,0,1,0,0,partial,2020-01-02,2026-07-10,29
sm,1m,26,22,0,4,0,0,partial,2023-01-03,2026-07-07,20
sm,1w,30,19,0,0,11,0,verified_complete,2014-08-08,2026-07-10,19
sm,30m,26,22,0,4,0,0,partial,2023-01-03,2026-07-07,20
sm,5m,26,22,0,4,0,0,partial,2023-01-03,2026-07-07,20
sm,60m,26,22,0,4,0,0,partial,2023-01-03,2026-07-07,20
sn,15m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
sn,1d,42,42,0,0,0,0,verified_complete,2020-01-02,2026-07-10,34
sn,1m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
sn,1w,59,40,0,0,19,0,verified_complete,2015-03-27,2026-07-10,49
sn,30m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
sn,5m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
sn,60m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
sp,15m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
sp,1d,44,43,0,1,0,0,partial,2020-01-02,2026-07-10,32
sp,1m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
sp,1w,31,26,0,0,5,0,verified_complete,2018-11-30,2026-07-10,21
sp,30m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
sp,5m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
sp,60m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
sr,15m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,14
sr,1d,35,34,0,1,0,0,partial,2020-01-02,2026-07-10,23
sr,1m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,14
sr,1w,30,19,0,0,11,0,verified_complete,2006-01-06,2026-07-10,19
sr,30m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,14
sr,5m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,14
sr,60m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,14
ss,15m,44,40,0,4,0,0,partial,2023-01-03,2026-07-07,39
ss,1d,82,81,0,1,0,0,partial,2020-01-02,2026-07-10,71
ss,1m,44,40,0,4,0,0,partial,2023-01-03,2026-07-07,39
ss,1w,43,42,0,0,1,0,verified_complete,2019-09-27,2026-07-10,35
ss,30m,44,40,0,4,0,0,partial,2023-01-03,2026-07-07,39
ss,5m,44,40,0,4,0,0,partial,2023-01-03,2026-07-07,39
ss,60m,44,40,0,4,0,0,partial,2023-01-03,2026-07-07,39
t,15m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
t,1d,40,39,0,1,0,0,partial,2020-01-02,2026-07-10,28
t,1m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
t,1w,45,22,0,0,23,0,verified_complete,2015-03-20,2026-07-10,32
t,30m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
t,5m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
t,60m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
ta,15m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ta,1d,20,20,0,0,0,0,verified_complete,2020-01-02,2026-07-10,12
ta,1m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ta,1w,30,19,0,0,11,0,verified_complete,2006-12-22,2026-07-10,19
ta,30m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ta,5m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ta,60m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
tf,15m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
tf,1d,40,39,0,1,0,0,partial,2020-01-02,2026-07-10,28
tf,1m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
tf,1w,54,22,0,0,32,0,verified_complete,2013-09-06,2026-07-10,39
tf,30m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
tf,5m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
tf,60m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
tl,15m,21,17,0,4,0,0,partial,2023-04-21,2026-07-07,15
tl,1d,24,17,0,4,3,0,partial,2023-04-21,2026-07-07,15
tl,1m,21,17,0,4,0,0,partial,2023-04-21,2026-07-07,15
tl,1w,7,0,0,4,3,0,partial,2023-04-21,2026-07-10,1
tl,30m,21,17,0,4,0,0,partial,2023-04-21,2026-07-07,15
tl,5m,21,17,0,4,0,0,partial,2023-04-21,2026-07-07,15
tl,60m,21,17,0,4,0,0,partial,2023-04-21,2026-07-07,15
ts,15m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
ts,1d,40,39,0,1,0,0,partial,2020-01-02,2026-07-10,28
ts,1m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
ts,1w,29,22,0,0,7,0,verified_complete,2018-08-17,2026-07-10,19
ts,30m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
ts,5m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
ts,60m,22,18,0,4,0,0,partial,2023-01-03,2026-07-07,16
ur,15m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ur,1d,34,33,0,1,0,0,partial,2020-01-02,2026-07-10,22
ur,1m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ur,1w,22,20,0,0,2,0,verified_complete,2019-08-09,2026-07-10,13
ur,30m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ur,5m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
ur,60m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
v,15m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
v,1d,20,20,0,0,0,0,verified_complete,2020-01-02,2026-07-10,12
v,1m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
v,1w,64,19,0,0,45,0,verified_complete,2009-05-27,2026-07-10,45
v,30m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
v,5m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
v,60m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
v_f,15m,10,6,0,2,2,0,partial,2025-10-29,2026-07-07,6
v_f,1d,13,6,0,2,5,0,partial,2025-10-29,2026-07-07,6
v_f,1m,10,6,0,2,2,0,partial,2025-10-29,2026-07-07,6
v_f,1w,7,0,0,2,5,0,partial,2025-10-31,2026-07-10,1
v_f,30m,10,6,0,2,2,0,partial,2025-10-29,2026-07-07,6
v_f,5m,10,6,0,2,2,0,partial,2025-10-29,2026-07-07,6
v_f,60m,10,6,0,2,2,0,partial,2025-10-29,2026-07-07,6
wh,15m,28,24,0,4,0,0,partial,2023-01-03,2026-07-07,22
wh,1d,36,29,7,0,0,0,warning,2020-01-02,2026-07-10,26
wh,1m,28,24,0,4,0,0,partial,2023-01-03,2026-07-07,22
wh,1w,21,6,7,0,8,0,warning,2012-07-27,2026-07-10,14
wh,30m,28,24,0,4,0,0,partial,2023-01-03,2026-07-07,22
wh,5m,28,24,0,4,0,0,partial,2023-01-03,2026-07-07,22
wh,60m,28,24,0,4,0,0,partial,2023-01-03,2026-07-07,22
wr,15m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,15
wr,1d,34,26,7,1,0,0,partial,2020-01-02,2026-07-10,23
wr,1m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,15
wr,1w,55,19,0,0,36,0,verified_complete,2009-03-27,2026-07-10,40
wr,30m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,15
wr,5m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,15
wr,60m,20,16,0,4,0,0,partial,2023-01-03,2026-07-07,15
y,15m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
y,1d,33,32,0,1,0,0,partial,2020-01-02,2026-07-10,21
y,1m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
y,1w,64,19,0,0,45,0,verified_complete,2006-01-13,2026-07-10,44
y,30m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
y,5m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
y,60m,18,14,0,4,0,0,partial,2023-01-03,2026-07-07,12
zc,15m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
zc,1d,62,55,7,0,0,0,warning,2020-01-02,2026-07-10,51
zc,1m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
zc,1w,29,17,0,0,12,0,verified_complete,2015-05-22,2026-07-10,18
zc,30m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
zc,5m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
zc,60m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
zn,15m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
zn,1d,46,46,0,0,0,0,verified_complete,2020-01-02,2026-07-10,38
zn,1m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
zn,1w,123,45,0,0,78,0,verified_complete,2007-03-30,2026-07-10,112
zn,30m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
zn,5m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
zn,60m,50,46,0,4,0,0,partial,2023-01-03,2026-07-07,44
