product,contract_role,period,target_rows,covered_passed,covered_warning,metadata_gap,not_applicable,coverage_status,unique_symbols_or_contracts
l,dominant_main,30m,4,0,0,4,0,partial,1
l,dominant_main,5m,4,0,0,4,0,partial,1
l,dominant_main,60m,4,0,0,4,0,partial,1
l_f,actual_contract,15m,9,9,0,0,0,verified_complete,8
l_f,actual_contract,1d,9,9,0,0,0,verified_complete,8
l_f,actual_contract,1m,9,9,0,0,0,verified_complete,8
l_f,actual_contract,30m,9,9,0,0,0,verified_complete,8
l_f,actual_contract,5m,9,9,0,0,0,verified_complete,8
l_f,actual_contract,60m,9,9,0,0,0,verified_complete,8
l_f,dominant_main,15m,4,0,0,2,2,partial,1
l_f,dominant_main,1d,7,0,0,2,5,partial,1
l_f,dominant_main,1m,4,0,0,2,2,partial,1
l_f,dominant_main,1w,7,0,0,2,5,partial,1
l_f,dominant_main,30m,4,0,0,2,2,partial,1
l_f,dominant_main,5m,4,0,0,2,2,partial,1
l_f,dominant_main,60m,4,0,0,2,2,partial,1
lc,actual_contract,15m,14,14,0,0,0,verified_complete,11
lc,actual_contract,1d,14,14,0,0,0,verified_complete,11
lc,actual_contract,1m,14,14,0,0,0,verified_complete,11
lc,actual_contract,30m,14,14,0,0,0,verified_complete,11
lc,actual_contract,5m,14,14,0,0,0,verified_complete,11
lc,actual_contract,60m,14,14,0,0,0,verified_complete,11
lc,dominant_main,15m,4,0,0,4,0,partial,1
lc,dominant_main,1d,7,0,0,4,3,partial,1
lc,dominant_main,1m,4,0,0,4,0,partial,1
lc,dominant_main,1w,7,0,0,4,3,partial,1
lc,dominant_main,30m,4,0,0,4,0,partial,1
lc,dominant_main,5m,4,0,0,4,0,partial,1
lc,dominant_main,60m,4,0,0,4,0,partial,1
lg,actual_contract,15m,10,10,0,0,0,verified_complete,8
lg,actual_contract,1d,10,10,0,0,0,verified_complete,8
lg,actual_contract,1m,10,10,0,0,0,verified_complete,8
lg,actual_contract,30m,10,10,0,0,0,verified_complete,8
lg,actual_contract,5m,10,10,0,0,0,verified_complete,8
lg,actual_contract,60m,10,10,0,0,0,verified_complete,8
lg,dominant_main,15m,4,0,0,3,1,partial,1
lg,dominant_main,1d,7,0,0,3,4,partial,1
lg,dominant_main,1m,4,0,0,3,1,partial,1
lg,dominant_main,1w,7,0,0,3,4,partial,1
lg,dominant_main,30m,4,0,0,3,1,partial,1
lg,dominant_main,5m,4,0,0,3,1,partial,1
lg,dominant_main,60m,4,0,0,3,1,partial,1
lh,actual_contract,15m,23,23,0,0,0,verified_complete,20
lh,actual_contract,1d,31,30,0,1,0,partial,26
lh,actual_contract,1m,23,23,0,0,0,verified_complete,20
lh,actual_contract,1w,8,8,0,0,0,verified_complete,7
lh,actual_contract,30m,23,23,0,0,0,verified_complete,20
lh,actual_contract,5m,23,23,0,0,0,verified_complete,20
lh,actual_contract,60m,23,23,0,0,0,verified_complete,20
lh,dominant_main,15m,4,0,0,4,0,partial,1
lh,dominant_main,1d,7,6,0,0,1,verified_complete,1
lh,dominant_main,1m,4,0,0,4,0,partial,1
lh,dominant_main,1w,7,6,0,0,1,verified_complete,1
lh,dominant_main,30m,4,0,0,4,0,partial,1
lh,dominant_main,5m,4,0,0,4,0,partial,1
lh,dominant_main,60m,4,0,0,4,0,partial,1
lu,actual_contract,15m,45,45,0,0,0,verified_complete,43
lu,actual_contract,1d,73,72,0,1,0,partial,68
lu,actual_contract,1m,45,45,0,0,0,verified_complete,43
lu,actual_contract,1w,26,26,0,0,0,verified_complete,26
lu,actual_contract,30m,45,45,0,0,0,verified_complete,43
lu,actual_contract,5m,45,45,0,0,0,verified_complete,43
lu,actual_contract,60m,45,45,0,0,0,verified_complete,43
lu,dominant_main,15m,4,0,0,4,0,partial,1
lu,dominant_main,1d,7,7,0,0,0,verified_complete,1
lu,dominant_main,1m,4,0,0,4,0,partial,1
lu,dominant_main,1w,7,7,0,0,0,verified_complete,1
lu,dominant_main,30m,4,0,0,4,0,partial,1
lu,dominant_main,5m,4,0,0,4,0,partial,1
lu,dominant_main,60m,4,0,0,4,0,partial,1
m,actual_contract,15m,14,14,0,0,0,verified_complete,11
m,actual_contract,1d,26,25,0,1,0,partial,20
m,actual_contract,1m,14,14,0,0,0,verified_complete,11
m,actual_contract,1w,57,12,0,0,45,verified_complete,43
m,actual_contract,30m,14,14,0,0,0,verified_complete,11
m,actual_contract,5m,14,14,0,0,0,verified_complete,11
m,actual_contract,60m,14,14,0,0,0,verified_complete,11
m,dominant_main,15m,4,0,0,4,0,partial,1
m,dominant_main,1d,7,7,0,0,0,verified_complete,1
m,dominant_main,1m,4,0,0,4,0,partial,1
m,dominant_main,1w,7,7,0,0,0,verified_complete,1
m,dominant_main,30m,4,0,0,4,0,partial,1
m,dominant_main,5m,4,0,0,4,0,partial,1
m,dominant_main,60m,4,0,0,4,0,partial,1
ma,actual_contract,15m,14,14,0,0,0,verified_complete,11
ma,actual_contract,1d,13,13,0,0,0,verified_complete,11
ma,actual_contract,1m,14,14,0,0,0,verified_complete,11
ma,actual_contract,1w,23,12,0,0,11,verified_complete,18
ma,actual_contract,30m,14,14,0,0,0,verified_complete,11
ma,actual_contract,5m,14,14,0,0,0,verified_complete,11
ma,actual_contract,60m,14,14,0,0,0,verified_complete,11
ma,dominant_main,15m,4,0,0,4,0,partial,1
ma,dominant_main,1d,7,7,0,0,0,verified_complete,1
ma,dominant_main,1m,4,0,0,4,0,partial,1
ma,dominant_main,1w,7,7,0,0,0,verified_complete,1
ma,dominant_main,30m,4,0,0,4,0,partial,1
ma,dominant_main,5m,4,0,0,4,0,partial,1
ma,dominant_main,60m,4,0,0,4,0,partial,1
ni,actual_contract,15m,42,42,0,0,0,verified_complete,39
ni,actual_contract,1d,34,34,0,0,0,verified_complete,32
ni,actual_contract,1m,42,42,0,0,0,verified_complete,39
ni,actual_contract,1w,60,33,0,0,27,verified_complete,54
ni,actual_contract,30m,42,42,0,0,0,verified_complete,39
ni,actual_contract,5m,42,42,0,0,0,verified_complete,39
ni,actual_contract,60m,42,42,0,0,0,verified_complete,39
ni,dominant_main,15m,4,0,0,4,0,partial,1
ni,dominant_main,1d,7,7,0,0,0,verified_complete,1
ni,dominant_main,1m,4,0,0,4,0,partial,1
ni,dominant_main,1w,7,7,0,0,0,verified_complete,1
ni,dominant_main,30m,4,0,0,4,0,partial,1
ni,dominant_main,5m,4,0,0,4,0,partial,1
ni,dominant_main,60m,4,0,0,4,0,partial,1
nr,actual_contract,15m,46,46,0,0,0,verified_complete,43
nr,actual_contract,1d,83,82,0,1,0,partial,77
nr,actual_contract,1m,46,46,0,0,0,verified_complete,43
nr,actual_contract,1w,39,37,0,0,2,verified_complete,37
nr,actual_contract,30m,46,46,0,0,0,verified_complete,43
nr,actual_contract,5m,46,46,0,0,0,verified_complete,43
nr,actual_contract,60m,46,46,0,0,0,verified_complete,43
nr,dominant_main,15m,4,0,0,4,0,partial,1
nr,dominant_main,1d,7,7,0,0,0,verified_complete,1
nr,dominant_main,1m,4,0,0,4,0,partial,1
nr,dominant_main,1w,7,7,0,0,0,verified_complete,1
nr,dominant_main,30m,4,0,0,4,0,partial,1
nr,dominant_main,5m,4,0,0,4,0,partial,1
nr,dominant_main,60m,4,0,0,4,0,partial,1
oi,actual_contract,15m,16,16,0,0,0,verified_complete,13
oi,actual_contract,1d,28,27,0,1,0,partial,22
oi,actual_contract,1m,16,16,0,0,0,verified_complete,13
oi,actual_contract,1w,23,12,0,0,11,verified_complete,18
oi,actual_contract,30m,16,16,0,0,0,verified_complete,13
oi,actual_contract,5m,16,16,0,0,0,verified_complete,13
oi,actual_contract,60m,16,16,0,0,0,verified_complete,13
oi,dominant_main,15m,4,0,0,4,0,partial,1
oi,dominant_main,1d,7,7,0,0,0,verified_complete,1
oi,dominant_main,1m,4,0,0,4,0,partial,1
oi,dominant_main,1w,7,7,0,0,0,verified_complete,1
oi,dominant_main,30m,4,0,0,4,0,partial,1
oi,dominant_main,5m,4,0,0,4,0,partial,1
oi,dominant_main,60m,4,0,0,4,0,partial,1
op,actual_contract,15m,10,10,0,0,0,verified_complete,9
op,actual_contract,1d,10,10,0,0,0,verified_complete,9
op,actual_contract,1m,10,10,0,0,0,verified_complete,9
op,actual_contract,30m,10,10,0,0,0,verified_complete,9
op,actual_contract,5m,10,10,0,0,0,verified_complete,9
op,actual_contract,60m,10,10,0,0,0,verified_complete,9
op,dominant_main,15m,4,0,0,2,2,partial,1
op,dominant_main,1d,7,0,0,2,5,partial,1
op,dominant_main,1m,4,0,0,2,2,partial,1
op,dominant_main,1w,7,0,0,2,5,partial,1
op,dominant_main,30m,4,0,0,2,2,partial,1
op,dominant_main,5m,4,0,0,2,2,partial,1
op,dominant_main,60m,4,0,0,2,2,partial,1
p,actual_contract,15m,14,14,0,0,0,verified_complete,11
p,actual_contract,1d,26,25,0,1,0,partial,20
p,actual_contract,1m,14,14,0,0,0,verified_complete,11
p,actual_contract,1w,57,12,0,0,45,verified_complete,43
p,actual_contract,30m,14,14,0,0,0,verified_complete,11
p,actual_contract,5m,14,14,0,0,0,verified_complete,11
p,actual_contract,60m,14,14,0,0,0,verified_complete,11
p,dominant_main,15m,4,0,0,4,0,partial,1
p,dominant_main,1d,7,7,0,0,0,verified_complete,1
p,dominant_main,1m,4,0,0,4,0,partial,1
p,dominant_main,1w,7,7,0,0,0,verified_complete,1
p,dominant_main,30m,4,0,0,4,0,partial,1
p,dominant_main,5m,4,0,0,4,0,partial,1
p,dominant_main,60m,4,0,0,4,0,partial,1
pb,actual_contract,15m,46,46,0,0,0,verified_complete,43
pb,actual_contract,1d,40,40,0,0,0,verified_complete,38
pb,actual_contract,1m,46,46,0,0,0,verified_complete,43
pb,actual_contract,1w,116,39,0,0,77,verified_complete,108
pb,actual_contract,30m,46,46,0,0,0,verified_complete,43
pb,actual_contract,5m,46,46,0,0,0,verified_complete,43
pb,actual_contract,60m,46,46,0,0,0,verified_complete,43
pb,dominant_main,15m,4,0,0,4,0,partial,1
pb,dominant_main,1d,7,7,0,0,0,verified_complete,1
pb,dominant_main,1m,4,0,0,4,0,partial,1
pb,dominant_main,1w,7,7,0,0,0,verified_complete,1
pb,dominant_main,30m,4,0,0,4,0,partial,1
pb,dominant_main,5m,4,0,0,4,0,partial,1
pb,dominant_main,60m,4,0,0,4,0,partial,1
pd,actual_contract,15m,3,3,0,0,0,verified_complete,2
pd,actual_contract,1d,3,3,0,0,0,verified_complete,2
pd,actual_contract,1m,3,3,0,0,0,verified_complete,2
pd,actual_contract,30m,3,3,0,0,0,verified_complete,2
pd,actual_contract,5m,3,3,0,0,0,verified_complete,2
pd,actual_contract,60m,3,3,0,0,0,verified_complete,2
pd,dominant_main,15m,4,0,0,2,2,partial,1
pd,dominant_main,1d,7,0,0,2,5,partial,1
pd,dominant_main,1m,4,0,0,2,2,partial,1
pd,dominant_main,1w,7,0,0,2,5,partial,1
pd,dominant_main,30m,4,0,0,2,2,partial,1
pd,dominant_main,5m,4,0,0,2,2,partial,1
pd,dominant_main,60m,4,0,0,2,2,partial,1
pf,actual_contract,15m,39,39,0,0,0,verified_complete,36
pf,actual_contract,1d,54,54,0,0,0,verified_complete,49
pf,actual_contract,1m,39,39,0,0,0,verified_complete,36
pf,actual_contract,1w,15,15,0,0,0,verified_complete,13
pf,actual_contract,30m,39,39,0,0,0,verified_complete,36
pf,actual_contract,5m,39,39,0,0,0,verified_complete,36
pf,actual_contract,60m,39,39,0,0,0,verified_complete,36
pf,dominant_main,15m,4,0,0,4,0,partial,1
pf,dominant_main,1d,7,7,0,0,0,verified_complete,1
pf,dominant_main,1m,4,0,0,4,0,partial,1
pf,dominant_main,1w,7,7,0,0,0,verified_complete,1
pf,dominant_main,30m,4,0,0,4,0,partial,1
pf,dominant_main,5m,4,0,0,4,0,partial,1
pf,dominant_main,60m,4,0,0,4,0,partial,1
pg,actual_contract,15m,42,42,0,0,0,verified_complete,39
pg,actual_contract,1d,31,31,0,0,0,verified_complete,29
pg,actual_contract,1m,42,42,0,0,0,verified_complete,39
pg,actual_contract,1w,30,30,0,0,0,verified_complete,28
pg,actual_contract,30m,42,42,0,0,0,verified_complete,39
pg,actual_contract,5m,42,42,0,0,0,verified_complete,39
pg,actual_contract,60m,42,42,0,0,0,verified_complete,39
pg,dominant_main,15m,4,0,0,4,0,partial,1
pg,dominant_main,1d,7,7,0,0,0,verified_complete,1
pg,dominant_main,1m,4,0,0,4,0,partial,1
pg,dominant_main,1w,7,7,0,0,0,verified_complete,1
pg,dominant_main,30m,4,0,0,4,0,partial,1
pg,dominant_main,5m,4,0,0,4,0,partial,1
pg,dominant_main,60m,4,0,0,4,0,partial,1
pk,actual_contract,15m,20,20,0,0,0,verified_complete,17
pk,actual_contract,1d,27,26,0,1,0,partial,22
pk,actual_contract,1m,20,20,0,0,0,verified_complete,17
pk,actual_contract,1w,7,7,0,0,0,verified_complete,6
pk,actual_contract,30m,20,20,0,0,0,verified_complete,17
pk,actual_contract,5m,20,20,0,0,0,verified_complete,17
pk,actual_contract,60m,20,20,0,0,0,verified_complete,17
pk,dominant_main,15m,4,0,0,4,0,partial,1
pk,dominant_main,1d,7,6,0,0,1,verified_complete,1
pk,dominant_main,1m,4,0,0,4,0,partial,1
pk,dominant_main,1w,7,6,0,0,1,verified_complete,1
pk,dominant_main,30m,4,0,0,4,0,partial,1
pk,dominant_main,5m,4,0,0,4,0,partial,1
pk,dominant_main,60m,4,0,0,4,0,partial,1
pl,actual_contract,15m,9,9,0,0,0,verified_complete,8
pl,actual_contract,1d,9,9,0,0,0,verified_complete,8
pl,actual_contract,1m,9,9,0,0,0,verified_complete,8
pl,actual_contract,30m,9,9,0,0,0,verified_complete,8
pl,actual_contract,5m,9,9,0,0,0,verified_complete,8
pl,actual_contract,60m,9,9,0,0,0,verified_complete,8
pl,dominant_main,15m,4,0,0,2,2,partial,1
pl,dominant_main,1d,7,0,0,2,5,partial,1
pl,dominant_main,1m,4,0,0,2,2,partial,1
pl,dominant_main,1w,7,0,0,2,5,partial,1
pl,dominant_main,30m,4,0,0,2,2,partial,1
pl,dominant_main,5m,4,0,0,2,2,partial,1
pl,dominant_main,60m,4,0,0,2,2,partial,1
pm,actual_contract,15m,25,25,0,0,0,verified_complete,22
pm,actual_contract,1d,34,33,0,1,0,partial,29
pm,actual_contract,1m,25,25,0,0,0,verified_complete,22
pm,actual_contract,1w,22,9,0,0,13,verified_complete,18
pm,actual_contract,30m,25,25,0,0,0,verified_complete,22
pm,actual_contract,5m,25,25,0,0,0,verified_complete,22
pm,actual_contract,60m,25,25,0,0,0,verified_complete,22
pm,dominant_main,15m,4,0,0,4,0,partial,1
pm,dominant_main,1d,7,0,7,0,0,warning,1
pm,dominant_main,1m,4,0,0,4,0,partial,1
pm,dominant_main,1w,7,0,7,0,0,warning,1
pm,dominant_main,30m,4,0,0,4,0,partial,1
pm,dominant_main,5m,4,0,0,4,0,partial,1
pm,dominant_main,60m,4,0,0,4,0,partial,1
pp,actual_contract,15m,14,14,0,0,0,verified_complete,11
pp,actual_contract,1d,13,13,0,0,0,verified_complete,11
pp,actual_contract,1m,14,14,0,0,0,verified_complete,11
pp,actual_contract,1w,35,12,0,0,23,verified_complete,27
pp,actual_contract,30m,14,14,0,0,0,verified_complete,11
pp,actual_contract,5m,14,14,0,0,0,verified_complete,11
pp,actual_contract,60m,14,14,0,0,0,verified_complete,11
pp,dominant_main,15m,4,0,0,4,0,partial,1
pp,dominant_main,1d,7,7,0,0,0,verified_complete,1
pp,dominant_main,1m,4,0,0,4,0,partial,1
pp,dominant_main,1w,7,7,0,0,0,verified_complete,1
pp,dominant_main,30m,4,0,0,4,0,partial,1
pp,dominant_main,5m,4,0,0,4,0,partial,1
pp,dominant_main,60m,4,0,0,4,0,partial,1
pp_f,actual_contract,15m,6,6,0,0,0,verified_complete,5
pp_f,actual_contract,1d,6,6,0,0,0,verified_complete,5
pp_f,actual_contract,1m,6,6,0,0,0,verified_complete,5
pp_f,actual_contract,30m,6,6,0,0,0,verified_complete,5
pp_f,actual_contract,5m,6,6,0,0,0,verified_complete,5
pp_f,actual_contract,60m,6,6,0,0,0,verified_complete,5
pp_f,dominant_main,15m,4,0,0,2,2,partial,1
pp_f,dominant_main,1d,7,0,0,2,5,partial,1
pp_f,dominant_main,1m,4,0,0,2,2,partial,1
pp_f,dominant_main,1w,7,0,0,2,5,partial,1
pp_f,dominant_main,30m,4,0,0,2,2,partial,1
pp_f,dominant_main,5m,4,0,0,2,2,partial,1
pp_f,dominant_main,60m,4,0,0,2,2,partial,1
pr,actual_contract,15m,18,18,0,0,0,verified_complete,16
pr,actual_contract,1d,18,18,0,0,0,verified_complete,16
pr,actual_contract,1m,18,18,0,0,0,verified_complete,16
pr,actual_contract,30m,18,18,0,0,0,verified_complete,16
pr,actual_contract,5m,18,18,0,0,0,verified_complete,16
pr,actual_contract,60m,18,18,0,0,0,verified_complete,16
pr,dominant_main,15m,4,0,0,3,1,partial,1
pr,dominant_main,1d,7,0,0,3,4,partial,1
pr,dominant_main,1m,4,0,0,3,1,partial,1
pr,dominant_main,1w,7,0,0,3,4,partial,1
pr,dominant_main,30m,4,0,0,3,1,partial,1
pr,dominant_main,5m,4,0,0,3,1,partial,1
pr,dominant_main,60m,4,0,0,3,1,partial,1
ps,actual_contract,15m,12,12,0,0,0,verified_complete,10
ps,actual_contract,1d,12,12,0,0,0,verified_complete,10
ps,actual_contract,1m,12,12,0,0,0,verified_complete,10
ps,actual_contract,30m,12,12,0,0,0,verified_complete,10
ps,actual_contract,5m,12,12,0,0,0,verified_complete,10
ps,actual_contract,60m,12,12,0,0,0,verified_complete,10
ps,dominant_main,15m,4,0,0,3,1,partial,1
ps,dominant_main,1d,7,0,0,3,4,partial,1
ps,dominant_main,1m,4,0,0,3,1,partial,1
ps,dominant_main,1w,7,0,0,3,4,partial,1
ps,dominant_main,30m,4,0,0,3,1,partial,1
ps,dominant_main,5m,4,0,0,3,1,partial,1
ps,dominant_main,60m,4,0,0,3,1,partial,1
pt,actual_contract,15m,3,3,0,0,0,verified_complete,2
pt,actual_contract,1d,3,3,0,0,0,verified_complete,2
pt,actual_contract,1m,3,3,0,0,0,verified_complete,2
pt,actual_contract,30m,3,3,0,0,0,verified_complete,2
pt,actual_contract,5m,3,3,0,0,0,verified_complete,2
pt,actual_contract,60m,3,3,0,0,0,verified_complete,2
pt,dominant_main,15m,4,0,0,2,2,partial,1
pt,dominant_main,1d,7,0,0,2,5,partial,1
pt,dominant_main,1m,4,0,0,2,2,partial,1
pt,dominant_main,1w,7,0,0,2,5,partial,1
pt,dominant_main,30m,4,0,0,2,2,partial,1
pt,dominant_main,5m,4,0,0,2,2,partial,1
pt,dominant_main,60m,4,0,0,2,2,partial,1
px,actual_contract,15m,14,14,0,0,0,verified_complete,11
px,actual_contract,1d,14,14,0,0,0,verified_complete,11
px,actual_contract,1m,14,14,0,0,0,verified_complete,11
px,actual_contract,30m,14,14,0,0,0,verified_complete,11
px,actual_contract,5m,14,14,0,0,0,verified_complete,11
px,actual_contract,60m,14,14,0,0,0,verified_complete,11
px,dominant_main,15m,4,0,0,4,0,partial,1
px,dominant_main,1d,7,0,0,4,3,partial,1
px,dominant_main,1m,4,0,0,4,0,partial,1
px,dominant_main,1w,7,0,0,4,3,partial,1
px,dominant_main,30m,4,0,0,4,0,partial,1
px,dominant_main,5m,4,0,0,4,0,partial,1
px,dominant_main,60m,4,0,0,4,0,partial,1
rb,actual_contract,15m,14,14,0,0,0,verified_complete,11
rb,actual_contract,1d,13,13,0,0,0,verified_complete,11
rb,actual_contract,1m,14,14,0,0,0,verified_complete,11
rb,actual_contract,1w,39,13,0,0,26,verified_complete,30
rb,actual_contract,30m,14,14,0,0,0,verified_complete,11
rb,actual_contract,5m,14,14,0,0,0,verified_complete,11
rb,actual_contract,60m,14,14,0,0,0,verified_complete,11
rb,dominant_main,15m,4,0,0,4,0,partial,1
rb,dominant_main,1d,7,7,0,0,0,verified_complete,1
rb,dominant_main,1m,4,0,0,4,0,partial,1
rb,dominant_main,1w,7,7,0,0,0,verified_complete,1
rb,dominant_main,30m,4,0,0,4,0,partial,1
rb,dominant_main,5m,4,0,0,4,0,partial,1
rb,dominant_main,60m,4,0,0,4,0,partial,1
ri,actual_contract,15m,25,25,0,0,0,verified_complete,22
ri,actual_contract,1d,36,35,0,1,0,partial,31
ri,actual_contract,1m,25,25,0,0,0,verified_complete,22
ri,actual_contract,1w,19,11,0,0,8,verified_complete,15
ri,actual_contract,30m,25,25,0,0,0,verified_complete,22
ri,actual_contract,5m,25,25,0,0,0,verified_complete,22
ri,actual_contract,60m,25,25,0,0,0,verified_complete,22
ri,dominant_main,15m,4,0,0,4,0,partial,1
ri,dominant_main,1d,7,0,7,0,0,warning,1
ri,dominant_main,1m,4,0,0,4,0,partial,1
ri,dominant_main,1w,7,0,7,0,0,warning,1
ri,dominant_main,30m,4,0,0,4,0,partial,1
ri,dominant_main,5m,4,0,0,4,0,partial,1
ri,dominant_main,60m,4,0,0,4,0,partial,1
rm,actual_contract,15m,16,16,0,0,0,verified_complete,13
rm,actual_contract,1d,28,27,0,1,0,partial,22
rm,actual_contract,1m,16,16,0,0,0,verified_complete,13
rm,actual_contract,1w,23,12,0,0,11,verified_complete,18
rm,actual_contract,30m,16,16,0,0,0,verified_complete,13
rm,actual_contract,5m,16,16,0,0,0,verified_complete,13
rm,actual_contract,60m,16,16,0,0,0,verified_complete,13
rm,dominant_main,15m,4,0,0,4,0,partial,1
rm,dominant_main,1d,7,7,0,0,0,verified_complete,1
rm,dominant_main,1m,4,0,0,4,0,partial,1
rm,dominant_main,1w,7,7,0,0,0,verified_complete,1
rm,dominant_main,30m,4,0,0,4,0,partial,1
rm,dominant_main,5m,4,0,0,4,0,partial,1
rm,dominant_main,60m,4,0,0,4,0,partial,1
rr,actual_contract,15m,41,41,0,0,0,verified_complete,38
rr,actual_contract,1d,70,69,0,1,0,partial,66
rr,actual_contract,1m,41,41,0,0,0,verified_complete,38
rr,actual_contract,1w,31,29,0,0,2,verified_complete,30
rr,actual_contract,30m,41,41,0,0,0,verified_complete,38
rr,actual_contract,5m,41,41,0,0,0,verified_complete,38
rr,actual_contract,60m,41,41,0,0,0,verified_complete,38
rr,dominant_main,15m,4,0,0,4,0,partial,1
rr,dominant_main,1d,7,7,0,0,0,verified_complete,1
rr,dominant_main,1m,4,0,0,4,0,partial,1
rr,dominant_main,1w,7,7,0,0,0,verified_complete,1
rr,dominant_main,30m,4,0,0,4,0,partial,1
rr,dominant_main,5m,4,0,0,4,0,partial,1
rr,dominant_main,60m,4,0,0,4,0,partial,1
rs,actual_contract,15m,12,12,0,0,0,verified_complete,9
rs,actual_contract,1d,9,9,0,0,0,verified_complete,7
rs,actual_contract,1m,12,12,0,0,0,verified_complete,9
rs,actual_contract,1w,18,6,0,0,12,verified_complete,13
rs,actual_contract,30m,12,12,0,0,0,verified_complete,9
rs,actual_contract,5m,12,12,0,0,0,verified_complete,9
rs,actual_contract,60m,12,12,0,0,0,verified_complete,9
rs,dominant_main,15m,4,0,0,4,0,partial,1
rs,dominant_main,1d,7,0,7,0,0,warning,1
rs,dominant_main,1m,4,0,0,4,0,partial,1
rs,dominant_main,1w,7,0,7,0,0,warning,1
rs,dominant_main,30m,4,0,0,4,0,partial,1
rs,dominant_main,5m,4,0,0,4,0,partial,1
rs,dominant_main,60m,4,0,0,4,0,partial,1
ru,actual_contract,15m,14,14,0,0,0,verified_complete,11
ru,actual_contract,1d,26,25,0,1,0,partial,20
ru,actual_contract,1m,14,14,0,0,0,verified_complete,11
ru,actual_contract,1w,38,12,0,0,26,verified_complete,29
ru,actual_contract,30m,14,14,0,0,0,verified_complete,11
ru,actual_contract,5m,14,14,0,0,0,verified_complete,11
ru,actual_contract,60m,14,14,0,0,0,verified_complete,11
ru,dominant_main,15m,4,0,0,4,0,partial,1
ru,dominant_main,1d,7,7,0,0,0,verified_complete,1
ru,dominant_main,1m,4,0,0,4,0,partial,1
ru,dominant_main,1w,7,7,0,0,0,verified_complete,1
ru,dominant_main,30m,4,0,0,4,0,partial,1
ru,dominant_main,5m,4,0,0,4,0,partial,1
ru,dominant_main,60m,4,0,0,4,0,partial,1
sa,actual_contract,15m,14,14,0,0,0,verified_complete,11
sa,actual_contract,1d,13,13,0,0,0,verified_complete,11
sa,actual_contract,1m,14,14,0,0,0,verified_complete,11
sa,actual_contract,1w,13,12,0,0,1,verified_complete,10
sa,actual_contract,30m,14,14,0,0,0,verified_complete,11
sa,actual_contract,5m,14,14,0,0,0,verified_complete,11
sa,actual_contract,60m,14,14,0,0,0,verified_complete,11
sa,dominant_main,15m,4,0,0,4,0,partial,1
sa,dominant_main,1d,7,7,0,0,0,verified_complete,1
sa,dominant_main,1m,4,0,0,4,0,partial,1
sa,dominant_main,1w,7,7,0,0,0,verified_complete,1
sa,dominant_main,30m,4,0,0,4,0,partial,1
sa,dominant_main,5m,4,0,0,4,0,partial,1
sa,dominant_main,60m,4,0,0,4,0,partial,1
sc,actual_contract,15m,46,46,0,0,0,verified_complete,43
sc,actual_contract,1d,38,38,0,0,0,verified_complete,36
sc,actual_contract,1m,46,46,0,0,0,verified_complete,43
sc,actual_contract,1w,52,36,0,0,16,verified_complete,50
sc,actual_contract,30m,46,46,0,0,0,verified_complete,43
sc,actual_contract,5m,46,46,0,0,0,verified_complete,43
sc,actual_contract,60m,46,46,0,0,0,verified_complete,43
sc,dominant_main,15m,4,0,0,4,0,partial,1
sc,dominant_main,1d,7,7,0,0,0,verified_complete,1
sc,dominant_main,1m,4,0,0,4,0,partial,1
sc,dominant_main,1w,7,7,0,0,0,verified_complete,1
sc,dominant_main,30m,4,0,0,4,0,partial,1
sc,dominant_main,5m,4,0,0,4,0,partial,1
sc,dominant_main,60m,4,0,0,4,0,partial,1
sf,actual_contract,15m,31,31,0,0,0,verified_complete,28
sf,actual_contract,1d,48,47,0,1,0,partial,42
sf,actual_contract,1m,31,31,0,0,0,verified_complete,28
sf,actual_contract,1w,26,17,0,0,9,verified_complete,22
sf,actual_contract,30m,31,31,0,0,0,verified_complete,28
sf,actual_contract,5m,31,31,0,0,0,verified_complete,28
sf,actual_contract,60m,31,31,0,0,0,verified_complete,28
sf,dominant_main,15m,4,0,0,4,0,partial,1
sf,dominant_main,1d,7,7,0,0,0,verified_complete,1
sf,dominant_main,1m,4,0,0,4,0,partial,1
sf,dominant_main,1w,7,7,0,0,0,verified_complete,1
sf,dominant_main,30m,4,0,0,4,0,partial,1
sf,dominant_main,5m,4,0,0,4,0,partial,1
sf,dominant_main,60m,4,0,0,4,0,partial,1
sh,actual_contract,15m,15,15,0,0,0,verified_complete,12
sh,actual_contract,1d,15,15,0,0,0,verified_complete,12
sh,actual_contract,1m,15,15,0,0,0,verified_complete,12
sh,actual_contract,30m,15,15,0,0,0,verified_complete,12
sh,actual_contract,5m,15,15,0,0,0,verified_complete,12
sh,actual_contract,60m,15,15,0,0,0,verified_complete,12
sh,dominant_main,15m,4,0,0,4,0,partial,1
sh,dominant_main,1d,7,0,0,4,3,partial,1
sh,dominant_main,1m,4,0,0,4,0,partial,1
sh,dominant_main,1w,7,0,0,4,3,partial,1
sh,dominant_main,30m,4,0,0,4,0,partial,1
sh,dominant_main,5m,4,0,0,4,0,partial,1
sh,dominant_main,60m,4,0,0,4,0,partial,1
si,actual_contract,15m,29,29,0,0,0,verified_complete,26
si,actual_contract,1d,30,29,0,1,0,partial,26
si,actual_contract,1m,29,29,0,0,0,verified_complete,26
si,actual_contract,1w,1,1,0,0,0,verified_complete,1
si,actual_contract,30m,29,29,0,0,0,verified_complete,26
si,actual_contract,5m,29,29,0,0,0,verified_complete,26
