product,contract_role,period,target_rows,covered_passed,covered_warning,metadata_gap,not_applicable,coverage_status,unique_symbols_or_contracts
si,actual_contract,60m,29,29,0,0,0,verified_complete,26
si,dominant_main,15m,4,0,0,4,0,partial,1
si,dominant_main,1d,7,5,0,0,2,verified_complete,1
si,dominant_main,1m,4,0,0,4,0,partial,1
si,dominant_main,1w,7,5,0,0,2,verified_complete,1
si,dominant_main,30m,4,0,0,4,0,partial,1
si,dominant_main,5m,4,0,0,4,0,partial,1
si,dominant_main,60m,4,0,0,4,0,partial,1
sm,actual_contract,15m,22,22,0,0,0,verified_complete,19
sm,actual_contract,1d,34,33,0,1,0,partial,28
sm,actual_contract,1m,22,22,0,0,0,verified_complete,19
sm,actual_contract,1w,23,12,0,0,11,verified_complete,18
sm,actual_contract,30m,22,22,0,0,0,verified_complete,19
sm,actual_contract,5m,22,22,0,0,0,verified_complete,19
sm,actual_contract,60m,22,22,0,0,0,verified_complete,19
sm,dominant_main,15m,4,0,0,4,0,partial,1
sm,dominant_main,1d,7,7,0,0,0,verified_complete,1
sm,dominant_main,1m,4,0,0,4,0,partial,1
sm,dominant_main,1w,7,7,0,0,0,verified_complete,1
sm,dominant_main,30m,4,0,0,4,0,partial,1
sm,dominant_main,5m,4,0,0,4,0,partial,1
sm,dominant_main,60m,4,0,0,4,0,partial,1
sn,actual_contract,15m,46,46,0,0,0,verified_complete,43
sn,actual_contract,1d,35,35,0,0,0,verified_complete,33
sn,actual_contract,1m,46,46,0,0,0,verified_complete,43
sn,actual_contract,1w,52,33,0,0,19,verified_complete,48
sn,actual_contract,30m,46,46,0,0,0,verified_complete,43
sn,actual_contract,5m,46,46,0,0,0,verified_complete,43
sn,actual_contract,60m,46,46,0,0,0,verified_complete,43
sn,dominant_main,15m,4,0,0,4,0,partial,1
sn,dominant_main,1d,7,7,0,0,0,verified_complete,1
sn,dominant_main,1m,4,0,0,4,0,partial,1
sn,dominant_main,1w,7,7,0,0,0,verified_complete,1
sn,dominant_main,30m,4,0,0,4,0,partial,1
sn,dominant_main,5m,4,0,0,4,0,partial,1
sn,dominant_main,60m,4,0,0,4,0,partial,1
sp,actual_contract,15m,18,18,0,0,0,verified_complete,15
sp,actual_contract,1d,37,36,0,1,0,partial,31
sp,actual_contract,1m,18,18,0,0,0,verified_complete,15
sp,actual_contract,1w,24,19,0,0,5,verified_complete,20
sp,actual_contract,30m,18,18,0,0,0,verified_complete,15
sp,actual_contract,5m,18,18,0,0,0,verified_complete,15
sp,actual_contract,60m,18,18,0,0,0,verified_complete,15
sp,dominant_main,15m,4,0,0,4,0,partial,1
sp,dominant_main,1d,7,7,0,0,0,verified_complete,1
sp,dominant_main,1m,4,0,0,4,0,partial,1
sp,dominant_main,1w,7,7,0,0,0,verified_complete,1
sp,dominant_main,30m,4,0,0,4,0,partial,1
sp,dominant_main,5m,4,0,0,4,0,partial,1
sp,dominant_main,60m,4,0,0,4,0,partial,1
sr,actual_contract,15m,16,16,0,0,0,verified_complete,13
sr,actual_contract,1d,28,27,0,1,0,partial,22
sr,actual_contract,1m,16,16,0,0,0,verified_complete,13
sr,actual_contract,1w,23,12,0,0,11,verified_complete,18
sr,actual_contract,30m,16,16,0,0,0,verified_complete,13
sr,actual_contract,5m,16,16,0,0,0,verified_complete,13
sr,actual_contract,60m,16,16,0,0,0,verified_complete,13
sr,dominant_main,15m,4,0,0,4,0,partial,1
sr,dominant_main,1d,7,7,0,0,0,verified_complete,1
sr,dominant_main,1m,4,0,0,4,0,partial,1
sr,dominant_main,1w,7,7,0,0,0,verified_complete,1
sr,dominant_main,30m,4,0,0,4,0,partial,1
sr,dominant_main,5m,4,0,0,4,0,partial,1
sr,dominant_main,60m,4,0,0,4,0,partial,1
ss,actual_contract,15m,40,40,0,0,0,verified_complete,38
ss,actual_contract,1d,75,74,0,1,0,partial,70
ss,actual_contract,1m,40,40,0,0,0,verified_complete,38
ss,actual_contract,1w,36,35,0,0,1,verified_complete,34
ss,actual_contract,30m,40,40,0,0,0,verified_complete,38
ss,actual_contract,5m,40,40,0,0,0,verified_complete,38
ss,actual_contract,60m,40,40,0,0,0,verified_complete,38
ss,dominant_main,15m,4,0,0,4,0,partial,1
ss,dominant_main,1d,7,7,0,0,0,verified_complete,1
ss,dominant_main,1m,4,0,0,4,0,partial,1
ss,dominant_main,1w,7,7,0,0,0,verified_complete,1
ss,dominant_main,30m,4,0,0,4,0,partial,1
ss,dominant_main,5m,4,0,0,4,0,partial,1
ss,dominant_main,60m,4,0,0,4,0,partial,1
t,actual_contract,15m,18,18,0,0,0,verified_complete,15
t,actual_contract,1d,33,32,0,1,0,partial,27
t,actual_contract,1m,18,18,0,0,0,verified_complete,15
t,actual_contract,1w,38,15,0,0,23,verified_complete,31
t,actual_contract,30m,18,18,0,0,0,verified_complete,15
t,actual_contract,5m,18,18,0,0,0,verified_complete,15
t,actual_contract,60m,18,18,0,0,0,verified_complete,15
t,dominant_main,15m,4,0,0,4,0,partial,1
t,dominant_main,1d,7,7,0,0,0,verified_complete,1
t,dominant_main,1m,4,0,0,4,0,partial,1
t,dominant_main,1w,7,7,0,0,0,verified_complete,1
t,dominant_main,30m,4,0,0,4,0,partial,1
t,dominant_main,5m,4,0,0,4,0,partial,1
t,dominant_main,60m,4,0,0,4,0,partial,1
ta,actual_contract,15m,14,14,0,0,0,verified_complete,11
ta,actual_contract,1d,13,13,0,0,0,verified_complete,11
ta,actual_contract,1m,14,14,0,0,0,verified_complete,11
ta,actual_contract,1w,23,12,0,0,11,verified_complete,18
ta,actual_contract,30m,14,14,0,0,0,verified_complete,11
ta,actual_contract,5m,14,14,0,0,0,verified_complete,11
ta,actual_contract,60m,14,14,0,0,0,verified_complete,11
ta,dominant_main,15m,4,0,0,4,0,partial,1
ta,dominant_main,1d,7,7,0,0,0,verified_complete,1
ta,dominant_main,1m,4,0,0,4,0,partial,1
ta,dominant_main,1w,7,7,0,0,0,verified_complete,1
ta,dominant_main,30m,4,0,0,4,0,partial,1
ta,dominant_main,5m,4,0,0,4,0,partial,1
ta,dominant_main,60m,4,0,0,4,0,partial,1
tf,actual_contract,15m,18,18,0,0,0,verified_complete,15
tf,actual_contract,1d,33,32,0,1,0,partial,27
tf,actual_contract,1m,18,18,0,0,0,verified_complete,15
tf,actual_contract,1w,47,15,0,0,32,verified_complete,38
tf,actual_contract,30m,18,18,0,0,0,verified_complete,15
tf,actual_contract,5m,18,18,0,0,0,verified_complete,15
tf,actual_contract,60m,18,18,0,0,0,verified_complete,15
tf,dominant_main,15m,4,0,0,4,0,partial,1
tf,dominant_main,1d,7,7,0,0,0,verified_complete,1
tf,dominant_main,1m,4,0,0,4,0,partial,1
tf,dominant_main,1w,7,7,0,0,0,verified_complete,1
tf,dominant_main,30m,4,0,0,4,0,partial,1
tf,dominant_main,5m,4,0,0,4,0,partial,1
tf,dominant_main,60m,4,0,0,4,0,partial,1
tl,actual_contract,15m,17,17,0,0,0,verified_complete,14
tl,actual_contract,1d,17,17,0,0,0,verified_complete,14
tl,actual_contract,1m,17,17,0,0,0,verified_complete,14
tl,actual_contract,30m,17,17,0,0,0,verified_complete,14
tl,actual_contract,5m,17,17,0,0,0,verified_complete,14
tl,actual_contract,60m,17,17,0,0,0,verified_complete,14
tl,dominant_main,15m,4,0,0,4,0,partial,1
tl,dominant_main,1d,7,0,0,4,3,partial,1
tl,dominant_main,1m,4,0,0,4,0,partial,1
tl,dominant_main,1w,7,0,0,4,3,partial,1
tl,dominant_main,30m,4,0,0,4,0,partial,1
tl,dominant_main,5m,4,0,0,4,0,partial,1
tl,dominant_main,60m,4,0,0,4,0,partial,1
ts,actual_contract,15m,18,18,0,0,0,verified_complete,15
ts,actual_contract,1d,33,32,0,1,0,partial,27
ts,actual_contract,1m,18,18,0,0,0,verified_complete,15
ts,actual_contract,1w,22,15,0,0,7,verified_complete,18
ts,actual_contract,30m,18,18,0,0,0,verified_complete,15
ts,actual_contract,5m,18,18,0,0,0,verified_complete,15
ts,actual_contract,60m,18,18,0,0,0,verified_complete,15
ts,dominant_main,15m,4,0,0,4,0,partial,1
ts,dominant_main,1d,7,7,0,0,0,verified_complete,1
ts,dominant_main,1m,4,0,0,4,0,partial,1
ts,dominant_main,1w,7,7,0,0,0,verified_complete,1
ts,dominant_main,30m,4,0,0,4,0,partial,1
ts,dominant_main,5m,4,0,0,4,0,partial,1
ts,dominant_main,60m,4,0,0,4,0,partial,1
ur,actual_contract,15m,14,14,0,0,0,verified_complete,11
ur,actual_contract,1d,27,26,0,1,0,partial,21
ur,actual_contract,1m,14,14,0,0,0,verified_complete,11
ur,actual_contract,1w,15,13,0,0,2,verified_complete,12
ur,actual_contract,30m,14,14,0,0,0,verified_complete,11
ur,actual_contract,5m,14,14,0,0,0,verified_complete,11
ur,actual_contract,60m,14,14,0,0,0,verified_complete,11
ur,dominant_main,15m,4,0,0,4,0,partial,1
ur,dominant_main,1d,7,7,0,0,0,verified_complete,1
ur,dominant_main,1m,4,0,0,4,0,partial,1
ur,dominant_main,1w,7,7,0,0,0,verified_complete,1
ur,dominant_main,30m,4,0,0,4,0,partial,1
ur,dominant_main,5m,4,0,0,4,0,partial,1
ur,dominant_main,60m,4,0,0,4,0,partial,1
v,actual_contract,15m,14,14,0,0,0,verified_complete,11
v,actual_contract,1d,13,13,0,0,0,verified_complete,11
v,actual_contract,1m,14,14,0,0,0,verified_complete,11
v,actual_contract,1w,57,12,0,0,45,verified_complete,44
v,actual_contract,30m,14,14,0,0,0,verified_complete,11
v,actual_contract,5m,14,14,0,0,0,verified_complete,11
v,actual_contract,60m,14,14,0,0,0,verified_complete,11
v,dominant_main,15m,4,0,0,4,0,partial,1
v,dominant_main,1d,7,7,0,0,0,verified_complete,1
v,dominant_main,1m,4,0,0,4,0,partial,1
v,dominant_main,1w,7,7,0,0,0,verified_complete,1
v,dominant_main,30m,4,0,0,4,0,partial,1
v,dominant_main,5m,4,0,0,4,0,partial,1
v,dominant_main,60m,4,0,0,4,0,partial,1
v_f,actual_contract,15m,6,6,0,0,0,verified_complete,5
v_f,actual_contract,1d,6,6,0,0,0,verified_complete,5
v_f,actual_contract,1m,6,6,0,0,0,verified_complete,5
v_f,actual_contract,30m,6,6,0,0,0,verified_complete,5
v_f,actual_contract,5m,6,6,0,0,0,verified_complete,5
v_f,actual_contract,60m,6,6,0,0,0,verified_complete,5
v_f,dominant_main,15m,4,0,0,2,2,partial,1
v_f,dominant_main,1d,7,0,0,2,5,partial,1
v_f,dominant_main,1m,4,0,0,2,2,partial,1
v_f,dominant_main,1w,7,0,0,2,5,partial,1
v_f,dominant_main,30m,4,0,0,2,2,partial,1
v_f,dominant_main,5m,4,0,0,2,2,partial,1
v_f,dominant_main,60m,4,0,0,2,2,partial,1
wh,actual_contract,15m,24,24,0,0,0,verified_complete,21
wh,actual_contract,1d,29,29,0,0,0,verified_complete,25
wh,actual_contract,1m,24,24,0,0,0,verified_complete,21
wh,actual_contract,1w,14,6,0,0,8,verified_complete,13
wh,actual_contract,30m,24,24,0,0,0,verified_complete,21
wh,actual_contract,5m,24,24,0,0,0,verified_complete,21
wh,actual_contract,60m,24,24,0,0,0,verified_complete,21
wh,dominant_main,15m,4,0,0,4,0,partial,1
wh,dominant_main,1d,7,0,7,0,0,warning,1
wh,dominant_main,1m,4,0,0,4,0,partial,1
wh,dominant_main,1w,7,0,7,0,0,warning,1
wh,dominant_main,30m,4,0,0,4,0,partial,1
wh,dominant_main,5m,4,0,0,4,0,partial,1
wh,dominant_main,60m,4,0,0,4,0,partial,1
wr,actual_contract,15m,16,16,0,0,0,verified_complete,14
wr,actual_contract,1d,27,26,0,1,0,partial,22
wr,actual_contract,1m,16,16,0,0,0,verified_complete,14
wr,actual_contract,1w,48,12,0,0,36,verified_complete,39
wr,actual_contract,30m,16,16,0,0,0,verified_complete,14
wr,actual_contract,5m,16,16,0,0,0,verified_complete,14
wr,actual_contract,60m,16,16,0,0,0,verified_complete,14
wr,dominant_main,15m,4,0,0,4,0,partial,1
wr,dominant_main,1d,7,0,7,0,0,warning,1
wr,dominant_main,1m,4,0,0,4,0,partial,1
wr,dominant_main,1w,7,7,0,0,0,verified_complete,1
wr,dominant_main,30m,4,0,0,4,0,partial,1
wr,dominant_main,5m,4,0,0,4,0,partial,1
wr,dominant_main,60m,4,0,0,4,0,partial,1
y,actual_contract,15m,14,14,0,0,0,verified_complete,11
y,actual_contract,1d,26,25,0,1,0,partial,20
y,actual_contract,1m,14,14,0,0,0,verified_complete,11
y,actual_contract,1w,57,12,0,0,45,verified_complete,43
y,actual_contract,30m,14,14,0,0,0,verified_complete,11
y,actual_contract,5m,14,14,0,0,0,verified_complete,11
y,actual_contract,60m,14,14,0,0,0,verified_complete,11
y,dominant_main,15m,4,0,0,4,0,partial,1
y,dominant_main,1d,7,7,0,0,0,verified_complete,1
y,dominant_main,1m,4,0,0,4,0,partial,1
y,dominant_main,1w,7,7,0,0,0,verified_complete,1
y,dominant_main,30m,4,0,0,4,0,partial,1
y,dominant_main,5m,4,0,0,4,0,partial,1
y,dominant_main,60m,4,0,0,4,0,partial,1
zc,actual_contract,15m,46,46,0,0,0,verified_complete,43
zc,actual_contract,1d,55,55,0,0,0,verified_complete,50
zc,actual_contract,1m,46,46,0,0,0,verified_complete,43
zc,actual_contract,1w,22,10,0,0,12,verified_complete,17
zc,actual_contract,30m,46,46,0,0,0,verified_complete,43
zc,actual_contract,5m,46,46,0,0,0,verified_complete,43
zc,actual_contract,60m,46,46,0,0,0,verified_complete,43
zc,dominant_main,15m,4,0,0,4,0,partial,1
zc,dominant_main,1d,7,0,7,0,0,warning,1
zc,dominant_main,1m,4,0,0,4,0,partial,1
zc,dominant_main,1w,7,7,0,0,0,verified_complete,1
zc,dominant_main,30m,4,0,0,4,0,partial,1
zc,dominant_main,5m,4,0,0,4,0,partial,1
zc,dominant_main,60m,4,0,0,4,0,partial,1
zn,actual_contract,15m,46,46,0,0,0,verified_complete,43
zn,actual_contract,1d,39,39,0,0,0,verified_complete,37
zn,actual_contract,1m,46,46,0,0,0,verified_complete,43
zn,actual_contract,1w,116,38,0,0,78,verified_complete,111
zn,actual_contract,30m,46,46,0,0,0,verified_complete,43
zn,actual_contract,5m,46,46,0,0,0,verified_complete,43
zn,actual_contract,60m,46,46,0,0,0,verified_complete,43
zn,dominant_main,15m,4,0,0,4,0,partial,1
zn,dominant_main,1d,7,7,0,0,0,verified_complete,1
zn,dominant_main,1m,4,0,0,4,0,partial,1
zn,dominant_main,1w,7,7,0,0,0,verified_complete,1
zn,dominant_main,30m,4,0,0,4,0,partial,1
zn,dominant_main,5m,4,0,0,4,0,partial,1
zn,dominant_main,60m,4,0,0,4,0,partial,1
