profile_id,instrument_symbol,contract_code,period,previous_binding_id,previous_market_data_file_id,previous_data_version,next_market_data_file_id,next_data_version
long_horizon_daily_v1,pp_f,pp_f.MAIN,1d,3296,41185,rqdata_pp_f_standard_1d_20230103_20260707_v2,71679,rqdata_pp_f_standard_1d_20230103_20260712_v2
long_horizon_daily_v1,pp_f,pp_f.MAIN,1w,3297,55720,rqdata_pp_f_standard_1w_20230103_20260710_v2,71680,rqdata_pp_f_standard_1w_20230103_20260712_v2
long_horizon_daily_v1,pr,pr.MAIN,1d,3314,41190,rqdata_pr_standard_1d_20230103_20260707_v2,71682,rqdata_pr_standard_1d_20230103_20260712_v2
long_horizon_daily_v1,pr,pr.MAIN,1w,3315,55721,rqdata_pr_standard_1w_20230103_20260710_v2,71683,rqdata_pr_standard_1w_20230103_20260712_v2
long_horizon_daily_v1,ps,ps.MAIN,1d,3326,41191,rqdata_ps_standard_1d_20230103_20260707_v2,71685,rqdata_ps_standard_1d_20230103_20260712_v2
long_horizon_daily_v1,ps,ps.MAIN,1w,3327,55722,rqdata_ps_standard_1w_20230103_20260710_v2,71686,rqdata_ps_standard_1w_20230103_20260712_v2
long_horizon_daily_v1,pt,pt.MAIN,1d,3330,41192,rqdata_pt_standard_1d_20230103_20260707_v2,71688,rqdata_pt_standard_1d_20230103_20260712_v2
long_horizon_daily_v1,pt,pt.MAIN,1w,3331,55723,rqdata_pt_standard_1w_20230103_20260710_v2,71689,rqdata_pt_standard_1w_20230103_20260712_v2
long_horizon_daily_v1,px,px.MAIN,1d,3343,41194,rqdata_px_standard_1d_20230103_20260707_v2,71691,rqdata_px_standard_1d_20230103_20260712_v2
long_horizon_daily_v1,px,px.MAIN,1w,3344,55724,rqdata_px_standard_1w_20230103_20260710_v2,71692,rqdata_px_standard_1w_20230103_20260712_v2
long_horizon_daily_v1,rb,rb.MAIN,1d,3367,56516,rqdata_rb_standard_1d_20200102_20260711_v2,82684,rqdata_rb_standard_1d_20090327_20260711_v2
long_horizon_daily_v1,rb,rb.MAIN,1w,3368,56517,rqdata_rb_standard_1w_20200102_20260711_v2,79803,rqdata_rb_standard_1w_20090327_20260711_v2
long_horizon_daily_v1,rm,rm.MAIN,1d,3444,56520,rqdata_rm_standard_1d_20200102_20260711_v2,82697,rqdata_rm_standard_1d_20121228_20260711_v2
long_horizon_daily_v1,rm,rm.MAIN,1w,3445,56521,rqdata_rm_standard_1w_20200102_20260711_v2,79805,rqdata_rm_standard_1w_20121228_20260711_v2
long_horizon_daily_v1,rr,rr.MAIN,1d,3541,56522,rqdata_rr_standard_1d_20200102_20260711_v2,82728,rqdata_rr_standard_1d_20190816_20260711_v2
long_horizon_daily_v1,rr,rr.MAIN,1w,3542,56523,rqdata_rr_standard_1w_20200102_20260711_v2,79806,rqdata_rr_standard_1w_20190816_20260711_v2
long_horizon_daily_v1,ru,ru.MAIN,1d,3585,56526,rqdata_ru_standard_1d_20200102_20260711_v2,82671,rqdata_ru_standard_1d_20000104_20260711_v2
long_horizon_daily_v1,ru,ru.MAIN,1w,3586,56527,rqdata_ru_standard_1w_20200102_20260711_v2,82668,rqdata_ru_standard_1w_20000104_20260711_v2
long_horizon_daily_v1,sa,sa.MAIN,1d,3608,56528,rqdata_sa_standard_1d_20200102_20260711_v2,82731,rqdata_sa_standard_1d_20191206_20260711_v2
long_horizon_daily_v1,sa,sa.MAIN,1w,3609,56529,rqdata_sa_standard_1w_20200102_20260711_v2,79809,rqdata_sa_standard_1w_20191206_20260711_v2
long_horizon_daily_v1,sc,sc.MAIN,1d,3681,56530,rqdata_sc_standard_1d_20200102_20260711_v2,82721,rqdata_sc_standard_1d_20180326_20260711_v2
