candidate_id,product,contract_role,symbol_or_contract,period,year,status,issue_type,expected_start,expected_end,quality_status,row_count,db_market_data_file_id,standard_path,root_cause_bucket,candidate_apply_eligible,candidate_blocked_reason
source_interval_0074,sm,dominant_main,sm.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56536,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=sm/contract=sm.MAIN/sm_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0074,sm,dominant_main,sm.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56536,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=sm/contract=sm.MAIN/sm_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0075,sr,dominant_main,sr.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56542,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=sr/contract=sr.MAIN/sr_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0075,sr,dominant_main,sr.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56542,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=sr/contract=sr.MAIN/sr_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0075,sr,dominant_main,sr.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56542,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=sr/contract=sr.MAIN/sr_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0075,sr,dominant_main,sr.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56542,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=sr/contract=sr.MAIN/sr_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0076,ta,dominant_main,ta.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56548,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ta/contract=ta.MAIN/ta_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0076,ta,dominant_main,ta.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56548,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ta/contract=ta.MAIN/ta_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0076,ta,dominant_main,ta.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56548,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ta/contract=ta.MAIN/ta_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0076,ta,dominant_main,ta.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56548,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ta/contract=ta.MAIN/ta_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0077,ur,dominant_main,ur.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56554,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0077,ur,dominant_main,ur.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56554,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0077,ur,dominant_main,ur.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56554,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0077,ur,dominant_main,ur.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56554,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0078,a,dominant_main,a.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56426,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0078,a,dominant_main,a.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56426,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0078,a,dominant_main,a.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56426,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0078,a,dominant_main,a.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56426,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0079,b,dominant_main,b.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56436,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0079,b,dominant_main,b.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56436,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0079,b,dominant_main,b.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56436,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0079,b,dominant_main,b.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56436,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0080,bz,dominant_main,bz.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-07-08,2025-12-31,passed,242,40958,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1d_20230103_20260707_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0080,bz,dominant_main,bz.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,242,40958,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=bz/contract=bz.MAIN/bz_MAIN_1d_20230103_20260707_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0081,c,dominant_main,c.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56444,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=c/contract=c.MAIN/c_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0081,c,dominant_main,c.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56444,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=c/contract=c.MAIN/c_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0081,c,dominant_main,c.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56444,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=c/contract=c.MAIN/c_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0081,c,dominant_main,c.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56444,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=c/contract=c.MAIN/c_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0082,cs,dominant_main,cs.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56450,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=cs/contract=cs.MAIN/cs_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0082,cs,dominant_main,cs.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56450,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=cs/contract=cs.MAIN/cs_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0082,cs,dominant_main,cs.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56450,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=cs/contract=cs.MAIN/cs_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0082,cs,dominant_main,cs.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56450,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=cs/contract=cs.MAIN/cs_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0083,eb,dominant_main,eb.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56456,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eb/contract=eb.MAIN/eb_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0083,eb,dominant_main,eb.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56456,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eb/contract=eb.MAIN/eb_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0083,eb,dominant_main,eb.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56456,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eb/contract=eb.MAIN/eb_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0083,eb,dominant_main,eb.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56456,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eb/contract=eb.MAIN/eb_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0084,eg,dominant_main,eg.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56458,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0084,eg,dominant_main,eg.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56458,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0084,eg,dominant_main,eg.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56458,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0084,eg,dominant_main,eg.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56458,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0085,i,dominant_main,i.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56468,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=i/contract=i.MAIN/i_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0085,i,dominant_main,i.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56468,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=i/contract=i.MAIN/i_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0085,i,dominant_main,i.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56468,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=i/contract=i.MAIN/i_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0085,i,dominant_main,i.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56468,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=i/contract=i.MAIN/i_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0086,j,dominant_main,j.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56478,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=j/contract=j.MAIN/j_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0086,j,dominant_main,j.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56478,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=j/contract=j.MAIN/j_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0086,j,dominant_main,j.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56478,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=j/contract=j.MAIN/j_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0086,j,dominant_main,j.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56478,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=j/contract=j.MAIN/j_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0087,jd,dominant_main,jd.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56480,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jd/contract=jd.MAIN/jd_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0087,jd,dominant_main,jd.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56480,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jd/contract=jd.MAIN/jd_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0087,jd,dominant_main,jd.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56480,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jd/contract=jd.MAIN/jd_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0087,jd,dominant_main,jd.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56480,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jd/contract=jd.MAIN/jd_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0088,l,dominant_main,l.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56486,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0088,l,dominant_main,l.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56486,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0088,l,dominant_main,l.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56486,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0088,l,dominant_main,l.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56486,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l/contract=l.MAIN/l_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0089,l_f,dominant_main,l_f.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-10-29,2025-12-31,passed,167,41096,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260707_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0089,l_f,dominant_main,l_f.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,167,41096,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=l_f.MAIN/l_f_MAIN_1d_20230103_20260707_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0090,lg,dominant_main,lg.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-11-18,2024-12-31,passed,396,41108,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=lg/contract=lg.MAIN/lg_MAIN_1d_20230103_20260707_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0090,lg,dominant_main,lg.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,396,41108,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=lg/contract=lg.MAIN/lg_MAIN_1d_20230103_20260707_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0090,lg,dominant_main,lg.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,396,41108,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=lg/contract=lg.MAIN/lg_MAIN_1d_20230103_20260707_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0091,lh,dominant_main,lh.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1332,56488,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=lh/contract=lh.MAIN/lh_MAIN_1d_20210108_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0091,lh,dominant_main,lh.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1332,56488,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=lh/contract=lh.MAIN/lh_MAIN_1d_20210108_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0091,lh,dominant_main,lh.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1332,56488,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=lh/contract=lh.MAIN/lh_MAIN_1d_20210108_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0091,lh,dominant_main,lh.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1332,56488,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=lh/contract=lh.MAIN/lh_MAIN_1d_20210108_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0092,m,dominant_main,m.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56492,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=m/contract=m.MAIN/m_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0092,m,dominant_main,m.MAIN,1d,2024,covered_warning,source_interval_unverified,2024-01-01,2024-12-31,passed,1579,56492,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=m/contract=m.MAIN/m_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0092,m,dominant_main,m.MAIN,1d,2025,covered_warning,source_interval_unverified,2025-01-01,2025-12-31,passed,1579,56492,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=m/contract=m.MAIN/m_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0092,m,dominant_main,m.MAIN,1d,2026,covered_warning,source_interval_unverified,2026-01-01,2026-07-10,passed,1579,56492,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=m/contract=m.MAIN/m_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
source_interval_0093,p,dominant_main,p.MAIN,1d,2023,covered_warning,source_interval_unverified,2023-01-01,2023-12-31,passed,1579,56502,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=p/contract=p.MAIN/p_MAIN_1d_20200102_20260711_v2.parquet,derived_asset_metadata_column_missing,False,already_source_interval_1m
