product,contract_role,symbol_or_contract,period,start_date,end_date,evidence_source,provider,data_role,quality_status,manifest_status,manifest_or_db_row_count,db_market_data_file_id,data_quality_report_status,physical_path,physical_exists,duckdb_row_count,duckdb_min_datetime,duckdb_max_datetime,duckdb_error,checksum_status,row_count_status
a,actual_contract,A2201,1w,2021-10-22,2021-11-26,manifest,rqdata,primary,passed,success,6,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2201/A2201_1w_20211015_20211201.parquet,True,6,2021-10-22T00:00:00,2021-11-26T00:00:00,,checksum_unverified,matched
a,actual_contract,A2203,1d,2021-12-02,2022-02-17,manifest,rqdata,primary,passed,success,50,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2203/A2203_1d_20211202_20220217.parquet,True,50,2021-12-02T00:00:00,2022-02-17T00:00:00,,checksum_unverified,matched
a,actual_contract,A2203,1w,2021-12-10,2022-02-11,manifest,rqdata,primary,passed,success,9,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2203/A2203_1w_20211202_20220217.parquet,True,9,2021-12-10T00:00:00,2022-02-11T00:00:00,,checksum_unverified,matched
a,actual_contract,A2207,1d,2022-02-18,2022-06-15,manifest,rqdata,primary,passed,success,78,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2207/A2207_1d_20220218_20220615.parquet,True,78,2022-02-18T00:00:00,2022-06-15T00:00:00,,checksum_unverified,matched
a,actual_contract,A2207,1w,2022-02-25,2022-06-10,manifest,rqdata,primary,passed,success,16,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2207/A2207_1w_20220218_20220615.parquet,True,16,2022-02-25T00:00:00,2022-06-10T00:00:00,,checksum_unverified,matched
a,actual_contract,A2209,1d,2022-06-16,2022-08-23,manifest,rqdata,primary,passed,success,49,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2209/A2209_1d_20220616_20220823.parquet,True,49,2022-06-16T00:00:00,2022-08-23T00:00:00,,checksum_unverified,matched
a,actual_contract,A2209,1w,2022-06-24,2022-08-19,manifest,rqdata,primary,passed,success,9,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2209/A2209_1w_20220616_20220823.parquet,True,9,2022-06-24T00:00:00,2022-08-19T00:00:00,,checksum_unverified,matched
a,actual_contract,A2211,1d,2022-08-24,2022-10-12,manifest,rqdata,primary,passed,success,30,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2211/A2211_1d_20220824_20221012.parquet,True,30,2022-08-24T00:00:00,2022-10-12T00:00:00,,checksum_unverified,matched
a,actual_contract,A2211,1w,2022-09-02,2022-09-30,manifest,rqdata,primary,passed,success,5,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2211/A2211_1w_20220824_20221012.parquet,True,5,2022-09-02T00:00:00,2022-09-30T00:00:00,,checksum_unverified,matched
a,actual_contract,A2301,1d,2022-10-13,2022-12-12,manifest,rqdata,primary,passed,success,43,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2301/A2301_1d_20221013_20221212.parquet,True,43,2022-10-13T00:00:00,2022-12-12T00:00:00,,checksum_unverified,matched
a,actual_contract,A2301,1w,2022-10-21,2022-12-09,manifest,rqdata,primary,passed,success,8,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2301/A2301_1w_20221013_20221212.parquet,True,8,2022-10-21T00:00:00,2022-12-09T00:00:00,,checksum_unverified,matched
a,actual_contract,A2305,15m,2023-01-03,2023-04-06,manifest,rqdata,primary,passed,success,1402,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2305/A2305_15m_20230103_20230406.parquet,True,1402,2023-01-03T09:15:00,2023-04-06T15:00:00,,checksum_unverified,matched
a,actual_contract,A2305,1d,2022-12-13,2022-12-30,manifest,rqdata,primary,passed,success,14,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2305/A2305_1d_20221213_20221230.parquet,True,14,2022-12-13T00:00:00,2022-12-30T00:00:00,,checksum_unverified,matched
a,actual_contract,A2305,1m,2023-01-03,2023-04-06,manifest,rqdata,primary,passed,success,21030,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2305/A2305_1m_20230103_20230406.parquet,True,21030,2023-01-03T09:01:00,2023-04-06T15:00:00,,checksum_unverified,matched
a,actual_contract,A2305,1w,2022-12-23,2022-12-30,manifest,rqdata,primary,passed,success,2,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2305/A2305_1w_20221213_20221230.parquet,True,2,2022-12-23T00:00:00,2022-12-30T00:00:00,,checksum_unverified,matched
a,actual_contract,A2305,30m,2023-01-03,2023-04-06,manifest,rqdata,primary,passed,success,732,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2305/A2305_30m_20230103_20230406.parquet,True,732,2023-01-03T09:30:00,2023-04-06T15:00:00,,checksum_unverified,matched
a,actual_contract,A2305,5m,2023-01-03,2023-04-06,manifest,rqdata,primary,passed,success,4206,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2305/A2305_5m_20230103_20230406.parquet,True,4206,2023-01-03T09:05:00,2023-04-06T15:00:00,,checksum_unverified,matched
a,actual_contract,A2305,60m,2023-01-03,2023-04-06,manifest,rqdata,primary,passed,success,428,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2305/A2305_60m_20230103_20230406.parquet,True,428,2023-01-03T10:00:00,2023-04-06T15:00:00,,checksum_unverified,matched
a,actual_contract,A2307,15m,2023-04-06,2023-06-12,manifest,rqdata,primary,passed,success,1004,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2307/A2307_15m_20230407_20230612.parquet,True,1004,2023-04-06T21:15:00,2023-06-12T15:00:00,,checksum_unverified,matched
a,actual_contract,A2307,1m,2023-04-06,2023-06-12,manifest,rqdata,primary,passed,success,15060,,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2307/A2307_1m_20230407_20230612.parquet,True,15060,2023-04-06T21:01:00,2023-06-12T15:00:00,,checksum_unverified,matched
