period,provider,source,product,continuous_contract,actual_contract,dominant_mapping_date,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,data_version,status
1d,rqdata,rqdata,eb,eb.MAIN,EB2311,2023-10-19,primary,passed,16,2023-09-20T00:00:00,2023-10-19T00:00:00,6bb274d373fac79a495598c997660bdac0e7bda3e2f5ec9d5b97cfaba3393994,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eb/contract=EB2311/EB2311_1d_20230920_20231019.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/actual_contract_bars/product=eb/contract=EB2311/frequency=1d/EB2311_1d_raw_20230920_20231019.parquet,41854,82402,rq_acb_eb_EB2311_1d_20230920_20231019_v1,success
1w,rqdata,rqdata,eb,eb.MAIN,EB2311,2023-10-19,primary,passed,2,2023-09-28T00:00:00,2023-10-13T00:00:00,9637220a6355ffe5e173fcbbdd79e4d6ba6a5d188237bd9381a665f0f3aef61d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=eb/contract=EB2311/EB2311_1w_20230920_20231019.parquet,,85012,82403,rq_acb_eb_EB2311_1w_20230920_20231019_v1,success
