period,provider,source,product,continuous_contract,actual_contract,dominant_mapping_date,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,data_version,status
1d,rqdata,rqdata,cs,cs.MAIN,CS2603,2026-02-09,primary,passed,35,2025-12-19T00:00:00,2026-02-09T00:00:00,cb6a6db735675e6193b5c7d20a848152ddc50c3d446395df316a87da90192b5f,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=cs/contract=CS2603/CS2603_1d_20251219_20260209.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/actual_contract_bars/product=cs/contract=CS2603/frequency=1d/CS2603_1d_raw_20251219_20260209.parquet,41791,82094,rq_acb_cs_CS2603_1d_20251219_20260209_v1,success
1w,rqdata,rqdata,cs,cs.MAIN,CS2603,2026-02-09,primary,passed,7,2025-12-26T00:00:00,2026-02-06T00:00:00,5c593ec19c11bb20098896b802b13b7864d8171303106530ba9dbfb574872bd9,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=cs/contract=CS2603/CS2603_1w_20251219_20260209.parquet,,84612,82095,rq_acb_cs_CS2603_1w_20251219_20260209_v1,success
