period,provider,source,product,continuous_contract,actual_contract,dominant_mapping_date,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,data_version,status
1d,rqdata,rqdata,t,t.MAIN,T2109,2021-08-16,primary,passed,64,2021-05-18T00:00:00,2021-08-16T00:00:00,2cb371b5e3b55e5884349e3e5dfc2ca4f702c2073aab41ab18987bde58f71bcd,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=t/contract=T2109/T2109_1d_20210518_20210816.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/actual_contract_bars/product=t/contract=T2109/frequency=1d/T2109_1d_raw_20210518_20210816.parquet,70759,68302,rq_acb_t_T2109_1d_20210518_20210816_v1,success
1w,rqdata,rqdata,t,t.MAIN,T2109,2021-08-16,primary,passed,12,2021-05-28T00:00:00,2021-08-13T00:00:00,2b05c98bfd722f51325797cbbd9fbd36ed25f7bfc3fc82a1b0fa271581c477e7,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CFFEX/symbol=t/contract=T2109/T2109_1w_20210518_20210816.parquet,,70761,68303,rq_acb_t_T2109_1w_20210518_20210816_v1,success
