period,data_version,provider,source,data_role,quality_status,original_quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,status
1d,rqdata_px_standard_1d_20230103_20260710_v2,rqdata,rqdata,primary,passed,passed,678,2023-09-15T00:00:00,2026-07-09T00:00:00,5eef6e6d237065cf4412970ac0b8dae4bd205e4b09a75747229038cf390cc55f,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=px/contract=px.MAIN/px_MAIN_1d_20230103_20260710_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=px/frequency=1d/version=v2/px_1d_dominant_raw_20230103_20260710_v2.parquet,55634,54290,success
1w,rqdata_px_standard_1w_20230103_20260710_v2,rqdata,rqdata,primary,passed,passed,145,2023-09-15T00:00:00,2026-07-10T00:00:00,ebe4e6c29538c5dbe5de3e13d08b52810b10b5f27149417fb22e2f9cabc41e03,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=px/contract=px.MAIN/px_MAIN_1w_20230103_20260710_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=px/frequency=1w/version=v2/px_1w_dominant_raw_20230103_20260710_v2.parquet,55724,54514,success
