period,provider,source,product,continuous_contract,actual_contract,dominant_mapping_date,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,data_version,status
1d,rqdata,rqdata,i,i.MAIN,I1501,2014-10-22,primary,passed,60,2014-07-23T00:00:00,2014-10-22T00:00:00,de62bb28cfa6ee784cd15ff7e93ed769af2054a6dc60f62934da5a55fc1a2e2b,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=i/contract=I1501/I1501_1d_20140723_20141022.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/actual_contract_bars/product=i/contract=I1501/frequency=1d/I1501_1d_raw_20140723_20141022.parquet,85514,82801,rq_acb_i_I1501_1d_20140723_20141022_v1,success
1w,rqdata,rqdata,i,i.MAIN,I1501,2014-10-22,primary,passed,12,2014-08-01T00:00:00,2014-10-17T00:00:00,e6ae12b5f499a34f16d7ba3848ddd45a912e4686bfb070cc1cbbf7a46ba8034d,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=i/contract=I1501/I1501_1w_20140723_20141022.parquet,,80755,82802,rq_acb_i_I1501_1w_20140723_20141022_v1,success
