period,data_version,provider,source,data_role,quality_status,original_quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,status
1d,rqdata_j_standard_1d_20230103_20260710_v2,rqdata,rqdata,primary,passed,passed,850,2023-01-03T00:00:00,2026-07-09T00:00:00,b4c6aaf4d80669eceb6ced1afddcf8c4d6248b33581d2bb1fd08c579a7f1917e,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=j/contract=j.MAIN/j_MAIN_1d_20230103_20260710_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=j/frequency=1d/version=v2/j_1d_dominant_raw_20230103_20260710_v2.parquet,55605,54261,success
1m,rqdata_j_standard_1m_20230103_20260710_v2,rqdata,rqdata,primary,passed,passed,290490,2023-01-03T09:01:00,2026-07-09T23:00:00,42b5144a2b20cf80f6bf02a39c017da9c2c51e64babe7438e2738f6d845bde77,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=j/contract=j.MAIN/j_MAIN_1m_20230103_20260710_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=j/frequency=1m/version=v2/j_1m_dominant_raw_20230103_20260710_v2.parquet,55785,54441,success
1w,rqdata_j_standard_1w_20230103_20260710_v2,rqdata,rqdata,primary,passed,passed,180,2023-01-06T00:00:00,2026-07-10T00:00:00,4277daf7f0a105f23ca5c426acfa8a638f561c8a226a25c07b84f16c58fcb670,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=j/contract=j.MAIN/j_MAIN_1w_20230103_20260710_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=j/frequency=1w/version=v2/j_1w_dominant_raw_20230103_20260710_v2.parquet,55695,54351,success
