period,provider,source,product,continuous_contract,actual_contract,dominant_mapping_date,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,data_version,status
1m,rqdata,rqdata,zn,zn.MAIN,ZN1504,2015-02-25,primary,passed,7665,2015-01-26T21:01:00,2015-02-25T15:00:00,40bb843274bee69ab2b66ed4b78c03d708296d7d630cbb10ed22f1af687056a5,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=zn/contract=ZN1504/ZN1504_1m_20150127_20150225.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/actual_contract_bars/product=zn/contract=ZN1504/frequency=1m/ZN1504_1m_raw_20150127_20150225.parquet,100669,110344,rq_acb_zn_ZN1504_1m_20150127_20150225_v1,success
