period,data_version,provider,source,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,status
15m,rqdata_cf_standard_15m_20230103_20260707_v2,rqdata,rqdata,primary,passed,19312,2023-01-03T09:15:00,2026-07-07T15:00:00,48109bd218d738db576c88bd48375d565cf30e6f313218abb3386993b419e1af,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_15m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=cf/frequency=15m/version=v2/cf_15m_dominant_raw_20230103_20260707_v2.parquet,40967,42698,success
1d,rqdata_cf_standard_1d_20230103_20260707_v2,rqdata,rqdata,primary,passed,848,2023-01-03T00:00:00,2026-07-07T00:00:00,3aabbedf169cbfebdb0e0284d24719f7851feaf00e5acb8e1a651d35786910ff,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_1d_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=cf/frequency=1d/version=v2/cf_1d_dominant_raw_20230103_20260707_v2.parquet,40970,42701,success
1m,rqdata_cf_standard_1m_20230103_20260707_v2,rqdata,rqdata,primary,passed,289680,2023-01-03T09:01:00,2026-07-07T15:00:00,ac13a29fa3213a11181732cb8ff2e43b79545409d8270f5cd635ab0481513955,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_1m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=cf/frequency=1m/version=v2/cf_1m_dominant_raw_20230103_20260707_v2.parquet,40965,42696,success
1w,rqdata_cf_standard_1w_20230103_20260707_v2,rqdata,rqdata,primary,passed,173,2023-01-06T00:00:00,2026-07-03T00:00:00,863bab286e189f06452e95240e4f951ce38bbdae57304606494189ceecbac9d5,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_1w_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=cf/frequency=1w/version=v2/cf_1w_dominant_raw_20230103_20260707_v2.parquet,44127,44547,success
30m,rqdata_cf_standard_30m_20230103_20260707_v2,rqdata,rqdata,primary,passed,10080,2023-01-03T09:30:00,2026-07-07T15:00:00,ee1fb2af1e78a49908dd3ff1146f3082b3f0a056310ae1b4e412af5ac1b8d84f,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_30m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=cf/frequency=30m/version=v2/cf_30m_dominant_raw_20230103_20260707_v2.parquet,40968,42699,success
5m,rqdata_cf_standard_5m_20230103_20260707_v2,rqdata,rqdata,primary,passed,57936,2023-01-03T09:05:00,2026-07-07T15:00:00,e7c4b3c02dc413ee3c4470a931bd4e8bbddb0f82ea4ffe9ed6675fca5bed7b37,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_5m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=cf/frequency=5m/version=v2/cf_5m_dominant_raw_20230103_20260707_v2.parquet,40966,42697,success
60m,rqdata_cf_standard_60m_20230103_20260707_v2,rqdata,rqdata,primary,passed,5888,2023-01-03T10:00:00,2026-07-07T15:00:00,0b7a0aaf4882f24814b4610aeb79bf700c56377fa485b74e669dfbcf7906aacb,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_60m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=cf/frequency=60m/version=v2/cf_60m_dominant_raw_20230103_20260707_v2.parquet,40969,42700,success
