period,provider,source,product,continuous_contract,actual_contract,dominant_mapping_date,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,data_version,status
1d,rqdata,rqdata,ic,ic.MAIN,IC1608,2016-08-17,primary,passed,24,2016-07-15T00:00:00,2016-08-17T00:00:00,9efac00722f373a730f8984d5aa6b2ba216d92d3e7a292c40b6e76c9f2b91896,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CFFEX/symbol=ic/contract=IC1608/IC1608_1d_20160715_20160817.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/actual_contract_bars/product=ic/contract=IC1608/frequency=1d/IC1608_1d_raw_20160715_20160817.parquet,85622,82887,rq_acb_ic_IC1608_1d_20160715_20160817_v1,success
1w,rqdata,rqdata,ic,ic.MAIN,IC1608,2016-08-17,primary,passed,4,2016-07-22T00:00:00,2016-08-12T00:00:00,5bb54cf4e601fef37248d3bcb643bbf60bcbbaa88692fb67aaeed665e4da8c12,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CFFEX/symbol=ic/contract=IC1608/IC1608_1w_20160715_20160817.parquet,,80819,82888,rq_acb_ic_IC1608_1w_20160715_20160817_v1,success
