contract,period,source_role,data_version,canonical_path,raw_path,row_count,min_datetime,max_datetime,checksum,quality_status,market_data_file_id,data_quality_report_id
JM2609,15m,derived_from_1m,s607_20260724_19e6ca31_JM2609_15m_d1m_v1,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=jm/contract=JM2609/batch=s607_20260724_19e6ca31/JM2609_15m_20260612_20260724_derived_from_1m_s607_20260724_19e6ca31.parquet,,659,2026-06-12T21:15:00,2026-07-24T15:00:00,20c73efbddf0483e814310c66cec90b086dee77eef09875e79ad767f6e4e6586,passed,103995,116043
JM2609,1d,derived_from_1m,s607_20260724_19e6ca31_JM2609_1d_d1m_v1,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jm/contract=JM2609/batch=s607_20260724_19e6ca31/JM2609_1d_20260612_20260724_derived_from_1m_s607_20260724_19e6ca31.parquet,,34,2026-06-13T00:00:00,2026-07-24T00:00:00,c3f571013355c08c43a468971e54f1086dc267f4e6754d28fe632c572f375051,passed,103996,116044
JM2609,1m,direct,s607_20260724_19e6ca31_JM2609_1m_d_v1,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=jm/contract=JM2609/batch=s607_20260724_19e6ca31/JM2609_1m_20260612_20260724_direct_s607_20260724_19e6ca31.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/jm_historical_catchup/batch=s607_20260724_19e6ca31/contract=JM2609/period=1m/JM2609_1m_20260612_20260724_direct_s607_20260724_19e6ca31.parquet,9885,2026-06-12T21:01:00,2026-07-24T15:00:00,150204735cbfd1021424de6cf0ff7d13cbbc14f0eed10186e10e8006ce9b1cdf,passed,103994,116042
JM2609,1w,derived_from_1m,s607_20260724_19e6ca31_JM2609_1w_d1m_v1,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=jm/contract=JM2609/batch=s607_20260724_19e6ca31/JM2609_1w_20260612_20260724_derived_from_1m_s607_20260724_19e6ca31.parquet,,7,2026-06-13T00:00:00,2026-07-24T00:00:00,3d968378f94c0c15f0558190bbaf51809bd5b4badeed6950d89b7c2d9f2ca483,passed,103997,116045
JM2609,30m,derived_from_1m,s607_20260724_19e6ca31_JM2609_30m_d1m_v1,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=jm/contract=JM2609/batch=s607_20260724_19e6ca31/JM2609_30m_20260612_20260724_derived_from_1m_s607_20260724_19e6ca31.parquet,,344,2026-06-12T21:30:00,2026-07-24T15:00:00,c8ba3dbc63e414a8e43a05ac98599c716f94f1624de1bea569844f8100cc6310,passed,103998,116046
JM2609,5m,derived_from_1m,s607_20260724_19e6ca31_JM2609_5m_d1m_v1,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=jm/contract=JM2609/batch=s607_20260724_19e6ca31/JM2609_5m_20260612_20260724_derived_from_1m_s607_20260724_19e6ca31.parquet,,1977,2026-06-12T21:05:00,2026-07-24T15:00:00,f2ed0dc7ed9188337286751c0656fae8e2dfc17a159f54bb503aeb5a15bd597a,passed,103999,116047
JM2609,60m,derived_from_1m,s607_20260724_19e6ca31_JM2609_60m_d1m_v1,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=jm/contract=JM2609/batch=s607_20260724_19e6ca31/JM2609_60m_20260612_20260724_derived_from_1m_s607_20260724_19e6ca31.parquet,,201,2026-06-12T22:00:00,2026-07-24T15:00:00,9bbd866e626d3110ea08a89b64dff5e62292840a95aff3e90b7bdb714a8212de,passed,104000,116048
