period,provider,source,product,continuous_contract,actual_contract,dominant_mapping_date,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,data_version,status
1d,rqdata,rqdata,ta,ta.MAIN,TA2009,2020-08-10,primary,passed,89,2020-03-31T00:00:00,2020-08-10T00:00:00,bafd4d167fee9848f096b071749abd5b32b456c146373c87f0ed54be5fbdc901,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ta/contract=TA2009/TA2009_1d_20200331_20200810.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/actual_contract_bars/product=ta/contract=TA2009/frequency=1d/TA2009_1d_raw_20200331_20200810.parquet,70791,68318,rq_acb_ta_TA2009_1d_20200331_20200810_v1,success
1w,rqdata,rqdata,ta,ta.MAIN,TA2009,2020-08-10,primary,passed,18,2020-04-10T00:00:00,2020-08-07T00:00:00,28c24368472c57d0728a9bf59e1503c749bd6b2f8badfc5b81bf121fee549127,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=ta/contract=TA2009/TA2009_1w_20200331_20200810.parquet,,70793,68319,rq_acb_ta_TA2009_1w_20200331_20200810_v1,success
