period,provider,source,product,continuous_contract,actual_contract,dominant_mapping_date,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,data_version,status
1m,rqdata,rqdata,ih,ih.MAIN,IH2005,2020-05-12,primary,passed,3600,2020-04-17T09:31:00,2020-05-12T15:00:00,366b157609d624943b45db6e09d0b7342829d2488659f3501d5eea8749033a3a,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CFFEX/symbol=ih/contract=IH2005/IH2005_1m_20200417_20200512.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/actual_contract_bars/product=ih/contract=IH2005/frequency=1m/IH2005_1m_raw_20200417_20200512.parquet,99419,106871,rq_acb_ih_IH2005_1m_20200417_20200512_v1,success
