period,data_version,provider,source,data_role,quality_status,original_quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,status
15m,fh_rebuild004b_ur_15m_20190809_20260710,rqdata,rqdata,candidate,passed,passed,25140,2019-08-09T09:15:00,2026-07-10T15:00:00,d67c9de4dc6b834c05e836e14df2320e3986eca8c7f26d5e0fac0b1f72ea4a80,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_15m_20190809_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_1m_20190809_20260711_v2.parquet,102960,115472,success
30m,fh_rebuild004b_ur_30m_20190809_20260710,rqdata,rqdata,candidate,passed,passed,13408,2019-08-09T09:30:00,2026-07-10T15:00:00,0e90df2bcffe205fc2bd0bbb45c31272746dfa5b929fb954fc45fe23c4858dfe,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_30m_20190809_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_1m_20190809_20260711_v2.parquet,102961,115473,success
5m,fh_rebuild004b_ur_5m_20190809_20260710,rqdata,rqdata,candidate,passed,passed,75420,2019-08-09T09:05:00,2026-07-10T15:00:00,2f9565e4cb4eb04df4190655671c5b09196678aaac6cf25082ef21a37c272783,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_5m_20190809_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_1m_20190809_20260711_v2.parquet,102962,115474,success
60m,fh_rebuild004b_ur_60m_20190809_20260710,rqdata,rqdata,candidate,passed,passed,8380,2019-08-09T10:00:00,2026-07-10T15:00:00,9df2af42ad434a8c71a97e69c9bc426ae0c97f7b4f32e4103b0ae76261e17839,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_60m_20190809_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ur/contract=ur.MAIN/ur_MAIN_1m_20190809_20260711_v2.parquet,102963,115475,success
