period,provider,source,product,continuous_contract,actual_contract,dominant_mapping_date,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,data_version,status
1d,rqdata,rqdata,hc,hc.MAIN,HC1605,2016-04-13,primary,passed,90,2015-12-01T00:00:00,2016-04-13T00:00:00,4696783d664ec521301ef61cd5f9f27355eb3924a5cc4cbeb23d62f1c609d015,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=hc/contract=HC1605/HC1605_1d_20151201_20160413.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/actual_contract_bars/product=hc/contract=HC1605/frequency=1d/HC1605_1d_raw_20151201_20160413.parquet,85440,82748,rq_acb_hc_HC1605_1d_20151201_20160413_v1,success
1w,rqdata,rqdata,hc,hc.MAIN,HC1605,2016-04-13,primary,passed,17,2015-12-11T00:00:00,2016-04-08T00:00:00,aff17049a850ddeb7953dcf8e46c23330db0a9836b014b2a7d5d812ea8bd4da8,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=hc/contract=HC1605/HC1605_1w_20151201_20160413.parquet,,80725,82749,rq_acb_hc_HC1605_1w_20151201_20160413_v1,success
