period,data_version,provider,source,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,status
15m,rqdata_ao_standard_15m_20230103_20260707_v2,rqdata,rqdata,primary,passed,22542,2023-06-19T09:15:00,2026-07-07T15:00:00,ecfb92368d37df3595d632ff5796e0920cba3663fa60e0dffe7e078d65656e51,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_15m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=ao/frequency=15m/version=v2/ao_15m_dominant_raw_20230103_20260707_v2.parquet,40908,42639,success
1d,rqdata_ao_standard_1d_20230103_20260707_v2,rqdata,rqdata,primary,passed,738,2023-06-19T00:00:00,2026-07-07T00:00:00,daccb48173d9cab51b02c9db9bddee85a5a296629637a6e4b49a3e80d91e3128,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1d_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=ao/frequency=1d/version=v2/ao_1d_dominant_raw_20230103_20260707_v2.parquet,40911,42642,success
1m,rqdata_ao_standard_1m_20230103_20260707_v2,rqdata,rqdata,primary,passed,338130,2023-06-19T09:01:00,2026-07-07T15:00:00,b9ab18a329a1cef5c35fc1b5fc8417f34971ee95e47bc7aebd6e1ae608c1c2c0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=ao/frequency=1m/version=v2/ao_1m_dominant_raw_20230103_20260707_v2.parquet,40906,42637,success
1w,rqdata_ao_standard_1w_20230103_20260707_v2,rqdata,rqdata,primary,passed,138,2023-06-21T00:00:00,2026-07-03T00:00:00,bb88cd5a7bcea3476c514fbfa406fea8ac7e87b4ab8820103574208ebfc386d0,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1w_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=ao/frequency=1w/version=v2/ao_1w_dominant_raw_20230103_20260707_v2.parquet,44118,44538,success
30m,rqdata_ao_standard_30m_20230103_20260707_v2,rqdata,rqdata,primary,passed,11640,2023-06-19T09:30:00,2026-07-07T15:00:00,b50c1d53d51916df9e209ed8ff987130c8ee5b9ad8a1e652a8eb2ba06e72800f,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_30m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=ao/frequency=30m/version=v2/ao_30m_dominant_raw_20230103_20260707_v2.parquet,40909,42640,success
5m,rqdata_ao_standard_5m_20230103_20260707_v2,rqdata,rqdata,primary,passed,67626,2023-06-19T09:05:00,2026-07-07T15:00:00,8a0ecaeef4677ff9ca5dbf9f1340d8cb0e42c00583dca53d08325df23f882ec9,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_5m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=ao/frequency=5m/version=v2/ao_5m_dominant_raw_20230103_20260707_v2.parquet,40907,42638,success
60m,rqdata_ao_standard_60m_20230103_20260707_v2,rqdata,rqdata,primary,passed,6558,2023-06-19T10:00:00,2026-07-07T15:00:00,c2f239d9be9eb015ccec42b94183b557cbf433ccd0c8b3bf4addb40761ccdc70,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_60m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=ao/frequency=60m/version=v2/ao_60m_dominant_raw_20230103_20260707_v2.parquet,40910,42641,success
