period,data_version,provider,source,data_role,quality_status,original_quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,status
15m,fh_rebuild004b_cf_15m_20100104_20260710,rqdata,rqdata,candidate,passed,passed,83884,2010-01-04T09:15:00,2026-07-10T15:00:00,170bcb77b578eb7bf6de9b55f89b8dd1e4a1c3434bd21db90cb4d46fd119cdd7,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_15m_20100104_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_1m_20040601_20260711_v2.parquet,102776,115288,success
30m,fh_rebuild004b_cf_30m_20100104_20260710,rqdata,rqdata,candidate,passed,passed,43947,2010-01-04T09:30:00,2026-07-10T15:00:00,17b03aa5e98ccbd4d0879cbd56eca7473e6b257e09f3c9d3f2b39dc5d5b6ddd7,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_30m_20100104_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_1m_20040601_20260711_v2.parquet,102777,115289,success
5m,fh_rebuild004b_cf_5m_20100104_20260710,rqdata,rqdata,candidate,passed,passed,251652,2010-01-04T09:05:00,2026-07-10T15:00:00,1dffd2f389e5e25bbe365b2a2f771940ea00ba4bc3b3b20e11876e63b73ff7d9,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_5m_20100104_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_1m_20040601_20260711_v2.parquet,102778,115290,success
60m,fh_rebuild004b_cf_60m_20100104_20260710,rqdata,rqdata,candidate,passed,passed,26575,2010-01-04T10:00:00,2026-07-10T15:00:00,f645862cf2c1e273c7954c8751b486659019a966f9affb5d3280bba992e3caec,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_60m_20100104_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=cf/contract=cf.MAIN/cf_MAIN_1m_20040601_20260711_v2.parquet,102779,115291,success
