period,data_version,provider,source,data_role,quality_status,original_quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,status
15m,fh_rebuild004b_v_15m_20100104_20260710,rqdata,rqdata,candidate,passed,passed,73390,2010-01-04T09:15:00,2026-07-10T15:00:00,4433da3caf559ae6a2fee14b2d0c98303febd5a7ae7f8c07fa0da842341faa86,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=v/contract=v.MAIN/v_MAIN_15m_20100104_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v/contract=v.MAIN/v_MAIN_1m_20090525_20260711_v2.parquet,102964,115476,success
30m,fh_rebuild004b_v_30m_20100104_20260710,rqdata,rqdata,candidate,passed,passed,38700,2010-01-04T09:30:00,2026-07-10T15:00:00,c7402700899f5ba024f57cf69d2fbc64af6c60501de1d2cbda36c5f94422f577,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=v/contract=v.MAIN/v_MAIN_30m_20100104_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v/contract=v.MAIN/v_MAIN_1m_20090525_20260711_v2.parquet,102965,115477,success
5m,fh_rebuild004b_v_5m_20100104_20260710,rqdata,rqdata,candidate,passed,passed,220170,2010-01-04T09:05:00,2026-07-10T15:00:00,536772cdda35d1858bf88fd48a9aac4eb282145a09e7f9a48d885915c20e30a5,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=v/contract=v.MAIN/v_MAIN_5m_20100104_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v/contract=v.MAIN/v_MAIN_1m_20090525_20260711_v2.parquet,102966,115478,success
60m,fh_rebuild004b_v_60m_20100104_20260710,rqdata,rqdata,candidate,passed,passed,23360,2010-01-04T10:00:00,2026-07-10T15:00:00,35276c2c83c9dfa107160d1d7292a5183e0d56642241f249ee36381887344cb9,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=v/contract=v.MAIN/v_MAIN_60m_20100104_20260710_full_history_rebuild_004b.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v/contract=v.MAIN/v_MAIN_1m_20090525_20260711_v2.parquet,102967,115479,success
