period,data_version,provider,source,data_role,quality_status,row_count,min_datetime,max_datetime,checksum,standard_path,raw_path,market_data_file_id,data_quality_report_id,status
15m,rqdata_sa_standard_15m_20230103_20260707_v2,rqdata,rqdata,primary,passed,19312,2023-01-03T09:15:00,2026-07-07T15:00:00,ee88d20c39d10b7806287a746cbb86948155ecdd1abae9dab1b0d28f25b64809,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CZCE/symbol=sa/contract=sa.MAIN/sa_MAIN_15m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=sa/frequency=1m/version=v2/sa_1m_dominant_raw_20230103_20260707_v2.parquet,44282,44707,success
1d,rqdata_sa_standard_1d_20230103_20260707_v2,rqdata,rqdata,primary,passed,848,2023-01-03T00:00:00,2026-07-07T00:00:00,bb36a7037d47f0be073e3cb28defc2e9dc497df982f68b255d4f810c49cfc3eb,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=sa/contract=sa.MAIN/sa_MAIN_1d_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=sa/frequency=1d/version=v2/sa_1d_dominant_raw_20230103_20260707_v2.parquet,41210,42941,success
1m,rqdata_sa_standard_1m_20230103_20260707_v2,rqdata,rqdata,primary,passed,289680,2023-01-03T09:01:00,2026-07-07T15:00:00,c3c618f1861d44c79fb97e83367301fe45f0ea0ed3d9baa395ebbfa919e012b3,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=sa/contract=sa.MAIN/sa_MAIN_1m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=sa/frequency=1m/version=v2/sa_1m_dominant_raw_20230103_20260707_v2.parquet,44280,44705,success
1w,rqdata_sa_standard_1w_20230103_20260707_v2,rqdata,rqdata,primary,passed,173,2023-01-06T00:00:00,2026-07-03T00:00:00,ea452811f51d58aab4f80ba0dcdee59d1742d7669edb8f414b4b24422adf94c7,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=sa/contract=sa.MAIN/sa_MAIN_1w_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=sa/frequency=1w/version=v2/sa_1w_dominant_raw_20230103_20260707_v2.parquet,44178,44598,success
30m,rqdata_sa_standard_30m_20230103_20260707_v2,rqdata,rqdata,primary,passed,10080,2023-01-03T09:30:00,2026-07-07T15:00:00,3b93515c176414dd5e626552f4db8c20efbaa73786dafa747f59a1b25e80bc3c,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CZCE/symbol=sa/contract=sa.MAIN/sa_MAIN_30m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=sa/frequency=1m/version=v2/sa_1m_dominant_raw_20230103_20260707_v2.parquet,44283,44708,success
5m,rqdata_sa_standard_5m_20230103_20260707_v2,rqdata,rqdata,primary,passed,57936,2023-01-03T09:05:00,2026-07-07T15:00:00,94fefe7238da6e2874a2fcd6350d6b7bf8f4fcfd150f19db1d65a0d5f68d7e10,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CZCE/symbol=sa/contract=sa.MAIN/sa_MAIN_5m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=sa/frequency=1m/version=v2/sa_1m_dominant_raw_20230103_20260707_v2.parquet,44281,44706,success
60m,rqdata_sa_standard_60m_20230103_20260707_v2,rqdata,rqdata,primary,passed,5888,2023-01-03T10:00:00,2026-07-07T15:00:00,59512707eacabbd1b3274005c4faf66d567f315c1e47a62a68a625eb241b47a7,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CZCE/symbol=sa/contract=sa.MAIN/sa_MAIN_60m_20230103_20260707_v2.parquet,/Volumes/扩展盘/guiyi-quant-workstation/data/raw/rqdata/dominant_contract_bars/product=sa/frequency=1m/version=v2/sa_1m_dominant_raw_20230103_20260707_v2.parquet,44284,44709,success
