profile_id,instrument_symbol,contract_code,period,contract_role,target_start,target_end,target_ranges,lineage_required,evidence_source
intraday_research_v1,if,if.MAIN,5m,dominant_main,2010-04-16,2026-07-10,"[[""2010-04-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,if,if.MAIN,60m,dominant_main,2010-04-16,2026-07-10,"[[""2010-04-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ih,ih.MAIN,15m,dominant_main,2015-04-16,2026-07-10,"[[""2015-04-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ih,ih.MAIN,1d,dominant_main,2015-04-16,2026-07-10,"[[""2015-04-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ih,ih.MAIN,1m,dominant_main,2015-04-16,2026-07-10,"[[""2015-04-16"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,ih,ih.MAIN,30m,dominant_main,2015-04-16,2026-07-10,"[[""2015-04-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ih,ih.MAIN,5m,dominant_main,2015-04-16,2026-07-10,"[[""2015-04-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ih,ih.MAIN,60m,dominant_main,2015-04-16,2026-07-10,"[[""2015-04-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,im,im.MAIN,15m,dominant_main,2022-07-22,2026-07-10,"[[""2022-07-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,im,im.MAIN,1d,dominant_main,2022-07-22,2026-07-10,"[[""2022-07-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,im,im.MAIN,1m,dominant_main,2022-07-22,2026-07-10,"[[""2022-07-22"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,im,im.MAIN,30m,dominant_main,2022-07-22,2026-07-10,"[[""2022-07-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,im,im.MAIN,5m,dominant_main,2022-07-22,2026-07-10,"[[""2022-07-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,im,im.MAIN,60m,dominant_main,2022-07-22,2026-07-10,"[[""2022-07-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,j,j.MAIN,15m,dominant_main,2011-04-15,2026-07-10,"[[""2011-04-15"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,j,j.MAIN,1d,dominant_main,2011-04-15,2026-07-10,"[[""2011-04-15"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,j,j.MAIN,1m,dominant_main,2011-04-15,2026-07-10,"[[""2011-04-15"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,j,j.MAIN,30m,dominant_main,2011-04-15,2026-07-10,"[[""2011-04-15"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,j,j.MAIN,5m,dominant_main,2011-04-15,2026-07-10,"[[""2011-04-15"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,j,j.MAIN,60m,dominant_main,2011-04-15,2026-07-10,"[[""2011-04-15"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jd,jd.MAIN,15m,dominant_main,2013-11-08,2026-07-10,"[[""2013-11-08"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jd,jd.MAIN,1d,dominant_main,2013-11-08,2026-07-10,"[[""2013-11-08"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jd,jd.MAIN,1m,dominant_main,2013-11-08,2026-07-10,"[[""2013-11-08"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,jd,jd.MAIN,30m,dominant_main,2013-11-08,2026-07-10,"[[""2013-11-08"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jd,jd.MAIN,5m,dominant_main,2013-11-08,2026-07-10,"[[""2013-11-08"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jd,jd.MAIN,60m,dominant_main,2013-11-08,2026-07-10,"[[""2013-11-08"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jm,jm.MAIN,15m,dominant_main,2013-03-22,2026-07-10,"[[""2013-03-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jm,jm.MAIN,1d,dominant_main,2013-03-22,2026-07-10,"[[""2013-03-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jm,jm.MAIN,1m,dominant_main,2013-03-22,2026-07-10,"[[""2013-03-22"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,jm,jm.MAIN,30m,dominant_main,2013-03-22,2026-07-10,"[[""2013-03-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jm,jm.MAIN,5m,dominant_main,2013-03-22,2026-07-10,"[[""2013-03-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jm,jm.MAIN,60m,dominant_main,2013-03-22,2026-07-10,"[[""2013-03-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jr,jr.MAIN,15m,dominant_main,2013-11-18,2026-07-10,"[[""2013-11-18"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jr,jr.MAIN,1d,dominant_main,2013-11-18,2026-07-10,"[[""2013-11-18"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jr,jr.MAIN,1m,dominant_main,2013-11-18,2026-07-10,"[[""2013-11-18"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,jr,jr.MAIN,30m,dominant_main,2013-11-18,2026-07-10,"[[""2013-11-18"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jr,jr.MAIN,5m,dominant_main,2013-11-18,2026-07-10,"[[""2013-11-18"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,jr,jr.MAIN,60m,dominant_main,2013-11-18,2026-07-10,"[[""2013-11-18"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,l,l.MAIN,15m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,l,l.MAIN,1d,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,l,l.MAIN,1m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,l,l.MAIN,30m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,l,l.MAIN,5m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,l,l.MAIN,60m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,l_f,l_f.MAIN,15m,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,l_f,l_f.MAIN,1d,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,l_f,l_f.MAIN,1m,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,l_f,l_f.MAIN,30m,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,l_f,l_f.MAIN,5m,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,l_f,l_f.MAIN,60m,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lc,lc.MAIN,15m,dominant_main,2023-07-21,2026-07-10,"[[""2023-07-21"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lc,lc.MAIN,1d,dominant_main,2023-07-21,2026-07-10,"[[""2023-07-21"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lc,lc.MAIN,1m,dominant_main,2023-07-21,2026-07-10,"[[""2023-07-21"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,lc,lc.MAIN,30m,dominant_main,2023-07-21,2026-07-10,"[[""2023-07-21"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lc,lc.MAIN,5m,dominant_main,2023-07-21,2026-07-10,"[[""2023-07-21"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lc,lc.MAIN,60m,dominant_main,2023-07-21,2026-07-10,"[[""2023-07-21"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lg,lg.MAIN,15m,dominant_main,2024-11-18,2026-07-10,"[[""2024-11-18"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lg,lg.MAIN,1d,dominant_main,2024-11-18,2026-07-10,"[[""2024-11-18"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lg,lg.MAIN,1m,dominant_main,2024-11-18,2026-07-10,"[[""2024-11-18"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,lg,lg.MAIN,30m,dominant_main,2024-11-18,2026-07-10,"[[""2024-11-18"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lg,lg.MAIN,5m,dominant_main,2024-11-18,2026-07-10,"[[""2024-11-18"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lg,lg.MAIN,60m,dominant_main,2024-11-18,2026-07-10,"[[""2024-11-18"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lh,lh.MAIN,15m,dominant_main,2021-01-08,2026-07-10,"[[""2021-01-08"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lh,lh.MAIN,1d,dominant_main,2021-01-08,2026-07-10,"[[""2021-01-08"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lh,lh.MAIN,1m,dominant_main,2021-01-08,2026-07-10,"[[""2021-01-08"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,lh,lh.MAIN,30m,dominant_main,2021-01-08,2026-07-10,"[[""2021-01-08"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lh,lh.MAIN,5m,dominant_main,2021-01-08,2026-07-10,"[[""2021-01-08"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lh,lh.MAIN,60m,dominant_main,2021-01-08,2026-07-10,"[[""2021-01-08"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lu,lu.MAIN,15m,dominant_main,2020-06-22,2026-07-10,"[[""2020-06-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lu,lu.MAIN,1d,dominant_main,2020-06-22,2026-07-10,"[[""2020-06-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lu,lu.MAIN,1m,dominant_main,2020-06-22,2026-07-10,"[[""2020-06-22"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,lu,lu.MAIN,30m,dominant_main,2020-06-22,2026-07-10,"[[""2020-06-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lu,lu.MAIN,5m,dominant_main,2020-06-22,2026-07-10,"[[""2020-06-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,lu,lu.MAIN,60m,dominant_main,2020-06-22,2026-07-10,"[[""2020-06-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,m,m.MAIN,15m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,m,m.MAIN,1d,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,m,m.MAIN,1m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,m,m.MAIN,30m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,m,m.MAIN,5m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,m,m.MAIN,60m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ma,ma.MAIN,15m,dominant_main,2014-06-17,2026-07-10,"[[""2014-06-17"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ma,ma.MAIN,1d,dominant_main,2014-06-17,2026-07-10,"[[""2014-06-17"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ma,ma.MAIN,1m,dominant_main,2014-06-17,2026-07-10,"[[""2014-06-17"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,ma,ma.MAIN,30m,dominant_main,2014-06-17,2026-07-10,"[[""2014-06-17"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ma,ma.MAIN,5m,dominant_main,2014-06-17,2026-07-10,"[[""2014-06-17"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ma,ma.MAIN,60m,dominant_main,2014-06-17,2026-07-10,"[[""2014-06-17"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ni,ni.MAIN,15m,dominant_main,2015-03-27,2026-07-10,"[[""2015-03-27"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ni,ni.MAIN,1d,dominant_main,2015-03-27,2026-07-10,"[[""2015-03-27"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ni,ni.MAIN,1m,dominant_main,2015-03-27,2026-07-10,"[[""2015-03-27"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,ni,ni.MAIN,30m,dominant_main,2015-03-27,2026-07-10,"[[""2015-03-27"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ni,ni.MAIN,5m,dominant_main,2015-03-27,2026-07-10,"[[""2015-03-27"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,ni,ni.MAIN,60m,dominant_main,2015-03-27,2026-07-10,"[[""2015-03-27"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,nr,nr.MAIN,15m,dominant_main,2019-08-12,2026-07-10,"[[""2019-08-12"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,nr,nr.MAIN,1d,dominant_main,2019-08-12,2026-07-10,"[[""2019-08-12"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,nr,nr.MAIN,1m,dominant_main,2019-08-12,2026-07-10,"[[""2019-08-12"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,nr,nr.MAIN,30m,dominant_main,2019-08-12,2026-07-10,"[[""2019-08-12"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,nr,nr.MAIN,5m,dominant_main,2019-08-12,2026-07-10,"[[""2019-08-12"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,nr,nr.MAIN,60m,dominant_main,2019-08-12,2026-07-10,"[[""2019-08-12"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,oi,oi.MAIN,15m,dominant_main,2012-07-16,2026-07-10,"[[""2012-07-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,oi,oi.MAIN,1d,dominant_main,2012-07-16,2026-07-10,"[[""2012-07-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,oi,oi.MAIN,1m,dominant_main,2012-07-16,2026-07-10,"[[""2012-07-16"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,oi,oi.MAIN,30m,dominant_main,2012-07-16,2026-07-10,"[[""2012-07-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,oi,oi.MAIN,5m,dominant_main,2012-07-16,2026-07-10,"[[""2012-07-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,oi,oi.MAIN,60m,dominant_main,2012-07-16,2026-07-10,"[[""2012-07-16"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,op,op.MAIN,15m,dominant_main,2025-09-10,2026-07-10,"[[""2025-09-10"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,op,op.MAIN,1d,dominant_main,2025-09-10,2026-07-10,"[[""2025-09-10"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,op,op.MAIN,1m,dominant_main,2025-09-10,2026-07-10,"[[""2025-09-10"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,op,op.MAIN,30m,dominant_main,2025-09-10,2026-07-10,"[[""2025-09-10"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,op,op.MAIN,5m,dominant_main,2025-09-10,2026-07-10,"[[""2025-09-10"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,op,op.MAIN,60m,dominant_main,2025-09-10,2026-07-10,"[[""2025-09-10"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,p,p.MAIN,15m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,p,p.MAIN,1d,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,p,p.MAIN,1m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,p,p.MAIN,30m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,p,p.MAIN,5m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,p,p.MAIN,60m,dominant_main,2010-01-04,2026-07-10,"[[""2010-01-04"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pb,pb.MAIN,15m,dominant_main,2011-03-24,2026-07-10,"[[""2011-03-24"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pb,pb.MAIN,1d,dominant_main,2011-03-24,2026-07-10,"[[""2011-03-24"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pb,pb.MAIN,1m,dominant_main,2011-03-24,2026-07-10,"[[""2011-03-24"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,pb,pb.MAIN,30m,dominant_main,2011-03-24,2026-07-10,"[[""2011-03-24"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pb,pb.MAIN,5m,dominant_main,2011-03-24,2026-07-10,"[[""2011-03-24"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pb,pb.MAIN,60m,dominant_main,2011-03-24,2026-07-10,"[[""2011-03-24"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pd,pd.MAIN,15m,dominant_main,2025-11-27,2026-07-10,"[[""2025-11-27"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pd,pd.MAIN,1d,dominant_main,2025-11-27,2026-07-10,"[[""2025-11-27"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pd,pd.MAIN,1m,dominant_main,2025-11-27,2026-07-10,"[[""2025-11-27"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,pd,pd.MAIN,30m,dominant_main,2025-11-27,2026-07-10,"[[""2025-11-27"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pd,pd.MAIN,5m,dominant_main,2025-11-27,2026-07-10,"[[""2025-11-27"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pd,pd.MAIN,60m,dominant_main,2025-11-27,2026-07-10,"[[""2025-11-27"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pf,pf.MAIN,15m,dominant_main,2020-10-12,2026-07-10,"[[""2020-10-12"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pf,pf.MAIN,1d,dominant_main,2020-10-12,2026-07-10,"[[""2020-10-12"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pf,pf.MAIN,1m,dominant_main,2020-10-12,2026-07-10,"[[""2020-10-12"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,pf,pf.MAIN,30m,dominant_main,2020-10-12,2026-07-10,"[[""2020-10-12"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pf,pf.MAIN,5m,dominant_main,2020-10-12,2026-07-10,"[[""2020-10-12"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pf,pf.MAIN,60m,dominant_main,2020-10-12,2026-07-10,"[[""2020-10-12"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pg,pg.MAIN,15m,dominant_main,2020-03-30,2026-07-10,"[[""2020-03-30"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pg,pg.MAIN,1d,dominant_main,2020-03-30,2026-07-10,"[[""2020-03-30"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pg,pg.MAIN,1m,dominant_main,2020-03-30,2026-07-10,"[[""2020-03-30"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,pg,pg.MAIN,30m,dominant_main,2020-03-30,2026-07-10,"[[""2020-03-30"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pg,pg.MAIN,5m,dominant_main,2020-03-30,2026-07-10,"[[""2020-03-30"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pg,pg.MAIN,60m,dominant_main,2020-03-30,2026-07-10,"[[""2020-03-30"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pk,pk.MAIN,15m,dominant_main,2021-02-01,2026-07-10,"[[""2021-02-01"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pk,pk.MAIN,1d,dominant_main,2021-02-01,2026-07-10,"[[""2021-02-01"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pk,pk.MAIN,1m,dominant_main,2021-02-01,2026-07-10,"[[""2021-02-01"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,pk,pk.MAIN,30m,dominant_main,2021-02-01,2026-07-10,"[[""2021-02-01"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pk,pk.MAIN,5m,dominant_main,2021-02-01,2026-07-10,"[[""2021-02-01"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pk,pk.MAIN,60m,dominant_main,2021-02-01,2026-07-10,"[[""2021-02-01"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pl,pl.MAIN,15m,dominant_main,2025-07-22,2026-07-10,"[[""2025-07-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pl,pl.MAIN,1d,dominant_main,2025-07-22,2026-07-10,"[[""2025-07-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pl,pl.MAIN,1m,dominant_main,2025-07-22,2026-07-10,"[[""2025-07-22"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,pl,pl.MAIN,30m,dominant_main,2025-07-22,2026-07-10,"[[""2025-07-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pl,pl.MAIN,5m,dominant_main,2025-07-22,2026-07-10,"[[""2025-07-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pl,pl.MAIN,60m,dominant_main,2025-07-22,2026-07-10,"[[""2025-07-22"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pm,pm.MAIN,15m,dominant_main,2012-01-17,2026-07-10,"[[""2012-01-17"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pm,pm.MAIN,1d,dominant_main,2012-01-17,2026-07-10,"[[""2012-01-17"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pm,pm.MAIN,1m,dominant_main,2012-01-17,2026-07-10,"[[""2012-01-17"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,pm,pm.MAIN,30m,dominant_main,2012-01-17,2026-07-10,"[[""2012-01-17"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pm,pm.MAIN,5m,dominant_main,2012-01-17,2026-07-10,"[[""2012-01-17"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pm,pm.MAIN,60m,dominant_main,2012-01-17,2026-07-10,"[[""2012-01-17"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pp,pp.MAIN,15m,dominant_main,2014-02-28,2026-07-10,"[[""2014-02-28"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pp,pp.MAIN,1d,dominant_main,2014-02-28,2026-07-10,"[[""2014-02-28"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pp,pp.MAIN,1m,dominant_main,2014-02-28,2026-07-10,"[[""2014-02-28"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,pp,pp.MAIN,30m,dominant_main,2014-02-28,2026-07-10,"[[""2014-02-28"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pp,pp.MAIN,5m,dominant_main,2014-02-28,2026-07-10,"[[""2014-02-28"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pp,pp.MAIN,60m,dominant_main,2014-02-28,2026-07-10,"[[""2014-02-28"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pp_f,pp_f.MAIN,15m,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pp_f,pp_f.MAIN,1d,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pp_f,pp_f.MAIN,1m,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,pp_f,pp_f.MAIN,30m,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pp_f,pp_f.MAIN,5m,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pp_f,pp_f.MAIN,60m,dominant_main,2025-10-29,2026-07-10,"[[""2025-10-29"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pr,pr.MAIN,15m,dominant_main,2024-08-30,2026-07-10,"[[""2024-08-30"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pr,pr.MAIN,1d,dominant_main,2024-08-30,2026-07-10,"[[""2024-08-30"",""2026-07-10""]]",True,audit_v2_expected_windows
intraday_research_v1,pr,pr.MAIN,1m,dominant_main,2024-08-30,2026-07-10,"[[""2024-08-30"",""2026-07-10""]]",False,audit_v2_expected_windows
intraday_research_v1,pr,pr.MAIN,30m,dominant_main,2024-08-30,2026-07-10,"[[""2024-08-30"",""2026-07-10""]]",True,audit_v2_expected_windows
