profile_id,instrument_symbol,contract_code,period,diff_status,expected_market_data_file_id,actual_market_data_file_id,expected_data_version,actual_data_version,active_match
long_horizon_daily_v1,if,if.MAIN,1d,would_change,82687,82687,rqdata_if_standard_1d_20100416_20260711_v2,rqdata_if_standard_1d_20100416_20260711_v2,True
long_horizon_daily_v1,if,if.MAIN,1w,would_change,79787,79787,rqdata_if_standard_1w_20100416_20260711_v2,rqdata_if_standard_1w_20100416_20260711_v2,True
long_horizon_daily_v1,ih,ih.MAIN,1d,would_change,82717,82717,rqdata_ih_standard_1d_20150416_20260711_v2,rqdata_ih_standard_1d_20150416_20260711_v2,True
long_horizon_daily_v1,ih,ih.MAIN,1w,would_change,79788,79788,rqdata_ih_standard_1w_20150416_20260711_v2,rqdata_ih_standard_1w_20150416_20260711_v2,True
long_horizon_daily_v1,im,im.MAIN,1d,unchanged,56476,56476,rqdata_im_standard_1d_20220722_20260711_v2,rqdata_im_standard_1d_20220722_20260711_v2,True
long_horizon_daily_v1,im,im.MAIN,1w,unchanged,56477,56477,rqdata_im_standard_1w_20220722_20260711_v2,rqdata_im_standard_1w_20220722_20260711_v2,True
long_horizon_daily_v1,j,j.MAIN,1d,would_change,82690,82690,rqdata_j_standard_1d_20110415_20260711_v2,rqdata_j_standard_1d_20110415_20260711_v2,True
long_horizon_daily_v1,j,j.MAIN,1w,would_change,79789,79789,rqdata_j_standard_1w_20110415_20260711_v2,rqdata_j_standard_1w_20110415_20260711_v2,True
long_horizon_daily_v1,jd,jd.MAIN,1d,would_change,82703,82703,rqdata_jd_standard_1d_20131108_20260711_v2,rqdata_jd_standard_1d_20131108_20260711_v2,True
long_horizon_daily_v1,jd,jd.MAIN,1w,would_change,79790,79790,rqdata_jd_standard_1w_20131108_20260711_v2,rqdata_jd_standard_1w_20131108_20260711_v2,True
long_horizon_daily_v1,jm,JM2305,1d,would_change,86646,86646,rq_acb_jm_JM2305_1d_20221206_20230412_v1,rq_acb_jm_JM2305_1d_20221206_20230412_v1,True
long_horizon_daily_v1,jm,JM2309,1d,unchanged,42430,42430,rq_acb_jm_JM2309_1d_20230413_20230810_v1,rq_acb_jm_JM2309_1d_20230413_20230810_v1,True
long_horizon_daily_v1,jm,JM2401,1d,unchanged,42432,42432,rq_acb_jm_JM2401_1d_20230811_20231206_v1,rq_acb_jm_JM2401_1d_20230811_20231206_v1,True
long_horizon_daily_v1,jm,JM2405,1d,unchanged,42434,42434,rq_acb_jm_JM2405_1d_20231207_20240409_v1,rq_acb_jm_JM2405_1d_20231207_20240409_v1,True
long_horizon_daily_v1,jm,JM2409,1d,unchanged,42436,42436,rq_acb_jm_JM2409_1d_20240410_20240815_v1,rq_acb_jm_JM2409_1d_20240410_20240815_v1,True
long_horizon_daily_v1,jm,JM2501,1d,unchanged,42438,42438,rq_acb_jm_JM2501_1d_20240816_20241217_v1,rq_acb_jm_JM2501_1d_20240816_20241217_v1,True
