execution_stage,batch_id,profile_id,instrument_symbol,contract_code,period,binding_id,previous_binding_id,previous_market_data_file_id,next_market_data_file_id,previous_data_version,next_data_version,applied_at,operator,committed,candidate_sha256,expected_before_sha256,candidate_count
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,rs,rs.MAIN,1m,4639,651,56041,82790,rqdata_rs_standard_1m_20230103_20260711_v2,rqdata_rs_standard_1m_20121228_20260711_v2,2026-07-18T03:43:14.324866+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ru,ru.MAIN,1m,4640,657,56042,82763,rqdata_ru_standard_1m_20230103_20260711_v2,rqdata_ru_standard_1m_20000104_20260711_v2,2026-07-18T03:43:14.343141+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,sa,sa.MAIN,1m,4641,663,56043,82732,rqdata_sa_standard_1m_20230103_20260711_v2,rqdata_sa_standard_1m_20191206_20260711_v2,2026-07-18T03:43:14.354449+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,sc,sc.MAIN,1m,4642,669,56044,82742,rqdata_sc_standard_1m_20230103_20260711_v2,rqdata_sc_standard_1m_20180326_20260711_v2,2026-07-18T03:43:14.370366+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,sf,sf.MAIN,1m,4643,675,56045,82752,rqdata_sf_standard_1m_20230103_20260711_v2,rqdata_sf_standard_1m_20140808_20260711_v2,2026-07-18T03:43:14.380817+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,sh,sh.MAIN,1m,4644,681,56046,71693,rqdata_sh_standard_1m_20230103_20260711_v2,rqdata_sh_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.387750+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,si,si.MAIN,1m,4645,687,56047,71336,rqdata_si_standard_1m_20230103_20260711_v2,rqdata_si_standard_1m_20221222_20260711_v2,2026-07-18T03:43:14.397347+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,sm,sm.MAIN,1m,4646,693,56048,82753,rqdata_sm_standard_1m_20230103_20260711_v2,rqdata_sm_standard_1m_20140808_20260711_v2,2026-07-18T03:43:14.408693+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,sn,sn.MAIN,1m,4647,699,56049,82749,rqdata_sn_standard_1m_20230103_20260711_v2,rqdata_sn_standard_1m_20150327_20260711_v2,2026-07-18T03:43:14.425346+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,sp,sp.MAIN,1m,4648,705,56050,82740,rqdata_sp_standard_1m_20230103_20260711_v2,rqdata_sp_standard_1m_20181127_20260711_v2,2026-07-18T03:43:14.436150+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,sr,sr.MAIN,1m,4649,711,56051,82770,rqdata_sr_standard_1m_20230103_20260711_v2,rqdata_sr_standard_1m_20060106_20260711_v2,2026-07-18T03:43:14.453304+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ss,ss.MAIN,1m,4650,717,56052,82734,rqdata_ss_standard_1m_20230103_20260711_v2,rqdata_ss_standard_1m_20190925_20260711_v2,2026-07-18T03:43:14.465223+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,t,t.MAIN,1m,4651,723,56053,82750,rqdata_t_standard_1m_20230103_20260711_v2,rqdata_t_standard_1m_20150320_20260711_v2,2026-07-18T03:43:14.476146+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ta,ta.MAIN,1m,4652,729,56054,82772,rqdata_ta_standard_1m_20230103_20260711_v2,rqdata_ta_standard_1m_20061218_20260711_v2,2026-07-18T03:43:14.495467+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,tl,tl.MAIN,1m,4653,741,56056,71696,rqdata_tl_standard_1m_20230103_20260711_v2,rqdata_tl_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.504720+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ts,ts.MAIN,1m,4654,747,56057,82741,rqdata_ts_standard_1m_20230103_20260711_v2,rqdata_ts_standard_1m_20180817_20260711_v2,2026-07-18T03:43:14.512626+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ur,ur.MAIN,1m,4655,753,56058,82737,rqdata_ur_standard_1m_20230103_20260711_v2,rqdata_ur_standard_1m_20190809_20260711_v2,2026-07-18T03:43:14.520404+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,v,v.MAIN,1m,4656,759,56059,82779,rqdata_v_standard_1m_20230103_20260711_v2,rqdata_v_standard_1m_20090525_20260711_v2,2026-07-18T03:43:14.536481+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,v_f,v_f.MAIN,1m,4657,765,56060,71699,rqdata_v_f_standard_1m_20230103_20260711_v2,rqdata_v_f_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.555106+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,wh,wh.MAIN,1m,4658,770,56061,82787,rqdata_wh_standard_1m_20230103_20260711_v2,rqdata_wh_standard_1m_20120724_20260711_v2,2026-07-18T03:43:14.567526+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,wr,wr.MAIN,1m,4659,775,56062,82778,rqdata_wr_standard_1m_20230103_20260711_v2,rqdata_wr_standard_1m_20090327_20260711_v2,2026-07-18T03:43:14.576676+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,y,y.MAIN,1m,4660,781,56063,82771,rqdata_y_standard_1m_20230103_20260711_v2,rqdata_y_standard_1m_20060109_20260711_v2,2026-07-18T03:43:14.599783+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,zc,zc.MAIN,1m,4661,786,56064,82745,rqdata_zc_standard_1m_20230103_20260711_v2,rqdata_zc_standard_1m_20150518_20260711_v2,2026-07-18T03:43:14.614627+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,zn,zn.MAIN,1m,4662,792,56065,82773,rqdata_zn_standard_1m_20230103_20260711_v2,rqdata_zn_standard_1m_20070326_20260711_v2,2026-07-18T03:43:14.638966+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,ad,ad.MAIN,1d,4663,852,40893,71646,rqdata_ad_standard_1d_20230103_20260707_v2,rqdata_ad_standard_1d_20230103_20260712_v2,2026-07-18T03:43:53.423504+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,ad,ad.MAIN,1w,4664,853,55799,71647,rqdata_ad_standard_1w_20230103_20260711_v2,rqdata_ad_standard_1w_20230103_20260712_v2,2026-07-18T03:43:53.428306+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,ao,ao.MAIN,1d,4665,974,40911,71649,rqdata_ao_standard_1d_20230103_20260707_v2,rqdata_ao_standard_1d_20230103_20260712_v2,2026-07-18T03:43:53.433746+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,ao,ao.MAIN,1w,4666,975,44118,71650,rqdata_ao_standard_1w_20230103_20260707_v2,rqdata_ao_standard_1w_20230103_20260712_v2,2026-07-18T03:43:53.437936+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,ap,ap.MAIN,1d,4667,1006,56432,82720,rqdata_ap_standard_1d_20200102_20260711_v2,rqdata_ap_standard_1d_20171222_20260711_v2,2026-07-18T03:43:53.442509+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,ap,ap.MAIN,1w,4668,1007,56433,79768,rqdata_ap_standard_1w_20200102_20260711_v2,rqdata_ap_standard_1w_20171222_20260711_v2,2026-07-18T03:43:53.449456+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,au,au.MAIN,1d,4669,1025,56434,82683,rqdata_au_standard_1d_20200102_20260711_v2,rqdata_au_standard_1d_20080109_20260711_v2,2026-07-18T03:43:53.454720+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,au,au.MAIN,1w,4670,1026,56435,79769,rqdata_au_standard_1w_20200102_20260711_v2,rqdata_au_standard_1w_20080109_20260711_v2,2026-07-18T03:43:53.460703+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,b,b.MAIN,1w,4671,1118,56437,79770,rqdata_b_standard_1w_20200102_20260711_v2,rqdata_b_standard_1w_20041222_20260711_v2,2026-07-18T03:43:53.466371+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,br,br.MAIN,1d,4672,1332,40946,71652,rqdata_br_standard_1d_20230103_20260707_v2,rqdata_br_standard_1d_20230103_20260712_v2,2026-07-18T03:43:53.472794+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,br,br.MAIN,1w,4673,1333,55674,71653,rqdata_br_standard_1w_20230103_20260710_v2,rqdata_br_standard_1w_20230103_20260712_v2,2026-07-18T03:43:53.478361+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,bu,bu.MAIN,1d,4674,1355,56442,82701,rqdata_bu_standard_1d_20200102_20260711_v2,rqdata_bu_standard_1d_20131009_20260711_v2,2026-07-18T03:43:53.482996+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,bu,bu.MAIN,1w,4675,1356,56443,79772,rqdata_bu_standard_1w_20200102_20260711_v2,rqdata_bu_standard_1w_20131009_20260711_v2,2026-07-18T03:43:53.486466+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,bz,bz.MAIN,1d,4676,1363,40958,71655,rqdata_bz_standard_1d_20230103_20260707_v2,rqdata_bz_standard_1d_20230103_20260712_v2,2026-07-18T03:43:53.489726+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,bz,bz.MAIN,1w,4677,1364,55676,71656,rqdata_bz_standard_1w_20230103_20260710_v2,rqdata_bz_standard_1w_20230103_20260712_v2,2026-07-18T03:43:53.493220+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,c,c.MAIN,1d,4678,1404,56444,82676,rqdata_c_standard_1d_20200102_20260711_v2,rqdata_c_standard_1d_20040922_20260711_v2,2026-07-18T03:43:53.497673+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,c,c.MAIN,1w,4679,1405,56445,79773,rqdata_c_standard_1w_20200102_20260711_v2,rqdata_c_standard_1w_20040922_20260711_v2,2026-07-18T03:43:53.502574+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,cf,cf.MAIN,1d,4680,1436,56446,82674,rqdata_cf_standard_1d_20200102_20260711_v2,rqdata_cf_standard_1d_20040601_20260711_v2,2026-07-18T03:43:53.506983+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,cf,cf.MAIN,1w,4681,1437,56447,79774,rqdata_cf_standard_1w_20200102_20260711_v2,rqdata_cf_standard_1w_20040601_20260711_v2,2026-07-18T03:43:53.511429+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,cj,cj.MAIN,1d,4682,1468,56448,82725,rqdata_cj_standard_1d_20200102_20260711_v2,rqdata_cj_standard_1d_20190430_20260711_v2,2026-07-18T03:43:53.515719+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,cj,cj.MAIN,1w,4683,1469,56449,79775,rqdata_cj_standard_1w_20200102_20260711_v2,rqdata_cj_standard_1w_20190430_20260711_v2,2026-07-18T03:43:53.519332+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,cs,cs.MAIN,1d,4684,1521,56450,82712,rqdata_cs_standard_1d_20200102_20260711_v2,rqdata_cs_standard_1d_20141219_20260711_v2,2026-07-18T03:43:53.523620+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,cs,cs.MAIN,1w,4685,1522,56451,79776,rqdata_cs_standard_1w_20200102_20260711_v2,rqdata_cs_standard_1w_20141219_20260711_v2,2026-07-18T03:43:53.530269+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,cu,cu.MAIN,1d,4686,1596,56452,82670,rqdata_cu_standard_1d_20200102_20260711_v2,rqdata_cu_standard_1d_20000104_20260711_v2,2026-07-18T03:43:53.536937+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,cu,cu.MAIN,1w,4687,1597,56453,82667,rqdata_cu_standard_1w_20200102_20260711_v2,rqdata_cu_standard_1w_20000104_20260711_v2,2026-07-18T03:43:53.541519+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,cy,cy.MAIN,1d,4688,1633,56454,82719,rqdata_cy_standard_1d_20200102_20260711_v2,rqdata_cy_standard_1d_20170818_20260711_v2,2026-07-18T03:43:53.545627+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,cy,cy.MAIN,1w,4689,1634,56455,79778,rqdata_cy_standard_1w_20200102_20260711_v2,rqdata_cy_standard_1w_20170818_20260711_v2,2026-07-18T03:43:53.549795+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,eb,eb.MAIN,1d,4690,1731,56456,82730,rqdata_eb_standard_1d_20200102_20260711_v2,rqdata_eb_standard_1d_20190926_20260711_v2,2026-07-18T03:43:53.554730+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,eb,eb.MAIN,1w,4691,1732,56457,79779,rqdata_eb_standard_1w_20200102_20260711_v2,rqdata_eb_standard_1w_20190926_20260711_v2,2026-07-18T03:43:53.559769+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,ec,ec.MAIN,1d,4692,1749,41006,71658,rqdata_ec_standard_1d_20230103_20260707_v2,rqdata_ec_standard_1d_20230103_20260712_v2,2026-07-18T03:43:53.564328+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,ec,ec.MAIN,1w,4693,1750,55837,71659,rqdata_ec_standard_1w_20230103_20260711_v2,rqdata_ec_standard_1w_20230103_20260712_v2,2026-07-18T03:43:53.571917+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,eg,eg.MAIN,1d,4694,1772,56458,82724,rqdata_eg_standard_1d_20200102_20260711_v2,rqdata_eg_standard_1d_20181210_20260711_v2,2026-07-18T03:43:53.583867+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,eg,eg.MAIN,1w,4695,1773,56459,79780,rqdata_eg_standard_1w_20200102_20260711_v2,rqdata_eg_standard_1w_20181210_20260711_v2,2026-07-18T03:43:53.588501+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,fb,fb.MAIN,1w,4696,1834,56461,79781,rqdata_fb_standard_1w_20200102_20260711_v2,rqdata_fb_standard_1w_20131206_20260711_v2,2026-07-18T03:43:53.593864+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,fg,fg.MAIN,1d,4697,1856,56462,82696,rqdata_fg_standard_1d_20200102_20260711_v2,rqdata_fg_standard_1d_20121203_20260711_v2,2026-07-18T03:43:53.598309+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,fg,fg.MAIN,1w,4698,1857,56463,79782,rqdata_fg_standard_1w_20200102_20260711_v2,rqdata_fg_standard_1w_20121203_20260711_v2,2026-07-18T03:43:53.601801+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,fu,fu.MAIN,1d,4699,1879,56464,82675,rqdata_fu_standard_1d_20200102_20260711_v2,rqdata_fu_standard_1d_20040825_20260711_v2,2026-07-18T03:43:53.605132+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
long_horizon,profile-rollout-long-horizon-008b-004,long_horizon_daily_v1,fu,fu.MAIN,1w,4700,1880,56465,79783,rqdata_fu_standard_1w_20200102_20260711_v2,rqdata_fu_standard_1w_20040825_20260711_v2,2026-07-18T03:43:53.609073+00:00,profile_binding_rollout,True,fc9d201c506e4e516a22826955161ca6f1c182143cf6ead18d60846f8363c77f,29ae308fefd2ce073c0226c0a0ab91d18dc70026af41b34640679aba09636675,140
