execution_stage,batch_id,profile_id,instrument_symbol,contract_code,period,binding_id,previous_binding_id,previous_market_data_file_id,next_market_data_file_id,previous_data_version,next_data_version,applied_at,operator,committed,candidate_sha256,expected_before_sha256,candidate_count
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,cy,cy.MAIN,1m,4593,370,55994,82744,rqdata_cy_standard_1m_20230103_20260711_v2,rqdata_cy_standard_1m_20170818_20260711_v2,2026-07-18T03:43:13.779603+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,eb,eb.MAIN,1m,4594,376,55995,82733,rqdata_eb_standard_1m_20230103_20260711_v2,rqdata_eb_standard_1m_20190926_20260711_v2,2026-07-18T03:43:13.789383+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ec,ec.MAIN,1m,4595,382,55996,71657,rqdata_ec_standard_1m_20230103_20260711_v2,rqdata_ec_standard_1m_20230103_20260712_v2,2026-07-18T03:43:13.795935+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,eg,eg.MAIN,1m,4596,388,55997,82739,rqdata_eg_standard_1m_20230103_20260711_v2,rqdata_eg_standard_1m_20181210_20260711_v2,2026-07-18T03:43:13.806651+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,fb,fb.MAIN,1m,4597,394,55998,82758,rqdata_fb_standard_1m_20230103_20260711_v2,rqdata_fb_standard_1m_20131206_20260711_v2,2026-07-18T03:43:13.815443+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,fg,fg.MAIN,1m,4598,400,55999,82788,rqdata_fg_standard_1m_20230103_20260711_v2,rqdata_fg_standard_1m_20121203_20260711_v2,2026-07-18T03:43:13.829376+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,fu,fu.MAIN,1m,4599,406,56000,82767,rqdata_fu_standard_1m_20230103_20260711_v2,rqdata_fu_standard_1m_20040825_20260711_v2,2026-07-18T03:43:13.844171+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,hc,hc.MAIN,1m,4600,412,56001,82755,rqdata_hc_standard_1m_20230103_20260711_v2,rqdata_hc_standard_1m_20140321_20260711_v2,2026-07-18T03:43:13.863055+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,i,i.MAIN,1m,4601,418,56002,82794,rqdata_i_standard_1m_20230103_20260711_v2,rqdata_i_standard_1m_20131018_20260711_v2,2026-07-18T03:43:13.882671+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ic,ic.MAIN,1m,4602,424,56003,82746,rqdata_ic_standard_1m_20230103_20260711_v2,rqdata_ic_standard_1m_20150416_20260711_v2,2026-07-18T03:43:13.896987+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,if,if.MAIN,1m,4603,430,56004,82780,rqdata_if_standard_1m_20230103_20260711_v2,rqdata_if_standard_1m_20100416_20260711_v2,2026-07-18T03:43:13.916120+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ih,ih.MAIN,1m,4604,436,56005,82747,rqdata_ih_standard_1m_20230103_20260711_v2,rqdata_ih_standard_1m_20150416_20260711_v2,2026-07-18T03:43:13.930742+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,im,im.MAIN,1m,4605,442,56006,71548,rqdata_im_standard_1m_20230103_20260711_v2,rqdata_im_standard_1m_20220722_20260711_v2,2026-07-18T03:43:13.937710+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,j,j.MAIN,1m,4606,448,56007,82782,rqdata_j_standard_1m_20230103_20260711_v2,rqdata_j_standard_1m_20110415_20260711_v2,2026-07-18T03:43:13.961418+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,jd,jd.MAIN,1m,4607,454,56008,82760,rqdata_jd_standard_1m_20230103_20260711_v2,rqdata_jd_standard_1m_20131108_20260711_v2,2026-07-18T03:43:13.973932+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,jr,jr.MAIN,1m,4608,466,56010,82759,rqdata_jr_standard_1m_20230103_20260711_v2,rqdata_jr_standard_1m_20131118_20260711_v2,2026-07-18T03:43:13.980087+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,l,l.MAIN,1m,4609,472,56011,82774,rqdata_l_standard_1m_20230103_20260711_v2,rqdata_l_standard_1m_20070731_20260711_v2,2026-07-18T03:43:13.995664+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,l_f,l_f.MAIN,1m,4610,478,56012,71660,rqdata_l_f_standard_1m_20230103_20260711_v2,rqdata_l_f_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.000416+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,lc,lc.MAIN,1m,4611,484,56013,71663,rqdata_lc_standard_1m_20230103_20260711_v2,rqdata_lc_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.007416+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,lg,lg.MAIN,1m,4612,490,56014,71666,rqdata_lg_standard_1m_20230103_20260711_v2,rqdata_lg_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.012599+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,lh,lh.MAIN,1m,4613,496,56015,71546,rqdata_lh_standard_1m_20230103_20260711_v2,rqdata_lh_standard_1m_20210108_20260711_v2,2026-07-18T03:43:14.019582+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,lu,lu.MAIN,1m,4614,502,56016,71525,rqdata_lu_standard_1m_20230103_20260711_v2,rqdata_lu_standard_1m_20200622_20260711_v2,2026-07-18T03:43:14.029735+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,m,m.MAIN,1m,4615,508,56017,82764,rqdata_m_standard_1m_20230103_20260711_v2,rqdata_m_standard_1m_20000717_20260711_v2,2026-07-18T03:43:14.047932+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ma,ma.MAIN,1m,4616,514,56018,82754,rqdata_ma_standard_1m_20230103_20260711_v2,rqdata_ma_standard_1m_20140617_20260711_v2,2026-07-18T03:43:14.063923+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ni,ni.MAIN,1m,4617,520,56019,82748,rqdata_ni_standard_1m_20230103_20260711_v2,rqdata_ni_standard_1m_20150327_20260711_v2,2026-07-18T03:43:14.089611+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,nr,nr.MAIN,1m,4618,526,56020,82736,rqdata_nr_standard_1m_20230103_20260711_v2,rqdata_nr_standard_1m_20190812_20260711_v2,2026-07-18T03:43:14.104571+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,oi,oi.MAIN,1m,4619,532,56021,82785,rqdata_oi_standard_1m_20230103_20260711_v2,rqdata_oi_standard_1m_20120716_20260711_v2,2026-07-18T03:43:14.124207+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,op,op.MAIN,1m,4620,538,56022,71669,rqdata_op_standard_1m_20230103_20260711_v2,rqdata_op_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.129314+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,p,p.MAIN,1m,4621,544,56023,82775,rqdata_p_standard_1m_20230103_20260711_v2,rqdata_p_standard_1m_20071029_20260711_v2,2026-07-18T03:43:14.150343+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pb,pb.MAIN,1m,4622,550,56024,82781,rqdata_pb_standard_1m_20230103_20260711_v2,rqdata_pb_standard_1m_20110324_20260711_v2,2026-07-18T03:43:14.172119+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pd,pd.MAIN,1m,4623,556,56025,71672,rqdata_pd_standard_1m_20230103_20260711_v2,rqdata_pd_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.176789+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pf,pf.MAIN,1m,4624,562,56026,71529,rqdata_pf_standard_1m_20230103_20260711_v2,rqdata_pf_standard_1m_20201012_20260711_v2,2026-07-18T03:43:14.186552+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pg,pg.MAIN,1m,4625,568,56027,71334,rqdata_pg_standard_1m_20230103_20260711_v2,rqdata_pg_standard_1m_20200330_20260711_v2,2026-07-18T03:43:14.196768+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pk,pk.MAIN,1m,4626,574,56028,71547,rqdata_pk_standard_1m_20230103_20260711_v2,rqdata_pk_standard_1m_20210201_20260711_v2,2026-07-18T03:43:14.205678+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pl,pl.MAIN,1m,4627,580,56029,71675,rqdata_pl_standard_1m_20230103_20260711_v2,rqdata_pl_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.210623+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pm,pm.MAIN,1m,4628,586,56030,82783,rqdata_pm_standard_1m_20230103_20260711_v2,rqdata_pm_standard_1m_20120117_20260711_v2,2026-07-18T03:43:14.217359+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pp,pp.MAIN,1m,4629,592,56031,82756,rqdata_pp_standard_1m_20230103_20260711_v2,rqdata_pp_standard_1m_20140228_20260711_v2,2026-07-18T03:43:14.234011+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pp_f,pp_f.MAIN,1m,4630,598,56032,71678,rqdata_pp_f_standard_1m_20230103_20260711_v2,rqdata_pp_f_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.240747+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pr,pr.MAIN,1m,4631,604,56033,71681,rqdata_pr_standard_1m_20230103_20260711_v2,rqdata_pr_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.247978+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ps,ps.MAIN,1m,4632,610,56034,71684,rqdata_ps_standard_1m_20230103_20260711_v2,rqdata_ps_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.253220+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,pt,pt.MAIN,1m,4633,616,56035,71687,rqdata_pt_standard_1m_20230103_20260711_v2,rqdata_pt_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.257195+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,px,px.MAIN,1m,4634,622,56036,71690,rqdata_px_standard_1m_20230103_20260711_v2,rqdata_px_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.265019+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,rb,rb.MAIN,1m,4635,628,56037,82777,rqdata_rb_standard_1m_20230103_20260711_v2,rqdata_rb_standard_1m_20090327_20260711_v2,2026-07-18T03:43:14.285966+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,ri,ri.MAIN,1m,4636,634,56038,82786,rqdata_ri_standard_1m_20230103_20260711_v2,rqdata_ri_standard_1m_20120724_20260711_v2,2026-07-18T03:43:14.292572+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,rm,rm.MAIN,1m,4637,640,56039,82789,rqdata_rm_standard_1m_20230103_20260711_v2,rqdata_rm_standard_1m_20121228_20260711_v2,2026-07-18T03:43:14.310200+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
intraday,profile-rollout-intraday-008b-003,intraday_research_v1,rr,rr.MAIN,1m,4638,646,56040,82735,rqdata_rr_standard_1m_20230103_20260711_v2,rqdata_rr_standard_1m_20190816_20260711_v2,2026-07-18T03:43:14.318632+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
