batch_id,profile_id,instrument_symbol,contract_code,period,binding_id,previous_binding_id,previous_market_data_file_id,next_market_data_file_id,previous_data_version,next_data_version,applied_at,operator,committed,candidate_sha256,expected_before_sha256,candidate_count
profile-rollout-intraday-008b-003,intraday_research_v1,pp_f,pp_f.MAIN,1m,4630,598,56032,71678,rqdata_pp_f_standard_1m_20230103_20260711_v2,rqdata_pp_f_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.240747+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,pr,pr.MAIN,1m,4631,604,56033,71681,rqdata_pr_standard_1m_20230103_20260711_v2,rqdata_pr_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.247978+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,ps,ps.MAIN,1m,4632,610,56034,71684,rqdata_ps_standard_1m_20230103_20260711_v2,rqdata_ps_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.253220+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,pt,pt.MAIN,1m,4633,616,56035,71687,rqdata_pt_standard_1m_20230103_20260711_v2,rqdata_pt_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.257195+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,px,px.MAIN,1m,4634,622,56036,71690,rqdata_px_standard_1m_20230103_20260711_v2,rqdata_px_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.265019+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,rb,rb.MAIN,1m,4635,628,56037,82777,rqdata_rb_standard_1m_20230103_20260711_v2,rqdata_rb_standard_1m_20090327_20260711_v2,2026-07-18T03:43:14.285966+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,ri,ri.MAIN,1m,4636,634,56038,82786,rqdata_ri_standard_1m_20230103_20260711_v2,rqdata_ri_standard_1m_20120724_20260711_v2,2026-07-18T03:43:14.292572+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,rm,rm.MAIN,1m,4637,640,56039,82789,rqdata_rm_standard_1m_20230103_20260711_v2,rqdata_rm_standard_1m_20121228_20260711_v2,2026-07-18T03:43:14.310200+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,rr,rr.MAIN,1m,4638,646,56040,82735,rqdata_rr_standard_1m_20230103_20260711_v2,rqdata_rr_standard_1m_20190816_20260711_v2,2026-07-18T03:43:14.318632+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,rs,rs.MAIN,1m,4639,651,56041,82790,rqdata_rs_standard_1m_20230103_20260711_v2,rqdata_rs_standard_1m_20121228_20260711_v2,2026-07-18T03:43:14.324866+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,ru,ru.MAIN,1m,4640,657,56042,82763,rqdata_ru_standard_1m_20230103_20260711_v2,rqdata_ru_standard_1m_20000104_20260711_v2,2026-07-18T03:43:14.343141+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,sa,sa.MAIN,1m,4641,663,56043,82732,rqdata_sa_standard_1m_20230103_20260711_v2,rqdata_sa_standard_1m_20191206_20260711_v2,2026-07-18T03:43:14.354449+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,sc,sc.MAIN,1m,4642,669,56044,82742,rqdata_sc_standard_1m_20230103_20260711_v2,rqdata_sc_standard_1m_20180326_20260711_v2,2026-07-18T03:43:14.370366+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,sf,sf.MAIN,1m,4643,675,56045,82752,rqdata_sf_standard_1m_20230103_20260711_v2,rqdata_sf_standard_1m_20140808_20260711_v2,2026-07-18T03:43:14.380817+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,sh,sh.MAIN,1m,4644,681,56046,71693,rqdata_sh_standard_1m_20230103_20260711_v2,rqdata_sh_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.387750+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,si,si.MAIN,1m,4645,687,56047,71336,rqdata_si_standard_1m_20230103_20260711_v2,rqdata_si_standard_1m_20221222_20260711_v2,2026-07-18T03:43:14.397347+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,sm,sm.MAIN,1m,4646,693,56048,82753,rqdata_sm_standard_1m_20230103_20260711_v2,rqdata_sm_standard_1m_20140808_20260711_v2,2026-07-18T03:43:14.408693+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,sn,sn.MAIN,1m,4647,699,56049,82749,rqdata_sn_standard_1m_20230103_20260711_v2,rqdata_sn_standard_1m_20150327_20260711_v2,2026-07-18T03:43:14.425346+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,sp,sp.MAIN,1m,4648,705,56050,82740,rqdata_sp_standard_1m_20230103_20260711_v2,rqdata_sp_standard_1m_20181127_20260711_v2,2026-07-18T03:43:14.436150+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,sr,sr.MAIN,1m,4649,711,56051,82770,rqdata_sr_standard_1m_20230103_20260711_v2,rqdata_sr_standard_1m_20060106_20260711_v2,2026-07-18T03:43:14.453304+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,ss,ss.MAIN,1m,4650,717,56052,82734,rqdata_ss_standard_1m_20230103_20260711_v2,rqdata_ss_standard_1m_20190925_20260711_v2,2026-07-18T03:43:14.465223+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,t,t.MAIN,1m,4651,723,56053,82750,rqdata_t_standard_1m_20230103_20260711_v2,rqdata_t_standard_1m_20150320_20260711_v2,2026-07-18T03:43:14.476146+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,ta,ta.MAIN,1m,4652,729,56054,82772,rqdata_ta_standard_1m_20230103_20260711_v2,rqdata_ta_standard_1m_20061218_20260711_v2,2026-07-18T03:43:14.495467+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,tl,tl.MAIN,1m,4653,741,56056,71696,rqdata_tl_standard_1m_20230103_20260711_v2,rqdata_tl_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.504720+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,ts,ts.MAIN,1m,4654,747,56057,82741,rqdata_ts_standard_1m_20230103_20260711_v2,rqdata_ts_standard_1m_20180817_20260711_v2,2026-07-18T03:43:14.512626+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,ur,ur.MAIN,1m,4655,753,56058,82737,rqdata_ur_standard_1m_20230103_20260711_v2,rqdata_ur_standard_1m_20190809_20260711_v2,2026-07-18T03:43:14.520404+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,v,v.MAIN,1m,4656,759,56059,82779,rqdata_v_standard_1m_20230103_20260711_v2,rqdata_v_standard_1m_20090525_20260711_v2,2026-07-18T03:43:14.536481+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,v_f,v_f.MAIN,1m,4657,765,56060,71699,rqdata_v_f_standard_1m_20230103_20260711_v2,rqdata_v_f_standard_1m_20230103_20260712_v2,2026-07-18T03:43:14.555106+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,wh,wh.MAIN,1m,4658,770,56061,82787,rqdata_wh_standard_1m_20230103_20260711_v2,rqdata_wh_standard_1m_20120724_20260711_v2,2026-07-18T03:43:14.567526+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,wr,wr.MAIN,1m,4659,775,56062,82778,rqdata_wr_standard_1m_20230103_20260711_v2,rqdata_wr_standard_1m_20090327_20260711_v2,2026-07-18T03:43:14.576676+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,y,y.MAIN,1m,4660,781,56063,82771,rqdata_y_standard_1m_20230103_20260711_v2,rqdata_y_standard_1m_20060109_20260711_v2,2026-07-18T03:43:14.599783+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,zc,zc.MAIN,1m,4661,786,56064,82745,rqdata_zc_standard_1m_20230103_20260711_v2,rqdata_zc_standard_1m_20150518_20260711_v2,2026-07-18T03:43:14.614627+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
profile-rollout-intraday-008b-003,intraday_research_v1,zn,zn.MAIN,1m,4662,792,56065,82773,rqdata_zn_standard_1m_20230103_20260711_v2,rqdata_zn_standard_1m_20070326_20260711_v2,2026-07-18T03:43:14.638966+00:00,profile_binding_rollout,True,c6b71c1d830daebd2ac5809eab02d9c050445341c9b107d427620dd6e68f7ebe,519d74408b7aa09f7f92ef1d1a154de1db2b00a8978753d102256b439a31e8ab,85
