product,asset_scope,contract,period,gate_status,blocked_reasons,manifest_quality_status,db_quality_status,standard_path,disposition,rationale
bb,dominant_main,bb.MAIN,1d,audit_pending,"manifest_quality_warning,db_quality_warning,quality_report_warning,quality_report_abnormal_price",warning,warning,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=bb/contract=bb.MAIN/bb_MAIN_1d_20230103_20260710_v2.parquet,accepted_warning,"dominant_main 1d quality warning / abnormal price; keep warning, do not upgrade to passed"
l,actual_contract,L2609F,1d,audit_pending,missing_market_data_file,passed,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=l_f/contract=L2609F/L2609F_1d_20260401_20260707.parquet,registration_not_needed,Stage 8.6 snapshot uses product=l but canonical product=l_f already active_passed with DB registration; LPV dry-run eligible=0
pp,actual_contract,PP2609F,1d,audit_pending,missing_market_data_file,passed,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=pp_f/contract=PP2609F/PP2609F_1d_20260401_20260707.parquet,registration_not_needed,Stage 8.6 snapshot uses product=pp but canonical product=pp_f already active_passed with DB registration; LPV dry-run eligible=0
rs,dominant_main,rs.MAIN,1d,audit_pending,"manifest_quality_warning,db_quality_warning,quality_report_warning,quality_report_abnormal_price",warning,warning,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=rs/contract=rs.MAIN/rs_MAIN_1d_20230103_20260710_v2.parquet,accepted_warning,"dominant_main 1d quality warning / abnormal price; keep warning, do not upgrade to passed"
v,actual_contract,V2609F,1d,audit_pending,missing_market_data_file,passed,,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=v_f/contract=V2609F/V2609F_1d_20260401_20260707.parquet,registration_not_needed,Stage 8.6 snapshot uses product=v but canonical product=v_f already active_passed with DB registration; LPV dry-run eligible=0
wh,dominant_main,wh.MAIN,1d,audit_pending,"manifest_quality_warning,db_quality_warning,quality_report_warning,quality_report_abnormal_price",warning,warning,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=wh/contract=wh.MAIN/wh_MAIN_1d_20230103_20260710_v2.parquet,accepted_warning,"dominant_main 1d quality warning / abnormal price; keep warning, do not upgrade to passed"
wr,dominant_main,wr.MAIN,1d,audit_pending,"manifest_quality_warning,db_quality_warning,quality_report_warning,quality_report_abnormal_price",warning,warning,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=wr/contract=wr.MAIN/wr_MAIN_1d_20230103_20260710_v2.parquet,accepted_warning,"dominant_main 1d quality warning / abnormal price; keep warning, do not upgrade to passed"
zc,dominant_main,zc.MAIN,1d,audit_pending,"manifest_quality_warning,db_quality_warning,quality_report_warning,quality_report_abnormal_price",warning,warning,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=zc/contract=zc.MAIN/zc_MAIN_1d_20230103_20260710_v2.parquet,accepted_warning,"dominant_main 1d quality warning / abnormal price; keep warning, do not upgrade to passed"
