profile,product,contract,period,binding_status,final_classification,classification_source,binding_id,contract_role,data_version,market_data_file_id,quality_policy
intraday_research_v1,eb,eb.MAIN,15m,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,374.0,dominant_main,rqdata_eb_standard_15m_20230103_20260711_v2,56147.0,passed_only
intraday_research_v1,eb,eb.MAIN,1d,active_valid,covered_passed,profile_binding:active_valid,375.0,dominant_main,rqdata_eb_standard_1d_20200102_20260711_v2,56456.0,passed_only
intraday_research_v1,eb,eb.MAIN,1m,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,376.0,dominant_main,rqdata_eb_standard_1m_20230103_20260711_v2,55995.0,passed_only
intraday_research_v1,eb,eb.MAIN,30m,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,377.0,dominant_main,rqdata_eb_standard_30m_20230103_20260711_v2,56148.0,passed_only
intraday_research_v1,eb,eb.MAIN,5m,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,378.0,dominant_main,rqdata_eb_standard_5m_20230103_20260711_v2,56146.0,passed_only
intraday_research_v1,eb,eb.MAIN,60m,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,379.0,dominant_main,rqdata_eb_standard_60m_20230103_20260711_v2,56149.0,passed_only
intraday_research_v1,ec,ec.MAIN,15m,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,380.0,dominant_main,rqdata_ec_standard_15m_20230103_20260711_v2,56151.0,passed_only
intraday_research_v1,ec,ec.MAIN,1d,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,381.0,dominant_main,rqdata_ec_standard_1d_20230103_20260711_v2,55836.0,passed_only
intraday_research_v1,ec,ec.MAIN,1m,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,382.0,dominant_main,rqdata_ec_standard_1m_20230103_20260711_v2,55996.0,passed_only
intraday_research_v1,ec,ec.MAIN,30m,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,383.0,dominant_main,rqdata_ec_standard_30m_20230103_20260711_v2,56152.0,passed_only
intraday_research_v1,ec,ec.MAIN,5m,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,384.0,dominant_main,rqdata_ec_standard_5m_20230103_20260711_v2,56150.0,passed_only
intraday_research_v1,ec,ec.MAIN,60m,market_data_file_ineligible,blocked_with_reason,profile_binding:market_data_file_ineligible,385.0,dominant_main,rqdata_ec_standard_60m_20230103_20260711_v2,56153.0,passed_only
