product,contract_role,contract,period,year/window,profile,physical_status,metadata_status,quality_status,binding_status,gap_candidate,final_classification,classification_source,actual_status,audit_end,data_role,data_version,db_market_data_file_id,duplicate_active_count,end_date,evidence_id,evidence_source,expected,expected_end,expected_start,issue_type,missing_count,na_reason,provider,recommended_next_task,row_count,standard_path,start_date,status,status_reason,symbol_or_contract,target_reason,year
al,actual_contract,AL2011,1d,2020,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2011_1d_20200925_20201029_v1,66855.0,0,2020-10-29,market_data_file:66855,"db_market_data_file,manifest",True,2020-12-31,2020-01-02,,0,,rqdata,,19,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=al/contract=AL2011/AL2011_1d_20200925_20201029.parquet,2020-09-25,covered_passed,,AL2011,actual_contract_discovered,2020
al,actual_contract,AL2011,1m,2020,,schema_invalid,registered,passed,not_profile_scoped,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2011_1m_20200925_20201029_v1,97241.0,0,2020-10-29,market_data_file:97241,db_market_data_file,True,2020-12-31,2020-01-02,,0,,rqdata,,8595,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=al/contract=AL2011/AL2011_1m_20200925_20201029.parquet,2020-09-24,covered_passed,,AL2011,actual_contract_discovered,2020
al,actual_contract,AL2011,1w,2020,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2011_1w_20200925_20201029_v1,66857.0,0,2020-10-23,market_data_file:66857,"db_market_data_file,manifest",True,2020-12-31,2020-01-02,,0,,rqdata,,4,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=al/contract=AL2011/AL2011_1w_20200925_20201029.parquet,2020-09-30,covered_passed,,AL2011,actual_contract_discovered,2020
al,actual_contract,AL2012,1d,2020,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2012_1d_20201030_20201125_v1,66859.0,0,2020-11-25,market_data_file:66859,"db_market_data_file,manifest",True,2020-12-31,2020-01-02,,0,,rqdata,,19,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=al/contract=AL2012/AL2012_1d_20201030_20201125.parquet,2020-10-30,covered_passed,,AL2012,actual_contract_discovered,2020
al,actual_contract,AL2012,1m,2020,,schema_invalid,registered,passed,not_profile_scoped,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2012_1m_20201030_20201125_v1,97243.0,0,2020-11-25,market_data_file:97243,db_market_data_file,True,2020-12-31,2020-01-02,,0,,rqdata,,8835,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=al/contract=AL2012/AL2012_1m_20201030_20201125.parquet,2020-10-29,covered_passed,,AL2012,actual_contract_discovered,2020
al,actual_contract,AL2012,1w,2020,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2012_1w_20201030_20201125_v1,66861.0,0,2020-11-20,market_data_file:66861,"db_market_data_file,manifest",True,2020-12-31,2020-01-02,,0,,rqdata,,3,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=al/contract=AL2012/AL2012_1w_20201030_20201125.parquet,2020-11-06,covered_passed,,AL2012,actual_contract_discovered,2020
al,actual_contract,AL2101,1d,2020,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2101_1d_20201126_20201222_v1,66863.0,0,2020-12-22,market_data_file:66863,"db_market_data_file,manifest",True,2020-12-31,2020-01-02,,0,,rqdata,,19,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=al/contract=AL2101/AL2101_1d_20201126_20201222.parquet,2020-11-26,covered_passed,,AL2101,actual_contract_discovered,2020
al,actual_contract,AL2101,1m,2020,,schema_invalid,registered,passed,not_profile_scoped,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2101_1m_20201126_20201222_v1,97245.0,0,2020-12-22,market_data_file:97245,db_market_data_file,True,2020-12-31,2020-01-02,,0,,rqdata,,8835,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=al/contract=AL2101/AL2101_1m_20201126_20201222.parquet,2020-11-25,covered_passed,,AL2101,actual_contract_discovered,2020
al,actual_contract,AL2101,1w,2020,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2101_1w_20201126_20201222_v1,66865.0,0,2020-12-18,market_data_file:66865,"db_market_data_file,manifest",True,2020-12-31,2020-01-02,,0,,rqdata,,3,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=al/contract=AL2101/AL2101_1w_20201126_20201222.parquet,2020-12-04,covered_passed,,AL2101,actual_contract_discovered,2020
al,actual_contract,AL2102,1d,2020,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2102_1d_20201223_20210111_v1,66867.0,0,2021-01-11,market_data_file:66867,"db_market_data_file,manifest",True,2020-12-31,2020-01-02,,0,,rqdata,,13,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=al/contract=AL2102/AL2102_1d_20201223_20210111.parquet,2020-12-23,covered_passed,,AL2102,actual_contract_discovered,2020
al,actual_contract,AL2102,1d,2021,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2102_1d_20201223_20210111_v1,66867.0,0,2021-01-11,market_data_file:66867,"db_market_data_file,manifest",True,2021-12-31,2021-01-01,,0,,rqdata,,13,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=al/contract=AL2102/AL2102_1d_20201223_20210111.parquet,2020-12-23,covered_passed,,AL2102,actual_contract_discovered,2021
al,actual_contract,AL2102,1m,2020,,schema_invalid,registered,passed,not_profile_scoped,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2102_1m_20201223_20210111_v1,97247.0,0,2021-01-11,market_data_file:97247,db_market_data_file,True,2020-12-31,2020-01-02,,0,,rqdata,,5805,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=al/contract=AL2102/AL2102_1m_20201223_20210111.parquet,2020-12-22,covered_passed,,AL2102,actual_contract_discovered,2020
al,actual_contract,AL2102,1m,2021,,schema_invalid,registered,passed,not_profile_scoped,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2102_1m_20201223_20210111_v1,97247.0,0,2021-01-11,market_data_file:97247,db_market_data_file,True,2021-12-31,2021-01-01,,0,,rqdata,,5805,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=al/contract=AL2102/AL2102_1m_20201223_20210111.parquet,2020-12-22,covered_passed,,AL2102,actual_contract_discovered,2021
al,actual_contract,AL2102,1w,2020,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2102_1w_20201223_20210111_v1,66869.0,0,2021-01-08,market_data_file:66869,"db_market_data_file,manifest",True,2020-12-31,2020-01-02,,0,,rqdata,,2,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=al/contract=AL2102/AL2102_1w_20201223_20210111.parquet,2020-12-31,covered_passed,,AL2102,actual_contract_discovered,2020
al,actual_contract,AL2102,1w,2021,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2102_1w_20201223_20210111_v1,66869.0,0,2021-01-08,market_data_file:66869,"db_market_data_file,manifest",True,2021-12-31,2021-01-01,,0,,rqdata,,2,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=al/contract=AL2102/AL2102_1w_20201223_20210111.parquet,2020-12-31,covered_passed,,AL2102,actual_contract_discovered,2021
al,actual_contract,AL2103,1d,2021,long_horizon_daily_v1,schema_invalid,registered,passed,active_valid,physical_status:schema_invalid,blocked_with_reason,physical_status:schema_invalid,covered_passed,2026-07-10,primary,rq_acb_al_AL2103_1d_20210112_20210218_v1,66871.0,0,2021-02-18,market_data_file:66871,"db_market_data_file,manifest",True,2021-12-31,2021-01-01,,0,,rqdata,,23,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=al/contract=AL2103/AL2103_1d_20210112_20210218.parquet,2021-01-12,covered_passed,,AL2103,actual_contract_discovered,2021
