product,contract,period,dedupe_key,final_classification,classification_source,conflicting_fields,contract_role,file_count,occurrence_count,value_ranges
m,M2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [2994.0, 2995.0], 'close': None, 'volume': [678127.0, 1000319.0]}"
m,M2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [2983.0, 2995.0], 'close': None, 'volume': [531713.0, 820623.0]}"
m,M2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [2905.0, 2918.0], 'close': None, 'volume': [668013.0, 935728.0]}"
m,M2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [2931.0, 2935.0], 'close': None, 'volume': [534178.0, 752215.0]}"
m,M2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [2973.0, 2979.0], 'close': None, 'volume': [577225.0, 802671.0]}"
m,M2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2962.0, 2985.0], 'close': None, 'volume': [923173.0, 1103990.0]}"
ma,MA2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2800.0, 2951.0], 'close': None, 'volume': [679890.0, 1525547.0]}"
ma,MA2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2891.0, 2896.0], 'close': None, 'volume': [431100.0, 667311.0]}"
ma,MA2609,1d,2026-05-11,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2854.0, 2900.0], 'close': None, 'volume': [518968.0, 783084.0]}"
ma,MA2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2912.0, 2920.0], 'close': None, 'volume': [542885.0, 734725.0]}"
ma,MA2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [2910.0, 2926.0], 'close': None, 'volume': [1007374.0, 1330175.0]}"
ma,MA2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2792.0, 2801.0], 'close': None, 'volume': [492460.0, 727594.0]}"
ma,MA2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [2898.0, 2913.0], 'close': None, 'volume': [870206.0, 1075119.0]}"
ma,MA2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [2950.0, 3000.0], 'close': None, 'volume': [1433979.0, 1750841.0]}"
ma,MA2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2418.0, 2463.0], 'close': None, 'volume': [747914.0, 1132860.0]}"
ma,MA2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [2372.0, 2382.0], 'close': None, 'volume': [562029.0, 861298.0]}"
ni,NI2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [128510.0, 129250.0], 'close': None, 'volume': [98549.0, 179251.0]}"
ni,NI2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [126770.0, 126940.0], 'close': None, 'volume': [109947.0, 243393.0]}"
oi,OI2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9360.0, 9444.0], 'close': None, 'volume': [117764.0, 185530.0]}"
oi,OI2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [9705.0, 9728.0], 'close': None, 'volume': [83566.0, 148292.0]}"
oi,OI2609,1d,2026-05-11,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9730.0, 9760.0], 'close': None, 'volume': [103249.0, 166665.0]}"
oi,OI2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9527.0, 9543.0], 'close': None, 'volume': [112475.0, 180084.0]}"
oi,OI2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [9621.0, 9622.0], 'close': None, 'volume': [119599.0, 181451.0]}"
oi,OI2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9916.0, 9930.0], 'close': None, 'volume': [148211.0, 246429.0]}"
oi,OI2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [10000.0, 10080.0], 'close': None, 'volume': [330551.0, 606775.0]}"
oi,OI2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [9830.0, 9859.0], 'close': None, 'volume': [175139.0, 251368.0]}"
oi,OI2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9640.0, 9671.0], 'close': None, 'volume': [141827.0, 209270.0]}"
oi,OI2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9625.0, 9644.0], 'close': None, 'volume': [152894.0, 226194.0]}"
p,P2609,1d,2026-04-13,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9568.0, 9640.0], 'close': None, 'volume': [281183.0, 455013.0]}"
p,P2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9312.0, 9458.0], 'close': None, 'volume': [287245.0, 571728.0]}"
p,P2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9773.0, 9801.0], 'close': None, 'volume': [460349.0, 643286.0]}"
p,P2609,1d,2026-05-11,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9650.0, 9742.0], 'close': None, 'volume': [310516.0, 505459.0]}"
p,P2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9420.0, 9500.0], 'close': None, 'volume': [366777.0, 566001.0]}"
p,P2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [9420.0, 9449.0], 'close': None, 'volume': [464321.0, 603728.0]}"
p,P2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9616.0, 9632.0], 'close': None, 'volume': [373968.0, 587921.0]}"
p,P2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [9365.0, 9420.0], 'close': None, 'volume': [456161.0, 629239.0]}"
p,P2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [9266.0, 9289.0], 'close': None, 'volume': [473144.0, 627560.0]}"
p,P2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9272.0, 9280.0], 'close': None, 'volume': [365590.0, 565968.0]}"
p,P2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [9090.0, 9172.0], 'close': None, 'volume': [356476.0, 530273.0]}"
pb,PB2608,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [16190.0, 16235.0], 'close': None, 'volume': [41480.0, 71444.0]}"
pb,PB2608,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [15885.0, 15940.0], 'close': None, 'volume': [22308.0, 39850.0]}"
pg,PG2608,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [4454.0, 4533.0], 'close': None, 'volume': [54799.0, 84738.0]}"
pg,PG2608,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [4490.0, 4530.0], 'close': None, 'volume': [64019.0, 95769.0]}"
pp,PP2609,1d,2026-04-13,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8320.0, 8590.0], 'close': None, 'volume': [320433.0, 512492.0]}"
pp,PP2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8120.0, 8300.0], 'close': None, 'volume': [408456.0, 775306.0]}"
pp,PP2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8388.0, 8418.0], 'close': None, 'volume': [412332.0, 563120.0]}"
pp,PP2609,1d,2026-05-11,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8572.0, 8705.0], 'close': None, 'volume': [330142.0, 570523.0]}"
pp,PP2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8789.0, 8800.0], 'close': None, 'volume': [476772.0, 633258.0]}"
pp,PP2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [8700.0, 8740.0], 'close': None, 'volume': [708677.0, 958398.0]}"
pp,PP2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [8456.0, 8518.0], 'close': None, 'volume': [404868.0, 617121.0]}"
pp,PP2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [8713.0, 8716.0], 'close': None, 'volume': [643603.0, 818191.0]}"
pp,PP2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [8500.0, 8590.0], 'close': None, 'volume': [805824.0, 1081511.0]}"
pp,PP2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [7100.0, 7208.0], 'close': None, 'volume': [642211.0, 906043.0]}"
pp,PP2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [7236.0, 7301.0], 'close': None, 'volume': [398207.0, 639140.0]}"
rm,RM2609,1d,2026-04-13,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2346.0, 2350.0], 'close': None, 'volume': [203183.0, 310650.0]}"
rm,RM2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2308.0, 2319.0], 'close': None, 'volume': [354993.0, 617728.0]}"
rm,RM2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [2368.0, 2373.0], 'close': None, 'volume': [309370.0, 498939.0]}"
rm,RM2609,1d,2026-05-11,covered_warning,cross_file_conflict,['volume'],actual_contract,2,2,"{'open': None, 'close': None, 'volume': [420316.0, 634092.0]}"
rm,RM2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2319.0, 2329.0], 'close': None, 'volume': [278124.0, 496959.0]}"
rm,RM2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [2340.0, 2343.0], 'close': None, 'volume': [419831.0, 578907.0]}"
rm,RM2609,1d,2026-06-01,covered_warning,cross_file_conflict,['volume'],actual_contract,2,2,"{'open': None, 'close': None, 'volume': [419224.0, 648727.0]}"
rm,RM2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [2252.0, 2261.0], 'close': None, 'volume': [406639.0, 599349.0]}"
rm,RM2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2257.0, 2264.0], 'close': None, 'volume': [279368.0, 497687.0]}"
rm,RM2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [2307.0, 2308.0], 'close': None, 'volume': [361196.0, 564140.0]}"
rm,RM2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [2256.0, 2274.0], 'close': None, 'volume': [545789.0, 753145.0]}"
rr,RR2608,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [3601.0, 3613.0], 'close': None, 'volume': [2451.0, 3753.0]}"
rr,RR2608,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [3545.0, 3556.0], 'close': None, 'volume': [5844.0, 9376.0]}"
rr,RR2608,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [3528.0, 3530.0], 'close': None, 'volume': [1108.0, 1237.0]}"
rs,RS2609,1d,2026-04-01,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5763.0, 5767.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-02,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5712.0, 5713.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-08,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5465.0, 5470.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-13,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5676.0, 5687.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-14,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5682.0, 5691.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-15,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5633.0, 5666.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-16,covered_warning,cross_file_conflict,"['open', 'low']",actual_contract,2,2,"{'open': [5736.0, 5742.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-17,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5760.0, 5771.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-20,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5794.0, 5835.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-23,covered_warning,cross_file_conflict,"['open', 'high']",actual_contract,2,2,"{'open': [5934.0, 5958.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-24,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5902.0, 5922.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-29,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5826.0, 5836.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-04-30,covered_warning,cross_file_conflict,"['open', 'low']",actual_contract,2,2,"{'open': [5831.0, 5865.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-07,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5903.0, 5906.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-08,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5760.0, 5791.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-11,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5806.0, 5829.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-12,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5715.0, 5728.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-13,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5801.0, 5802.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-14,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5778.0, 5779.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-15,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5672.0, 5688.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-18,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5610.0, 5654.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-20,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5641.0, 5695.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-21,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5716.0, 5744.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-22,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5710.0, 5745.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-26,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5728.0, 5740.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-27,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5739.0, 5759.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-28,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5716.0, 5740.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-05-29,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5735.0, 5760.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-01,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5672.0, 5736.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-02,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5875.0, 5915.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-03,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5819.0, 5824.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-04,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5859.0, 5865.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-09,covered_warning,cross_file_conflict,"['open', 'high']",actual_contract,2,2,"{'open': [6032.0, 6044.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-10,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5903.0, 5914.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-15,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5890.0, 5920.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-16,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5905.0, 5934.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-18,covered_warning,cross_file_conflict,"['open', 'high']",actual_contract,2,2,"{'open': [5888.0, 5922.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-22,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5831.0, 5833.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-24,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5853.0, 5871.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-25,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5866.0, 5876.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-26,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5853.0, 5874.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-06-30,covered_warning,cross_file_conflict,"['open', 'high']",actual_contract,2,2,"{'open': [5974.0, 5977.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-07-01,covered_warning,cross_file_conflict,"['open', 'high']",actual_contract,2,2,"{'open': [5940.0, 5952.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-07-02,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5920.0, 5942.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-07-03,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5973.0, 5979.0], 'close': None, 'volume': None}"
rs,RS2609,1d,2026-07-07,covered_warning,cross_file_conflict,['open'],actual_contract,2,2,"{'open': [5948.0, 5953.0], 'close': None, 'volume': None}"
ru,RU2609,1d,2026-04-13,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [16805.0, 16850.0], 'close': None, 'volume': [178701.0, 284602.0]}"
ru,RU2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [16600.0, 16675.0], 'close': None, 'volume': [249036.0, 344937.0]}"
ru,RU2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [17085.0, 17100.0], 'close': None, 'volume': [184813.0, 295265.0]}"
ru,RU2609,1d,2026-05-11,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [17830.0, 17895.0], 'close': None, 'volume': [215613.0, 338959.0]}"
ru,RU2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [17500.0, 17615.0], 'close': None, 'volume': [205822.0, 300281.0]}"
ru,RU2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [17400.0, 17410.0], 'close': None, 'volume': [181132.0, 263840.0]}"
ru,RU2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [17840.0, 17915.0], 'close': None, 'volume': [237596.0, 316733.0]}"
ru,RU2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [17600.0, 17860.0], 'close': None, 'volume': [206770.0, 349035.0]}"
ru,RU2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [17615.0, 17850.0], 'close': None, 'volume': [185394.0, 315546.0]}"
ru,RU2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [16520.0, 16615.0], 'close': None, 'volume': [175106.0, 269024.0]}"
ru,RU2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [16785.0, 16975.0], 'close': None, 'volume': [157292.0, 259076.0]}"
sa,SA2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [1235.0, 1240.0], 'close': None, 'volume': [410439.0, 638189.0]}"
sa,SA2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [1245.0, 1255.0], 'close': None, 'volume': [308759.0, 540655.0]}"
sa,SA2609,1d,2026-05-11,covered_warning,cross_file_conflict,"['open', 'high', 'low', 'volume']",actual_contract,2,2,"{'open': [1214.0, 1226.0], 'close': None, 'volume': [448058.0, 854078.0]}"
sa,SA2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [1192.0, 1194.0], 'close': None, 'volume': [493684.0, 817056.0]}"
sa,SA2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [1178.0, 1204.0], 'close': None, 'volume': [1019772.0, 1172713.0]}"
sa,SA2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [1215.0, 1217.0], 'close': None, 'volume': [755392.0, 952322.0]}"
sa,SA2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [1160.0, 1161.0], 'close': None, 'volume': [407181.0, 684134.0]}"
sa,SA2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [1152.0, 1172.0], 'close': None, 'volume': [594297.0, 1150913.0]}"
sa,SA2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [1093.0, 1096.0], 'close': None, 'volume': [531511.0, 823677.0]}"
sa,SA2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [1105.0, 1114.0], 'close': None, 'volume': [433311.0, 684268.0]}"
sc,SC2608,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [531.3, 557.0], 'close': None, 'volume': [22143.0, 41978.0]}"
sc,SC2608,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [461.5, 463.0], 'close': None, 'volume': [32920.0, 75240.0]}"
sc,SC2608,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [436.3, 436.6], 'close': None, 'volume': [27550.0, 48995.0]}"
sn,SN2608,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [389960.0, 390490.0], 'close': None, 'volume': [140481.0, 282940.0]}"
sn,SN2608,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [402800.0, 413080.0], 'close': None, 'volume': [138451.0, 298448.0]}"
sp,SP2609,1d,2026-04-20,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [5076.0, 5084.0], 'close': None, 'volume': [198047.0, 278018.0]}"
sp,SP2609,1d,2026-04-27,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [5058.0, 5064.0], 'close': None, 'volume': [115627.0, 177228.0]}"
sp,SP2609,1d,2026-05-11,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [5066.0, 5082.0], 'close': None, 'volume': [215535.0, 290668.0]}"
sp,SP2609,1d,2026-05-18,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [5046.0, 5064.0], 'close': None, 'volume': [134249.0, 224446.0]}"
sp,SP2609,1d,2026-05-25,covered_warning,cross_file_conflict,"['low', 'volume']",actual_contract,2,2,"{'open': None, 'close': None, 'volume': [228923.0, 302356.0]}"
sp,SP2609,1d,2026-06-01,covered_warning,cross_file_conflict,"['open', 'high', 'low', 'volume']",actual_contract,2,2,"{'open': [4882.0, 4922.0], 'close': None, 'volume': [184316.0, 363765.0]}"
sp,SP2609,1d,2026-06-08,covered_warning,cross_file_conflict,"['open', 'high', 'volume']",actual_contract,2,2,"{'open': [4856.0, 4860.0], 'close': None, 'volume': [162490.0, 271796.0]}"
sp,SP2609,1d,2026-06-15,covered_warning,cross_file_conflict,"['open', 'high', 'low', 'volume']",actual_contract,2,2,"{'open': [4896.0, 4930.0], 'close': None, 'volume': [134290.0, 288089.0]}"
sp,SP2609,1d,2026-06-29,covered_warning,cross_file_conflict,"['open', 'low', 'volume']",actual_contract,2,2,"{'open': [4616.0, 4624.0], 'close': None, 'volume': [183740.0, 271881.0]}"
sp,SP2609,1d,2026-07-06,covered_warning,cross_file_conflict,"['open', 'volume']",actual_contract,2,2,"{'open': [4748.0, 4750.0], 'close': None, 'volume': [150159.0, 197161.0]}"
