product,contract_role,contract_code,period,duplicate_group_size,data_version,disposition,end_time,file_path,issue_class,market_data_file_id,quality_status,start_time
eg,actual_contract,EG2305,1d,2,rq_acb_eg_EG2305_1d_20221219_20221230_v1,requires_supersede_decision,2022-12-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=EG2305/EG2305_1d_20221219_20221230.parquet,duplicate_active,67951,passed,2022-12-19T00:00:00+00:00
eg,actual_contract,EG2305,1d,2,rq_acb_eg_EG2305_1d_20221219_20230414_v1,requires_supersede_decision,2023-04-14T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=EG2305/EG2305_1d_20221219_20230414.parquet,duplicate_active,85090,passed,2022-12-19T00:00:00+00:00
eg,actual_contract,EG2305,1m,2,rq_acb_eg_EG2305_1m_20230103_20230414_v1,requires_supersede_decision,2023-04-14T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=eg/contract=EG2305/EG2305_1m_20230103_20230414.parquet,duplicate_active,53276,passed,2023-01-03T09:01:00+00:00
eg,actual_contract,EG2305,1m,2,rq_acb_eg_EG2305_1m_20221219_20230414_v1,requires_supersede_decision,2023-04-14T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=eg/contract=EG2305/EG2305_1m_20221219_20230414.parquet,duplicate_active,98409,passed,2022-12-16T21:01:00+00:00
eg,actual_contract,EG2305,1w,2,rq_acb_eg_EG2305_1w_20221219_20221230_v1,requires_supersede_decision,2022-12-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=eg/contract=EG2305/EG2305_1w_20221219_20221230.parquet,duplicate_active,67953,passed,2022-12-23T00:00:00+00:00
eg,actual_contract,EG2305,1w,2,rq_acb_eg_EG2305_1w_20221219_20230414_v1,requires_supersede_decision,2023-04-14T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=eg/contract=EG2305/EG2305_1w_20221219_20230414.parquet,duplicate_active,85092,passed,2022-12-23T00:00:00+00:00
eg,actual_contract,EG2609,1d,2,rq_acb_eg_EG2609_1d_20260401_20260707_v1,requires_supersede_decision,2026-07-07T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=EG2609/EG2609_1d_20260401_20260707.parquet,duplicate_active,34020,passed,2026-04-01T15:00:00+00:00
eg,actual_contract,EG2609,1d,2,rq_acb_eg_EG2609_1d_20260417_20260707_v1,requires_supersede_decision,2026-07-07T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=EG2609/EG2609_1d_20260417_20260707.parquet,duplicate_active,41954,passed,2026-04-17T00:00:00+00:00
eg,dominant_main,eg.MAIN,1d,2,rqdata_eg_standard_1d_20200102_20260711_v2,requires_supersede_decision,2026-07-10T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1d_20200102_20260711_v2.parquet,duplicate_active,56458,passed,2020-01-02T00:00:00+00:00
eg,dominant_main,eg.MAIN,1d,2,rqdata_eg_standard_1d_20181210_20260711_v2,requires_supersede_decision,2026-07-10T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1d_20181210_20260711_v2.parquet,duplicate_active,82724,passed,2018-12-10T00:00:00+00:00
eg,dominant_main,eg.MAIN,1m,2,rqdata_eg_standard_1m_20200102_20260711_v2,requires_supersede_decision,2026-07-10T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1m_20200102_20260711_v2.parquet,duplicate_active,71309,passed,2020-01-02T09:01:00+00:00
eg,dominant_main,eg.MAIN,1m,2,rqdata_eg_standard_1m_20181210_20260711_v2,requires_supersede_decision,2026-07-10T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1m_20181210_20260711_v2.parquet,duplicate_active,82739,passed,2018-12-10T09:01:00+00:00
fb,actual_contract,FB2005,1d,2,rq_acb_fb_FB2005_1d_20200102_20200506_v1,requires_supersede_decision,2020-05-06T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=fb/contract=FB2005/FB2005_1d_20200102_20200506.parquet,duplicate_active,67955,passed,2020-01-02T00:00:00+00:00
fb,actual_contract,FB2005,1d,2,rq_acb_fb_FB2005_1d_20191203_20200506_v1,requires_supersede_decision,2020-05-06T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=fb/contract=FB2005/FB2005_1d_20191203_20200506.parquet,duplicate_active,85192,passed,2019-12-03T00:00:00+00:00
fb,actual_contract,FB2005,1w,2,rq_acb_fb_FB2005_1w_20200102_20200506_v1,requires_supersede_decision,2020-04-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=fb/contract=FB2005/FB2005_1w_20200102_20200506.parquet,duplicate_active,67957,passed,2020-01-10T00:00:00+00:00
fb,actual_contract,FB2005,1w,2,rq_acb_fb_FB2005_1w_20191203_20200506_v1,requires_supersede_decision,2020-04-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=fb/contract=FB2005/FB2005_1w_20191203_20200506.parquet,duplicate_active,85194,passed,2019-12-13T00:00:00+00:00
fb,actual_contract,FB2303,1d,2,rq_acb_fb_FB2303_1d_20230103_20230221_v1,requires_supersede_decision,2023-02-21T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=fb/contract=FB2303/FB2303_1d_20230103_20230221.parquet,duplicate_active,41956,passed,2023-01-03T00:00:00+00:00
fb,actual_contract,FB2303,1d,2,rq_acb_fb_FB2303_1d_20221027_20230221_v1,requires_supersede_decision,2023-02-21T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=fb/contract=FB2303/FB2303_1d_20221027_20230221.parquet,duplicate_active,85196,passed,2022-10-27T00:00:00+00:00
fb,actual_contract,FB2303,1m,2,rq_acb_fb_FB2303_1m_20230103_20230221_v1,requires_supersede_decision,2023-02-21T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=fb/contract=FB2303/FB2303_1m_20230103_20230221.parquet,duplicate_active,45228,passed,2023-01-03T09:01:00+00:00
fb,actual_contract,FB2303,1m,2,rq_acb_fb_FB2303_1m_20221027_20230221_v1,requires_supersede_decision,2023-02-21T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=fb/contract=FB2303/FB2303_1m_20221027_20230221.parquet,duplicate_active,98515,passed,2022-10-27T09:01:00+00:00
fb,actual_contract,FB2303,1w,2,rq_acb_fb_FB2303_1w_20221027_20221230_v1,requires_supersede_decision,2022-12-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=fb/contract=FB2303/FB2303_1w_20221027_20221230.parquet,duplicate_active,68029,passed,2022-11-04T00:00:00+00:00
fb,actual_contract,FB2303,1w,2,rq_acb_fb_FB2303_1w_20221027_20230221_v1,requires_supersede_decision,2023-02-17T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=fb/contract=FB2303/FB2303_1w_20221027_20230221.parquet,duplicate_active,85198,passed,2022-11-04T00:00:00+00:00
fb,actual_contract,FB2609,1d,2,rq_acb_fb_FB2609_1d_20260401_20260707_v1,requires_supersede_decision,2026-07-07T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=fb/contract=FB2609/FB2609_1d_20260401_20260707.parquet,duplicate_active,34027,passed,2026-04-01T15:00:00+00:00
fb,actual_contract,FB2609,1d,2,rq_acb_fb_FB2609_1d_20260707_20260707_v1,requires_supersede_decision,2026-07-07T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=fb/contract=FB2609/FB2609_1d_20260707_20260707.parquet,duplicate_active,41998,passed,2026-07-07T00:00:00+00:00
fb,dominant_main,fb.MAIN,1d,2,rqdata_fb_standard_1d_20200102_20260711_v2,requires_supersede_decision,2026-07-10T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1d_20200102_20260711_v2.parquet,duplicate_active,56460,warning,2020-01-02T00:00:00+00:00
fb,dominant_main,fb.MAIN,1d,2,rqdata_fb_standard_1d_20131206_20260711_v2,requires_supersede_decision,2026-07-10T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1d_20131206_20260711_v2.parquet,duplicate_active,82706,warning,2013-12-06T00:00:00+00:00
fb,dominant_main,fb.MAIN,1m,2,rqdata_fb_standard_1m_20200102_20260711_v2,requires_supersede_decision,2026-07-10T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1m_20200102_20260711_v2.parquet,duplicate_active,71535,passed,2020-01-02T09:01:00+00:00
fb,dominant_main,fb.MAIN,1m,2,rqdata_fb_standard_1m_20131206_20260711_v2,requires_supersede_decision,2026-07-10T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1m_20131206_20260711_v2.parquet,duplicate_active,82758,passed,2013-12-06T09:01:00+00:00
fg,actual_contract,FG2005,1d,2,rq_acb_fg_FG2005_1d_20200102_20200331_v1,requires_supersede_decision,2020-03-31T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=fg/contract=FG2005/FG2005_1d_20200102_20200331.parquet,duplicate_active,68031,passed,2020-01-02T00:00:00+00:00
fg,actual_contract,FG2005,1d,2,rq_acb_fg_FG2005_1d_20191210_20200331_v1,requires_supersede_decision,2020-03-31T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=fg/contract=FG2005/FG2005_1d_20191210_20200331.parquet,duplicate_active,85256,passed,2019-12-10T00:00:00+00:00
fg,actual_contract,FG2005,1w,2,rq_acb_fg_FG2005_1w_20200102_20200331_v1,requires_supersede_decision,2020-03-27T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=fg/contract=FG2005/FG2005_1w_20200102_20200331.parquet,duplicate_active,68033,passed,2020-01-10T00:00:00+00:00
fg,actual_contract,FG2005,1w,2,rq_acb_fg_FG2005_1w_20191210_20200331_v1,requires_supersede_decision,2020-03-27T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=fg/contract=FG2005/FG2005_1w_20191210_20200331.parquet,duplicate_active,85258,passed,2019-12-20T00:00:00+00:00
fg,actual_contract,FG2305,1d,2,rq_acb_fg_FG2305_1d_20221212_20221230_v1,requires_supersede_decision,2022-12-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=fg/contract=FG2305/FG2305_1d_20221212_20221230.parquet,duplicate_active,68067,passed,2022-12-12T00:00:00+00:00
fg,actual_contract,FG2305,1d,2,rq_acb_fg_FG2305_1d_20221212_20230404_v1,requires_supersede_decision,2023-04-04T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=fg/contract=FG2305/FG2305_1d_20221212_20230404.parquet,duplicate_active,85260,passed,2022-12-12T00:00:00+00:00
fg,actual_contract,FG2305,1m,2,rq_acb_fg_FG2305_1m_20230103_20230404_v1,requires_supersede_decision,2023-04-04T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=fg/contract=FG2305/FG2305_1m_20230103_20230404.parquet,duplicate_active,53336,passed,2023-01-03T09:01:00+00:00
fg,actual_contract,FG2305,1m,2,rq_acb_fg_FG2305_1m_20221212_20230404_v1,requires_supersede_decision,2023-04-04T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=fg/contract=FG2305/FG2305_1m_20221212_20230404.parquet,duplicate_active,98579,passed,2022-12-09T21:01:00+00:00
fg,actual_contract,FG2305,1w,2,rq_acb_fg_FG2305_1w_20221212_20221230_v1,requires_supersede_decision,2022-12-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=fg/contract=FG2305/FG2305_1w_20221212_20221230.parquet,duplicate_active,68069,passed,2022-12-16T00:00:00+00:00
fg,actual_contract,FG2305,1w,2,rq_acb_fg_FG2305_1w_20221212_20230404_v1,requires_supersede_decision,2023-03-31T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=fg/contract=FG2305/FG2305_1w_20221212_20230404.parquet,duplicate_active,85262,passed,2022-12-16T00:00:00+00:00
fg,actual_contract,FG2609,1d,2,rq_acb_fg_FG2609_1d_20260401_20260707_v1,requires_supersede_decision,2026-07-07T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=fg/contract=FG2609/FG2609_1d_20260401_20260707.parquet,duplicate_active,34034,passed,2026-04-01T15:00:00+00:00
fg,actual_contract,FG2609,1d,2,rq_acb_fg_FG2609_1d_20260416_20260707_v1,requires_supersede_decision,2026-07-07T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=fg/contract=FG2609/FG2609_1d_20260416_20260707.parquet,duplicate_active,42001,passed,2026-04-16T00:00:00+00:00
fg,dominant_main,fg.MAIN,1d,2,rqdata_fg_standard_1d_20200102_20260711_v2,requires_supersede_decision,2026-07-10T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1d_20200102_20260711_v2.parquet,duplicate_active,56462,passed,2020-01-02T00:00:00+00:00
fg,dominant_main,fg.MAIN,1d,2,rqdata_fg_standard_1d_20121203_20260711_v2,requires_supersede_decision,2026-07-10T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1d_20121203_20260711_v2.parquet,duplicate_active,82696,passed,2012-12-03T00:00:00+00:00
fg,dominant_main,fg.MAIN,1m,2,rqdata_fg_standard_1m_20200102_20260711_v2,requires_supersede_decision,2026-07-10T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1m_20200102_20260711_v2.parquet,duplicate_active,71310,passed,2020-01-02T09:01:00+00:00
fg,dominant_main,fg.MAIN,1m,2,rqdata_fg_standard_1m_20121203_20260711_v2,requires_supersede_decision,2026-07-10T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1m_20121203_20260711_v2.parquet,duplicate_active,82788,passed,2012-12-03T09:01:00+00:00
fu,actual_contract,FU2005,1d,2,rq_acb_fu_FU2005_1d_20200102_20200325_v1,requires_supersede_decision,2020-03-25T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=fu/contract=FU2005/FU2005_1d_20200102_20200325.parquet,duplicate_active,68071,passed,2020-01-02T00:00:00+00:00
fu,actual_contract,FU2005,1d,2,rq_acb_fu_FU2005_1d_20191128_20200325_v1,requires_supersede_decision,2020-03-25T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=fu/contract=FU2005/FU2005_1d_20191128_20200325.parquet,duplicate_active,85356,passed,2019-11-28T00:00:00+00:00
fu,actual_contract,FU2005,1w,2,rq_acb_fu_FU2005_1w_20200102_20200325_v1,requires_supersede_decision,2020-03-20T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=fu/contract=FU2005/FU2005_1w_20200102_20200325.parquet,duplicate_active,68073,passed,2020-01-10T00:00:00+00:00
fu,actual_contract,FU2005,1w,2,rq_acb_fu_FU2005_1w_20191128_20200325_v1,requires_supersede_decision,2020-03-20T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=fu/contract=FU2005/FU2005_1w_20191128_20200325.parquet,duplicate_active,85358,passed,2019-12-06T00:00:00+00:00
fu,actual_contract,FU2305,1d,2,rq_acb_fu_FU2305_1d_20221206_20221230_v1,requires_supersede_decision,2022-12-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=fu/contract=FU2305/FU2305_1d_20221206_20221230.parquet,duplicate_active,68107,passed,2022-12-06T00:00:00+00:00
fu,actual_contract,FU2305,1d,2,rq_acb_fu_FU2305_1d_20221206_20230331_v1,requires_supersede_decision,2023-03-31T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=fu/contract=FU2305/FU2305_1d_20221206_20230331.parquet,duplicate_active,85360,passed,2022-12-06T00:00:00+00:00
fu,actual_contract,FU2305,1m,2,rq_acb_fu_FU2305_1m_20230103_20230331_v1,requires_supersede_decision,2023-03-31T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=fu/contract=FU2305/FU2305_1m_20230103_20230331.parquet,duplicate_active,53396,passed,2023-01-03T09:01:00+00:00
fu,actual_contract,FU2305,1m,2,rq_acb_fu_FU2305_1m_20221206_20230331_v1,requires_supersede_decision,2023-03-31T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=fu/contract=FU2305/FU2305_1m_20221206_20230331.parquet,duplicate_active,98691,passed,2022-12-05T21:01:00+00:00
fu,actual_contract,FU2305,1w,2,rq_acb_fu_FU2305_1w_20221206_20221230_v1,requires_supersede_decision,2022-12-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=fu/contract=FU2305/FU2305_1w_20221206_20221230.parquet,duplicate_active,68109,passed,2022-12-16T00:00:00+00:00
fu,actual_contract,FU2305,1w,2,rq_acb_fu_FU2305_1w_20221206_20230331_v1,requires_supersede_decision,2023-03-31T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=fu/contract=FU2305/FU2305_1w_20221206_20230331.parquet,duplicate_active,85362,passed,2022-12-16T00:00:00+00:00
fu,actual_contract,FU2609,1d,2,rq_acb_fu_FU2609_1d_20260401_20260707_v1,requires_supersede_decision,2026-07-07T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=fu/contract=FU2609/FU2609_1d_20260401_20260707.parquet,duplicate_active,34041,passed,2026-04-01T15:00:00+00:00
fu,actual_contract,FU2609,1d,2,rq_acb_fu_FU2609_1d_20260514_20260707_v1,requires_supersede_decision,2026-07-07T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=fu/contract=FU2609/FU2609_1d_20260514_20260707.parquet,duplicate_active,42004,passed,2026-05-14T00:00:00+00:00
fu,dominant_main,fu.MAIN,1d,2,rqdata_fu_standard_1d_20200102_20260711_v2,requires_supersede_decision,2026-07-10T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1d_20200102_20260711_v2.parquet,duplicate_active,56464,passed,2020-01-02T00:00:00+00:00
fu,dominant_main,fu.MAIN,1d,2,rqdata_fu_standard_1d_20040825_20260711_v2,requires_supersede_decision,2026-07-10T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1d_20040825_20260711_v2.parquet,duplicate_active,82675,passed,2004-08-25T00:00:00+00:00
fu,dominant_main,fu.MAIN,1m,2,rqdata_fu_standard_1m_20200102_20260711_v2,requires_supersede_decision,2026-07-10T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1m_20200102_20260711_v2.parquet,duplicate_active,71311,passed,2020-01-02T09:01:00+00:00
fu,dominant_main,fu.MAIN,1m,2,rqdata_fu_standard_1m_20040825_20260711_v2,requires_supersede_decision,2026-07-10T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1m_20040825_20260711_v2.parquet,duplicate_active,82767,passed,2010-01-04T09:01:00+00:00
hc,actual_contract,HC2005,1d,2,rq_acb_hc_HC2005_1d_20200102_20200325_v1,requires_supersede_decision,2020-03-25T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=hc/contract=HC2005/HC2005_1d_20200102_20200325.parquet,duplicate_active,68111,passed,2020-01-02T00:00:00+00:00
hc,actual_contract,HC2005,1d,2,rq_acb_hc_HC2005_1d_20191216_20200325_v1,requires_supersede_decision,2020-03-25T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=hc/contract=HC2005/HC2005_1d_20191216_20200325.parquet,duplicate_active,85464,passed,2019-12-16T00:00:00+00:00
hc,actual_contract,HC2005,1w,2,rq_acb_hc_HC2005_1w_20200102_20200325_v1,requires_supersede_decision,2020-03-20T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=hc/contract=HC2005/HC2005_1w_20200102_20200325.parquet,duplicate_active,68113,passed,2020-01-10T00:00:00+00:00
hc,actual_contract,HC2005,1w,2,rq_acb_hc_HC2005_1w_20191216_20200325_v1,requires_supersede_decision,2020-03-20T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=hc/contract=HC2005/HC2005_1w_20191216_20200325.parquet,duplicate_active,85466,passed,2019-12-20T00:00:00+00:00
hc,actual_contract,HC2305,1d,2,rq_acb_hc_HC2305_1d_20221205_20221230_v1,requires_supersede_decision,2022-12-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=hc/contract=HC2305/HC2305_1d_20221205_20221230.parquet,duplicate_active,68147,passed,2022-12-05T00:00:00+00:00
hc,actual_contract,HC2305,1d,2,rq_acb_hc_HC2305_1d_20221205_20230404_v1,requires_supersede_decision,2023-04-04T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=hc/contract=HC2305/HC2305_1d_20221205_20230404.parquet,duplicate_active,85468,passed,2022-12-05T00:00:00+00:00
hc,actual_contract,HC2305,1m,2,rq_acb_hc_HC2305_1m_20230103_20230404_v1,requires_supersede_decision,2023-04-04T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=hc/contract=HC2305/HC2305_1m_20230103_20230404.parquet,duplicate_active,53498,passed,2023-01-03T09:01:00+00:00
hc,actual_contract,HC2305,1m,2,rq_acb_hc_HC2305_1m_20221205_20230404_v1,requires_supersede_decision,2023-04-04T15:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=hc/contract=HC2305/HC2305_1m_20221205_20230404.parquet,duplicate_active,98747,passed,2022-12-02T21:01:00+00:00
hc,actual_contract,HC2305,1w,2,rq_acb_hc_HC2305_1w_20221205_20221230_v1,requires_supersede_decision,2022-12-30T00:00:00+00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=hc/contract=HC2305/HC2305_1w_20221205_20221230.parquet,duplicate_active,68149,passed,2022-12-09T00:00:00+00:00
