product,asset_scope,contract,period,gate_status,blocked_reasons,manifest_status,manifest_quality_status,manifest_data_role,manifest_row_count,db_market_data_file_id,db_quality_status,db_row_count,data_quality_report_status,duckdb_row_count,duckdb_min_datetime,duckdb_max_datetime,standard_path
ao,actual_contract,AO2609,1d,active_passed,,success,passed,primary,55,41372.0,passed,55.0,passed,55,2026-04-16T00:00:00,2026-07-07T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=AO2609/AO2609_1d_20260416_20260707.parquet
ap,dominant_main,ap.MAIN,1d,active_passed,,success,passed,primary,848,40917.0,passed,848.0,passed,848,2023-01-03T00:00:00,2026-07-07T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=ap.MAIN/ap_MAIN_1d_20230103_20260707_v2.parquet
ap,actual_contract,AP2305,1d,active_passed,,success,passed,primary,67,41374.0,passed,67.0,passed,67,2023-01-03T00:00:00,2023-04-13T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2305/AP2305_1d_20230103_20230413.parquet
ap,actual_contract,AP2310,1d,active_passed,,success,passed,primary,96,41376.0,passed,96.0,passed,96,2023-04-14T00:00:00,2023-09-01T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2310/AP2310_1d_20230414_20230901.parquet
ap,actual_contract,AP2401,1d,active_passed,,success,passed,primary,60,41378.0,passed,60.0,passed,60,2023-09-04T00:00:00,2023-12-04T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2401/AP2401_1d_20230904_20231204.parquet
ap,actual_contract,AP2405,1d,active_passed,,success,passed,primary,85,41380.0,passed,85.0,passed,85,2023-12-05T00:00:00,2024-04-12T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2405/AP2405_1d_20231205_20240412.parquet
ap,actual_contract,AP2410,1d,active_passed,,success,passed,primary,101,41382.0,passed,101.0,passed,101,2024-04-15T00:00:00,2024-09-06T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2410/AP2410_1d_20240415_20240906.parquet
ap,actual_contract,AP2501,1d,active_passed,,success,passed,primary,59,41384.0,passed,59.0,passed,59,2024-09-09T00:00:00,2024-12-09T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2501/AP2501_1d_20240909_20241209.parquet
ap,actual_contract,AP2505,1d,active_passed,,success,passed,primary,81,41386.0,passed,81.0,passed,81,2024-12-10T00:00:00,2025-04-11T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2505/AP2505_1d_20241210_20250411.parquet
ap,actual_contract,AP2510,1d,active_passed,,success,passed,primary,100,41388.0,passed,100.0,passed,100,2025-04-14T00:00:00,2025-09-04T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2510/AP2510_1d_20250414_20250904.parquet
ap,actual_contract,AP2601,1d,active_passed,,success,passed,primary,55,41391.0,passed,55.0,passed,55,2025-09-05T00:00:00,2025-11-28T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2601/AP2601_1d_20250905_20251128.parquet
ap,actual_contract,AP2605,1d,active_passed,,success,passed,primary,84,41393.0,passed,84.0,passed,84,2025-12-01T00:00:00,2026-04-08T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2605/AP2605_1d_20251201_20260408.parquet
ap,actual_contract,AP2610,1d,active_passed,,success,passed,primary,65,33908.0,passed,65.0,passed,65,2026-04-01T15:00:00,2026-07-07T15:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2610/AP2610_1d_20260401_20260707.parquet
ap,actual_contract,AP2610,1d,active_passed,,success,passed,primary,60,41395.0,passed,60.0,passed,60,2026-04-09T00:00:00,2026-07-07T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=AP2610/AP2610_1d_20260409_20260707.parquet
au,dominant_main,au.MAIN,1d,active_passed,,success,passed,primary,848,40923.0,passed,848.0,passed,848,2023-01-03T00:00:00,2026-07-07T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=au/contract=au.MAIN/au_MAIN_1d_20230103_20260707_v2.parquet
au,actual_contract,AU2608,1d,active_passed,,success,passed,primary,76,33915.0,passed,76.0,passed,76,2026-04-01T15:00:00,2026-07-07T15:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=au/contract=AU2608/AU2608_1d_20260401_20260707.parquet
