target_id,requirement_level,consumers,profile_id,product,contract_role,period,target_start,target_end,source_1m_file_id,source_1m_path,source_1m_version,source_1m_checksum,source_1m_quality
hard:backtest:jm:1d:2023-06-28:2026-06-28,hard,['backtest'],intraday_research_v1,jm,dominant_main,1d,2023-06-28,2026-06-26,71290,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_1m_20200102_20260711_v2.parquet,rqdata_jm_standard_1m_20200102_20260711_v2,0598fc6f70d9adf5bf773e036d63c729b8ef4f8b15e7c1f7a3994d5fdfb5976d,passed
