action,reason,profile_id,instrument_symbol,contract_code,contract_role,period,binding_id,current_file_id,target_file_id,target_data_version
replace,data_role=superseded,intraday_research_v1,ni,ni.MAIN,dominant_main,15m,518,56239,71362,rqdata_ni_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ni,ni.MAIN,dominant_main,30m,521,56240,71363,rqdata_ni_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ni,ni.MAIN,dominant_main,5m,522,56238,71361,rqdata_ni_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ni,ni.MAIN,dominant_main,60m,523,56241,71364,rqdata_ni_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,nr,nr.MAIN,dominant_main,15m,524,56243,71450,rqdata_nr_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,nr,nr.MAIN,dominant_main,30m,527,56244,71451,rqdata_nr_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,nr,nr.MAIN,dominant_main,5m,528,56242,71449,rqdata_nr_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,nr,nr.MAIN,dominant_main,60m,529,56245,71452,rqdata_nr_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,oi,oi.MAIN,dominant_main,15m,530,56247,71454,rqdata_oi_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,oi,oi.MAIN,dominant_main,30m,533,56248,71455,rqdata_oi_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,oi,oi.MAIN,dominant_main,5m,534,56246,71453,rqdata_oi_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,oi,oi.MAIN,dominant_main,60m,535,56249,71456,rqdata_oi_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,op,op.MAIN,dominant_main,15m,536,56251,71735,rqdata_op_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,op,op.MAIN,dominant_main,1d,537,55888,71670,rqdata_op_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,op,op.MAIN,dominant_main,30m,539,56252,71736,rqdata_op_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,op,op.MAIN,dominant_main,5m,540,56250,71734,rqdata_op_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,op,op.MAIN,dominant_main,60m,541,56253,71737,rqdata_op_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,p,p.MAIN,dominant_main,15m,542,56255,71458,rqdata_p_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,p,p.MAIN,dominant_main,30m,545,56256,71459,rqdata_p_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,p,p.MAIN,dominant_main,5m,546,56254,71457,rqdata_p_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,p,p.MAIN,dominant_main,60m,547,56257,71460,rqdata_p_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pb,pb.MAIN,dominant_main,15m,548,56259,71366,rqdata_pb_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pb,pb.MAIN,dominant_main,30m,551,56260,71367,rqdata_pb_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pb,pb.MAIN,dominant_main,5m,552,56258,71365,rqdata_pb_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pb,pb.MAIN,dominant_main,60m,553,56261,71368,rqdata_pb_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pd,pd.MAIN,dominant_main,15m,554,56263,71739,rqdata_pd_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pd,pd.MAIN,dominant_main,1d,555,55894,71673,rqdata_pd_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pd,pd.MAIN,dominant_main,30m,557,56264,71740,rqdata_pd_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pd,pd.MAIN,dominant_main,5m,558,56262,71738,rqdata_pd_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pd,pd.MAIN,dominant_main,60m,559,56265,71741,rqdata_pd_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pf,pf.MAIN,dominant_main,15m,560,56267,71566,rqdata_pf_standard_15m_20201012_20260711_v2
replace,data_role=superseded,intraday_research_v1,pf,pf.MAIN,dominant_main,30m,563,56268,71567,rqdata_pf_standard_30m_20201012_20260711_v2
replace,data_role=superseded,intraday_research_v1,pf,pf.MAIN,dominant_main,5m,564,56266,71565,rqdata_pf_standard_5m_20201012_20260711_v2
replace,data_role=superseded,intraday_research_v1,pf,pf.MAIN,dominant_main,60m,565,56269,71568,rqdata_pf_standard_60m_20201012_20260711_v2
replace,data_role=superseded,intraday_research_v1,pg,pg.MAIN,dominant_main,15m,566,56271,71514,rqdata_pg_standard_15m_20200330_20260711_v2
replace,data_role=superseded,intraday_research_v1,pg,pg.MAIN,dominant_main,30m,569,56272,71515,rqdata_pg_standard_30m_20200330_20260711_v2
replace,data_role=superseded,intraday_research_v1,pg,pg.MAIN,dominant_main,5m,570,56270,71513,rqdata_pg_standard_5m_20200330_20260711_v2
replace,data_role=superseded,intraday_research_v1,pg,pg.MAIN,dominant_main,60m,571,56273,71516,rqdata_pg_standard_60m_20200330_20260711_v2
replace,data_role=superseded,intraday_research_v1,pk,pk.MAIN,dominant_main,15m,572,56275,71638,rqdata_pk_standard_15m_20210201_20260711_v2
replace,data_role=superseded,intraday_research_v1,pk,pk.MAIN,dominant_main,30m,575,56276,71639,rqdata_pk_standard_30m_20210201_20260711_v2
replace,data_role=superseded,intraday_research_v1,pk,pk.MAIN,dominant_main,5m,576,56274,71637,rqdata_pk_standard_5m_20210201_20260711_v2
replace,data_role=superseded,intraday_research_v1,pk,pk.MAIN,dominant_main,60m,577,56277,71640,rqdata_pk_standard_60m_20210201_20260711_v2
replace,data_role=superseded,intraday_research_v1,pl,pl.MAIN,dominant_main,15m,578,56279,71743,rqdata_pl_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pl,pl.MAIN,dominant_main,1d,579,55902,71676,rqdata_pl_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pl,pl.MAIN,dominant_main,30m,581,56280,71744,rqdata_pl_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pl,pl.MAIN,dominant_main,5m,582,56278,71742,rqdata_pl_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pl,pl.MAIN,dominant_main,60m,583,56281,71745,rqdata_pl_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pm,pm.MAIN,dominant_main,15m,584,56283,71602,rqdata_pm_standard_15m_20200102_20260711_v2
deactivate,data_role=superseded,intraday_research_v1,pm,pm.MAIN,dominant_main,1d,585,55904,,
replace,data_role=superseded,intraday_research_v1,pm,pm.MAIN,dominant_main,30m,587,56284,71603,rqdata_pm_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pm,pm.MAIN,dominant_main,5m,588,56282,71601,rqdata_pm_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pm,pm.MAIN,dominant_main,60m,589,56285,71604,rqdata_pm_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pp,pp.MAIN,dominant_main,15m,590,56287,71462,rqdata_pp_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pp,pp.MAIN,dominant_main,30m,593,56288,71463,rqdata_pp_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pp,pp.MAIN,dominant_main,5m,594,56286,71461,rqdata_pp_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pp,pp.MAIN,dominant_main,60m,595,56289,71464,rqdata_pp_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,pp_f,pp_f.MAIN,dominant_main,15m,596,56291,71747,rqdata_pp_f_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pp_f,pp_f.MAIN,dominant_main,1d,597,55908,71679,rqdata_pp_f_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pp_f,pp_f.MAIN,dominant_main,30m,599,56292,71748,rqdata_pp_f_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pp_f,pp_f.MAIN,dominant_main,5m,600,56290,71746,rqdata_pp_f_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pp_f,pp_f.MAIN,dominant_main,60m,601,56293,71749,rqdata_pp_f_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pr,pr.MAIN,dominant_main,15m,602,56295,71751,rqdata_pr_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pr,pr.MAIN,dominant_main,1d,603,55910,71682,rqdata_pr_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pr,pr.MAIN,dominant_main,30m,605,56296,71752,rqdata_pr_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pr,pr.MAIN,dominant_main,5m,606,56294,71750,rqdata_pr_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pr,pr.MAIN,dominant_main,60m,607,56297,71753,rqdata_pr_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,ps,ps.MAIN,dominant_main,15m,608,56299,71755,rqdata_ps_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,ps,ps.MAIN,dominant_main,1d,609,55912,71685,rqdata_ps_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,ps,ps.MAIN,dominant_main,30m,611,56300,71756,rqdata_ps_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,ps,ps.MAIN,dominant_main,5m,612,56298,71754,rqdata_ps_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,ps,ps.MAIN,dominant_main,60m,613,56301,71757,rqdata_ps_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pt,pt.MAIN,dominant_main,15m,614,56303,71759,rqdata_pt_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pt,pt.MAIN,dominant_main,1d,615,55914,71688,rqdata_pt_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pt,pt.MAIN,dominant_main,30m,617,56304,71760,rqdata_pt_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pt,pt.MAIN,dominant_main,5m,618,56302,71758,rqdata_pt_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,pt,pt.MAIN,dominant_main,60m,619,56305,71761,rqdata_pt_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,px,px.MAIN,dominant_main,15m,620,56307,71763,rqdata_px_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,px,px.MAIN,dominant_main,1d,621,55916,71691,rqdata_px_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,px,px.MAIN,dominant_main,30m,623,56308,71764,rqdata_px_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,px,px.MAIN,dominant_main,5m,624,56306,71762,rqdata_px_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,px,px.MAIN,dominant_main,60m,625,56309,71765,rqdata_px_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,rb,rb.MAIN,dominant_main,15m,626,56311,71466,rqdata_rb_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rb,rb.MAIN,dominant_main,30m,629,56312,71467,rqdata_rb_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rb,rb.MAIN,dominant_main,5m,630,56310,71465,rqdata_rb_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rb,rb.MAIN,dominant_main,60m,631,56313,71468,rqdata_rb_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ri,ri.MAIN,dominant_main,15m,632,56315,71606,rqdata_ri_standard_15m_20200102_20260711_v2
deactivate,data_role=superseded,intraday_research_v1,ri,ri.MAIN,dominant_main,1d,633,55920,,
replace,data_role=superseded,intraday_research_v1,ri,ri.MAIN,dominant_main,30m,635,56316,71607,rqdata_ri_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ri,ri.MAIN,dominant_main,5m,636,56314,71605,rqdata_ri_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ri,ri.MAIN,dominant_main,60m,637,56317,71608,rqdata_ri_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rm,rm.MAIN,dominant_main,15m,638,56319,71470,rqdata_rm_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rm,rm.MAIN,dominant_main,30m,641,56320,71471,rqdata_rm_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rm,rm.MAIN,dominant_main,5m,642,56318,71469,rqdata_rm_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rm,rm.MAIN,dominant_main,60m,643,56321,71472,rqdata_rm_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rr,rr.MAIN,dominant_main,15m,644,56323,71474,rqdata_rr_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rr,rr.MAIN,dominant_main,30m,647,56324,71475,rqdata_rr_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rr,rr.MAIN,dominant_main,5m,648,56322,71473,rqdata_rr_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rr,rr.MAIN,dominant_main,60m,649,56325,71476,rqdata_rr_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rs,rs.MAIN,dominant_main,15m,650,56327,71610,rqdata_rs_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rs,rs.MAIN,dominant_main,30m,652,56328,71611,rqdata_rs_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rs,rs.MAIN,dominant_main,5m,653,56326,71609,rqdata_rs_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,rs,rs.MAIN,dominant_main,60m,654,56329,71612,rqdata_rs_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ru,ru.MAIN,dominant_main,15m,655,56331,71478,rqdata_ru_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ru,ru.MAIN,dominant_main,30m,658,56332,71479,rqdata_ru_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ru,ru.MAIN,dominant_main,5m,659,56330,71477,rqdata_ru_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ru,ru.MAIN,dominant_main,60m,660,56333,71480,rqdata_ru_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sa,sa.MAIN,dominant_main,15m,661,56335,71482,rqdata_sa_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sa,sa.MAIN,dominant_main,30m,664,56336,71483,rqdata_sa_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sa,sa.MAIN,dominant_main,5m,665,56334,71481,rqdata_sa_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sa,sa.MAIN,dominant_main,60m,666,56337,71484,rqdata_sa_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sc,sc.MAIN,dominant_main,15m,667,56339,71350,rqdata_sc_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sc,sc.MAIN,dominant_main,30m,670,56340,71351,rqdata_sc_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sc,sc.MAIN,dominant_main,5m,671,56338,71349,rqdata_sc_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sc,sc.MAIN,dominant_main,60m,672,56341,71352,rqdata_sc_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sf,sf.MAIN,dominant_main,15m,673,56343,71614,rqdata_sf_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sf,sf.MAIN,dominant_main,30m,676,56344,71615,rqdata_sf_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sf,sf.MAIN,dominant_main,5m,677,56342,71613,rqdata_sf_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sf,sf.MAIN,dominant_main,60m,678,56345,71616,rqdata_sf_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sh,sh.MAIN,dominant_main,15m,679,56347,71767,rqdata_sh_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,sh,sh.MAIN,dominant_main,1d,680,55936,71694,rqdata_sh_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,sh,sh.MAIN,dominant_main,30m,682,56348,71768,rqdata_sh_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,sh,sh.MAIN,dominant_main,5m,683,56346,71766,rqdata_sh_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,sh,sh.MAIN,dominant_main,60m,684,56349,71769,rqdata_sh_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,si,si.MAIN,dominant_main,15m,685,56351,71522,rqdata_si_standard_15m_20221222_20260711_v2
replace,data_role=superseded,intraday_research_v1,si,si.MAIN,dominant_main,30m,688,56352,71523,rqdata_si_standard_30m_20221222_20260711_v2
replace,data_role=superseded,intraday_research_v1,si,si.MAIN,dominant_main,5m,689,56350,71521,rqdata_si_standard_5m_20221222_20260711_v2
replace,data_role=superseded,intraday_research_v1,si,si.MAIN,dominant_main,60m,690,56353,71524,rqdata_si_standard_60m_20221222_20260711_v2
replace,data_role=superseded,intraday_research_v1,sm,sm.MAIN,dominant_main,15m,691,56355,71618,rqdata_sm_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sm,sm.MAIN,dominant_main,30m,694,56356,71619,rqdata_sm_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sm,sm.MAIN,dominant_main,5m,695,56354,71617,rqdata_sm_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sm,sm.MAIN,dominant_main,60m,696,56357,71620,rqdata_sm_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sn,sn.MAIN,dominant_main,15m,697,56359,71370,rqdata_sn_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sn,sn.MAIN,dominant_main,30m,700,56360,71371,rqdata_sn_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sn,sn.MAIN,dominant_main,5m,701,56358,71369,rqdata_sn_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sn,sn.MAIN,dominant_main,60m,702,56361,71372,rqdata_sn_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sp,sp.MAIN,dominant_main,15m,703,56363,71486,rqdata_sp_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sp,sp.MAIN,dominant_main,30m,706,56364,71487,rqdata_sp_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sp,sp.MAIN,dominant_main,5m,707,56362,71485,rqdata_sp_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sp,sp.MAIN,dominant_main,60m,708,56365,71488,rqdata_sp_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sr,sr.MAIN,dominant_main,15m,709,56367,71490,rqdata_sr_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sr,sr.MAIN,dominant_main,30m,712,56368,71491,rqdata_sr_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sr,sr.MAIN,dominant_main,5m,713,56366,71489,rqdata_sr_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,sr,sr.MAIN,dominant_main,60m,714,56369,71492,rqdata_sr_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ss,ss.MAIN,dominant_main,15m,715,56371,71374,rqdata_ss_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ss,ss.MAIN,dominant_main,30m,718,56372,71375,rqdata_ss_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ss,ss.MAIN,dominant_main,5m,719,56370,71373,rqdata_ss_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ss,ss.MAIN,dominant_main,60m,720,56373,71376,rqdata_ss_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,t,t.MAIN,dominant_main,15m,721,56375,71554,rqdata_t_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,t,t.MAIN,dominant_main,30m,724,56376,71555,rqdata_t_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,t,t.MAIN,dominant_main,5m,725,56374,71553,rqdata_t_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,t,t.MAIN,dominant_main,60m,726,56377,71556,rqdata_t_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ta,ta.MAIN,dominant_main,15m,727,56379,71494,rqdata_ta_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ta,ta.MAIN,dominant_main,30m,730,56380,71495,rqdata_ta_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ta,ta.MAIN,dominant_main,5m,731,56378,71493,rqdata_ta_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ta,ta.MAIN,dominant_main,60m,732,56381,71496,rqdata_ta_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,tf,tf.MAIN,dominant_main,15m,733,56383,71558,rqdata_tf_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,tf,tf.MAIN,dominant_main,1m,735,56055,71527,rqdata_tf_standard_1m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,tf,tf.MAIN,dominant_main,30m,736,56384,71559,rqdata_tf_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,tf,tf.MAIN,dominant_main,5m,737,56382,71557,rqdata_tf_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,tf,tf.MAIN,dominant_main,60m,738,56385,71560,rqdata_tf_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,tl,tl.MAIN,dominant_main,15m,739,56387,71771,rqdata_tl_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,tl,tl.MAIN,dominant_main,1d,740,55956,71697,rqdata_tl_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,tl,tl.MAIN,dominant_main,30m,742,56388,71772,rqdata_tl_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,tl,tl.MAIN,dominant_main,5m,743,56386,71770,rqdata_tl_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,tl,tl.MAIN,dominant_main,60m,744,56389,71773,rqdata_tl_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,ts,ts.MAIN,dominant_main,15m,745,56391,71562,rqdata_ts_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ts,ts.MAIN,dominant_main,30m,748,56392,71563,rqdata_ts_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ts,ts.MAIN,dominant_main,5m,749,56390,71561,rqdata_ts_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ts,ts.MAIN,dominant_main,60m,750,56393,71564,rqdata_ts_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ur,ur.MAIN,dominant_main,15m,751,56395,71622,rqdata_ur_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ur,ur.MAIN,dominant_main,30m,754,56396,71623,rqdata_ur_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ur,ur.MAIN,dominant_main,5m,755,56394,71621,rqdata_ur_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,ur,ur.MAIN,dominant_main,60m,756,56397,71624,rqdata_ur_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,v,v.MAIN,dominant_main,15m,757,56399,71498,rqdata_v_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,v,v.MAIN,dominant_main,30m,760,56400,71499,rqdata_v_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,v,v.MAIN,dominant_main,5m,761,56398,71497,rqdata_v_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,v,v.MAIN,dominant_main,60m,762,56401,71500,rqdata_v_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,v_f,v_f.MAIN,dominant_main,15m,763,56403,71775,rqdata_v_f_standard_15m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,v_f,v_f.MAIN,dominant_main,1d,764,55964,71700,rqdata_v_f_standard_1d_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,v_f,v_f.MAIN,dominant_main,30m,766,56404,71776,rqdata_v_f_standard_30m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,v_f,v_f.MAIN,dominant_main,5m,767,56402,71774,rqdata_v_f_standard_5m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,v_f,v_f.MAIN,dominant_main,60m,768,56405,71777,rqdata_v_f_standard_60m_20230103_20260712_v2
replace,data_role=superseded,intraday_research_v1,wh,wh.MAIN,dominant_main,15m,769,56407,71626,rqdata_wh_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,wh,wh.MAIN,dominant_main,30m,771,56408,71627,rqdata_wh_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,wh,wh.MAIN,dominant_main,5m,772,56406,71625,rqdata_wh_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,wh,wh.MAIN,dominant_main,60m,773,56409,71628,rqdata_wh_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,wr,wr.MAIN,dominant_main,15m,774,56411,71630,rqdata_wr_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,wr,wr.MAIN,dominant_main,30m,776,56412,71631,rqdata_wr_standard_30m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,wr,wr.MAIN,dominant_main,5m,777,56410,71629,rqdata_wr_standard_5m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,wr,wr.MAIN,dominant_main,60m,778,56413,71632,rqdata_wr_standard_60m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,y,y.MAIN,dominant_main,15m,779,56415,71502,rqdata_y_standard_15m_20200102_20260711_v2
replace,data_role=superseded,intraday_research_v1,y,y.MAIN,dominant_main,30m,782,56416,71503,rqdata_y_standard_30m_20200102_20260711_v2
