profile_id,instrument_symbol,contract_code,period,group_key,block_reason,market_data_file_id,evidence_source
intraday_research_v1,jm,jm.MAIN,30m,jm|jm.MAIN|30m,frozen_baseline_reference,33208,rulebook
intraday_research_v1,jm,jm.MAIN,5m,jm|jm.MAIN|5m,frozen_baseline_reference,33206,rulebook
intraday_research_v1,jm,jm.MAIN,60m,jm|jm.MAIN|60m,frozen_baseline_reference,33209,rulebook
intraday_research_v1,jr,jr.MAIN,15m,jr|jr.MAIN|15m,frozen_baseline_reference,41081,rulebook
intraday_research_v1,jr,jr.MAIN,1d,jr|jr.MAIN|1d,frozen_baseline_reference,41084,rulebook
intraday_research_v1,jr,jr.MAIN,1d,jr|jr.MAIN|1d,quality_policy_violation,56484,rulebook
intraday_research_v1,jr,jr.MAIN,1m,jr|jr.MAIN|1m,frozen_baseline_reference,41079,rulebook
intraday_research_v1,jr,jr.MAIN,30m,jr|jr.MAIN|30m,frozen_baseline_reference,41082,rulebook
intraday_research_v1,jr,jr.MAIN,5m,jr|jr.MAIN|5m,frozen_baseline_reference,41080,rulebook
intraday_research_v1,jr,jr.MAIN,60m,jr|jr.MAIN|60m,frozen_baseline_reference,41083,rulebook
intraday_research_v1,l,l.MAIN,15m,l|l.MAIN|15m,frozen_baseline_reference,41087,rulebook
intraday_research_v1,l,l.MAIN,1d,l|l.MAIN|1d,frozen_baseline_reference,41090,rulebook
intraday_research_v1,l,l.MAIN,1m,l|l.MAIN|1m,frozen_baseline_reference,41085,rulebook
intraday_research_v1,l,l.MAIN,30m,l|l.MAIN|30m,frozen_baseline_reference,41088,rulebook
intraday_research_v1,l,l.MAIN,5m,l|l.MAIN|5m,frozen_baseline_reference,41086,rulebook
intraday_research_v1,l,l.MAIN,60m,l|l.MAIN|60m,frozen_baseline_reference,41089,rulebook
intraday_research_v1,l_f,l_f.MAIN,15m,l_f|l_f.MAIN|15m,frozen_baseline_reference,41093,rulebook
intraday_research_v1,l_f,l_f.MAIN,1d,l_f|l_f.MAIN|1d,frozen_baseline_reference,41096,rulebook
intraday_research_v1,l_f,l_f.MAIN,1m,l_f|l_f.MAIN|1m,frozen_baseline_reference,41091,rulebook
intraday_research_v1,l_f,l_f.MAIN,30m,l_f|l_f.MAIN|30m,frozen_baseline_reference,41094,rulebook
intraday_research_v1,l_f,l_f.MAIN,5m,l_f|l_f.MAIN|5m,frozen_baseline_reference,41092,rulebook
intraday_research_v1,l_f,l_f.MAIN,60m,l_f|l_f.MAIN|60m,frozen_baseline_reference,41095,rulebook
intraday_research_v1,lc,lc.MAIN,15m,lc|lc.MAIN|15m,frozen_baseline_reference,41099,rulebook
intraday_research_v1,lc,lc.MAIN,1d,lc|lc.MAIN|1d,frozen_baseline_reference,41102,rulebook
intraday_research_v1,lc,lc.MAIN,1m,lc|lc.MAIN|1m,frozen_baseline_reference,41097,rulebook
intraday_research_v1,lc,lc.MAIN,30m,lc|lc.MAIN|30m,frozen_baseline_reference,41100,rulebook
intraday_research_v1,lc,lc.MAIN,5m,lc|lc.MAIN|5m,frozen_baseline_reference,41098,rulebook
intraday_research_v1,lc,lc.MAIN,60m,lc|lc.MAIN|60m,frozen_baseline_reference,41101,rulebook
intraday_research_v1,lg,lg.MAIN,15m,lg|lg.MAIN|15m,frozen_baseline_reference,41105,rulebook
intraday_research_v1,lg,lg.MAIN,1d,lg|lg.MAIN|1d,frozen_baseline_reference,41108,rulebook
intraday_research_v1,lg,lg.MAIN,1m,lg|lg.MAIN|1m,frozen_baseline_reference,41103,rulebook
