classification,product,year,dataset,issue_type,db_row_count_for_year,db_min_trade_date,db_max_trade_date,candidate_start_date,candidate_end_date,suggested_command,recommended_action
partial_year_rows,al,2020,contract_universe,missing_contract_universe,2916,2020-01-02,2020-12-31,2020-01-01,2020-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product al --start-date 2020-01-01 --end-date 2020-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,al,2020,continuous_contract_map,missing_continuous_contract_map,0,,,2020-01-01,2020-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product al --start-date 2020-01-01 --end-date 2020-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,al,2021,contract_universe,missing_contract_universe,2916,2021-01-04,2021-12-31,2021-01-01,2021-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product al --start-date 2021-01-01 --end-date 2021-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,al,2021,continuous_contract_map,missing_continuous_contract_map,0,,,2021-01-01,2021-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product al --start-date 2021-01-01 --end-date 2021-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,al,2022,contract_universe,missing_contract_universe,2904,2022-01-04,2022-12-30,2022-01-01,2022-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product al --start-date 2022-01-01 --end-date 2022-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,al,2022,continuous_contract_map,missing_continuous_contract_map,0,,,2022-01-01,2022-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product al --start-date 2022-01-01 --end-date 2022-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,al,2023,contract_universe,missing_contract_universe,2904,2023-01-03,2023-12-29,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product al --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,al,2023,continuous_contract_map,missing_continuous_contract_map,0,,,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product al --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,al,2024,continuous_contract_map,missing_continuous_contract_map,0,,,2024-01-01,2024-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product al --start-date 2024-01-01 --end-date 2024-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,al,2025,continuous_contract_map,missing_continuous_contract_map,0,,,2025-01-01,2025-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product al --start-date 2025-01-01 --end-date 2025-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,al,2026,continuous_contract_map,missing_continuous_contract_map,0,,,2026-01-01,2026-07-10,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product al --start-date 2026-01-01 --end-date 2026-07-10,metadata_only_sync_requires_human_gate
partial_year_rows,ao,2023,contract_universe,missing_contract_universe,1384,2023-06-19,2023-12-29,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product ao --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ao,2023,continuous_contract_map,missing_continuous_contract_map,0,,,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ao --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ao,2024,continuous_contract_map,missing_continuous_contract_map,0,,,2024-01-01,2024-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ao --start-date 2024-01-01 --end-date 2024-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ao,2025,continuous_contract_map,missing_continuous_contract_map,0,,,2025-01-01,2025-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ao --start-date 2025-01-01 --end-date 2025-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ao,2026,continuous_contract_map,missing_continuous_contract_map,0,,,2026-01-01,2026-07-10,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ao --start-date 2026-01-01 --end-date 2026-07-10,metadata_only_sync_requires_human_gate
partial_year_rows,ap,2020,contract_universe,missing_contract_universe,1585,2020-01-02,2020-12-31,2020-01-01,2020-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product ap --start-date 2020-01-01 --end-date 2020-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ap,2020,continuous_contract_map,missing_continuous_contract_map,0,,,2020-01-01,2020-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ap --start-date 2020-01-01 --end-date 2020-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,ap,2021,contract_universe,missing_contract_universe,1633,2021-01-04,2021-12-31,2021-01-01,2021-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product ap --start-date 2021-01-01 --end-date 2021-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ap,2021,continuous_contract_map,missing_continuous_contract_map,0,,,2021-01-01,2021-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ap --start-date 2021-01-01 --end-date 2021-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,ap,2022,contract_universe,missing_contract_universe,1694,2022-01-04,2022-12-30,2022-01-01,2022-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product ap --start-date 2022-01-01 --end-date 2022-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ap,2022,continuous_contract_map,missing_continuous_contract_map,0,,,2022-01-01,2022-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ap --start-date 2022-01-01 --end-date 2022-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,ap,2023,contract_universe,missing_contract_universe,1694,2023-01-03,2023-12-29,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product ap --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ap,2023,continuous_contract_map,missing_continuous_contract_map,0,,,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ap --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ap,2024,continuous_contract_map,missing_continuous_contract_map,0,,,2024-01-01,2024-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ap --start-date 2024-01-01 --end-date 2024-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ap,2025,continuous_contract_map,missing_continuous_contract_map,0,,,2025-01-01,2025-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ap --start-date 2025-01-01 --end-date 2025-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,ap,2026,continuous_contract_map,missing_continuous_contract_map,0,,,2026-01-01,2026-07-10,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product ap --start-date 2026-01-01 --end-date 2026-07-10,metadata_only_sync_requires_human_gate
partial_year_rows,au,2020,contract_universe,missing_contract_universe,1944,2020-01-02,2020-12-31,2020-01-01,2020-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product au --start-date 2020-01-01 --end-date 2020-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,au,2020,continuous_contract_map,missing_continuous_contract_map,0,,,2020-01-01,2020-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product au --start-date 2020-01-01 --end-date 2020-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,au,2021,contract_universe,missing_contract_universe,1944,2021-01-04,2021-12-31,2021-01-01,2021-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product au --start-date 2021-01-01 --end-date 2021-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,au,2021,continuous_contract_map,missing_continuous_contract_map,0,,,2021-01-01,2021-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product au --start-date 2021-01-01 --end-date 2021-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,au,2022,contract_universe,missing_contract_universe,1936,2022-01-04,2022-12-30,2022-01-01,2022-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product au --start-date 2022-01-01 --end-date 2022-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,au,2022,continuous_contract_map,missing_continuous_contract_map,0,,,2022-01-01,2022-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product au --start-date 2022-01-01 --end-date 2022-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,au,2023,contract_universe,missing_contract_universe,1936,2023-01-03,2023-12-29,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product au --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,au,2023,continuous_contract_map,missing_continuous_contract_map,0,,,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product au --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,au,2024,continuous_contract_map,missing_continuous_contract_map,0,,,2024-01-01,2024-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product au --start-date 2024-01-01 --end-date 2024-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,au,2025,continuous_contract_map,missing_continuous_contract_map,0,,,2025-01-01,2025-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product au --start-date 2025-01-01 --end-date 2025-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,au,2026,continuous_contract_map,missing_continuous_contract_map,0,,,2026-01-01,2026-07-10,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product au --start-date 2026-01-01 --end-date 2026-07-10,metadata_only_sync_requires_human_gate
partial_year_rows,b,2020,contract_universe,missing_contract_universe,2916,2020-01-02,2020-12-31,2020-01-01,2020-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product b --start-date 2020-01-01 --end-date 2020-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,b,2020,continuous_contract_map,missing_continuous_contract_map,0,,,2020-01-01,2020-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product b --start-date 2020-01-01 --end-date 2020-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,b,2021,contract_universe,missing_contract_universe,2916,2021-01-04,2021-12-31,2021-01-01,2021-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product b --start-date 2021-01-01 --end-date 2021-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,b,2021,continuous_contract_map,missing_continuous_contract_map,0,,,2021-01-01,2021-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product b --start-date 2021-01-01 --end-date 2021-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,b,2022,contract_universe,missing_contract_universe,2904,2022-01-04,2022-12-30,2022-01-01,2022-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product b --start-date 2022-01-01 --end-date 2022-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,b,2022,continuous_contract_map,missing_continuous_contract_map,0,,,2022-01-01,2022-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product b --start-date 2022-01-01 --end-date 2022-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,b,2023,contract_universe,missing_contract_universe,2904,2023-01-03,2023-12-29,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product b --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,b,2023,continuous_contract_map,missing_continuous_contract_map,0,,,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product b --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,b,2024,continuous_contract_map,missing_continuous_contract_map,0,,,2024-01-01,2024-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product b --start-date 2024-01-01 --end-date 2024-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,b,2025,continuous_contract_map,missing_continuous_contract_map,0,,,2025-01-01,2025-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product b --start-date 2025-01-01 --end-date 2025-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,b,2026,continuous_contract_map,missing_continuous_contract_map,0,,,2026-01-01,2026-07-10,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product b --start-date 2026-01-01 --end-date 2026-07-10,metadata_only_sync_requires_human_gate
partial_year_rows,bb,2020,contract_universe,missing_contract_universe,2916,2020-01-02,2020-12-31,2020-01-01,2020-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bb --start-date 2020-01-01 --end-date 2020-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,bb,2020,continuous_contract_map,missing_continuous_contract_map,0,,,2020-01-01,2020-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bb --start-date 2020-01-01 --end-date 2020-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,bb,2021,contract_universe,missing_contract_universe,2916,2021-01-04,2021-12-31,2021-01-01,2021-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bb --start-date 2021-01-01 --end-date 2021-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,bb,2021,continuous_contract_map,missing_continuous_contract_map,0,,,2021-01-01,2021-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bb --start-date 2021-01-01 --end-date 2021-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,bb,2022,contract_universe,missing_contract_universe,2904,2022-01-04,2022-12-30,2022-01-01,2022-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bb --start-date 2022-01-01 --end-date 2022-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,bb,2022,continuous_contract_map,missing_continuous_contract_map,0,,,2022-01-01,2022-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bb --start-date 2022-01-01 --end-date 2022-12-31,metadata_only_sync_requires_human_gate
partial_year_rows,bb,2023,contract_universe,missing_contract_universe,2904,2023-01-03,2023-12-29,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bb --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,bb,2023,continuous_contract_map,missing_continuous_contract_map,0,,,2023-01-01,2023-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bb --start-date 2023-01-01 --end-date 2023-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,bb,2024,continuous_contract_map,missing_continuous_contract_map,0,,,2024-01-01,2024-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bb --start-date 2024-01-01 --end-date 2024-12-31,metadata_only_sync_requires_human_gate
needs_continuous_contract_sync,bb,2025,continuous_contract_map,missing_continuous_contract_map,0,,,2025-01-01,2025-12-31,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bb --start-date 2025-01-01 --end-date 2025-12-31,metadata_only_sync_requires_human_gate
