classification,dataset,target_table,product,year,candidate_start_date,candidate_end_date,db_row_count_for_year,apply_unit,apply_order,dry_run_command,apply_command,human_gate
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bb,2026,2026-01-01,2026-07-10,0,product_year,22026,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bb --start-date 2026-01-01 --end-date 2026-07-10 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bb --start-date 2026-01-01 --end-date 2026-07-10,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,bc,2020,2020-01-01,2020-12-31,0,product_year,12020,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bc --start-date 2020-01-01 --end-date 2020-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bc --start-date 2020-01-01 --end-date 2020-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bc,2020,2020-01-01,2020-12-31,0,product_year,22020,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2020-01-01 --end-date 2020-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2020-01-01 --end-date 2020-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,bc,2021,2021-01-01,2021-12-31,0,product_year,12021,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bc --start-date 2021-01-01 --end-date 2021-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bc --start-date 2021-01-01 --end-date 2021-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bc,2021,2021-01-01,2021-12-31,0,product_year,22021,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2021-01-01 --end-date 2021-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2021-01-01 --end-date 2021-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,bc,2022,2022-01-01,2022-12-31,0,product_year,12022,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bc --start-date 2022-01-01 --end-date 2022-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bc --start-date 2022-01-01 --end-date 2022-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bc,2022,2022-01-01,2022-12-31,0,product_year,22022,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2022-01-01 --end-date 2022-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2022-01-01 --end-date 2022-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,bc,2023,2023-01-01,2023-12-31,0,product_year,12023,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bc --start-date 2023-01-01 --end-date 2023-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bc --start-date 2023-01-01 --end-date 2023-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bc,2023,2023-01-01,2023-12-31,0,product_year,22023,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2023-01-01 --end-date 2023-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2023-01-01 --end-date 2023-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bc,2024,2024-01-01,2024-12-31,0,product_year,22024,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2024-01-01 --end-date 2024-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2024-01-01 --end-date 2024-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bc,2025,2025-01-01,2025-12-31,0,product_year,22025,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2025-01-01 --end-date 2025-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2025-01-01 --end-date 2025-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bc,2026,2026-01-01,2026-07-10,0,product_year,22026,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2026-01-01 --end-date 2026-07-10 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bc --start-date 2026-01-01 --end-date 2026-07-10,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,br,2023,2023-01-01,2023-12-31,0,product_year,12023,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product br --start-date 2023-01-01 --end-date 2023-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product br --start-date 2023-01-01 --end-date 2023-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,br,2023,2023-01-01,2023-12-31,0,product_year,22023,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product br --start-date 2023-01-01 --end-date 2023-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product br --start-date 2023-01-01 --end-date 2023-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,br,2024,2024-01-01,2024-12-31,0,product_year,22024,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product br --start-date 2024-01-01 --end-date 2024-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product br --start-date 2024-01-01 --end-date 2024-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,br,2025,2025-01-01,2025-12-31,0,product_year,22025,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product br --start-date 2025-01-01 --end-date 2025-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product br --start-date 2025-01-01 --end-date 2025-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,br,2026,2026-01-01,2026-07-10,0,product_year,22026,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product br --start-date 2026-01-01 --end-date 2026-07-10 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product br --start-date 2026-01-01 --end-date 2026-07-10,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,bu,2020,2020-01-01,2020-12-31,0,product_year,12020,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bu --start-date 2020-01-01 --end-date 2020-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bu --start-date 2020-01-01 --end-date 2020-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bu,2020,2020-01-01,2020-12-31,0,product_year,22020,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2020-01-01 --end-date 2020-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2020-01-01 --end-date 2020-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,bu,2021,2021-01-01,2021-12-31,0,product_year,12021,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bu --start-date 2021-01-01 --end-date 2021-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bu --start-date 2021-01-01 --end-date 2021-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bu,2021,2021-01-01,2021-12-31,0,product_year,22021,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2021-01-01 --end-date 2021-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2021-01-01 --end-date 2021-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,bu,2022,2022-01-01,2022-12-31,0,product_year,12022,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bu --start-date 2022-01-01 --end-date 2022-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bu --start-date 2022-01-01 --end-date 2022-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bu,2022,2022-01-01,2022-12-31,0,product_year,22022,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2022-01-01 --end-date 2022-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2022-01-01 --end-date 2022-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,bu,2023,2023-01-01,2023-12-31,0,product_year,12023,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bu --start-date 2023-01-01 --end-date 2023-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product bu --start-date 2023-01-01 --end-date 2023-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bu,2023,2023-01-01,2023-12-31,0,product_year,22023,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2023-01-01 --end-date 2023-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2023-01-01 --end-date 2023-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bu,2024,2024-01-01,2024-12-31,0,product_year,22024,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2024-01-01 --end-date 2024-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2024-01-01 --end-date 2024-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bu,2025,2025-01-01,2025-12-31,0,product_year,22025,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2025-01-01 --end-date 2025-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2025-01-01 --end-date 2025-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bu,2026,2026-01-01,2026-07-10,0,product_year,22026,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2026-01-01 --end-date 2026-07-10 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bu --start-date 2026-01-01 --end-date 2026-07-10,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bz,2025,2025-01-01,2025-12-31,0,product_year,22025,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bz --start-date 2025-01-01 --end-date 2025-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bz --start-date 2025-01-01 --end-date 2025-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bz,2026,2026-01-01,2026-07-10,0,product_year,22026,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bz --start-date 2026-01-01 --end-date 2026-07-10 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product bz --start-date 2026-01-01 --end-date 2026-07-10,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,c,2020,2020-01-01,2020-12-31,0,product_year,12020,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product c --start-date 2020-01-01 --end-date 2020-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product c --start-date 2020-01-01 --end-date 2020-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,c,2020,2020-01-01,2020-12-31,0,product_year,22020,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2020-01-01 --end-date 2020-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2020-01-01 --end-date 2020-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,c,2021,2021-01-01,2021-12-31,0,product_year,12021,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product c --start-date 2021-01-01 --end-date 2021-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product c --start-date 2021-01-01 --end-date 2021-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,c,2021,2021-01-01,2021-12-31,0,product_year,22021,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2021-01-01 --end-date 2021-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2021-01-01 --end-date 2021-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,c,2022,2022-01-01,2022-12-31,0,product_year,12022,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product c --start-date 2022-01-01 --end-date 2022-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product c --start-date 2022-01-01 --end-date 2022-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,c,2022,2022-01-01,2022-12-31,0,product_year,22022,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2022-01-01 --end-date 2022-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2022-01-01 --end-date 2022-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,c,2023,2023-01-01,2023-12-31,0,product_year,12023,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product c --start-date 2023-01-01 --end-date 2023-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product c --start-date 2023-01-01 --end-date 2023-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,c,2023,2023-01-01,2023-12-31,0,product_year,22023,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2023-01-01 --end-date 2023-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2023-01-01 --end-date 2023-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,c,2024,2024-01-01,2024-12-31,0,product_year,22024,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2024-01-01 --end-date 2024-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2024-01-01 --end-date 2024-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,c,2025,2025-01-01,2025-12-31,0,product_year,22025,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2025-01-01 --end-date 2025-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2025-01-01 --end-date 2025-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,c,2026,2026-01-01,2026-07-10,0,product_year,22026,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2026-01-01 --end-date 2026-07-10 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product c --start-date 2026-01-01 --end-date 2026-07-10,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,cf,2020,2020-01-01,2020-12-31,0,product_year,12020,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product cf --start-date 2020-01-01 --end-date 2020-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product cf --start-date 2020-01-01 --end-date 2020-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cf,2020,2020-01-01,2020-12-31,0,product_year,22020,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2020-01-01 --end-date 2020-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2020-01-01 --end-date 2020-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,cf,2021,2021-01-01,2021-12-31,0,product_year,12021,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product cf --start-date 2021-01-01 --end-date 2021-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product cf --start-date 2021-01-01 --end-date 2021-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cf,2021,2021-01-01,2021-12-31,0,product_year,22021,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2021-01-01 --end-date 2021-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2021-01-01 --end-date 2021-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,cf,2022,2022-01-01,2022-12-31,0,product_year,12022,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product cf --start-date 2022-01-01 --end-date 2022-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product cf --start-date 2022-01-01 --end-date 2022-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cf,2022,2022-01-01,2022-12-31,0,product_year,22022,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2022-01-01 --end-date 2022-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2022-01-01 --end-date 2022-12-31,required_before_rqdata_or_db_write
needs_contract_universe_sync,contract_universe,futures_contract_universe,cf,2023,2023-01-01,2023-12-31,0,product_year,12023,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product cf --start-date 2023-01-01 --end-date 2023-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_contract_universe_sync.py run --product cf --start-date 2023-01-01 --end-date 2023-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cf,2023,2023-01-01,2023-12-31,0,product_year,22023,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2023-01-01 --end-date 2023-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2023-01-01 --end-date 2023-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cf,2024,2024-01-01,2024-12-31,0,product_year,22024,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2024-01-01 --end-date 2024-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2024-01-01 --end-date 2024-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cf,2025,2025-01-01,2025-12-31,0,product_year,22025,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2025-01-01 --end-date 2025-12-31 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2025-01-01 --end-date 2025-12-31,required_before_rqdata_or_db_write
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cf,2026,2026-01-01,2026-07-10,0,product_year,22026,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2026-01-01 --end-date 2026-07-10 --dry-run,uv run --env-file /Volumes/扩展盘/guiyi-quant-workstation/.env --project services/quant-api python scripts/rqdata_continuous_contracts_sync.py run --product cf --start-date 2026-01-01 --end-date 2026-07-10,required_before_rqdata_or_db_write
