physical_path,issue_type,file_size_bytes,disposition
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=rs/contract=rs.MAIN/rs_MAIN_1w_20230103_20260707_v2.parquet,orphan_parquet,21017,orphan_requires_disposition
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=wh/contract=wh.MAIN/wh_MAIN_1w_20230103_20260707_v2.parquet,orphan_parquet,15721,orphan_requires_disposition
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=bb/contract=bb.MAIN/bb_MAIN_1w_20230103_20260707_v2.parquet,orphan_parquet,18767,orphan_requires_disposition
