source,issue_type,product,contract_role,symbol_or_contract,period,year,status,standard_path,disposition
target_coverage_matrix,covered_passed,a,dominant_main,a.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1d_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,a,dominant_main,a.MAIN,1w,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1w_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,a,dominant_main,a.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,a,dominant_main,a.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,a,dominant_main,a.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,a,dominant_main,a.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,a,dominant_main,a.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=a.MAIN/a_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,not_applicable,ad,dominant_main,ad.MAIN,1d,2024,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1d_20230103_20260707_v2.parquet,not_applicable
target_coverage_matrix,covered_passed,ad,dominant_main,ad.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1d_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,not_applicable,ad,dominant_main,ad.MAIN,1w,2024,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1w_20230103_20260707_v2.parquet,not_applicable
target_coverage_matrix,checksum_mismatch,ad,dominant_main,ad.MAIN,1w,2026,metadata_gap,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1w_20230103_20260707_v2.parquet,checksum_mismatch_requires_review
target_coverage_matrix,not_applicable,ad,dominant_main,ad.MAIN,1m,2024,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1m_20230103_20260707_v2.parquet,not_applicable
target_coverage_matrix,covered_passed,ad,dominant_main,ad.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,not_applicable,ad,dominant_main,ad.MAIN,5m,2024,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_5m_20230103_20260707_v2.parquet,not_applicable
target_coverage_matrix,covered_passed,ad,dominant_main,ad.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,not_applicable,ad,dominant_main,ad.MAIN,15m,2024,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_15m_20230103_20260707_v2.parquet,not_applicable
target_coverage_matrix,covered_passed,ad,dominant_main,ad.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,not_applicable,ad,dominant_main,ad.MAIN,30m,2024,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_30m_20230103_20260707_v2.parquet,not_applicable
target_coverage_matrix,covered_passed,ad,dominant_main,ad.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,not_applicable,ad,dominant_main,ad.MAIN,60m,2024,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_60m_20230103_20260707_v2.parquet,not_applicable
target_coverage_matrix,covered_passed,ad,dominant_main,ad.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=ad/contract=ad.MAIN/ad_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ag,dominant_main,ag.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ag/contract=ag.MAIN/ag_MAIN_1d_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ag,dominant_main,ag.MAIN,1w,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=ag/contract=ag.MAIN/ag_MAIN_1w_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ag,dominant_main,ag.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ag/contract=ag.MAIN/ag_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ag,dominant_main,ag.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=ag/contract=ag.MAIN/ag_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ag,dominant_main,ag.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ag/contract=ag.MAIN/ag_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ag,dominant_main,ag.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ag/contract=ag.MAIN/ag_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ag,dominant_main,ag.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=ag/contract=ag.MAIN/ag_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,al,dominant_main,al.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=al/contract=al.MAIN/al_MAIN_1d_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,al,dominant_main,al.MAIN,1w,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=al/contract=al.MAIN/al_MAIN_1w_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,al,dominant_main,al.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=al/contract=al.MAIN/al_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,al,dominant_main,al.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=al/contract=al.MAIN/al_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,al,dominant_main,al.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=al/contract=al.MAIN/al_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,al,dominant_main,al.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=al/contract=al.MAIN/al_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,al,dominant_main,al.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=al/contract=al.MAIN/al_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,not_applicable,ao,dominant_main,ao.MAIN,1d,2022,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1d_20230103_20260707_v2.parquet,not_applicable
target_coverage_matrix,covered_passed,ao,dominant_main,ao.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1d_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,not_applicable,ao,dominant_main,ao.MAIN,1w,2022,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1w_20230103_20260707_v2.parquet,not_applicable
target_coverage_matrix,covered_passed,ao,dominant_main,ao.MAIN,1w,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1w_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ao,dominant_main,ao.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ao,dominant_main,ao.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ao,dominant_main,ao.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ao,dominant_main,ao.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ao,dominant_main,ao.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=ao/contract=ao.MAIN/ao_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ap,dominant_main,ap.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=ap/contract=ap.MAIN/ap_MAIN_1d_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ap,dominant_main,ap.MAIN,1w,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=CZCE/symbol=ap/contract=ap.MAIN/ap_MAIN_1w_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ap,dominant_main,ap.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=ap/contract=ap.MAIN/ap_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ap,dominant_main,ap.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CZCE/symbol=ap/contract=ap.MAIN/ap_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ap,dominant_main,ap.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CZCE/symbol=ap/contract=ap.MAIN/ap_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ap,dominant_main,ap.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CZCE/symbol=ap/contract=ap.MAIN/ap_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,ap,dominant_main,ap.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CZCE/symbol=ap/contract=ap.MAIN/ap_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,au,dominant_main,au.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=au/contract=au.MAIN/au_MAIN_1d_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,au,dominant_main,au.MAIN,1w,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=au/contract=au.MAIN/au_MAIN_1w_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,au,dominant_main,au.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=au/contract=au.MAIN/au_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,au,dominant_main,au.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=au/contract=au.MAIN/au_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,au,dominant_main,au.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=au/contract=au.MAIN/au_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,au,dominant_main,au.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=au/contract=au.MAIN/au_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,au,dominant_main,au.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=au/contract=au.MAIN/au_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,b,dominant_main,b.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_1d_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,b,dominant_main,b.MAIN,1w,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_1w_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,b,dominant_main,b.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,b,dominant_main,b.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,b,dominant_main,b.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,b,dominant_main,b.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,b,dominant_main,b.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=b/contract=b.MAIN/b_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,quality_warning,bb,dominant_main,bb.MAIN,1d,2026,covered_warning,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=bb/contract=bb.MAIN/bb_MAIN_1d_20200102_20260711_v2.parquet,accepted_warning
target_coverage_matrix,quality_warning,bb,dominant_main,bb.MAIN,1w,2026,covered_warning,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=bb/contract=bb.MAIN/bb_MAIN_1w_20200102_20260711_v2.parquet,accepted_warning
target_coverage_matrix,covered_passed,bb,dominant_main,bb.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=bb/contract=bb.MAIN/bb_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bb,dominant_main,bb.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=bb/contract=bb.MAIN/bb_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bb,dominant_main,bb.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=bb/contract=bb.MAIN/bb_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bb,dominant_main,bb.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=bb/contract=bb.MAIN/bb_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bb,dominant_main,bb.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=bb/contract=bb.MAIN/bb_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bc,dominant_main,bc.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20201119_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bc,dominant_main,bc.MAIN,1w,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1w_20201119_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bc,dominant_main,bc.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bc,dominant_main,bc.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bc,dominant_main,bc.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bc,dominant_main,bc.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bc,dominant_main,bc.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,not_applicable,br,dominant_main,br.MAIN,1d,2022,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=br.MAIN/br_MAIN_1d_20230103_20260707_v2.parquet,not_applicable
target_coverage_matrix,covered_passed,br,dominant_main,br.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=br.MAIN/br_MAIN_1d_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,not_applicable,br,dominant_main,br.MAIN,1w,2022,not_applicable,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=br/contract=br.MAIN/br_MAIN_1w_20230103_20260710_v2.parquet,not_applicable
target_coverage_matrix,covered_passed,br,dominant_main,br.MAIN,1w,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=br/contract=br.MAIN/br_MAIN_1w_20230103_20260710_v2.parquet,active_passed
target_coverage_matrix,covered_passed,br,dominant_main,br.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=br.MAIN/br_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,br,dominant_main,br.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=br.MAIN/br_MAIN_5m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,br,dominant_main,br.MAIN,15m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=br.MAIN/br_MAIN_15m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,br,dominant_main,br.MAIN,30m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=br.MAIN/br_MAIN_30m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,br,dominant_main,br.MAIN,60m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=br.MAIN/br_MAIN_60m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bu,dominant_main,bu.MAIN,1d,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_1d_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bu,dominant_main,bu.MAIN,1w,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_1w_20200102_20260711_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bu,dominant_main,bu.MAIN,1m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_1m_20230103_20260707_v2.parquet,active_passed
target_coverage_matrix,covered_passed,bu,dominant_main,bu.MAIN,5m,2026,covered_passed,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=bu/contract=bu.MAIN/bu_MAIN_5m_20230103_20260707_v2.parquet,active_passed
