physical_path,product,symbol_or_contract,period,schema_fingerprint,schema_status
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_15m_20230103_20260707_v2.parquet,bc,bc.MAIN,15m,433c3cb2ce704d9fcac3cd309064346ac5d93c2f76a91bef01ae0b4412724dfa,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_15m_20230103_20260711_v2.parquet,bc,bc.MAIN,15m,4e049d5ae13b6c78bffb6f9aa795b36a28a63d4bb5cbd3c109d18a155aeb940d,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20201119_20260711_v2.parquet,bc,bc.MAIN,1d,433c3cb2ce704d9fcac3cd309064346ac5d93c2f76a91bef01ae0b4412724dfa,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20230103_20260707_v2.parquet,bc,bc.MAIN,1d,1cc7c6df240f98ff3bd885346453970082d7f98fd3e84bd9efc0d648d8a71e17,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20230103_20260710_v2.parquet,bc,bc.MAIN,1d,1cc7c6df240f98ff3bd885346453970082d7f98fd3e84bd9efc0d648d8a71e17,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1d_20230103_20260711_v2.parquet,bc,bc.MAIN,1d,1cc7c6df240f98ff3bd885346453970082d7f98fd3e84bd9efc0d648d8a71e17,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1m_20230103_20260707_v2.parquet,bc,bc.MAIN,1m,1cc7c6df240f98ff3bd885346453970082d7f98fd3e84bd9efc0d648d8a71e17,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1m_20230103_20260710_v2.parquet,bc,bc.MAIN,1m,1cc7c6df240f98ff3bd885346453970082d7f98fd3e84bd9efc0d648d8a71e17,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1m_20230103_20260711_v2.parquet,bc,bc.MAIN,1m,1cc7c6df240f98ff3bd885346453970082d7f98fd3e84bd9efc0d648d8a71e17,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1w_20201119_20260711_v2.parquet,bc,bc.MAIN,1w,1cc7c6df240f98ff3bd885346453970082d7f98fd3e84bd9efc0d648d8a71e17,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1w_20230103_20260707_v2.parquet,bc,bc.MAIN,1w,1cc7c6df240f98ff3bd885346453970082d7f98fd3e84bd9efc0d648d8a71e17,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1w_20230103_20260710_v2.parquet,bc,bc.MAIN,1w,1cc7c6df240f98ff3bd885346453970082d7f98fd3e84bd9efc0d648d8a71e17,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_1w_20230103_20260711_v2.parquet,bc,bc.MAIN,1w,1cc7c6df240f98ff3bd885346453970082d7f98fd3e84bd9efc0d648d8a71e17,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_30m_20230103_20260707_v2.parquet,bc,bc.MAIN,30m,433c3cb2ce704d9fcac3cd309064346ac5d93c2f76a91bef01ae0b4412724dfa,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_30m_20230103_20260711_v2.parquet,bc,bc.MAIN,30m,4e049d5ae13b6c78bffb6f9aa795b36a28a63d4bb5cbd3c109d18a155aeb940d,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_5m_20230103_20260707_v2.parquet,bc,bc.MAIN,5m,433c3cb2ce704d9fcac3cd309064346ac5d93c2f76a91bef01ae0b4412724dfa,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_5m_20230103_20260711_v2.parquet,bc,bc.MAIN,5m,4e049d5ae13b6c78bffb6f9aa795b36a28a63d4bb5cbd3c109d18a155aeb940d,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_60m_20230103_20260707_v2.parquet,bc,bc.MAIN,60m,433c3cb2ce704d9fcac3cd309064346ac5d93c2f76a91bef01ae0b4412724dfa,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=INE/symbol=bc/contract=bc.MAIN/bc_MAIN_60m_20230103_20260711_v2.parquet,bc,bc.MAIN,60m,4e049d5ae13b6c78bffb6f9aa795b36a28a63d4bb5cbd3c109d18a155aeb940d,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2401/BR2401_15m_20230728_20231030.parquet,br,BR2401,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2401/BR2401_1d_20230728_20231030.parquet,br,BR2401,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2401/BR2401_1m_20230728_20231030.parquet,br,BR2401,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2401/BR2401_30m_20230728_20231030.parquet,br,BR2401,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2401/BR2401_5m_20230728_20231030.parquet,br,BR2401,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2401/BR2401_60m_20230728_20231030.parquet,br,BR2401,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2402/BR2402_15m_20231031_20231205.parquet,br,BR2402,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2402/BR2402_1d_20231031_20231205.parquet,br,BR2402,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2402/BR2402_1m_20231031_20231205.parquet,br,BR2402,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2402/BR2402_30m_20231031_20231205.parquet,br,BR2402,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2402/BR2402_5m_20231031_20231205.parquet,br,BR2402,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2402/BR2402_60m_20231031_20231205.parquet,br,BR2402,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2403/BR2403_15m_20231206_20240223.parquet,br,BR2403,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2403/BR2403_1d_20231206_20240223.parquet,br,BR2403,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2403/BR2403_1m_20231206_20240223.parquet,br,BR2403,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2403/BR2403_30m_20231206_20240223.parquet,br,BR2403,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2403/BR2403_5m_20231206_20240223.parquet,br,BR2403,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2403/BR2403_60m_20231206_20240223.parquet,br,BR2403,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2404/BR2404_15m_20240226_20240315.parquet,br,BR2404,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2404/BR2404_1d_20240226_20240315.parquet,br,BR2404,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2404/BR2404_1m_20240226_20240315.parquet,br,BR2404,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2404/BR2404_30m_20240226_20240315.parquet,br,BR2404,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2404/BR2404_5m_20240226_20240315.parquet,br,BR2404,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2404/BR2404_60m_20240226_20240315.parquet,br,BR2404,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2405/BR2405_15m_20240318_20240425.parquet,br,BR2405,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2405/BR2405_1d_20240318_20240425.parquet,br,BR2405,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2405/BR2405_1m_20240318_20240425.parquet,br,BR2405,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2405/BR2405_30m_20240318_20240425.parquet,br,BR2405,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2405/BR2405_5m_20240318_20240425.parquet,br,BR2405,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2405/BR2405_60m_20240318_20240425.parquet,br,BR2405,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2406/BR2406_15m_20240426_20240507.parquet,br,BR2406,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2406/BR2406_1d_20240426_20240507.parquet,br,BR2406,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2406/BR2406_1m_20240426_20240507.parquet,br,BR2406,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2406/BR2406_30m_20240426_20240507.parquet,br,BR2406,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2406/BR2406_5m_20240426_20240507.parquet,br,BR2406,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2406/BR2406_60m_20240426_20240507.parquet,br,BR2406,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2407/BR2407_15m_20240508_20240617.parquet,br,BR2407,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2407/BR2407_1d_20240508_20240617.parquet,br,BR2407,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2407/BR2407_1m_20240508_20240617.parquet,br,BR2407,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2407/BR2407_30m_20240508_20240617.parquet,br,BR2407,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2407/BR2407_5m_20240508_20240617.parquet,br,BR2407,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2407/BR2407_60m_20240508_20240617.parquet,br,BR2407,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2408/BR2408_15m_20240618_20240708.parquet,br,BR2408,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2408/BR2408_1d_20240618_20240708.parquet,br,BR2408,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2408/BR2408_1m_20240618_20240708.parquet,br,BR2408,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2408/BR2408_30m_20240618_20240708.parquet,br,BR2408,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2408/BR2408_5m_20240618_20240708.parquet,br,BR2408,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2408/BR2408_60m_20240618_20240708.parquet,br,BR2408,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2409/BR2409_15m_20240709_20240801.parquet,br,BR2409,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2409/BR2409_1d_20240709_20240801.parquet,br,BR2409,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2409/BR2409_1m_20240709_20240801.parquet,br,BR2409,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2409/BR2409_30m_20240709_20240801.parquet,br,BR2409,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2409/BR2409_5m_20240709_20240801.parquet,br,BR2409,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2409/BR2409_60m_20240709_20240801.parquet,br,BR2409,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2410/BR2410_15m_20240802_20240830.parquet,br,BR2410,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2410/BR2410_1d_20240802_20240830.parquet,br,BR2410,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2410/BR2410_1m_20240802_20240830.parquet,br,BR2410,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2410/BR2410_30m_20240802_20240830.parquet,br,BR2410,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2410/BR2410_5m_20240802_20240830.parquet,br,BR2410,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2410/BR2410_60m_20240802_20240830.parquet,br,BR2410,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2411/BR2411_15m_20240902_20241011.parquet,br,BR2411,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2411/BR2411_1d_20240902_20241011.parquet,br,BR2411,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2411/BR2411_1m_20240902_20241011.parquet,br,BR2411,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2411/BR2411_30m_20240902_20241011.parquet,br,BR2411,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2411/BR2411_5m_20240902_20241011.parquet,br,BR2411,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=br/contract=BR2411/BR2411_60m_20240902_20241011.parquet,br,BR2411,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=br/contract=BR2412/BR2412_15m_20241014_20241024.parquet,br,BR2412,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=br/contract=BR2412/BR2412_1d_20241014_20241024.parquet,br,BR2412,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=br/contract=BR2412/BR2412_1m_20241014_20241024.parquet,br,BR2412,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=br/contract=BR2412/BR2412_30m_20241014_20241024.parquet,br,BR2412,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=br/contract=BR2412/BR2412_5m_20241014_20241024.parquet,br,BR2412,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
