physical_path,product,symbol_or_contract,period,schema_fingerprint,schema_status
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2207/A2207_1w_20220218_20220615.parquet,a,A2207,1w,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2209/A2209_1d_20220616_20220823.parquet,a,A2209,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2209/A2209_1w_20220616_20220823.parquet,a,A2209,1w,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2211/A2211_1d_20220824_20221012.parquet,a,A2211,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2211/A2211_1w_20220824_20221012.parquet,a,A2211,1w,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2301/A2301_1d_20221013_20221212.parquet,a,A2301,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2301/A2301_1w_20221013_20221212.parquet,a,A2301,1w,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2305/A2305_15m_20230103_20230406.parquet,a,A2305,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2305/A2305_1d_20221213_20221230.parquet,a,A2305,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2305/A2305_1d_20230103_20230406.parquet,a,A2305,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2305/A2305_1m_20230103_20230406.parquet,a,A2305,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1w/exchange=DCE/symbol=a/contract=A2305/A2305_1w_20221213_20221230.parquet,a,A2305,1w,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2305/A2305_30m_20230103_20230406.parquet,a,A2305,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2305/A2305_5m_20230103_20230406.parquet,a,A2305,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2305/A2305_60m_20230103_20230406.parquet,a,A2305,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2307/A2307_15m_20230407_20230612.parquet,a,A2307,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2307/A2307_1d_20230407_20230612.parquet,a,A2307,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2307/A2307_1m_20230407_20230612.parquet,a,A2307,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2307/A2307_30m_20230407_20230612.parquet,a,A2307,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2307/A2307_5m_20230407_20230612.parquet,a,A2307,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2307/A2307_60m_20230407_20230612.parquet,a,A2307,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2309/A2309_15m_20230613_20230816.parquet,a,A2309,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2309/A2309_1d_20230613_20230816.parquet,a,A2309,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2309/A2309_1m_20230613_20230816.parquet,a,A2309,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2309/A2309_30m_20230613_20230816.parquet,a,A2309,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2309/A2309_5m_20230613_20230816.parquet,a,A2309,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2309/A2309_60m_20230613_20230816.parquet,a,A2309,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2311/A2311_15m_20230817_20231017.parquet,a,A2311,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2311/A2311_1d_20230817_20231017.parquet,a,A2311,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2311/A2311_1m_20230817_20231017.parquet,a,A2311,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2311/A2311_30m_20230817_20231017.parquet,a,A2311,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2311/A2311_5m_20230817_20231017.parquet,a,A2311,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2311/A2311_60m_20230817_20231017.parquet,a,A2311,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2401/A2401_15m_20231018_20231213.parquet,a,A2401,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2401/A2401_1d_20231018_20231213.parquet,a,A2401,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2401/A2401_1m_20231018_20231213.parquet,a,A2401,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2401/A2401_30m_20231018_20231213.parquet,a,A2401,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2401/A2401_5m_20231018_20231213.parquet,a,A2401,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2401/A2401_60m_20231018_20231213.parquet,a,A2401,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2403/A2403_15m_20231214_20240222.parquet,a,A2403,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2403/A2403_1d_20231214_20240222.parquet,a,A2403,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2403/A2403_1m_20231214_20240222.parquet,a,A2403,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2403/A2403_30m_20231214_20240222.parquet,a,A2403,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2403/A2403_5m_20231214_20240222.parquet,a,A2403,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2403/A2403_60m_20231214_20240222.parquet,a,A2403,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2405/A2405_15m_20240223_20240419.parquet,a,A2405,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2405/A2405_1d_20240223_20240419.parquet,a,A2405,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2405/A2405_1m_20240223_20240419.parquet,a,A2405,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2405/A2405_30m_20240223_20240419.parquet,a,A2405,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2405/A2405_5m_20240223_20240419.parquet,a,A2405,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2405/A2405_60m_20240223_20240419.parquet,a,A2405,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2407/A2407_15m_20240422_20240613.parquet,a,A2407,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2407/A2407_1d_20240422_20240613.parquet,a,A2407,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2407/A2407_1m_20240422_20240613.parquet,a,A2407,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2407/A2407_30m_20240422_20240613.parquet,a,A2407,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2407/A2407_5m_20240422_20240613.parquet,a,A2407,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2407/A2407_60m_20240422_20240613.parquet,a,A2407,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2409/A2409_15m_20240614_20240813.parquet,a,A2409,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2409/A2409_1d_20240614_20240813.parquet,a,A2409,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2409/A2409_1m_20240614_20240813.parquet,a,A2409,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2409/A2409_30m_20240614_20240813.parquet,a,A2409,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2409/A2409_5m_20240614_20240813.parquet,a,A2409,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2409/A2409_60m_20240614_20240813.parquet,a,A2409,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2501/A2501_15m_20240814_20241217.parquet,a,A2501,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2501/A2501_1d_20240814_20241217.parquet,a,A2501,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2501/A2501_1m_20240814_20241217.parquet,a,A2501,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2501/A2501_30m_20240814_20241217.parquet,a,A2501,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2501/A2501_5m_20240814_20241217.parquet,a,A2501,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2501/A2501_60m_20240814_20241217.parquet,a,A2501,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2505/A2505_15m_20241218_20250415.parquet,a,A2505,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2505/A2505_1d_20241218_20250415.parquet,a,A2505,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=a/contract=A2505/A2505_1m_20241218_20250415.parquet,a,A2505,1m,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=a/contract=A2505/A2505_30m_20241218_20250415.parquet,a,A2505,30m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=a/contract=A2505/A2505_5m_20241218_20250415.parquet,a,A2505,5m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=a/contract=A2505/A2505_60m_20241218_20250415.parquet,a,A2505,60m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=a/contract=A2507/A2507_15m_20250416_20250605.parquet,a,A2507,15m,4b17d286f7ad731895f19982237f1cbf10c75d143160b3fd615925d19e62a8df,schema_ok
/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=a/contract=A2507/A2507_1d_20250416_20250605.parquet,a,A2507,1d,82b8074d3d1fcce33b71ea04deb6a22273a9e998b8d95d5329ac6b27c1108f9e,schema_ok
