target_id,requirement_level,consumer,profile_id,product,contract_role,period,target_start,target_end,effective_target_end,calendar_boundary_status,source_1m_file_id,source_1m_path,source_1m_version,source_1m_checksum,source_checksum_status,source_1m_quality,derived_file_id,derived_path,derived_version,derived_data_role,derived_quality,physical_min_datetime,physical_max_datetime,window_class,source_interval,source_bar_count_status,session_boundary_status,source_gap_count,recomputed_row_count,content_comparison_status,checksum_status,lineage_status,coverage_status,active_binding_status,recommended_action
profile_eligible:profile_registry:ec:1m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,ec,dominant_main,1m,,2026-07-10,2026-07-10,verified,71657,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=INE/symbol=ec/contract=ec.MAIN/ec_MAIN_1m_20230103_20260712_v2.parquet,rqdata_ec_standard_1m_20230103_20260712_v2,df450f9782d9aa44c7528c40ef6086c9c07239696d863d52902cbfd1398d9a4d,matched,passed,,,,,,2023-08-18T09:01:00,2026-07-10T15:00:00,2023+,1m,not_applicable_source,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:ec:30m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,ec,dominant_main,30m,,2026-07-10,2026-07-10,verified,71657,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=INE/symbol=ec/contract=ec.MAIN/ec_MAIN_1m_20230103_20260712_v2.parquet,rqdata_ec_standard_1m_20230103_20260712_v2,df450f9782d9aa44c7528c40ef6086c9c07239696d863d52902cbfd1398d9a4d,matched,passed,71720,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=INE/symbol=ec/contract=ec.MAIN/ec_MAIN_30m_20230103_20260712_v2.parquet,rqdata_ec_standard_30m_20230103_20260712_v2,primary,passed,2023-08-18T09:30:00,2026-07-10T15:00:00,2023+,1m,present,not_computed,,,not_computed,matched,lineage_unverified,covered,active_other_version,rebuild_from_exact_passed_1m_candidate
profile_eligible:profile_registry:ec:5m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,ec,dominant_main,5m,,2026-07-10,2026-07-10,verified,71657,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=INE/symbol=ec/contract=ec.MAIN/ec_MAIN_1m_20230103_20260712_v2.parquet,rqdata_ec_standard_1m_20230103_20260712_v2,df450f9782d9aa44c7528c40ef6086c9c07239696d863d52902cbfd1398d9a4d,matched,passed,71718,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=INE/symbol=ec/contract=ec.MAIN/ec_MAIN_5m_20230103_20260712_v2.parquet,rqdata_ec_standard_5m_20230103_20260712_v2,primary,passed,2023-08-18T09:05:00,2026-07-10T15:00:00,2023+,1m,present,not_computed,,,not_computed,matched,lineage_unverified,covered,active_other_version,rebuild_from_exact_passed_1m_candidate
profile_eligible:profile_registry:ec:60m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,ec,dominant_main,60m,,2026-07-10,2026-07-10,verified,71657,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=INE/symbol=ec/contract=ec.MAIN/ec_MAIN_1m_20230103_20260712_v2.parquet,rqdata_ec_standard_1m_20230103_20260712_v2,df450f9782d9aa44c7528c40ef6086c9c07239696d863d52902cbfd1398d9a4d,matched,passed,71721,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=INE/symbol=ec/contract=ec.MAIN/ec_MAIN_60m_20230103_20260712_v2.parquet,rqdata_ec_standard_60m_20230103_20260712_v2,primary,passed,2023-08-18T10:00:00,2026-07-10T15:00:00,2023+,1m,present,not_computed,,,not_computed,matched,lineage_unverified,covered,active_other_version,rebuild_from_exact_passed_1m_candidate
profile_eligible:profile_registry:eg:15m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,eg,dominant_main,15m,,2026-07-10,2026-07-10,verified,82739,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1m_20181210_20260711_v2.parquet,rqdata_eg_standard_1m_20181210_20260711_v2,02e0a48f69f2afde94a9c7c2db4faca9537d1ead9a0268cd5bf974f0f7b608d5,matched,passed,102800,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_15m_20181210_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_eg_15m_20181210_20260710,candidate,passed,2018-12-10T09:15:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:eg:1d:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,eg,dominant_main,1d,,2026-07-10,2026-07-10,verified,82739,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1m_20181210_20260711_v2.parquet,rqdata_eg_standard_1m_20181210_20260711_v2,02e0a48f69f2afde94a9c7c2db4faca9537d1ead9a0268cd5bf974f0f7b608d5,matched,passed,82724,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1d_20181210_20260711_v2.parquet,rqdata_eg_standard_1d_20181210_20260711_v2,primary,passed,2018-12-10T00:00:00,2026-07-10T00:00:00,provider_earliest_candidate,1m,column_missing,not_computed,,,not_computed,matched,lineage_unverified,covered,active_other_version,rebuild_from_exact_passed_1m_candidate
profile_eligible:profile_registry:eg:1m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,eg,dominant_main,1m,,2026-07-10,2026-07-10,verified,82739,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1m_20181210_20260711_v2.parquet,rqdata_eg_standard_1m_20181210_20260711_v2,02e0a48f69f2afde94a9c7c2db4faca9537d1ead9a0268cd5bf974f0f7b608d5,matched,passed,,,,,,2018-12-10T09:01:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,not_applicable_source,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:eg:30m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,eg,dominant_main,30m,,2026-07-10,2026-07-10,verified,82739,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1m_20181210_20260711_v2.parquet,rqdata_eg_standard_1m_20181210_20260711_v2,02e0a48f69f2afde94a9c7c2db4faca9537d1ead9a0268cd5bf974f0f7b608d5,matched,passed,102801,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_30m_20181210_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_eg_30m_20181210_20260710,candidate,passed,2018-12-10T09:30:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:eg:5m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,eg,dominant_main,5m,,2026-07-10,2026-07-10,verified,82739,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1m_20181210_20260711_v2.parquet,rqdata_eg_standard_1m_20181210_20260711_v2,02e0a48f69f2afde94a9c7c2db4faca9537d1ead9a0268cd5bf974f0f7b608d5,matched,passed,102802,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_5m_20181210_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_eg_5m_20181210_20260710,candidate,passed,2018-12-10T09:05:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:eg:60m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,eg,dominant_main,60m,,2026-07-10,2026-07-10,verified,82739,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_1m_20181210_20260711_v2.parquet,rqdata_eg_standard_1m_20181210_20260711_v2,02e0a48f69f2afde94a9c7c2db4faca9537d1ead9a0268cd5bf974f0f7b608d5,matched,passed,102803,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=eg/contract=eg.MAIN/eg_MAIN_60m_20181210_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_eg_60m_20181210_20260710,candidate,passed,2018-12-10T10:00:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fb:15m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fb,dominant_main,15m,,2026-07-10,2026-07-10,verified,82758,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1m_20131206_20260711_v2.parquet,rqdata_fb_standard_1m_20131206_20260711_v2,235fe1dcd0abf5e758f1f33803c7dd6c88eb3359102dccbdb542acdfbfc92dd7,matched,passed,102804,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_15m_20131206_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fb_15m_20131206_20260710,candidate,passed,2013-12-06T09:15:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fb:1d:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fb,dominant_main,1d,,2026-07-10,2026-07-10,verified,82758,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1m_20131206_20260711_v2.parquet,rqdata_fb_standard_1m_20131206_20260711_v2,235fe1dcd0abf5e758f1f33803c7dd6c88eb3359102dccbdb542acdfbfc92dd7,matched,passed,,,,,missing,,,missing,,file_missing,not_computed,,,not_computed,missing,lineage_unverified,missing,active_other_version,rebuild_from_exact_passed_1m_candidate
profile_eligible:profile_registry:fb:1m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fb,dominant_main,1m,,2026-07-10,2026-07-10,verified,82758,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1m_20131206_20260711_v2.parquet,rqdata_fb_standard_1m_20131206_20260711_v2,235fe1dcd0abf5e758f1f33803c7dd6c88eb3359102dccbdb542acdfbfc92dd7,matched,passed,,,,,,2013-12-06T09:01:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,not_applicable_source,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fb:30m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fb,dominant_main,30m,,2026-07-10,2026-07-10,verified,82758,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1m_20131206_20260711_v2.parquet,rqdata_fb_standard_1m_20131206_20260711_v2,235fe1dcd0abf5e758f1f33803c7dd6c88eb3359102dccbdb542acdfbfc92dd7,matched,passed,102805,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_30m_20131206_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fb_30m_20131206_20260710,candidate,passed,2013-12-06T09:30:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fb:5m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fb,dominant_main,5m,,2026-07-10,2026-07-10,verified,82758,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1m_20131206_20260711_v2.parquet,rqdata_fb_standard_1m_20131206_20260711_v2,235fe1dcd0abf5e758f1f33803c7dd6c88eb3359102dccbdb542acdfbfc92dd7,matched,passed,102806,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_5m_20131206_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fb_5m_20131206_20260710,candidate,passed,2013-12-06T09:05:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fb:60m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fb,dominant_main,60m,,2026-07-10,2026-07-10,verified,82758,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_1m_20131206_20260711_v2.parquet,rqdata_fb_standard_1m_20131206_20260711_v2,235fe1dcd0abf5e758f1f33803c7dd6c88eb3359102dccbdb542acdfbfc92dd7,matched,passed,102807,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=fb/contract=fb.MAIN/fb_MAIN_60m_20131206_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fb_60m_20131206_20260710,candidate,passed,2013-12-06T10:00:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fg:15m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fg,dominant_main,15m,,2026-07-10,2026-07-10,verified,82788,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1m_20121203_20260711_v2.parquet,rqdata_fg_standard_1m_20121203_20260711_v2,812a622fc7778355dec2aead8cfb93e864761614f23529725db018282909e158,matched,passed,102808,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_15m_20121203_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fg_15m_20121203_20260710,candidate,passed,2012-12-03T09:15:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fg:1d:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fg,dominant_main,1d,,2026-07-10,2026-07-10,verified,82788,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1m_20121203_20260711_v2.parquet,rqdata_fg_standard_1m_20121203_20260711_v2,812a622fc7778355dec2aead8cfb93e864761614f23529725db018282909e158,matched,passed,82696,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1d_20121203_20260711_v2.parquet,rqdata_fg_standard_1d_20121203_20260711_v2,primary,passed,2012-12-03T00:00:00,2026-07-10T00:00:00,provider_earliest_candidate,1m,column_missing,not_computed,,,not_computed,matched,lineage_unverified,covered,active_other_version,rebuild_from_exact_passed_1m_candidate
profile_eligible:profile_registry:fg:1m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fg,dominant_main,1m,,2026-07-10,2026-07-10,verified,82788,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1m_20121203_20260711_v2.parquet,rqdata_fg_standard_1m_20121203_20260711_v2,812a622fc7778355dec2aead8cfb93e864761614f23529725db018282909e158,matched,passed,,,,,,2012-12-03T09:01:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,not_applicable_source,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fg:30m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fg,dominant_main,30m,,2026-07-10,2026-07-10,verified,82788,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1m_20121203_20260711_v2.parquet,rqdata_fg_standard_1m_20121203_20260711_v2,812a622fc7778355dec2aead8cfb93e864761614f23529725db018282909e158,matched,passed,102809,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_30m_20121203_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fg_30m_20121203_20260710,candidate,passed,2012-12-03T09:30:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fg:5m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fg,dominant_main,5m,,2026-07-10,2026-07-10,verified,82788,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1m_20121203_20260711_v2.parquet,rqdata_fg_standard_1m_20121203_20260711_v2,812a622fc7778355dec2aead8cfb93e864761614f23529725db018282909e158,matched,passed,102810,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_5m_20121203_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fg_5m_20121203_20260710,candidate,passed,2012-12-03T09:05:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fg:60m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fg,dominant_main,60m,,2026-07-10,2026-07-10,verified,82788,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_1m_20121203_20260711_v2.parquet,rqdata_fg_standard_1m_20121203_20260711_v2,812a622fc7778355dec2aead8cfb93e864761614f23529725db018282909e158,matched,passed,102811,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=CZCE/symbol=fg/contract=fg.MAIN/fg_MAIN_60m_20121203_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fg_60m_20121203_20260710,candidate,passed,2012-12-03T10:00:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fu:15m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fu,dominant_main,15m,,2026-07-10,2026-07-10,verified,82767,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1m_20040825_20260711_v2.parquet,rqdata_fu_standard_1m_20040825_20260711_v2,3bea5cc457233dac2b3fe1452f6ac19fb0744e2d45e1bbd7d0816b9acdc38739,matched,passed,102812,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_15m_20100104_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fu_15m_20100104_20260710,candidate,passed,2010-01-04T09:15:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fu:1d:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fu,dominant_main,1d,,2026-07-10,2026-07-10,verified,82767,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1m_20040825_20260711_v2.parquet,rqdata_fu_standard_1m_20040825_20260711_v2,3bea5cc457233dac2b3fe1452f6ac19fb0744e2d45e1bbd7d0816b9acdc38739,matched,passed,82675,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1d_20040825_20260711_v2.parquet,rqdata_fu_standard_1d_20040825_20260711_v2,primary,passed,2004-08-25T00:00:00,2026-07-10T00:00:00,provider_earliest_candidate,1m,column_missing,not_computed,,,not_computed,matched,lineage_unverified,covered,active_other_version,rebuild_from_exact_passed_1m_candidate
profile_eligible:profile_registry:fu:1m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fu,dominant_main,1m,,2026-07-10,2026-07-10,verified,82767,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1m_20040825_20260711_v2.parquet,rqdata_fu_standard_1m_20040825_20260711_v2,3bea5cc457233dac2b3fe1452f6ac19fb0744e2d45e1bbd7d0816b9acdc38739,matched,passed,,,,,,2010-01-04T09:01:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,not_applicable_source,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fu:30m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fu,dominant_main,30m,,2026-07-10,2026-07-10,verified,82767,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1m_20040825_20260711_v2.parquet,rqdata_fu_standard_1m_20040825_20260711_v2,3bea5cc457233dac2b3fe1452f6ac19fb0744e2d45e1bbd7d0816b9acdc38739,matched,passed,102813,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_30m_20100104_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fu_30m_20100104_20260710,candidate,passed,2010-01-04T09:30:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fu:5m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fu,dominant_main,5m,,2026-07-10,2026-07-10,verified,82767,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1m_20040825_20260711_v2.parquet,rqdata_fu_standard_1m_20040825_20260711_v2,3bea5cc457233dac2b3fe1452f6ac19fb0744e2d45e1bbd7d0816b9acdc38739,matched,passed,102814,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_5m_20100104_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fu_5m_20100104_20260710,candidate,passed,2010-01-04T09:05:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:fu:60m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,fu,dominant_main,60m,,2026-07-10,2026-07-10,verified,82767,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_1m_20040825_20260711_v2.parquet,rqdata_fu_standard_1m_20040825_20260711_v2,3bea5cc457233dac2b3fe1452f6ac19fb0744e2d45e1bbd7d0816b9acdc38739,matched,passed,102815,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=SHFE/symbol=fu/contract=fu.MAIN/fu_MAIN_60m_20100104_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_fu_60m_20100104_20260710,candidate,passed,2010-01-04T10:00:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:hc:15m:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,hc,dominant_main,15m,,2026-07-10,2026-07-10,verified,82755,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=hc/contract=hc.MAIN/hc_MAIN_1m_20140321_20260711_v2.parquet,rqdata_hc_standard_1m_20140321_20260711_v2,7925dcbcf09dc6f6db09c73269f9feb514c9c48eec543cdd8dcae619652fd1c1,matched,passed,102816,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=SHFE/symbol=hc/contract=hc.MAIN/hc_MAIN_15m_20140321_20260710_full_history_rebuild_004b.parquet,fh_rebuild004b_hc_15m_20140321_20260710,candidate,passed,2014-03-21T09:15:00,2026-07-10T15:00:00,provider_earliest_candidate,1m,present,not_computed,,,not_computed,matched,verified,covered,active_other_version,none
profile_eligible:profile_registry:hc:1d:source:2026-07-10,profile_eligible,profile_registry,intraday_research_v1,hc,dominant_main,1d,,2026-07-10,2026-07-10,verified,82755,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=SHFE/symbol=hc/contract=hc.MAIN/hc_MAIN_1m_20140321_20260711_v2.parquet,rqdata_hc_standard_1m_20140321_20260711_v2,7925dcbcf09dc6f6db09c73269f9feb514c9c48eec543cdd8dcae619652fd1c1,matched,passed,82708,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=SHFE/symbol=hc/contract=hc.MAIN/hc_MAIN_1d_20140321_20260711_v2.parquet,rqdata_hc_standard_1d_20140321_20260711_v2,primary,passed,2014-03-21T00:00:00,2026-07-10T00:00:00,provider_earliest_candidate,1m,column_missing,not_computed,,,not_computed,matched,lineage_unverified,covered,active_other_version,rebuild_from_exact_passed_1m_candidate
