calendar_boundary_status,consumer,contract_role,effective_target_end,materialization_policy,period,product,profile_id,requirement_level,target_end,target_id,target_start
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,hc,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:hc:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,hc,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:hc:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,i,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:i:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,i,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:i:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,i,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:i:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,i,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:i:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,i,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:i:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,i,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:i:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,ic,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ic:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,ic,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ic:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,ic,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ic:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,ic,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ic:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,ic,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ic:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,ic,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ic:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,if,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:if:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,if,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:if:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,if,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:if:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,if,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:if:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,if,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:if:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,if,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:if:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,ih,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ih:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,ih,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ih:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,ih,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ih:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,ih,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ih:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,ih,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ih:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,ih,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ih:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,im,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:im:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,im,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:im:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,im,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:im:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,im,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:im:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,im,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:im:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,im,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:im:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,j,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:j:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,j,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:j:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,j,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:j:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,j,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:j:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,j,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:j:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,j,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:j:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,jd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jd:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,jd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jd:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,jd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jd:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,jd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jd:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,jd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jd:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,jd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jd:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,jm,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jm:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,jm,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jm:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,jm,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jm:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,jm,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jm:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,jm,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jm:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,jm,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jm:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,jr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jr:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,jr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jr:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,jr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jr:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,jr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jr:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,jr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jr:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,jr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:jr:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,l,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,l,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,l,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,l,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,l,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,l,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,l_f,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l_f:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,l_f,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l_f:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,l_f,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l_f:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,l_f,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l_f:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,l_f,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l_f:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,l_f,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:l_f:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,lc,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lc:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,lc,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lc:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,lc,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lc:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,lc,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lc:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,lc,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lc:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,lc,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lc:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,lg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lg:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,lg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lg:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,lg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lg:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,lg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lg:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,lg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lg:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,lg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lg:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,lh,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lh:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,lh,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lh:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,lh,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lh:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,lh,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lh:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,lh,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lh:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,lh,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lh:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,lu,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lu:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,lu,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lu:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,lu,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lu:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,lu,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lu:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,lu,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lu:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,lu,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:lu:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,m,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:m:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,m,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:m:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,m,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:m:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,m,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:m:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,m,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:m:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,m,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:m:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,ma,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ma:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,ma,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ma:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,ma,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ma:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,ma,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ma:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,ma,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ma:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,ma,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ma:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,ni,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ni:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,ni,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ni:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,ni,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ni:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,ni,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ni:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,ni,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ni:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,ni,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:ni:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,nr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:nr:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,nr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:nr:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,nr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:nr:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,nr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:nr:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,nr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:nr:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,nr,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:nr:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,oi,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:oi:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,oi,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:oi:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,oi,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:oi:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,oi,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:oi:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,oi,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:oi:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,oi,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:oi:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,op,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:op:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,op,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:op:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,op,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:op:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,op,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:op:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,op,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:op:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,op,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:op:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,p,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:p:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,p,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:p:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,p,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:p:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,p,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:p:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,p,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:p:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,p,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:p:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,pb,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pb:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,pb,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pb:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,pb,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pb:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,pb,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pb:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,pb,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pb:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,pb,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pb:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,pd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pd:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,pd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pd:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,pd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pd:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,pd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pd:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,pd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pd:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,pd,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pd:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,pf,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pf:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,pf,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pf:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,pf,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pf:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,pf,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pf:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,pf,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pf:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,pf,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pf:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,pg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pg:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,pg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pg:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,pg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pg:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,pg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pg:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,pg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pg:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,pg,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pg:60m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,15m,pk,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pk:15m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1d,pk,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pk:1d:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,1m,pk,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pk:1m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,30m,pk,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pk:30m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,5m,pk,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pk:5m:source:2026-07-10,
verified,profile_registry,dominant_main,2026-07-10,verify_only,60m,pk,intraday_research_v1,profile_eligible,2026-07-10,profile_eligible:profile_registry:pk:60m:source:2026-07-10,
