product,contract_role,symbol_or_contract,period,year,status,evidence_source,provider,data_role,quality_status,start_date,end_date,row_count,standard_path,registration_scope,root_cause_bucket,recommended_next_task
pp,actual_contract,PP2604F,5m,2026,missing_db_registration,manifest,rqdata,primary,passed,2025-11-24,2026-01-19,2598,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=pp_f/contract=PP2604F/PP2604F_5m_20251125_20260119.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2604F,60m,2025,missing_db_registration,manifest,rqdata,primary,passed,2025-11-24,2026-01-19,264,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=pp_f/contract=PP2604F/PP2604F_60m_20251125_20260119.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2604F,60m,2026,missing_db_registration,manifest,rqdata,primary,passed,2025-11-24,2026-01-19,264,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=pp_f/contract=PP2604F/PP2604F_60m_20251125_20260119.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2605F,15m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-19,2026-04-17,1295,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=pp_f/contract=PP2605F/PP2605F_15m_20260120_20260417.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2605F,1m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-19,2026-04-17,19425,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=pp_f/contract=PP2605F/PP2605F_1m_20260120_20260417.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2605F,30m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-19,2026-04-17,676,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=pp_f/contract=PP2605F/PP2605F_30m_20260120_20260417.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2605F,5m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-19,2026-04-17,3885,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=pp_f/contract=PP2605F/PP2605F_5m_20260120_20260417.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2605F,60m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-19,2026-04-17,395,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=pp_f/contract=PP2605F/PP2605F_60m_20260120_20260417.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2609F,15m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-03-31,2026-07-07,1471,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=pp_f/contract=PP2609F/PP2609F_15m_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2609F,1d,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-04-01,2026-07-07,76,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=pp_f/contract=PP2609F/PP2609F_1d_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2609F,1m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-03-31,2026-07-07,22065,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=pp_f/contract=PP2609F/PP2609F_1m_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2609F,30m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-03-31,2026-07-07,768,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=pp_f/contract=PP2609F/PP2609F_30m_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2609F,5m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-03-31,2026-07-07,4413,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=pp_f/contract=PP2609F/PP2609F_5m_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
pp,actual_contract,PP2609F,60m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-03-31,2026-07-07,449,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=pp_f/contract=PP2609F/PP2609F_60m_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2602F,15m,2025,missing_db_registration,manifest,rqdata,primary,passed,2025-10-29,2026-01-08,1134,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=v_f/contract=V2602F/V2602F_15m_20251029_20260108.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2602F,15m,2026,missing_db_registration,manifest,rqdata,primary,passed,2025-10-29,2026-01-08,1134,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=v_f/contract=V2602F/V2602F_15m_20251029_20260108.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2602F,1m,2025,missing_db_registration,manifest,rqdata,primary,passed,2025-10-29,2026-01-08,17010,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v_f/contract=V2602F/V2602F_1m_20251029_20260108.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2602F,1m,2026,missing_db_registration,manifest,rqdata,primary,passed,2025-10-29,2026-01-08,17010,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v_f/contract=V2602F/V2602F_1m_20251029_20260108.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2602F,30m,2025,missing_db_registration,manifest,rqdata,primary,passed,2025-10-29,2026-01-08,592,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=v_f/contract=V2602F/V2602F_30m_20251029_20260108.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2602F,30m,2026,missing_db_registration,manifest,rqdata,primary,passed,2025-10-29,2026-01-08,592,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=v_f/contract=V2602F/V2602F_30m_20251029_20260108.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2602F,5m,2025,missing_db_registration,manifest,rqdata,primary,passed,2025-10-29,2026-01-08,3402,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=v_f/contract=V2602F/V2602F_5m_20251029_20260108.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2602F,5m,2026,missing_db_registration,manifest,rqdata,primary,passed,2025-10-29,2026-01-08,3402,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=v_f/contract=V2602F/V2602F_5m_20251029_20260108.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2602F,60m,2025,missing_db_registration,manifest,rqdata,primary,passed,2025-10-29,2026-01-08,346,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=v_f/contract=V2602F/V2602F_60m_20251029_20260108.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2602F,60m,2026,missing_db_registration,manifest,rqdata,primary,passed,2025-10-29,2026-01-08,346,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=v_f/contract=V2602F/V2602F_60m_20251029_20260108.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2603F,15m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-08,2026-01-13,69,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=v_f/contract=V2603F/V2603F_15m_20260109_20260113.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2603F,1m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-08,2026-01-13,1035,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v_f/contract=V2603F/V2603F_1m_20260109_20260113.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2603F,30m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-08,2026-01-13,36,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=v_f/contract=V2603F/V2603F_30m_20260109_20260113.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2603F,5m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-08,2026-01-13,207,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=v_f/contract=V2603F/V2603F_5m_20260109_20260113.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2603F,60m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-08,2026-01-13,21,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=v_f/contract=V2603F/V2603F_60m_20260109_20260113.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2605F,15m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-13,2026-04-14,1318,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=v_f/contract=V2605F/V2605F_15m_20260114_20260414.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2605F,1m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-13,2026-04-14,19770,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v_f/contract=V2605F/V2605F_1m_20260114_20260414.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2605F,30m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-13,2026-04-14,688,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=v_f/contract=V2605F/V2605F_30m_20260114_20260414.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2605F,5m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-13,2026-04-14,3954,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=v_f/contract=V2605F/V2605F_5m_20260114_20260414.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2605F,60m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-01-13,2026-04-14,402,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=v_f/contract=V2605F/V2605F_60m_20260114_20260414.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2606F,15m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-04-14,2026-04-24,184,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=v_f/contract=V2606F/V2606F_15m_20260415_20260424.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2606F,1m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-04-14,2026-04-24,2760,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v_f/contract=V2606F/V2606F_1m_20260415_20260424.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2606F,30m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-04-14,2026-04-24,96,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=v_f/contract=V2606F/V2606F_30m_20260415_20260424.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2606F,5m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-04-14,2026-04-24,552,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=v_f/contract=V2606F/V2606F_5m_20260415_20260424.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2606F,60m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-04-14,2026-04-24,56,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=v_f/contract=V2606F/V2606F_60m_20260415_20260424.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2609F,15m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-03-31,2026-07-07,1471,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=v_f/contract=V2609F/V2609F_15m_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2609F,1d,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-04-01,2026-07-07,76,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=v_f/contract=V2609F/V2609F_1d_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2609F,1m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-03-31,2026-07-07,22065,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=v_f/contract=V2609F/V2609F_1m_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2609F,30m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-03-31,2026-07-07,768,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=v_f/contract=V2609F/V2609F_30m_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2609F,5m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-03-31,2026-07-07,4413,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=v_f/contract=V2609F/V2609F_5m_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
v,actual_contract,V2609F,60m,2026,missing_db_registration,manifest,rqdata,primary,passed,2026-03-31,2026-07-07,449,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=v_f/contract=V2609F/V2609F_60m_20260401_20260707.parquet,candidate_only_no_write,manifest_physical_asset_without_market_data_file_registration,controlled_metadata_registration_plan
