product,asset_scope,contract,period,gate_status,blocked_reasons,manifest_status,manifest_quality_status,manifest_data_role,manifest_row_count,db_market_data_file_id,db_quality_status,db_row_count,data_quality_report_status,duckdb_row_count,duckdb_min_datetime,duckdb_max_datetime,standard_path
jm,dominant_main,jm.MAIN,1m,audit_pending,db_data_role_superseded,success,passed,primary,290715,56009,passed,290715,passed,290715,2023-01-03T09:01:00,2026-07-10T15:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1m/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_1m_20230103_20260711_v2.parquet
jm,dominant_main,jm.MAIN,5m,audit_pending,db_data_role_superseded,success,passed,primary,58143,56066,passed,58143,passed,58143,2023-01-03T09:05:00,2026-07-10T15:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=5m/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_5m_20230103_20260711_v2.parquet
jm,dominant_main,jm.MAIN,15m,audit_pending,db_data_role_superseded,success,passed,primary,19381,56067,passed,19381,passed,19381,2023-01-03T09:15:00,2026-07-10T15:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=15m/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_15m_20230103_20260711_v2.parquet
jm,dominant_main,jm.MAIN,30m,audit_pending,db_data_role_superseded,success,passed,primary,10116,56068,passed,10116,passed,10116,2023-01-03T09:30:00,2026-07-10T15:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=30m/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_30m_20230103_20260711_v2.parquet
jm,dominant_main,jm.MAIN,60m,audit_pending,db_data_role_superseded,success,passed,primary,5909,56069,passed,5909,passed,5909,2023-01-03T10:00:00,2026-07-10T15:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=60m/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_60m_20230103_20260711_v2.parquet
jm,dominant_main,jm.MAIN,1d,audit_pending,db_data_role_superseded,success,passed,primary,851,55862,passed,851,passed,851,2023-01-03T00:00:00,2026-07-10T00:00:00,/Volumes/扩展盘/guiyi-quant-workstation/data/parquet/canonical/bars/provider=rqdata/period=1d/exchange=DCE/symbol=jm/contract=jm.MAIN/jm_MAIN_1d_20230103_20260711_v2.parquet
