classification,dataset,target_table,product,year,candidate_start_date,candidate_end_date,writes_parquet,writes_market_data_files,writes_quality_status,before_count,status,after_count,rows_fetched,rows_upsert_attempted,error_type,error_message
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,a,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=a year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,ag,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=ag year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,al,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=al year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,ao,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=ao year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,ap,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=ap year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,au,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=au year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,b,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=b year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bb,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=bb year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bc,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=bc year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,br,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=br year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,bu,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=bu year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,c,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=c year=2023
needs_continuous_contract_sync,continuous_contract_map,futures_continuous_contract_map,cf,2023,2023-01-01,2023-12-31,False,False,False,0,no_data,0,0,0,NoRowsFetched,continuous_contract_map fetched zero rows for product=cf year=2023
